slug,title,issue_type,confidence,details
"vaanam-2011","Vaanam","wrong_hero_gender","high","{'current_hero':'Anushka Shetty','heroine':'Anushka Shetty','reason':'Hero name matches known female actress'}"
"vaanam-2011","Vaanam","hero_heroine_same","high","{'name':'Anushka Shetty','reason':'Hero and heroine are identical'}"
"inji-iduppazhagi-2015","Inji Iduppazhagi","wrong_hero_gender","high","{'current_hero':'Anushka Shetty','heroine':'Anushka Shetty','reason':'Hero name matches known female actress'}"
"inji-iduppazhagi-2015","Inji Iduppazhagi","hero_heroine_same","high","{'name':'Anushka Shetty','reason':'Hero and heroine are identical'}"
"rendu-2006","Rendu","wrong_hero_gender","high","{'current_hero':'Anushka Shetty','heroine':'Anushka Shetty','reason':'Hero name matches known female actress'}"
"rendu-2006","Rendu","hero_heroine_same","high","{'name':'Anushka Shetty','reason':'Hero and heroine are identical'}"
"devi-2020","Devi","wrong_hero_gender","high","{'current_hero':'Shruti Haasan','heroine':'Kajol','reason':'Hero name matches known female actress'}"
"the-power-2021","The Power","wrong_hero_gender","high","{'current_hero':'Shruti Haasan','heroine':'Shruti Haasan','reason':'Hero name matches known female actress'}"
"the-power-2021","The Power","hero_heroine_same","high","{'name':'Shruti Haasan','reason':'Hero and heroine are identical'}"
"behen-hogi-teri-2017","Behen Hogi Teri","wrong_hero_gender","high","{'current_hero':'Shruti Haasan','heroine':'Shruti Haasan','reason':'Hero name matches known female actress'}"
"behen-hogi-teri-2017","Behen Hogi Teri","hero_heroine_same","high","{'name':'Shruti Haasan','reason':'Hero and heroine are identical'}"
"welcome-back-2015","Welcome Back","wrong_hero_gender","high","{'current_hero':'Shruti Haasan','heroine':'Shruti Haasan','reason':'Hero name matches known female actress'}"
"welcome-back-2015","Welcome Back","hero_heroine_same","high","{'name':'Shruti Haasan','reason':'Hero and heroine are identical'}"
"poojai-2014","Poojai","wrong_hero_gender","high","{'current_hero':'Shruti Haasan','heroine':'Shruti Haasan','reason':'Hero name matches known female actress'}"
"poojai-2014","Poojai","hero_heroine_same","high","{'name':'Shruti Haasan','reason':'Hero and heroine are identical'}"
"eeshwar-1989","Eeshwar","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"deshoddharakudu-1986","Deshoddharakudu","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"rajasthan-1999","Rajasthan","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"ips-jhansi-2004","IPS Jhansi","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"mondi-mogudu-penki-pellam-1991","Mondi Mogudu Penki Pellam","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"samsaram-o-sangeetham-1986","Samsaram O Sangeetham","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"yuvathurki-1996","Yuvathurki","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"kallukondoru-pennu-1998","Kallukondoru Pennu","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"pattabhishekham-1985","Pattabhishekham","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"simha-gharjane-1983","Simha Gharjane","hero_heroine_same","high","{'name':'Vijayashanti','reason':'Hero and heroine are identical'}"
"action-2019","Action","wrong_hero_gender","high","{'current_hero':'Tamannaah Bhatia','heroine':'Tamannaah Bhatia','reason':'Hero name matches known female actress'}"
"action-2019","Action","hero_heroine_same","high","{'name':'Tamannaah Bhatia','reason':'Hero and heroine are identical'}"
"mom-2018","Mom","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Jeanne Bates','reason':'Hero name matches known female actress'}"
"himmat-aur-mehanat-1987","Himmat Aur Mehanat","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"himmat-aur-mehanat-1987","Himmat Aur Mehanat","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"varumayin-niram-sivappu-1980","Varumayin Niram Sivappu","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"varumayin-niram-sivappu-1980","Varumayin Niram Sivappu","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"satyavan-savithri-1977","Satyavan Savithri","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"satyavan-savithri-1977","Satyavan Savithri","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"devaraagam-1996","Devaraagam","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"devaraagam-1996","Devaraagam","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"nagina-1986","Nagina","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"nagina-1986","Nagina","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"naya-kadam-1984","Naya Kadam","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Padmini Kolhapure','reason':'Hero name matches known female actress'}"
"priya-1978","Priya","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"priya-1978","Priya","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"aakhree-raasta-1986","Aakhree Raasta","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Jaya Prada','reason':'Hero name matches known female actress'}"
"moondram-pirai-1982","Moondram Pirai","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"moondram-pirai-1982","Moondram Pirai","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"jaag-utha-insan-1984","Jaag Utha Insan","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"jaag-utha-insan-1984","Jaag Utha Insan","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"mawaali-1983","Mawaali","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"mawaali-1983","Mawaali","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"sadma-1983","Sadma","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"sadma-1983","Sadma","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"pokkiri-raja-1982","Pokkiri Raja","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"pokkiri-raja-1982","Pokkiri Raja","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"vanakkathukuriya-kathaliye-1978","Vanakkathukuriya Kathaliye","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"vanakkathukuriya-kathaliye-1978","Vanakkathukuriya Kathaliye","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"sigappukkal-mookkuthi-1979","Sigappukkal Mookkuthi","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"sigappukkal-mookkuthi-1979","Sigappukkal Mookkuthi","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"sainthadamma-sainthadu-1977","Sainthadamma Sainthadu","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"sainthadamma-sainthadu-1977","Sainthadamma Sainthadu","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"kuttavum-shikshayum-1976","Kuttavum Shikshayum","wrong_hero_gender","high","{'current_hero':'Sridevi','heroine':'Sridevi','reason':'Hero name matches known female actress'}"
"kuttavum-shikshayum-1976","Kuttavum Shikshayum","hero_heroine_same","high","{'name':'Sridevi','reason':'Hero and heroine are identical'}"
"devadoothan-2000","Devadoothan","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"justice-rudramadevi-1990","Justice Rudramadevi","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"kaviratna-kalidasa-1983","Kaviratna Kalidasa","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"aami-sei-meye-1998","Aami Sei Meye","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"paapi-pet-ka-sawaal-hai-1984","Paapi Pet Ka Sawaal Hai","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"veer-1995","Veer","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"manmadha-leelai-1976","Manmadha Leelai","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"swarag-se-sunder-1986","Swarag Se Sunder","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"kaamchor-1982","Kaamchor","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"dil-e-nadaan-1982","Dil-E-Nadaan","hero_heroine_same","high","{'name':'Jaya Prada','reason':'Hero and heroine are identical'}"
"mannavaru-sinnavaru-1999","Mannavaru Sinnavaru","wrong_hero_gender","high","{'current_hero':'Soundarya','heroine':'Soundarya','reason':'Hero name matches known female actress'}"
"mannavaru-sinnavaru-1999","Mannavaru Sinnavaru","hero_heroine_same","high","{'name':'Soundarya','reason':'Hero and heroine are identical'}"
"anthapuram-1999","Anthapuram","wrong_hero_gender","high","{'current_hero':'Soundarya','heroine':'Soundarya','reason':'Hero name matches known female actress'}"
"anthapuram-1999","Anthapuram","hero_heroine_same","high","{'name':'Soundarya','reason':'Hero and heroine are identical'}"
"sooryavansham-1999","Sooryavansham","wrong_hero_gender","high","{'current_hero':'Soundarya','heroine':'Soundarya','reason':'Hero name matches known female actress'}"
"sooryavansham-1999","Sooryavansham","hero_heroine_same","high","{'name':'Soundarya','reason':'Hero and heroine are identical'}"
"anthahpuram-1998","Anthahpuram","wrong_hero_gender","high","{'current_hero':'Soundarya','heroine':'Soundarya','reason':'Hero name matches known female actress'}"
"anthahpuram-1998","Anthahpuram","hero_heroine_same","high","{'name':'Soundarya','reason':'Hero and heroine are identical'}"
"hands-up-2000","Hands Up!","wrong_hero_gender","high","{'current_hero':'Jayasudha, Brahmanandam, Nagendra Babu','heroine':null,'reason':'Hero name matches known female actress'}"
"47-rojulu-1981","47 Rojulu","wrong_hero_gender","high","{'current_hero':'Jayaprada','heroine':'Jayaprada','reason':'Hero name matches known female actress'}"
"47-rojulu-1981","47 Rojulu","hero_heroine_same","high","{'name':'Jayaprada','reason':'Hero and heroine are identical'}"
"odela-2-2025","Odela 2","wrong_hero_gender","high","{'current_hero':'Tamannaah Bhatia','heroine':'Hebah Patel','reason':'Hero name matches known female actress'}"
"rudhramadevi-2015","Rudhramadevi","wrong_hero_gender","high","{'current_hero':'Anushka Shetty','heroine':'Anushka Shetty','reason':'Hero name matches known female actress'}"
"rudhramadevi-2015","Rudhramadevi","hero_heroine_same","high","{'name':'Anushka Shetty','reason':'Hero and heroine are identical'}"
"dilruba-2025","Dilruba","placeholder_content","high","{'synopsis_sample':'After heartbreak, Siddhu moves to Mangalore for engineering. He rescues Anjali from a bad date and t','reason':'Contains placeholder text'}"
"thank-you-dear-2025","Thank You Dear","placeholder_content","high","{'synopsis_sample':'Two young professionals navigate marriage and career dreams until a devastating incident with their ','reason':'Contains placeholder text'}"
"agni-sakshi-1990","Agni Sakshi","placeholder_content","high","{'synopsis_sample':'Agni Sakshi, directed by K. Balachander, is a drama film that likely explores themes of family, rela','reason':'Contains placeholder text'}"
"antha-mana-manchike-2000","Antha Mana Manchike","placeholder_content","high","{'synopsis_sample':'Antha Mana Manchike  (transl. Everything for our wellbeing only) is a 2000 Telugu-language comedy fi','reason':'Contains placeholder text'}"
"godfather-2022","Godfather","placeholder_content","high","{'synopsis_sample':'Godfather is an action-drama film that revolves around the life of a powerful and influential person','reason':'Contains placeholder text'}"
"prema-pichollu-1983","Prema Pichollu","placeholder_content","high","{'synopsis_sample':'Prema Pichollu, released in 1983, is a romantic drama that revolves around the life of a young man, ','reason':'Contains placeholder text'}"
"okka-kshanam-2017","Okka Kshanam","placeholder_content","high","{'synopsis_sample':'Okka Kshanam is a 2017 action-romance-thriller film that revolves around the life of Jeeva, played b','reason':'Contains placeholder text'}"
"sarrainodu-2016","Sarrainodu","placeholder_content","high","{'synopsis_sample':'Sarrainodu is an action-drama film that revolves around the story of Gana, a young man who falls in ','reason':'Contains placeholder text'}"
"rudhramadevi-2015","Rudhramadevi","placeholder_content","high","{'synopsis_sample':'Rudhramadevi is a historical drama film that tells the story of Rudrama Devi, a 13th-century queen o','reason':'Contains placeholder text'}"
"akkada-ammayi-ikkada-abbayi-1996","Akkada Ammayi Ikkada Abbayi","placeholder_content","high","{'synopsis_sample':'Akkada Ammayi Ikkada Abbayi is a romance-action film that revolves around the story of a young man, ','reason':'Contains placeholder text'}"
"shakuntala-1966","Shakuntala","placeholder_content","high","{'synopsis_sample':'Sakunthala is a 1966 Telugu-language Hindu mythological film directed by Kamalakara Kameswara Rao. T','reason':'Contains placeholder text'}"
"premante-2025","Premante","placeholder_content","high","{'synopsis_sample':'A couple's perfect marriage following their cute first meeting is tested when the wife grows suspici','reason':'Contains placeholder text'}"
"magaadu-1976","Magaadu","placeholder_content","high","{'synopsis_sample':'Magaadu (transl. Man) is a 1976 Indian Telugu-language action drama film produced by Lakshmi Rajyam,','reason':'Contains placeholder text'}"
"vajra-kavachadhara-govinda-2019","Vajra Kavachadhara Govinda","placeholder_content","high","{'synopsis_sample':'Vajra Kavachadhara Govinda is an action film that follows the story of Govinda, played by Saptagiri,','reason':'Contains placeholder text'}"
"kotha-dampathulu-1984","Kotha Dampathulu","placeholder_content","high","{'synopsis_sample':'Kotha Dampathulu, a 1984 Telugu film, revolves around the lives of a married couple, played by Nares','reason':'Contains placeholder text'}"
"sati-anasuya-1957","Sati Anasuya","placeholder_content","high","{'synopsis_sample':'Sati Anasuya is a 1957 Telugu-language Hindu mythological film, based on the life of Anasuya, produc','reason':'Contains placeholder text'}"
"sakshi-1967","Sakshi","placeholder_content","high","{'synopsis_sample':'A realistic drama about Kishtayya (Krishna), a naive boatman who witnesses a murder by a local thug.','reason':'Contains placeholder text'}"
"dollar-dreams-2000","Dollar Dreams","placeholder_content","high","{'synopsis_sample':'Dollar Dreams is a drama film that revolves around the life of a young man, played by Santosh Kumar,','reason':'Contains placeholder text'}"
"gunde-jaari-gallanthayyinde-2013","Gunde Jaari Gallanthayyinde","placeholder_content","high","{'synopsis_sample':'Gunde Jaari Gallanthayyinde is a romantic tale that revolves around the life of Karthik, played by N','reason':'Contains placeholder text'}"
"rakta-sambandham-1962","Rakta Sambandham","placeholder_content","high","{'synopsis_sample':'Rakta Sambandham (transl. A bond of blood) is a 1962 Indian Telugu-language drama film directed by V','reason':'Contains placeholder text'}"
"seenugadu-chiranjeevi-fan-2005","Seenugadu Chiranjeevi Fan","placeholder_content","high","{'synopsis_sample':'A close call on the road complicates three people's lives and leads to reprisal in this twisty Bolly','reason':'Contains placeholder text'}"
"sati-savitri-1978","Sati Savitri","placeholder_content","high","{'synopsis_sample':'Sati Savitri is a 1978 Telugu-language Hindu mythological film directed by B. A. Subba Rao. It stars','reason':'Contains placeholder text'}"
"prasanna-vadanam-2024","Prasanna Vadanam","placeholder_content","high","{'synopsis_sample':'Prasanna Vadanam, an action-thriller film, follows the story of a protagonist, played by Suhas, who ','reason':'Contains placeholder text'}"
"poster-2021","Poster","placeholder_content","high","{'synopsis_sample':'The movie 'Poster' is a drama-filled family romance that revolves around the life of the lead charac','reason':'Contains placeholder text'}"
"bharya-bharthala-sawal-1983","Bharya Bharthala Sawal","placeholder_content","high","{'synopsis_sample':'Bharya Bharthala Sawal is a 1983 Telugu film that revolves around the life of a married couple, play','reason':'Contains placeholder text'}"
"gangotri-2003","Gangotri","placeholder_content","high","{'synopsis_sample':'Gangotri is a 2003 Telugu film directed by K. Raghavendra Rao, starring Allu Arjun, not Suman, as th','reason':'Contains placeholder text'}"
"maro-charitra-1978","Maro Charitra","placeholder_content","high","{'synopsis_sample':'Maro Charitra (transl. Another History) is a 1978 Indian Telugu-language romantic tragedy film writt','reason':'Contains placeholder text'}"
"varam-2004","Varam","placeholder_content","high","{'synopsis_sample':'Varam is a 2004 Telugu film that likely revolves around the life of its lead character, played by Sr','reason':'Contains placeholder text'}"
"naa-bangaaru-talli-2014","Naa Bangaaru Talli","placeholder_content","high","{'synopsis_sample':'The film was co-produced by M. S. Rajesh and Dr. Sunitha Krishnan, an internationally known anti-tra','reason':'Contains placeholder text'}"
"paradesi-1953","Paradesi","placeholder_content","high","{'synopsis_sample':'Paradesi or Poongothai is a 1953 Indian Telugu-Tamil bilingual romance film, produced by P. Adinaray','reason':'Contains placeholder text'}"
"thipparaa-meesam-2019","Thipparaa Meesam","placeholder_content","high","{'synopsis_sample':'Thipparaa Meesam is a 2019 Telugu film that revolves around the life of a young man, played by Sree ','reason':'Contains placeholder text'}"
"prema-katha-1999","Prema Katha","placeholder_content","high","{'synopsis_sample':'Prema Katha is a 1999 action-romance film that tells the story of a young couple, played by Sumanth ','reason':'Contains placeholder text'}"
"premabandham-2008","Premabandham","placeholder_content","high","{'synopsis_sample':'Premabandham is a 2008 Telugu film that likely explores the theme of love and relationships, starrin','reason':'Contains placeholder text'}"
"lawyer-viswanath-2021","Lawyer Viswanath","placeholder_content","high","{'synopsis_sample':'Lawyer Viswanath is a drama film that revolves around the life of a lawyer, played by Ali Basha, who','reason':'Contains placeholder text'}"
"ori-nee-prema-bangaram-kaanu-2003","Ori Nee Prema Bangaram Kaanu","placeholder_content","high","{'synopsis_sample':'Ori Nee Prema Bangaram Kaanu is a 2003 Telugu film that likely explores themes of love and relations','reason':'Contains placeholder text'}"
"aahwanam-1997","Aahwanam","placeholder_content","high","{'synopsis_sample':'Aahwanam is a romantic comedy that revolves around the life of a young man, played by Srikanth, who ','reason':'Contains placeholder text'}"
"yamudiki-mogudu-2012","Yamudiki Mogudu","placeholder_content","high","{'synopsis_sample':'Yamudiki Mogudu is a 2012 Telugu film that tells the story of a young man who gets married to a woma','reason':'Contains placeholder text'}"
"asthram-2006","Asthram","placeholder_content","high","{'synopsis_sample':'Asthram is a 2006 Telugu action film directed by Suresh Krissna, starring Vishnu and Anushka in lead','reason':'Contains placeholder text'}"
"hero-2008","Hero","placeholder_content","high","{'synopsis_sample':'The movie 'Hero' is a romance-action film that revolves around the life of a young man, played by Ni','reason':'Contains placeholder text'}"
"journalist-2021","Journalist","placeholder_content","high","{'synopsis_sample':'Journalist is a 2021 drama film that follows the story of a determined journalist, played by Ramki, ','reason':'Contains placeholder text'}"
"preminche-manasu-1999","Preminche Manasu","placeholder_content","high","{'synopsis_sample':'Preminche Manasu is a romance thriller film that revolves around the story of a young man, played by','reason':'Contains placeholder text'}"
"hai-hai-nayaka-1989","Hai Hai Nayaka","placeholder_content","high","{'synopsis_sample':'One of the all-time greatest movies penned from the legend Jandhyala. Jandhyala often tries to conve','reason':'Contains placeholder text'}"
"devadasu-1953","Devadasu","placeholder_content","high","{'synopsis_sample':'Devadasu is a 1953 Indian romantic drama film directed by Vedantam Raghavayya and produced by D. L. ','reason':'Contains placeholder text'}"
"the-conversation-tba","The Conversation","placeholder_content","high","{'synopsis_sample':'Harry Caul is a devout Catholic and a lover of jazz music who plays his saxophone while listening to','reason':'Contains placeholder text'}"
"mouna-poratam-1989","Mouna Poratam","placeholder_content","high","{'synopsis_sample':'Mouna Poratam is a 1989 Telugu film that likely revolves around a silent or unspoken struggle, with ','reason':'Contains placeholder text'}"
"bhairavam-2025","Bhairavam","placeholder_content","high","{'synopsis_sample':'The relationship between three childhood friends begins to crumble as their loyalty is tested.','reason':'Contains placeholder text'}"
"chintamani-1956","Chintamani","placeholder_content","high","{'synopsis_sample':'Chintamani is a 1956 Indian Telugu-language drama film produced and directed by P. S. Ramakrishna Ra','reason':'Contains placeholder text'}"
"sahaa-tba","Sahaa","placeholder_content","high","{'synopsis_sample':'Sahaa is a romantic comedy that follows the story of a young man, played by Kumar Kasaaram, as he na','reason':'Contains placeholder text'}"
"2-friends-2018","2 Friends","placeholder_content","high","{'synopsis_sample':'2 Friends is a 2018 Telugu film that explores the bond between two friends, played by Suraj Gowda an','reason':'Contains placeholder text'}"
"nenu-seetha-devi-2016","Nenu Seetha Devi","placeholder_content","high","{'synopsis_sample':'Nenu Seetha Devi is a romance film that tells the story of a young man, played by Suman Shetty, who ','reason':'Contains placeholder text'}"
"chakradhari-1977","Chakradhari","placeholder_content","high","{'synopsis_sample':'Chakradhari (transl. A Person Holding a Wheel) is a 1977 Telugu-language biographical film, based on','reason':'Contains placeholder text'}"
"breathe-2023","Breathe","placeholder_content","high","{'synopsis_sample':'Breathe is a thriller drama that follows the story of a protagonist, played by Vennela Kishore, who ','reason':'Contains placeholder text'}"
"dil-2003","Dil","placeholder_content","high","{'synopsis_sample':'Dil, a 2003 Telugu film, revolves around the romantic journey of the lead characters, played by Nith','reason':'Contains placeholder text'}"
"gaganam-2011","Gaganam","placeholder_content","high","{'synopsis_sample':'Gaganam is a 2011 action drama thriller film that revolves around the story of a flight and its pass','reason':'Contains placeholder text'}"
"sangham-1954","Sangham","placeholder_content","high","{'synopsis_sample':'Sangham (transl. Society) is a 1954 Indian Telugu-language romantic comedy film, produced by M. Muru','reason':'Contains placeholder text'}"
"ugram-2023","Ugram","placeholder_content","high","{'synopsis_sample':'Ugram is an action-thriller film that follows the story of a protagonist, played by Allari Naresh, w','reason':'Contains placeholder text'}"
"geetasakshigaa-2023","Geetasakshigaa","placeholder_content","high","{'synopsis_sample':'Geetasakshigaa is an action-drama film that revolves around the life of a young protagonist, played ','reason':'Contains placeholder text'}"
"saachi-2023","Saachi","placeholder_content","high","{'synopsis_sample':'Saachi is a drama film that revolves around the life of the protagonist, played by Ashok Mulavirat, ','reason':'Contains placeholder text'}"
"sindhooram-2023","Sindhooram","placeholder_content","high","{'synopsis_sample':'Sindhooram is a drama and action film that revolves around the life of a protagonist, played by Siva','reason':'Contains placeholder text'}"
"love-story-2021","Love Story","placeholder_content","high","{'synopsis_sample':'Love Story is a classic romantic drama that tells the tragic tale of two young lovers, Jenny and Oli','reason':'Contains placeholder text'}"
"leta-manasulu-1966","Leta Manasulu","placeholder_content","high","{'synopsis_sample':'Leta Manasulu (transl. Tender Hearts) is a 1966 Indian Telugu-language film directed by Krishnan–Pan','reason':'Contains placeholder text'}"
"okka-ammayi-thappa-2016","Okka Ammayi Thappa","placeholder_content","high","{'synopsis_sample':'Okka Ammayi Thappa is a 2016 Telugu action drama film that revolves around the story of a young man,','reason':'Contains placeholder text'}"
"sardar-gabbar-singh-2016","Sardar Gabbar Singh","incomplete_data","medium","{'missing_fields':['hero','heroine','genres'],'missing_count':3,'reason':'3 critical fields missing'}"
"1st-iifa-utsavam-2015","1st IIFA Utsavam","incomplete_data","high","{'missing_fields':['director','heroine','genres','poster'],'missing_count':4,'reason':'4 critical fields missing'}"
"balu-abcdefg-2005","Balu ABCDEFG","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis'],'missing_count':5,'reason':'5 critical fields missing'}"
"prince-of-peace-2012","Prince of Peace","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis'],'missing_count':5,'reason':'5 critical fields missing'}"
"bhale-mogudu-bhale-pellam-2011","Bhale Mogudu Bhale Pellam","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis','poster'],'missing_count':6,'reason':'6 critical fields missing'}"
"andaru-dongale-dorikithe-2004","Andaru Dongale Dorikithe","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis','poster'],'missing_count':6,'reason':'6 critical fields missing'}"
"apparao-driving-school-2004","Apparao Driving School","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis','poster'],'missing_count':6,'reason':'6 critical fields missing'}"
"iddaru-attala-muddula-alludu-2006","Iddaru Attala Muddula Alludu","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis','poster'],'missing_count':6,'reason':'6 critical fields missing'}"
"dagudumoota-dandakore-2015","Dagudumoota Dandakore","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis'],'missing_count':5,'reason':'5 critical fields missing'}"
"ala-vaikunthapurramloo-2020","Ala Vaikunthapurramloo","incomplete_data","medium","{'missing_fields':['hero','heroine','genres'],'missing_count':3,'reason':'3 critical fields missing'}"
"palanati-brahmanaidu-2003","Palanati Brahmanaidu","incomplete_data","high","{'missing_fields':['director','heroine','genres','synopsis','poster'],'missing_count':5,'reason':'5 critical fields missing'}"
"vamsoddarakudu-2000","Vamsoddarakudu","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis','poster'],'missing_count':6,'reason':'6 critical fields missing'}"
"cameraman-gangatho-rambabu-2012","Cameraman Gangatho Rambabu","incomplete_data","medium","{'missing_fields':['hero','heroine','genres'],'missing_count':3,'reason':'3 critical fields missing'}"
"time-pass-2001","Time Pass","incomplete_data","high","{'missing_fields':['director','heroine','genres','synopsis','poster'],'missing_count':5,'reason':'5 critical fields missing'}"
"padma-vibhushan-2011","Padma Vibhushan","incomplete_data","high","{'missing_fields':['director','heroine','genres','poster'],'missing_count':4,'reason':'4 critical fields missing'}"
"best-supporting-actress-tamil-2002","Best Supporting Actress - Tamil","incomplete_data","high","{'missing_fields':['director','heroine','genres','poster'],'missing_count':4,'reason':'4 critical fields missing'}"
"national-film-awards-2003","National Film Awards","incomplete_data","high","{'missing_fields':['director','heroine','genres','poster'],'missing_count':4,'reason':'4 critical fields missing'}"
"best-actress-tamil-2001","Best Actress - Tamil","incomplete_data","high","{'missing_fields':['director','heroine','genres','poster'],'missing_count':4,'reason':'4 critical fields missing'}"
"dweepa-2002","Dweepa","incomplete_data","medium","{'missing_fields':['hero','heroine','genres'],'missing_count':3,'reason':'3 critical fields missing'}"
"best-actress-kannada-2004","Best Actress – Kannada","incomplete_data","high","{'missing_fields':['director','heroine','genres','poster'],'missing_count':4,'reason':'4 critical fields missing'}"
"premaku-swagatham-2002","Premaku Swagatham","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis','poster'],'missing_count':6,'reason':'6 critical fields missing'}"
"jayam-manade-raa-2000","Jayam Manade Raa","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis','poster'],'missing_count':6,'reason':'6 critical fields missing'}"
"deha-2007","Deha","incomplete_data","medium","{'missing_fields':['hero','heroine','genres'],'missing_count':3,'reason':'3 critical fields missing'}"
"sangolli-rayanna-2012","Sangolli Rayanna","incomplete_data","high","{'missing_fields':['director','hero','heroine','genres','synopsis','poster'],'missing_count':6,'reason':'6 critical fields missing'}"
"indian-idol-2021","Indian Idol","incomplete_data","high","{'missing_fields':['director','heroine','genres','poster'],'missing_count':4,'reason':'4 critical fields missing'}"
"sri-renukadevi-2003","Sri Renukadevi","incomplete_data","high","{'missing_fields':['director','heroine','genres','poster'],'missing_count':4,'reason':'4 critical fields missing'}"
