Slug,Title (English),Title (Telugu - FILL THIS),Release Year,Hero,Heroine,Director
nayanthara-beyond-the-fairy-tale-2024,"Nayanthara: Beyond the Fairy Tale",,2024,"Vignesh Shivan","Nayanthara","Amith Krishnan"
sathamindri-mutham-tha-2024,"Sathamindri Mutham Tha",,2024,"Srikanth","Priyanka Thimmesh","Rajdev"
raju-yadav-2024,"Raju Yadav",,2024,"Getup Srinu","Ankitha Karath","K. Krishnamachary"
gorre-puranam-2024,"Gorre Puranam",,2024,"Suhas","Vishika Kota","Bobby"
make-a-wish-2024,"Make a Wish",,2024,"Kiran Kasturi","Sandhya Bayireddy","Sandhya Bayireddy"
operation-valentine-2024,"Operation Valentine",,2024,"Varun Tej","Manushi Chhillar","Shakti Pratap Singh Hada"
shivam-bhaje-2024,"Shivam Bhaje",,2024,"Ashwin Babu","Digangana Suryavanshi","Apsar"
vey-dharuvey-2024,"Vey Dharuvey",,2024,"Sai Ram Shankar","Hebah Patel","D. Naveen Reddy"
thalakona-2024,"Thalakona",,2024,"Ajay Ghosh","Apsara Rani","Nagesh Naradasi"
drill-2024,"Drill",,2024,"Gemini Suresh","Karunya Chowdary","Haranath Policherla"
bhamakalapam-2-2024,"Bhamakalapam 2",,2024,"Priyamani","Saranya Pradeep","Abhimanyu Tadimeti"
average-student-nani-2024,"Average Student Nani",,2024,"Sneha Malviya","Sahiba Bhasin","Pawan Kumar Kothuri"
rakshana-2024,"Rakshana",,2024,"Sivannarayana Naripeddi","Payal Rajput","Prandeep Thakore"
