Slug,Title (English),Title (Telugu - FILL THIS),Release Year,Hero,Heroine,Director
raa-raa-penimiti-2023,"Raa Raa... Penimiti",,2023,"Tanikella Bharani","Nandita Swetha","Satya Venkata Geddada"
amigos-2023,"Amigos",,2023,"Nandamuri Kalyan Ram","Ashika Ranganath","Rajendra Reddy"
maya-petika-2023,"Maya Petika",,2023,"Viraj Ashwin","Payal Rajput","Ramesh Raparthi"
asvins-2023,"Asvins",,2023,"Vasanth Ravi","Saraswathi Menon","Tarun Teja Mallareddy"
sathi-gani-rendu-ekaralu-2023,"Sathi Gani Rendu Ekaralu",,2023,"Jagadeesh Bandari","Aneesha Dama","Abhinav Danda"
das-ka-dhamki-2023,"Das Ka Dhamki",,2023,"Vishwak Sen","Nivetha Pethuraj","Vishwak Sen"
balagam-2023,"Balagam",,2023,"Priyadarshi Pullikonda","Kavya Kalyanram","Venu"
vidyarthi-2023,"Vidyarthi",,2023,"Raghu Babu","Bunny Vox","Madhu Madasu"
atharva-2023,"Atharva",,2023,"Karthik Raj","Simran Choudhary","Mahesh Reddy"
pop-corn-2023,"Pop Corn",,2023,"Sai Ronak","Avika Gor","Murali Naga Srinivas Gandham"
katha-venuka-katha-2023,"Katha Venuka Katha",,2023,"Viswant Duddumpudi","Srijitha Ghosh","Krishna Chaitanya"
malli-pelli-2023,"Malli Pelli",,2023,"Naresh","Pavitra Lokesh","M. S. Raju"
rules-ranjann-2023,"Rules Ranjann",,2023,"Kiran Abbavaram","Neha Shetty","Jyothi Krishna"
kalyanam-kamaneeyam-2023,"Kalyanam Kamaneeyam",,2023,"Santosh Shoban","Priya Bhavani Shankar","Anil kumar Aalla"
rebels-of-thupakula-gudem-2023,"Rebels of Thupakula Gudem",,2023,"Praveen Kandregula","No Female Lead","Jaideep Vishnu"
slum-dog-husband-2023,"Slum Dog Husband",,2023,"Muralidhar Goud","Pranavi Manukonda","A. R. Sreedhar"
mr-pregnant-2023,"Mr. Pregnant",,2023,"Raja Ravindra","Roopa Koduvayur","Srinivas Vinjanampati"
nenu-student-sir-2023,"Nenu Student Sir!",,2023,"Bellamkonda Ganesh","Avantika Dassani","Rakhi Uppalapati"
changure-bangaru-raja-2023,"Changure Bangaru Raja",,2023,"Karthik Rathnam","Goldie Nissy","Sathish Varma"
the-trial-2023,"The Trial",,2023,"Yug Ram","Spandana Palli","Raam Ganni"
asalu-2023,"Asalu",,2023,"Ravi Babu","Poorna","Uday"
okkade-1-venkanna-on-duty-2023,"Okkade 1 (Venkanna on Duty)",,2023,"Tummalapalli Rama Satyanarayana","Madhumitha","Sripada Ramchandra Rao"
shaakuntalam-2023,"Shaakuntalam",,2023,"Dev Mohan","Samantha","Gunasekhar"
lust-stories-2-2023,"Lust Stories 2",,2023,"Tamannaah Bhatia","Neena Gupta","Konkona Sen Sharma"
raakshasa-kaavyam-2023,"Raakshasa Kaavyam",,2023,"Abhay Bethiganti","Kushalini Pulapa","Sriman Keerthi"
vyooham-2023,"Vyooham",,2023,"Ajmal Ameer","Manasa Radhakrishnan","Ram Gopal Varma"
csi-sanatan-2023,"Csi Sanatan",,2023,"Aadi Saikumar","Misha Narang","Siva Shankar Dev"
vimanam-2023,"Vimanam",,2023,"Samuthirakani","Anasuya Bharadwaj","Siva Prasad Yanala"
month-of-madhu-2023,"Month of Madhu",,2023,"Naveen Chandra","Swathi Reddy","Srikanth Nagothi"
rangamarthanda-2023,"Rangamarthanda",,2023,"Prakash Raj","Ramya Krishnan","Pasupuleti Krishna Vamsi"
bedurulanka-2012-2023,"Bedurulanka 2012",,2023,"Ajay Ghosh","Neha Shetty","Clax"
rangabali-2023,"Rangabali",,2023,"Naga Shaurya","Yukti Thareja","Pawan Basamsetti"
butta-bomma-2023,"Butta Bomma",,2023,"Surya Vasishta","Anikha Surendran","Shouree Chandrashekhar T Ramesh"
mayalo-2023,"#mayalo",,2023,"Naresh Agastya","Gnaneswari Kandregula","Megha Mithra Pervar"
skanda-the-attacker-2023,"Skanda: The Attacker",,2023,"Ram Pothineni","Sreeleela","Boyapati Srinu"
intinti-ramayanam-2023,"Intinti Ramayanam",,2023,"Rahul Ramakrishna","Navya Swamy","Suresh Naredla"
bagheera-2023,"Bagheera",,2023,"Prabhu Deva","Amyra Dastur","Adhik Ravichandran"
amala-2023,"Amala",,2023,"Srikanth","Rajisha Vijayan","Safeer Thailan"
maa-oori-polimera-2-2023,"Maa Oori Polimera 2",,2023,"Satyam Rajesh","Kamakshi Bhaskarla","Anil Viswanath"
prema-vimanam-2023,"Prema Vimanam",,2023,"Sangeeth Shobhan","Saanve Meghana","Santosh Kata"
phalana-abbayi-phalana-ammayi-2023,"Phalana Abbayi Phalana Ammayi",,2023,"Naga Shaurya","Malavika Nair","Srinivas Avasarala"
meter-2023,"Meter",,2023,"Kiran Abbavaram","Athulya Ravi","Ramesh Kaduri"
two-souls-2023,"Two Souls",,2023,"Praveen","Mounika Reddy","Shravan"
gammathu-2023,"Gammathu",,2023,"Parvateesam","Swati Dixit","Aswwani Sri Krisshna"
