Priority,Completeness,Year,Title,Issues,TMDB_ID,URL
Medium,75%,2022,"Plan A Plan B","No hero, No English synopsis, No Telugu synopsis, No backdrop, No runtime, No Telugu title",1018220,http://localhost:3000/movies/plan-a-plan-b-2022
Medium,75%,2022,"James","No English synopsis, No Telugu synopsis, No runtime",683056,http://localhost:3000/movies/james-2022
Medium,75%,2022,"Naane Varuvean","No English synopsis, No Telugu synopsis, No runtime",785664,http://localhost:3000/movies/naane-varuvean-2022
Medium,75%,2022,"Saani Kaayidham","No English synopsis, No Telugu synopsis, No runtime",755393,http://localhost:3000/movies/saani-kaayidham-2022
Medium,75%,2022,"Vikrant Rona","No English synopsis, No Telugu synopsis, No runtime",680334,http://localhost:3000/movies/vikrant-rona-2022
Medium,75%,2022,"Sardar","No English synopsis, No Telugu synopsis, No runtime",858080,http://localhost:3000/movies/sardar-2022
Medium,75%,2022,"Gatta Kusthi","No English synopsis, No Telugu synopsis, No runtime",959163,http://localhost:3000/movies/gatta-kusthi-2022
Medium,75%,2022,"Thiruchitrambalam","No English synopsis, No Telugu synopsis, No runtime",858067,http://localhost:3000/movies/thiruchitrambalam-2022
Medium,75%,2022,"Bhediya","No English synopsis, No Telugu synopsis, No runtime",799177,http://localhost:3000/movies/bhediya-2022
Medium,75%,2022,"Beast","No English synopsis, No Telugu synopsis, No runtime",800383,http://localhost:3000/movies/beast-2022
Medium,75%,2022,"Love Today","No English synopsis, No Telugu synopsis, No runtime",1032627,http://localhost:3000/movies/love-today-2022
Medium,75%,2022,"Godfather","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",863931,http://localhost:3000/movies/godfather-2022
Medium,75%,2022,"K.G.F: Chapter 2","No English synopsis, No Telugu synopsis, No runtime",587412,http://localhost:3000/movies/k-g-f-chapter-2-2022
Medium,75%,2022,"Ponniyin Selvan: Part I","No English synopsis, No Telugu synopsis, No runtime",660046,http://localhost:3000/movies/ponniyin-selvan-part-i-2022
Medium,75%,2022,"Mahaan","No English synopsis, No Telugu synopsis, No runtime",804337,http://localhost:3000/movies/mahaan-2022
Medium,75%,2022,"Don","No English synopsis, No Telugu synopsis, No runtime",895033,http://localhost:3000/movies/don-2022
Medium,75%,2022,"Babli Bouncer","No English synopsis, No Telugu synopsis, No backdrop, No runtime",1002082,http://localhost:3000/movies/babli-bouncer-2022
Medium,75%,2021,"Love Story","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",9062,http://localhost:3000/movies/love-story-2021
Medium,75%,2021,"Jai Bhim","No English synopsis, No Telugu synopsis, No runtime",855400,http://localhost:3000/movies/jai-bhim-2021
Medium,75%,2021,"Minnal Murali","No English synopsis, No Telugu synopsis, No runtime",657644,http://localhost:3000/movies/minnal-murali-2021
Low,80%,,"Janakiram","No English synopsis, No runtime, No Telugu title",1029671,http://localhost:3000/movies/janakiram-tba
Low,80%,,"Anaganaga Oka Rowdy","No English synopsis, No runtime, No Telugu title",803571,http://localhost:3000/movies/anaganaga-oka-rowdy-tba
Low,80%,,"Edhureetha","No English synopsis, No runtime, No Telugu title",898872,http://localhost:3000/movies/edhureetha-tba
Low,80%,,"Umapathi","No English synopsis, No backdrop, No runtime, No Telugu title",1040624,http://localhost:3000/movies/umapathi-tba
Low,80%,,"Band Melam","No English synopsis, No runtime, No Telugu title",1547712,http://localhost:3000/movies/band-melam-tba
Low,80%,,"Nakshatra Poratam","No English synopsis, No backdrop, No runtime, No Telugu title",1231827,http://localhost:3000/movies/nakshatra-poratam-tba
Low,80%,,"Garividi Lakshmi","No English synopsis, No runtime, No Telugu title",1555847,http://localhost:3000/movies/garividi-lakshmi-tba
Low,80%,,"DQ 41","No English synopsis, No runtime, No Telugu title",1516102,http://localhost:3000/movies/dq-41-tba
Low,80%,,"Arrtham","No English synopsis, No runtime, No Telugu title",890461,http://localhost:3000/movies/arrtham-tba
Low,80%,,"Kirathaka","No English synopsis, No runtime, No Telugu title",890172,http://localhost:3000/movies/kirathaka-tba
Low,80%,,"Haindava","No English synopsis, No runtime, No Telugu title",1417808,http://localhost:3000/movies/haindava-tba
Low,80%,,"Amaran in the City: Chapter 1","No English synopsis, No runtime, No Telugu title",890909,http://localhost:3000/movies/amaran-in-the-city-chapter-1-tba
Low,80%,,"Peddarikam","No English synopsis, No backdrop, No runtime, No Telugu title",1243148,http://localhost:3000/movies/peddarikam-tba
Low,80%,,"What The Fish","No English synopsis, No backdrop, No runtime, No Telugu title",1141452,http://localhost:3000/movies/what-the-fish-tba
Low,80%,,"Nagabandham","No English synopsis, No backdrop, No runtime, No Telugu title",1442396,http://localhost:3000/movies/nagabandham-tba
Low,80%,,"They Call Him OG 2","No English synopsis, No runtime, No Telugu title",1553748,http://localhost:3000/movies/they-call-him-og-2-tba
Low,80%,,"Naa Katha","No English synopsis, No backdrop, No runtime, No Telugu title",1338987,http://localhost:3000/movies/naa-katha-tba
Low,80%,,"Magic","No English synopsis, No backdrop, No runtime",1237616,http://localhost:3000/movies/magic-tba
Low,80%,,"Inner City Blues","No English synopsis, No backdrop, No runtime",871062,http://localhost:3000/movies/inner-city-blues-tba
Low,80%,2027,"Baahubali: the Eternal War - Part 1","No English synopsis, No runtime, No Telugu title",1570976,http://localhost:3000/movies/baahubali-the-eternal-war-part-1-2027
Low,80%,2026,"Seetha Payanam","No English synopsis, No backdrop, No runtime, No Telugu title",1566740,http://localhost:3000/movies/seetha-payanam-2026
Low,80%,2026,"Aakasam Lo Oka Tara","No English synopsis, No backdrop, No runtime, No Telugu title",1322273,http://localhost:3000/movies/aakasam-lo-oka-tara-2026
Low,80%,2026,"Mana Shankara Vara Prasad Garu","No English synopsis, No backdrop, No runtime, No Telugu title",1439713,http://localhost:3000/movies/msvp-2026
Low,80%,2026,"Ramayana: Part One","No English synopsis, No backdrop, No runtime, No Telugu title",656908,http://localhost:3000/movies/ramayana-part-one-2026
Low,80%,2026,"Anantha","No English synopsis, No backdrop, No runtime, No Telugu title",1608579,http://localhost:3000/movies/anantha-2026
Low,80%,2026,"O'Romeo","No English synopsis, No backdrop, No runtime, No Telugu title",1275574,http://localhost:3000/movies/o-romeo-2026
Low,80%,2026,"The Bed","No English synopsis, No backdrop, No runtime, No Telugu title",1604186,http://localhost:3000/movies/the-bed-2026
Low,80%,2026,"Vishwambhara","No English synopsis, No backdrop, No runtime, No Telugu title",1211111,http://localhost:3000/movies/vishwambhara-2026
Low,80%,2025,"LYF - Love Your Father","No English synopsis, No backdrop, No runtime, No Telugu title",1439096,http://localhost:3000/movies/lyf-love-your-father-2025
Low,80%,2025,"1000 Waala","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/1000-waala-2025
Low,80%,2025,"Bhairavam","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1388451,http://localhost:3000/movies/bhairavam-2025
Low,80%,2025,"Coolie","No English synopsis, No Telugu synopsis, No runtime",1153399,http://localhost:3000/movies/coolie-2025
Low,80%,2025,"Salaar: Part 2 - Shouryaanga Parvam","No English synopsis, No backdrop, No runtime, No Telugu title",1212402,http://localhost:3000/movies/salaar-part-2-shouryaanga-parvam
Low,80%,2025,"Ponton's Heart","No English synopsis, No backdrop, No runtime, No Telugu title",1426512,http://localhost:3000/movies/pontons-heart-2025
Low,80%,2025,"Thank You Dear","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1506578,http://localhost:3000/movies/thank-you-dear-2025
Low,80%,2025,"Sikandar","No English synopsis, No backdrop, No runtime, No Telugu title",1257960,http://localhost:3000/movies/sikandar-2025
Low,80%,2025,"Elumale","No English synopsis, No backdrop, No runtime, No Telugu title",1531329,http://localhost:3000/movies/elumale-2025
Low,80%,2025,"Jaat","No English synopsis, No backdrop, No runtime, No Telugu title",1306845,http://localhost:3000/movies/jaat-2025
Low,80%,2025,"Dinasari","No English synopsis, No backdrop, No runtime, No Telugu title",1432145,http://localhost:3000/movies/dinasari-2025
Low,80%,2025,"Blackmail","No English synopsis, No backdrop, No runtime, No Telugu title",1505291,http://localhost:3000/movies/blackmail-2025
Low,80%,2025,"Konjam Kadhal Konjam Modhal","No English synopsis, No backdrop, No runtime, No Telugu title",1444744,http://localhost:3000/movies/konjam-kadhal-konjam-modhal-2025
Low,80%,2025,"Dilruba","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1099485,http://localhost:3000/movies/dilruba-2025
Low,80%,2024,"Bhairathi Ranagal","No English synopsis, No Telugu synopsis, No runtime",1088410,http://localhost:3000/movies/bhairathi-ranagal-2024
Low,80%,2024,"Aham Reboot","No English synopsis, No runtime, No Telugu title",968571,http://localhost:3000/movies/aham-reboot-2024
Low,80%,2024,"We Love Bad Boys","No English synopsis, No backdrop, No runtime, No Telugu title",1471367,http://localhost:3000/movies/we-love-bad-boys-2024
Low,80%,2024,"Pranaya Godari","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/pranaya-godari-2024
Low,80%,2024,"Mukhya Gamanika","No English synopsis, No backdrop, No runtime, No Telugu title",1246981,http://localhost:3000/movies/mukhya-gamanika-2024
Low,80%,2024,"Kangaroo","No English synopsis, No backdrop, No runtime, No Telugu title",1285843,http://localhost:3000/movies/kangaroo-2024
Low,80%,2024,"Rush","No English synopsis, No runtime, No Telugu title",1292641,http://localhost:3000/movies/rush-2024
Low,80%,2024,"105 Minuttess","No hero, No English synopsis, No runtime, No Telugu title",922636,http://localhost:3000/movies/105-minuttess-2024
Low,80%,2024,"Modern Masters: SS Rajamouli","No English synopsis, No backdrop, No runtime, No Telugu title",1313130,http://localhost:3000/movies/modern-masters-ss-rajamouli-2024
Low,80%,2024,"Vedaa","No English synopsis, No backdrop, No runtime, No Telugu title",1148486,http://localhost:3000/movies/vedaa-2024
Low,80%,2024,"Ruslaan","No English synopsis, No backdrop, No runtime, No Telugu title",1196940,http://localhost:3000/movies/ruslaan-2024
Low,80%,2024,"Operation Laila","No English synopsis, No backdrop, No runtime, No Telugu title",1245864,http://localhost:3000/movies/operation-laila-2024
Low,80%,2024,"Sathamindri Mutham Tha","No English synopsis, No backdrop, No runtime, No Telugu title",1248209,http://localhost:3000/movies/sathamindri-mutham-tha-2024
Low,80%,2024,"Maya Puthagam","No English synopsis, No backdrop, No runtime, No Telugu title",956103,http://localhost:3000/movies/maya-puthagam-2024
Low,80%,2024,"Anandapuram Diaries","No English synopsis, No backdrop, No runtime, No Telugu title",1177652,http://localhost:3000/movies/anandapuram-diaries-2024
Low,80%,2024,"Nayanthara: Beyond the Fairy Tale","No English synopsis, No backdrop, No runtime, No Telugu title",1382447,http://localhost:3000/movies/nayanthara-beyond-the-fairy-tale-2024
Low,80%,2023,"Sagiletikatha","No English synopsis, No backdrop, No runtime, No Telugu title",1192420,http://localhost:3000/movies/sagiletikatha-2023
Low,80%,2023,"Madhurapudi Granam Ane Nenu","No English synopsis, No backdrop, No runtime, No Telugu title",1210464,http://localhost:3000/movies/madhurapudi-granam-ane-nenu-2023
Low,80%,2023,"Antham Kadidi Aarambam","No English synopsis, No backdrop, No runtime, No Telugu title",1197850,http://localhost:3000/movies/antham-kadidi-aarambam-1981
Low,80%,2023,"Mao Oori Cinema","No English synopsis, No backdrop, No runtime, No Telugu title",1189224,http://localhost:3000/movies/mao-oori-cinema-2023
Low,80%,2023,"10 Rupees","No English synopsis, No backdrop, No runtime, No Telugu title",1155115,http://localhost:3000/movies/10-rupees-2023
Low,80%,2023,"Plot","No English synopsis, No runtime, No Telugu title",1315525,http://localhost:3000/movies/plot-2023
Low,80%,2023,"Raa Raa... Penimiti","No English synopsis, No backdrop, No runtime, No Telugu title",1111206,http://localhost:3000/movies/raa-raa-penimiti-2023
Low,80%,2023,"Vidyarthi","No English synopsis, No backdrop, No runtime, No Telugu title",1181780,http://localhost:3000/movies/vidyarthi-2023
Low,80%,2023,"Changure Bangaru Raja","No English synopsis, No backdrop, No runtime, No Telugu title",1180939,http://localhost:3000/movies/changure-bangaru-raja-2023
Low,80%,2023,"Okkade 1 (Venkanna on Duty)","No English synopsis, No backdrop, No runtime, No Telugu title",1194958,http://localhost:3000/movies/okkade-1-venkanna-on-duty-2023
Low,80%,2023,"Pareshan","No English synopsis, No backdrop, No runtime, No Telugu title",1129654,http://localhost:3000/movies/pareshan-2023
Low,80%,2023,"Anveshi","No English synopsis, No runtime, No Telugu title",1199148,http://localhost:3000/movies/anveshi-2023
Low,80%,2023,"Unstoppable","No English synopsis, No backdrop, No runtime, No Telugu title",1154196,http://localhost:3000/movies/unstoppable-2023
Low,80%,2023,"The Eye","No English synopsis, No backdrop, No runtime, No Telugu title",1192906,http://localhost:3000/movies/the-eye-2023
Low,80%,2023,"Echo","No English synopsis, No backdrop, No runtime, No Telugu title",883719,http://localhost:3000/movies/echo-2023
Low,80%,2023,"Bagheera","No English synopsis, No backdrop, No runtime, No Telugu title",882401,http://localhost:3000/movies/bagheera-2023
Low,80%,2023,"Amala","No English synopsis, No backdrop, No runtime, No Telugu title",457031,http://localhost:3000/movies/amala-2023
Low,80%,2023,"Ghosty","No English synopsis, No backdrop, No runtime, No Telugu title",1043199,http://localhost:3000/movies/ghosty-2023
Low,80%,2023,"Kannai Nambathe","No English synopsis, No backdrop, No runtime, No Telugu title",904717,http://localhost:3000/movies/kannai-nambathe-2023
Low,80%,2023,"Kisi Ka Bhai... Kisi Ki Jaan","No English synopsis, No backdrop, No runtime, No Telugu title",966719,http://localhost:3000/movies/kisi-ka-bhai-kisi-ki-jaan-2023
Low,80%,2023,"Ranga Maarthaanda","No English synopsis, No backdrop, No runtime, No Telugu title",1064247,http://localhost:3000/movies/ranga-maarthaanda-2023
Low,80%,2022,"Vishwak","No English synopsis, No backdrop, No runtime, No Telugu title",1132691,http://localhost:3000/movies/vishwak-2022
Low,80%,2022,"Kerosene","No English synopsis, No backdrop, No runtime, No Telugu title",982182,http://localhost:3000/movies/kerosene-2022
Low,80%,2022,"Commitment","No English synopsis, No backdrop, No runtime, No Telugu title",864058,http://localhost:3000/movies/commitment-2022
Low,80%,2022,"Dream Boy","No English synopsis, No backdrop, No runtime, No Telugu title",1228121,http://localhost:3000/movies/dream-boy-2022
Low,80%,2022,"7 Days 6 Nights","No English synopsis, No backdrop, No runtime, No Telugu title",993483,http://localhost:3000/movies/7-days-6-nights-2022
Low,80%,2022,"Konda","No English synopsis, No backdrop, No runtime, No Telugu title",988461,http://localhost:3000/movies/konda-2022
Low,80%,2022,"Pratibimbalu","No English synopsis, No backdrop, No runtime, No Telugu title",1045069,http://localhost:3000/movies/pratibimbalu-2022
Low,80%,2022,"3e","No English synopsis, No backdrop, No runtime, No Telugu title",932289,http://localhost:3000/movies/3e-2022
Low,80%,2022,"Aakasha Veedhullo","No English synopsis, No backdrop, No runtime, No Telugu title",1019949,http://localhost:3000/movies/aakasha-veedhullo-2022
Low,80%,2022,"Nenu C/o Nuvvu","No English synopsis, No backdrop, No runtime, No Telugu title",1031948,http://localhost:3000/movies/nenu-co-nuvvu-2022
Low,85%,,"Mysaa","No English synopsis, No runtime, No Telugu title",1504630,http://localhost:3000/movies/mysaa-tba
Low,85%,,"Euphoria","No English synopsis, No runtime, No Telugu title",1438392,http://localhost:3000/movies/euphoria-tba
Low,85%,,"Biker","No English synopsis, No runtime, No Telugu title",1423251,http://localhost:3000/movies/biker-tba
Low,85%,,"Abhiram","No English synopsis, No runtime, No Telugu title",1042382,http://localhost:3000/movies/abhiram-tba
Low,85%,,"Maate Mantramu","No English synopsis, No runtime, No Telugu title",1040658,http://localhost:3000/movies/maate-mantramu-tba
Low,85%,,"Legacy","No English synopsis, No runtime, No Telugu title",1436202,http://localhost:3000/movies/legacy-tba
Low,85%,,"Vāranāsi","No English synopsis, No runtime, No Telugu title",920708,http://localhost:3000/movies/varanasi-tba
Low,85%,2026,"Nari Nari Naduma Murari","No English synopsis, No runtime, No Telugu title",1417849,http://localhost:3000/movies/nari-nari-naduma-murari-2026
Low,85%,2026,"Honey","No English synopsis, No runtime, No Telugu title",1607762,http://localhost:3000/movies/honey-2026
Low,85%,2026,"Psych Siddhartha","No English synopsis, No runtime, No Telugu title",1594670,http://localhost:3000/movies/psych-siddhartha-2026
Low,85%,2026,"Goodachari 2","No English synopsis, No runtime, No Telugu title",1196470,http://localhost:3000/movies/goodachari-2-2026
Low,85%,2026,"Itllu Arjuna","No English synopsis, No runtime, No Telugu title",1440539,http://localhost:3000/movies/itllu-arjuna-2026
Low,85%,2026,"Rowdy Janardhana","No English synopsis, No runtime, No Telugu title",1389373,http://localhost:3000/movies/rowdy-janardhana-2026
Low,85%,2026,"Bhartha Mahasayulaku Wignyapthi","No English synopsis, No runtime, No Telugu title",1442975,http://localhost:3000/movies/bhartha-mahasayulaku-wignyapthi-2026
Low,85%,2026,"Ustaad Bhagat Singh","No English synopsis, No runtime, No Telugu title",1022788,http://localhost:3000/movies/ustaad-bhagat-singh-2026
Low,85%,2026,"Funky","No English synopsis, No runtime, No Telugu title",1403737,http://localhost:3000/movies/funky-2026
Low,85%,2026,"Nilakanta","No English synopsis, No runtime, No Telugu title",1107009,http://localhost:3000/movies/nilakanta-2026
Low,85%,2026,"Dark Chocolate","No English synopsis, No runtime, No Telugu title",1445172,http://localhost:3000/movies/dark-chocolate-2026
Low,85%,2026,"Anaganaga Oka Raju","No English synopsis, No runtime, No Telugu title",1407432,http://localhost:3000/movies/anaganaga-oka-raju-2026
Low,85%,2026,"Lenin","No English synopsis, No backdrop, No runtime, No Telugu title",1408170,http://localhost:3000/movies/lenin-tba
Low,85%,2026,"Om Shanti Shanti Shantihi","No English synopsis, No runtime, No Telugu title",1508577,http://localhost:3000/movies/om-shanti-shanti-shantihi-2026
Low,85%,2025,"Gurram Paapi Reddy","No English synopsis, No runtime, No Telugu title",1518070,http://localhost:3000/movies/gurram-paapi-reddy-2025
Low,85%,2025,"They Call Him OG","No English synopsis, No runtime, No Telugu title",1080365,http://localhost:3000/movies/they-call-him-og-2025
Low,85%,2025,"14 Days (girlfriend Intlo)","No English synopsis, No runtime, No Telugu title",1444255,http://localhost:3000/movies/14-days-girlfriend-intlo-2025
Low,85%,2025,"Mass Jathara","No English synopsis, No runtime, No Telugu title",1381405,http://localhost:3000/movies/mass-jathara-2025
Low,85%,2025,"Raju Weds Rambai","No English synopsis, No runtime, No Telugu title",1580640,http://localhost:3000/movies/raju-weds-rambai-2025
Low,85%,2025,"Akkada Ammayi Ikkada Abbayi","No English synopsis, No runtime, No Telugu title",1462729,http://localhost:3000/movies/akkada-ammayi-ikkada-abbayi-2025
Low,85%,2025,"Enuguthondam Ghatikachalam","No English synopsis, No runtime, No Telugu title",1579744,http://localhost:3000/movies/enuguthondam-ghatikachalam-2025
Low,85%,2025,"Sundarakanda","No English synopsis, No runtime, No Telugu title",1277726,http://localhost:3000/movies/sundarakanda-2025
Low,85%,2025,"8 Vasantalu","No English synopsis, No runtime, No Telugu title",1370032,http://localhost:3000/movies/8-vasantalu-2025
Low,85%,2025,"Chaurya Paatham","No English synopsis, No runtime, No Telugu title",1472031,http://localhost:3000/movies/chaurya-paatham-2025
Low,85%,2025,"Arjun Son of Vyjayanthi","No English synopsis, No runtime, No Telugu title",1447219,http://localhost:3000/movies/arjun-son-of-vyjayanthi-2025
Low,85%,2025,"Shashtipoorthi","No English synopsis, No runtime, No Telugu title",1108193,http://localhost:3000/movies/shashtipoorthi-2025
Low,85%,2025,"Sarangapani Jathakam","No English synopsis, No runtime, No Telugu title",1354069,http://localhost:3000/movies/sarangapani-jathakam-2025
Low,85%,2025,"Chiranjeeva","No English synopsis, No runtime, No Telugu title",1576463,http://localhost:3000/movies/chiranjeeva-2025
Low,85%,2025,"Brahma Anandam","No English synopsis, No runtime, No Telugu title",1418578,http://localhost:3000/movies/brahma-anandam-2025
Low,85%,2025,"Thandel","No English synopsis, No runtime, No Telugu title",1208735,http://localhost:3000/movies/thandel-2025
Low,85%,2025,"Thammudu","No English synopsis, No runtime, No Telugu title",1263029,http://localhost:3000/movies/thammudu-2025
Low,85%,2025,"23 (Iravai Moodu)","No English synopsis, No runtime, No Telugu title",1481554,http://localhost:3000/movies/23-iravai-moodu-2025
Low,85%,2025,"Eesha","No English synopsis, No runtime, No Telugu title",1601310,http://localhost:3000/movies/eesha-2025
Low,85%,2025,"Patang","No English synopsis, No runtime, No Telugu title",1603844,http://localhost:3000/movies/patang-2025
Low,85%,2025,"Suryapet Junction","No English synopsis, No runtime, No Telugu title",1074619,http://localhost:3000/movies/suryapet-junction-2025
Low,85%,2025,"Janata Bar","No English synopsis, No runtime, No Telugu title",1085752,http://localhost:3000/movies/janata-bar-2025
Low,85%,2025,"Dreamcatcher","No English synopsis, No backdrop, No runtime, No Telugu title",1415465,http://localhost:3000/movies/dreamcatcher-2025
Low,85%,2025,"Sankranthiki Vasthunam","No English synopsis, No runtime, No Telugu title",1380920,http://localhost:3000/movies/sankranthiki-vasthunam-2025
Low,85%,2025,"HIT: The Third Case","No English synopsis, No runtime, No Telugu title",1060046,http://localhost:3000/movies/hit-the-third-case-2025
Low,85%,2025,"Sasivadane","No English synopsis, No runtime, No Telugu title",1413637,http://localhost:3000/movies/sasivadane-2025
Low,85%,2025,"Court: State vs. A Nobody","No English synopsis, No runtime, No Telugu title",1424217,http://localhost:3000/movies/court-state-vs-a-nobody-2025
Low,85%,2025,"Hathya","No English synopsis, No runtime, No Telugu title",1422602,http://localhost:3000/movies/hathya-2025
Low,85%,2025,"Hari Hara Veera Mallu: Part 1 – Sword vs Spirit","No English synopsis, No runtime, No Telugu title",727121,http://localhost:3000/movies/hari-hara-veera-mallu-part-1-sword-vs-spirit-2025
Low,85%,2024,"Matka","No English synopsis, No runtime, No Telugu title",1233327,http://localhost:3000/movies/matka-2024
Low,85%,2024,"Oka Manchi Prema Katha","No English synopsis, No runtime, No Telugu title",1399236,http://localhost:3000/movies/oka-manchi-prema-katha-2024
Low,85%,2024,"Appudo Ippudo Eppudo","No English synopsis, No runtime, No Telugu title",1380109,http://localhost:3000/movies/appudo-ippudo-eppudo-2024
Low,85%,2024,"Veeranjaneyulu Vihara Yatra","No English synopsis, No runtime, No Telugu title",1319864,http://localhost:3000/movies/veeranjaneyulu-vihara-yatra-2024
Low,85%,2024,"Om Bheem Bush","No English synopsis, No runtime, No Telugu title",1248487,http://localhost:3000/movies/om-bheem-bush-2024
Low,85%,2024,"Jilebi","No English synopsis, No runtime, No Telugu title",1032240,http://localhost:3000/movies/jilebi-2024
Low,85%,2024,"Maa Nanna Superhero","No English synopsis, No runtime, No Telugu title",1357414,http://localhost:3000/movies/maa-nanna-superhero-2024
Low,85%,2024,"Double iSmart","No English synopsis, No runtime, No Telugu title",1127824,http://localhost:3000/movies/double-ismart-2024
Low,85%,2024,"Indrani - Epic1: Dharam vs Karam","No English synopsis, No runtime, No Telugu title",966900,http://localhost:3000/movies/indrani-epic1-dharam-vs-karam-2024
Low,85%,2024,"Kalki 2898-AD","No English synopsis, No runtime, No Telugu title",801688,http://localhost:3000/movies/kalki-2898-ad-2024
Low,85%,2024,"Dheera","No English synopsis, No runtime, No Telugu title",1034187,http://localhost:3000/movies/dheera-2024
Low,85%,2024,"Aay","No English synopsis, No runtime, No Telugu title",1373129,http://localhost:3000/movies/aay-2024
Low,85%,2024,"Dhoom Dhaam","No English synopsis, No runtime, No Telugu title",1383695,http://localhost:3000/movies/dhoom-dhaam-2024
Low,85%,2024,"Raju Gari Ammayi Naidu Gari Abbayi","No English synopsis, No runtime, No Telugu title",1454579,http://localhost:3000/movies/raju-gari-ammayi-naidu-gari-abbayi-2024
Low,85%,2024,"Ramnagar Bunny","No English synopsis, No runtime, No Telugu title",1365585,http://localhost:3000/movies/ramnagar-bunny-2024
Low,85%,2024,"Razakar: The Silent Genocide of Hyderabad","No English synopsis, No runtime, No Telugu title",1210466,http://localhost:3000/movies/razakar-the-silent-genocide-of-hyderabad-2024
Low,85%,2024,"Janaka Aithe Ganaka","No English synopsis, No runtime, No Telugu title",1357662,http://localhost:3000/movies/janaka-aithe-ganaka-2024
Low,85%,2024,"Ground","No English synopsis, No backdrop, No runtime, No Telugu title",1302681,http://localhost:3000/movies/ground-2024
Low,85%,2024,"Simbaa","No English synopsis, No runtime, No Telugu title",984387,http://localhost:3000/movies/simbaa-2024
Low,85%,2024,"Tiragabadara Saami","No English synopsis, No runtime, No Telugu title",1171732,http://localhost:3000/movies/tiragabadara-saami-2024
Low,85%,2024,"Nindha","No English synopsis, No runtime, No Telugu title",1307065,http://localhost:3000/movies/nindha-2024
Low,85%,2024,"Vidya Vasula Aham","No English synopsis, No runtime, No Telugu title",1029449,http://localhost:3000/movies/vidya-vasula-aham-2024
Low,85%,2024,"Palik","No English synopsis, No runtime, No Telugu title",1297860,http://localhost:3000/movies/palik-2024
Low,85%,2024,"Mathu Vadalara 2","No English synopsis, No runtime, No Telugu title",1249902,http://localhost:3000/movies/mathu-vadalara-2-2024
Low,85%,2024,"Krishnamma","No English synopsis, No runtime, No Telugu title",1001632,http://localhost:3000/movies/krishnamma-2024
Low,85%,2024,"Bhaje Vaayu Vegam","No English synopsis, No runtime, No Telugu title",962108,http://localhost:3000/movies/bhaje-vaayu-vegam-2024
Low,85%,2024,"Pailam Pilaga","No English synopsis, No runtime, No Telugu title",1357437,http://localhost:3000/movies/pailam-pilaga-2024
Low,85%,2024,"Srikakulam Sherlockholmes","No English synopsis, No runtime, No Telugu title",1406816,http://localhost:3000/movies/srikakulam-sherlockholmes-2024
Low,85%,2024,"OMG: O Manchi Ghost","No English synopsis, No runtime, No Telugu title",1329937,http://localhost:3000/movies/omg-o-manchi-ghost-2024
Low,85%,2024,"(Tillu)²","No English synopsis, No runtime, No Telugu title",1039482,http://localhost:3000/movies/tillu-2024
Low,85%,2024,"S.I.T Special Investigation Team","No English synopsis, No runtime, No Telugu title",1287603,http://localhost:3000/movies/sit-special-investigation-team-2024
Low,85%,2024,"Agent Narasimha‐117","No English synopsis, No backdrop, No runtime, No Telugu title",1224562,http://localhost:3000/movies/agent-narasimha117-2024
Low,85%,2024,"Honeymoon Express","No English synopsis, No runtime, No Telugu title",1339339,http://localhost:3000/movies/honeymoon-express-2024
Low,85%,2024,"Usha Parinayam","No English synopsis, No runtime, No Telugu title",1329323,http://localhost:3000/movies/usha-parinayam-2024
Low,85%,2024,"Yatra 2","No English synopsis, No runtime, No Telugu title",1238535,http://localhost:3000/movies/yatra-2-2024
Low,85%,2024,"Raajadhani Files","No English synopsis, No runtime, No Telugu title",1243124,http://localhost:3000/movies/raajadhani-files-2024
Low,85%,2024,"Parijatha Parvam","No English synopsis, No runtime, No Telugu title",1276808,http://localhost:3000/movies/parijatha-parvam-2024
Low,85%,2024,"Mechanic Rocky","No English synopsis, No runtime, No Telugu title",1102353,http://localhost:3000/movies/mechanic-rocky-2024
Low,85%,2024,"Geethanjali Malli Vachindi","No English synopsis, No runtime, No Telugu title",1250852,http://localhost:3000/movies/geethanjali-malli-vachindi-2024
Low,85%,2024,"Mercy Killing","No English synopsis, No runtime, No Telugu title",1363064,http://localhost:3000/movies/mercy-killing-2024
Low,85%,2024,"Chaari 111","No English synopsis, No runtime, No Telugu title",1242191,http://localhost:3000/movies/chaari-111-2024
Low,85%,2024,"Tantra","No English synopsis, No runtime, No Telugu title",1260435,http://localhost:3000/movies/tantra-2024
Low,85%,2024,"Siddharth Roy","No English synopsis, No runtime, No Telugu title",1191542,http://localhost:3000/movies/siddharth-roy-2024
Low,85%,2024,"Bhale Unnade","No English synopsis, No runtime, No Telugu title",1321944,http://localhost:3000/movies/bhale-unnade-2024
Low,85%,2024,"Ooru Peru Bhairavakona","No English synopsis, No runtime, No Telugu title",1030109,http://localhost:3000/movies/ooru-peru-bhairavakona-2024
