Priority,Completeness,Year,Title,Issues,TMDB_ID,URL
Medium,70%,2023,"Daredevil Musthafa","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1095567,http://localhost:3000/movies/daredevil-musthafa-2023
Medium,70%,2023,"Raghavendra Stores","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1119099,http://localhost:3000/movies/raghavendra-stores-2023
Medium,70%,2023,"Once Upon a Studio","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1139087,http://localhost:3000/movies/once-upon-a-studio-2023
Medium,70%,2023,"Thriller 40","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1031774,http://localhost:3000/movies/thriller-40-2023
Medium,70%,2023,"Oppenheimer","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",872585,http://localhost:3000/movies/oppenheimer-2023
Medium,70%,2023,"TAYLOR SWIFT | THE ERAS TOUR","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1160164,http://localhost:3000/movies/taylor-swift-the-eras-tour-2023
Medium,70%,2023,"Making Squid Game: The Challenge","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1214667,http://localhost:3000/movies/making-squid-game-the-challenge-2023
Medium,70%,2023,"Sound of Freedom","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",678512,http://localhost:3000/movies/sound-of-freedom-2023
Medium,70%,2023,"Dada","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",965979,http://localhost:3000/movies/dada-2023
Medium,70%,2023,"2018","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",866440,http://localhost:3000/movies/2018-2023
Medium,70%,2023,"Neru","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1164370,http://localhost:3000/movies/neru-2023
Medium,70%,2023,"12th Fail","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1163258,http://localhost:3000/movies/12th-fail-2023
Medium,70%,2023,"Jawan","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",872906,http://localhost:3000/movies/jawan-2023
Medium,70%,2023,"Curry & Cyanide: The Jolly Joseph Case","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1217392,http://localhost:3000/movies/curry-cyanide-the-jolly-joseph-case-2023
Medium,70%,2023,"Chor Nikal Ke Bhaga","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1018228,http://localhost:3000/movies/chor-nikal-ke-bhaga-2023
Medium,70%,2023,"Good Night","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1090969,http://localhost:3000/movies/good-night-2023
Medium,70%,2023,"Tu Jhoothi Main Makkaar","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",611359,http://localhost:3000/movies/tu-jhoothi-main-makkaar-2023
Medium,70%,2023,"Barbie","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",346698,http://localhost:3000/movies/barbie-2023
Medium,70%,2023,"Fast X","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",385687,http://localhost:3000/movies/fast-x-2023
Medium,70%,2023,"Romancham","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",976121,http://localhost:3000/movies/romancham-2023
Medium,70%,2023,"OMG 2","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",888710,http://localhost:3000/movies/omg-2-2023
Medium,70%,2023,"Nanpakal Nerathu Mayakkam","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",876845,http://localhost:3000/movies/nanpakal-nerathu-mayakkam-2023
Medium,70%,2023,"Dunki","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",960876,http://localhost:3000/movies/dunki-2023
Medium,70%,2023,"19.20.21","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1094599,http://localhost:3000/movies/19-20-21-2023
Medium,70%,2023,"Kho Gaye Hum Kahan","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",875188,http://localhost:3000/movies/kho-gaye-hum-kahan-2023
Medium,70%,2023,"Leo","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",949229,http://localhost:3000/movies/leo-2023
Medium,70%,2023,"Ghost","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1040194,http://localhost:3000/movies/ghost-2023
Medium,70%,2023,"Jigarthanda DoubleX","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1007074,http://localhost:3000/movies/jigarthanda-doublex-2023
Medium,70%,2023,"20 Days in Mariupol","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1058616,http://localhost:3000/movies/20-days-in-mariupol-2023
Medium,70%,2023,"Red, White & Royal Blue","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",930094,http://localhost:3000/movies/red-white-royal-blue-2023
Medium,70%,2023,"Guardians of the Galaxy Vol. 3","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",447365,http://localhost:3000/movies/guardians-of-the-galaxy-vol-3-2023
Medium,70%,2023,"Sapta Sagaradaache Ello – Side A","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1168104,http://localhost:3000/movies/sapta-sagaradaache-ello-side-a-2023
Medium,70%,2023,"Sapta Sagaradaache Ello - Side B","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1168102,http://localhost:3000/movies/sapta-sagaradaache-ello-side-b-2023
Medium,70%,2023,"Iratta","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",945167,http://localhost:3000/movies/iratta-2023
Medium,70%,2023,"Por Thozhil","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1115239,http://localhost:3000/movies/por-thozhil-2023
Medium,70%,2023,"White Bird","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",779816,http://localhost:3000/movies/white-bird-2023
Medium,70%,2023,"Maamannan","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",906223,http://localhost:3000/movies/maamannan-2023
Medium,70%,2023,"Nimona","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",961323,http://localhost:3000/movies/nimona-2023
Medium,70%,2023,"Simón","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1105832,http://localhost:3000/movies/sim-n-2023
Medium,70%,2023,"King of Kotha","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",855117,http://localhost:3000/movies/king-of-kotha-2023
Medium,70%,2023,"Kannur Squad","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1065918,http://localhost:3000/movies/kannur-squad-2023
Medium,70%,2023,"Bloody Daddy","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1014390,http://localhost:3000/movies/bloody-daddy-2023
Medium,70%,2023,"Flamin' Hot","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",626332,http://localhost:3000/movies/flamin-hot-2023
Medium,70%,2023,"Ala Ila Ela","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/ala-ila-ela-2023
Medium,70%,2023,"Harsha Vardhan","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/harsha-vardhan-2023
Medium,70%,2023,"Jaane Jaan","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",950071,http://localhost:3000/movies/jaane-jaan-2023
Medium,70%,2023,"RDX: Robert Dony Xavier","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",997391,http://localhost:3000/movies/rdx-robert-dony-xavier-2023
Medium,70%,2023,"Kaathal - The Core","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1029947,http://localhost:3000/movies/kaathal-the-core-2023
Medium,70%,2023,"Animal","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",781732,http://localhost:3000/movies/animal-2023
Medium,70%,2023,"Hostel Hudugaru Bekagiddare","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1147777,http://localhost:3000/movies/hostel-hudugaru-bekagiddare-2023
Medium,70%,2023,"Voice of Sathyanathan","No English synopsis, No Telugu synopsis, No backdrop, No runtime, No Telugu title",877250,http://localhost:3000/movies/voice-of-sathyanathan-2023
Medium,70%,2023,"Bandra","No hero, No English synopsis, No Telugu synopsis, No backdrop, No runtime, No Telugu title",1013057,http://localhost:3000/movies/bandra-2023
Medium,70%,2022,"Lakshman K Krishna","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/lakshman-k-krishna-2022
Medium,70%,2022,"An Action Hero","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",882826,http://localhost:3000/movies/an-action-hero-2022
Medium,70%,2022,"Love Mocktail 2","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",723567,http://localhost:3000/movies/love-mocktail-2-2022
Medium,70%,2022,"Avatara Purusha: Part 1","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",677528,http://localhost:3000/movies/avatara-purusha-part-1-2022
Medium,70%,2022,"The Boy, the Mole, the Fox and the Horse","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",995133,http://localhost:3000/movies/the-boy-the-mole-the-fox-and-the-horse-2022
Medium,70%,2022,"The Elephant Whisperers","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1041580,http://localhost:3000/movies/the-elephant-whisperers-2022
Medium,70%,2022,"The Kashmir Files","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",900783,http://localhost:3000/movies/the-kashmir-files-2022
Medium,70%,2022,"Looop Lapeta","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",783461,http://localhost:3000/movies/looop-lapeta-2022
Medium,70%,2022,"Naai Sekar Returns","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",882397,http://localhost:3000/movies/naai-sekar-returns-2022
Medium,70%,2022,"Mukundan Unni Associates™","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",591926,http://localhost:3000/movies/mukundan-unni-associates--2022
Medium,70%,2022,"Nna Thaan Case Kodu","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",864761,http://localhost:3000/movies/nna-thaan-case-kodu-2022
Medium,70%,2022,"Bheeshma Parvam","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",804309,http://localhost:3000/movies/bheeshma-parvam-2022
Medium,70%,2022,"Gandhada Gudi","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1041319,http://localhost:3000/movies/gandhada-gudi-2022
Medium,70%,2022,"Puss in Boots: The Last Wish","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",315162,http://localhost:3000/movies/puss-in-boots-the-last-wish-2022
Medium,70%,2022,"Guillermo del Toro's Pinocchio","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",555604,http://localhost:3000/movies/guillermo-del-toro-s-pinocchio-2022
Medium,70%,2022,"Cobra","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",793032,http://localhost:3000/movies/cobra-2022
Medium,70%,2022,"Gabriel's Rapture: Part II","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",953553,http://localhost:3000/movies/gabriel-s-rapture-part-ii-2022
Medium,70%,2022,"DSP","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",806920,http://localhost:3000/movies/dsp-2022
Medium,70%,2022,"South Park: The 25th Anniversary Concert","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1012290,http://localhost:3000/movies/south-park-the-25th-anniversary-concert-2022
Medium,70%,2022,"Selena Gomez: My Mind & Me","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1022256,http://localhost:3000/movies/selena-gomez-my-mind-me-2022
Medium,70%,2022,"Bhoothakaalam","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",881099,http://localhost:3000/movies/bhoothakaalam-2022
Medium,70%,2022,"Drishyam 2","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1029827,http://localhost:3000/movies/drishyam-2-2022
Medium,70%,2022,"Monica, O My Darling","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",915831,http://localhost:3000/movies/monica-o-my-darling-2022
Medium,70%,2022,"Hridayam","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",653221,http://localhost:3000/movies/hridayam-2022
Medium,70%,2022,"Badhaai Do","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",754716,http://localhost:3000/movies/badhaai-do-2022
Medium,70%,2022,"Rorschach","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",950284,http://localhost:3000/movies/rorschach-2022
Medium,70%,2022,"Malayankunju","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",816586,http://localhost:3000/movies/malayankunju-2022
Medium,70%,2022,"Hey! Sinamika","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",803736,http://localhost:3000/movies/hey-sinamika-2022
Medium,70%,2022,"12th Man","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",847726,http://localhost:3000/movies/12th-man-2022
Medium,70%,2022,"Rocketry: The Nambi Effect","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",607145,http://localhost:3000/movies/rocketry-the-nambi-effect-2022
Medium,70%,2022,"Salute","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",803666,http://localhost:3000/movies/salute-2022
Medium,70%,2022,"Thirteen Lives","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",698948,http://localhost:3000/movies/thirteen-lives-2022
Medium,70%,2022,"Darlings","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",801526,http://localhost:3000/movies/darlings-2022
Medium,70%,2022,"Thallumaala","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",863530,http://localhost:3000/movies/thallumaala-2022
Medium,70%,2022,"Dr. 56","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1036788,http://localhost:3000/movies/dr-56-2022
Medium,70%,2022,"Bro Daddy","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",842275,http://localhost:3000/movies/bro-daddy-2022
Medium,70%,2022,"Gangubai Kathiawadi","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",664332,http://localhost:3000/movies/gangubai-kathiawadi-2022
Medium,70%,2022,"Jana Gana Mana","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",792358,http://localhost:3000/movies/jana-gana-mana-2022
Medium,70%,2022,"Brahmāstra Part One: Shiva","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",496331,http://localhost:3000/movies/brahm-stra-part-one-shiva-2022
Medium,70%,2022,"A Thursday","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",897525,http://localhost:3000/movies/a-thursday-2022
Medium,70%,2022,"Super Sharanya","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",869227,http://localhost:3000/movies/super-sharanya-2022
Medium,70%,2022,"Top Gun: Maverick","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",361743,http://localhost:3000/movies/top-gun-maverick-2022
Medium,70%,2022,"Ravi Bopanna","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1012080,http://localhost:3000/movies/ravi-bopanna-2022
Medium,70%,2022,"Attack","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",799155,http://localhost:3000/movies/attack-2022
Medium,70%,2022,"Ek Villain Returns","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",682401,http://localhost:3000/movies/ek-villain-returns-2022
Medium,70%,2022,"Redeeming Love","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",698508,http://localhost:3000/movies/redeeming-love-2022
Medium,70%,2022,"Freddy","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1041054,http://localhost:3000/movies/freddy-2022
Medium,70%,2022,"Avatar: The Way of Water","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",76600,http://localhost:3000/movies/avatar-the-way-of-water-2022
Medium,70%,2022,"Jaya Jaya Jaya Jaya Hey","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",931132,http://localhost:3000/movies/jaya-jaya-jaya-jaya-hey-2022
Medium,70%,2022,"Vedha","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",813829,http://localhost:3000/movies/vedha-2022
Medium,70%,2022,"Bommala Koluvu","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/bommala-koluvu-2022
Medium,70%,2022,"Bhool Bhulaiyaa 2","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",695962,http://localhost:3000/movies/bhool-bhulaiyaa-2-2022
Medium,70%,2022,"Laal Singh Chaddha","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",601635,http://localhost:3000/movies/laal-singh-chaddha-2022
Medium,70%,2022,"Purple Hearts","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",762975,http://localhost:3000/movies/purple-hearts-2022
Medium,70%,2022,"Head Bush: Vol 1","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",735855,http://localhost:3000/movies/head-bush-vol-1-2022
Medium,70%,2022,"Runway 34","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",766116,http://localhost:3000/movies/runway-34-2022
Medium,70%,2022,"Abhimanyu","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/abhimanyu-2022
Medium,70%,2022,"Kadaisi Vivasayi","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",613703,http://localhost:3000/movies/kadaisi-vivasayi-2022
Medium,70%,2022,"Vikram","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",743563,http://localhost:3000/movies/vikram-2022
Medium,70%,2022,"Gabriel's Rapture: Part III","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",971961,http://localhost:3000/movies/gabriel-s-rapture-part-iii-2022
Medium,70%,2022,"Coffee With Kadhal","No English synopsis, No Telugu synopsis, No backdrop, No runtime, No Telugu title",984631,http://localhost:3000/movies/coffee-with-kadhal-2022
Medium,70%,2022,"Hero","No English synopsis, No Telugu synopsis, No backdrop, No runtime, No Telugu title",852357,http://localhost:3000/movies/hero-2022
Medium,70%,2021,"Malik","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",665133,http://localhost:3000/movies/malik-2021
Medium,70%,2021,"83","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",601337,http://localhost:3000/movies/83-2021
Medium,70%,2021,"Yuvarathnaa","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",654553,http://localhost:3000/movies/yuvarathnaa-2021
Medium,70%,2021,"Friends: The Reunion","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",691179,http://localhost:3000/movies/friends-the-reunion-2021
Medium,70%,2021,"Gudaputani","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/gudaputani-2021
Medium,75%,,"AA22xA6","No English synopsis, No backdrop, No runtime, No Telugu title",1411614,http://localhost:3000/movies/aa22xa6-tba
Medium,75%,,"Devara 2","No English synopsis, No backdrop, No runtime, No Telugu title",1187293,http://localhost:3000/movies/devara-2-tba
Medium,75%,,"Reppa","No English synopsis, No backdrop, No runtime, No Telugu title",1128516,http://localhost:3000/movies/reppa-tba
Medium,75%,,"As Time Echoes","No English synopsis, No backdrop, No runtime, No Telugu title",1375913,http://localhost:3000/movies/as-time-echoes-tba
Medium,75%,,"Oh..! Sukumari","No English synopsis, No backdrop, No runtime, No Telugu title",1592679,http://localhost:3000/movies/oh-sukumari-tba
Medium,75%,,"Pushpa 3 - The Rampage","No English synopsis, No backdrop, No runtime, No Telugu title",1300535,http://localhost:3000/movies/pushpa-3-the-rampage-tba
Medium,75%,,"Takshakudu","No English synopsis, No backdrop, No runtime, No Telugu title",1442399,http://localhost:3000/movies/takshakudu-tba
Medium,75%,,"Comrade Kalyan","No English synopsis, No backdrop, No runtime, No Telugu title",1428295,http://localhost:3000/movies/comrade-kalyan-tba
Medium,75%,,"Illicit Relationship","No English synopsis, No backdrop, No runtime, No Telugu title",857695,http://localhost:3000/movies/illicit-relationship-tba
Medium,75%,,"Asuragana Rudra","No English synopsis, No backdrop, No runtime, No Telugu title",960402,http://localhost:3000/movies/asuragana-rudra-tba
Medium,75%,,"HaiLesso","No English synopsis, No backdrop, No runtime, No Telugu title",1554016,http://localhost:3000/movies/hailesso-tba
Medium,75%,,"ENE Repeat","No English synopsis, No backdrop, No runtime, No Telugu title",1505644,http://localhost:3000/movies/ene-repeat-tba
Medium,75%,,"Vrushakarma","No English synopsis, No backdrop, No runtime, No Telugu title",1395627,http://localhost:3000/movies/vrushakarma-tba
Medium,75%,,"Kalki 2898-AD: Part 2","No English synopsis, No backdrop, No runtime, No Telugu title",1310969,http://localhost:3000/movies/kalki-2898-ad-part-2-tba
Medium,75%,,"Hey Bhagawan!","No English synopsis, No backdrop, No runtime, No Telugu title",1531852,http://localhost:3000/movies/hey-bhagawan-tba
Medium,75%,,"Maa Inti Bangaram","No English synopsis, No backdrop, No runtime, No Telugu title",1227241,http://localhost:3000/movies/maa-inti-bangaram-tba
Medium,75%,,"Anumana Pakshi","No English synopsis, No backdrop, No runtime, No Telugu title",1542674,http://localhost:3000/movies/anumana-pakshi-tba
Medium,75%,,"Sambarala Yetti Gattu","No English synopsis, No backdrop, No runtime, No Telugu title",1424955,http://localhost:3000/movies/sambarala-yetti-gattu-tba
Medium,75%,,"Bad Boy Karthik","No English synopsis, No backdrop, No runtime, No Telugu title",1555860,http://localhost:3000/movies/bad-boy-karthik-tba
Medium,75%,,"Paramanandham Shishyulu","No English synopsis, No backdrop, No runtime, No Telugu title",747001,http://localhost:3000/movies/paramanandham-shishyulu-tba
Medium,75%,,"Natudu","No English synopsis, No backdrop, No runtime, No Telugu title",594219,http://localhost:3000/movies/natudu-tba
Medium,75%,,"Mirai Jaithraya","No English synopsis, No backdrop, No runtime, No Telugu title",1562708,http://localhost:3000/movies/mirai-jaithraya-tba
Medium,75%,,"Patta Pagalu","No English synopsis, No backdrop, No runtime, No Telugu title",498456,http://localhost:3000/movies/patta-pagalu-tba
Medium,75%,2026,"Parasakthi","No English synopsis, No Telugu synopsis, No runtime",965483,http://localhost:3000/movies/parasakthi-2026
Medium,75%,2026,"Vanaveera","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/vanaveera-2026
Medium,75%,2026,"Madham","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/madham-2026
Medium,75%,2026,"Toxic: A Fairy Tale for Grown-Ups","No heroine, No English synopsis, No Telugu synopsis, No runtime",1213243,http://localhost:3000/movies/toxic-yash-2026
Medium,75%,2026,"Sabhaku Namaskaram","No heroine, No English synopsis, No backdrop, No runtime, No Telugu title",14999790,http://localhost:3000/movies/sabhaku-namaskaram-2026
Medium,75%,2025,"Su from So","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1513656,http://localhost:3000/movies/su-from-so-2025
Medium,75%,2025,"Thug Life","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1045021,http://localhost:3000/movies/thug-life-2025
Medium,75%,2025,"Vidaamuyarchi","No English synopsis, No Telugu synopsis, No runtime",949716,http://localhost:3000/movies/vidaamuyarchi-2025
Medium,75%,2024,"Kotha Rangula Prapancham","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/kotha-rangula-prapancham-2024
Medium,75%,2024,"Srikakulam Sherlock Holmes","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/srikakulam-sherlock-holmes-2024
Medium,75%,2024,"Alanaati Ramchandrudu","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/alanaati-ramchandrudu-2024
Medium,75%,2024,"Bench Life","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/bench-life-2024
Medium,75%,2024,"Case of Kondana","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1230162,http://localhost:3000/movies/case-of-kondana-2024
Medium,75%,2024,"Praveen Kumar VSS","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/praveen-kumar-vss-2024
Medium,75%,2024,"Martin","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",861451,http://localhost:3000/movies/martin-2024
Medium,75%,2024,"Indian 2: Zero Tolerance","No English synopsis, No Telugu synopsis, No runtime",552398,http://localhost:3000/movies/indian-2-zero-tolerance-2024
Medium,75%,2024,"Bramayugam","No English synopsis, No Telugu synopsis, No runtime",1166133,http://localhost:3000/movies/bramayugam-2024
Medium,75%,2024,"Tom And Jerry","No hero, No English synopsis, No backdrop, No runtime, No Telugu title",1401224,http://localhost:3000/movies/tom-and-jerry-2024
Medium,75%,2024,"Prasanna Vadanam","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1283166,http://localhost:3000/movies/prasanna-vadanam-2024
Medium,75%,2023,"Sindhooram","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1077101,http://localhost:3000/movies/sindhooram-2023
Medium,75%,2023,"Saachi","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1228860,http://localhost:3000/movies/saachi-2023
Medium,75%,2023,"Geetasakshigaa","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1097586,http://localhost:3000/movies/geetasakshigaa-2023
Medium,75%,2023,"Ugram","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1089201,http://localhost:3000/movies/ugram-2023
Medium,75%,2023,"Neelakanta","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/neelakanta-2023
Medium,75%,2023,"Jilebi","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/jilebi-2023
Medium,75%,2023,"Breathe","No English synopsis, No Telugu synopsis, No runtime, No Telugu title",1255626,http://localhost:3000/movies/breathe-2023
Medium,75%,2023,"Kranti","No English synopsis, No Telugu synopsis, No runtime",1030157,http://localhost:3000/movies/kranti-2023
Medium,75%,2023,"Pathaan","No English synopsis, No Telugu synopsis, No runtime",864692,http://localhost:3000/movies/pathaan-2023
Medium,75%,2023,"Ashtadigbandhanam","No English synopsis, No backdrop, No runtime, No TMDB ID, No Telugu title",,http://localhost:3000/movies/ashtadigbandhanam-2023
Medium,75%,2023,"Ponniyin Selvan: Part II","No English synopsis, No Telugu synopsis, No runtime",858082,http://localhost:3000/movies/ponniyin-selvan-part-ii-2023
Medium,75%,2023,"Kabzaa","No English synopsis, No Telugu synopsis, No runtime",683876,http://localhost:3000/movies/kabzaa-2023
Medium,75%,2023,"Viduthalai: Part I","No English synopsis, No Telugu synopsis, No runtime",786345,http://localhost:3000/movies/viduthalai-part-i-2023
Medium,75%,2023,"Mark Antony","No English synopsis, No Telugu synopsis, No runtime",922087,http://localhost:3000/movies/mark-antony-2023
Medium,75%,2023,"Jailer","No English synopsis, No Telugu synopsis, No runtime",937020,http://localhost:3000/movies/jailer-2023
Medium,75%,2023,"Maaveeran","No English synopsis, No Telugu synopsis, No runtime",987895,http://localhost:3000/movies/maaveeran-2023
Medium,75%,2023,"Thunivu","No English synopsis, No Telugu synopsis, No runtime",904557,http://localhost:3000/movies/thunivu-2023
Medium,75%,2023,"Varisu","No English synopsis, No Telugu synopsis, No runtime",835017,http://localhost:3000/movies/varisu-2023
Medium,75%,2023,"Vaathi","No English synopsis, No Telugu synopsis, No runtime",918864,http://localhost:3000/movies/vaathi-2023
Medium,75%,2023,"Chithha","No English synopsis, No Telugu synopsis, No runtime",1115253,http://localhost:3000/movies/chithha-2023
Medium,75%,2022,"Etharkkum Thunindhavan","No English synopsis, No Telugu synopsis, No runtime",855397,http://localhost:3000/movies/etharkkum-thunindhavan-2022
Medium,75%,2022,"Gargi","No English synopsis, No Telugu synopsis, No runtime",973579,http://localhost:3000/movies/gargi-2022
Medium,75%,2022,"Valimai","No English synopsis, No Telugu synopsis, No runtime",640484,http://localhost:3000/movies/valimai-2022
Medium,75%,2022,"Kantara","No English synopsis, No Telugu synopsis, No runtime",858485,http://localhost:3000/movies/kantara-2022
Medium,75%,2022,"777 Charlie","No English synopsis, No Telugu synopsis, No runtime",634120,http://localhost:3000/movies/777-charlie-2022
