slug	title_en	title_te	year	director	tmdb_id	has_poster	has_synopsis	url
aaha-kalyanam-2014	Aaha Kalyanam		2014	A. Gokul Krishna	251898	YES	NO	http://localhost:3000/movies/aaha-kalyanam-2014
pyar-mein-padipoyane-2014	Pyar Mein Padipoyane		2014	Aadi, Shanvi Srivastava	270720	YES	YES	http://localhost:3000/movies/pyar-mein-padipoyane-2014
red-bus-2014	Red Bus		2014	Dasari Narayana Rao	303733	YES	YES	http://localhost:3000/movies/red-bus-2014
alludu-seenu-2014	Alludu Seenu		2014	V. V. Vinayak	315934	YES	YES	http://localhost:3000/movies/alludu-seenu-2014
malligadu-marriage-bureau-2014	Malligadu Marriage Bureau		2014	Srikanth, Brahmanandam, Manochitra	263054	YES	YES	http://localhost:3000/movies/malligadu-marriage-bureau-2014
heart-attack-2014	Heart Attack		2014	Puri Jagannadh	253513	YES	YES	http://localhost:3000/movies/heart-attack-2014
o-manishi-katha-2014	O Manishi Katha		2014	Radha Krishna	289297	YES	YES	http://localhost:3000/movies/o-manishi-katha-2014
ala-ela-2014	Ala Ela		2014	Anish Krishna	251648	YES	YES	http://localhost:3000/movies/ala-ela-2014
galata-2014	Galata		2014	Narayan	252971	YES	YES	http://localhost:3000/movies/galata-2014
green-signal-2014	Green Signal		2014	Abid Bhatt	307370	YES	YES	http://localhost:3000/movies/green-signal-2014
aa-aiduguru-2014	Aa Aiduguru		2014	Anil Gurudu	300714	YES	YES	http://localhost:3000/movies/aa-aiduguru-2014
mukunda-2014	Mukunda		2014	Srikanth Addala	315170	YES	YES	http://localhost:3000/movies/mukunda-2014
eduru-leni-alexander-2014	Eduru Leni Alexander		2014	Raja Reddy	244030	YES	YES	http://localhost:3000/movies/eduru-leni-alexander-2014
vichakshana-2014	Vichakshana		2014	B.S. Rao	267980	YES	YES	http://localhost:3000/movies/vichakshana-2014
galipatam-2014	Galipatam		2014	Naveen Gandhi	285930	YES	YES	http://localhost:3000/movies/galipatam-2014
1-nenokkadine-2014	1: Nenokkadine		2014	Sukumar	249772	YES	YES	http://localhost:3000/movies/1-nenokkadine-2014
autonagar-surya-2014	Autonagar Surya		2014	Deva Katta	253584	YES	YES	http://localhost:3000/movies/autonagar-surya-2014
power-2014	Power		2014	K. S. Ravindra	668763	YES	YES	http://localhost:3000/movies/power-2014
basanti-2014	Basanti		2014	Chaitanya Dantuluri	401900	YES	YES	http://localhost:3000/movies/basanti-2014
pove-pora-2014	Pove Pora		2014	Chandu	604047	YES	YES	http://localhost:3000/movies/pove-pora-2014
paandavulu-paandavulu-thummeda-2014	Paandavulu Paandavulu Thummeda		2014	Sriwass	253047	YES	YES	http://localhost:3000/movies/paandavulu-paandavulu-thummeda-2014
yuddam-2014	Yuddam		2014	Bharathi Ganesh	546698	YES	YES	http://localhost:3000/movies/yuddam-2014
karthikeya-2014	Karthikeya		2014	Chandoo Mondeti	300214	YES	YES	http://localhost:3000/movies/karthikeya-2014
lakshmi-raave-maa-intiki-2014	Lakshmi Raave Maa Intiki		2014	Nandyala Ravi	331316	YES	YES	http://localhost:3000/movies/lakshmi-raave-maa-intiki-2014
hrudaya-kaleyam-2014	Hrudaya Kaleyam		2014	Steven Shankar	321162	YES	YES	http://localhost:3000/movies/hrudaya-kaleyam-2014
pilla-nuvvu-leni-jeevitham-2014	Pilla Nuvvu Leni Jeevitham		2014	A.S. Ravi Kumar Chowdary	303732	YES	YES	http://localhost:3000/movies/pilla-nuvvu-leni-jeevitham-2014
manushulatho-jagratha-2013	Manushulatho Jagratha		2014	Govind Varaha	270457	YES	YES	http://localhost:3000/movies/manushulatho-jagratha-2013
amrutham-chandamamalo-2014	Amrutham Chandamamalo		2014	Gunnam Gangaraju	307223	YES	YES	http://localhost:3000/movies/amrutham-chandamamalo-2014
ice-cream-2014	Ice Cream		2014	Ram Gopal Varma	409206	YES	YES	http://localhost:3000/movies/ice-cream-2014
maaya-2014	Maaya		2014	Neelakanta	360863	YES	YES	http://localhost:3000/movies/maaya-2014
love-you-bangaram-2014	Love You Bangaram		2014	Govi	253557	YES	YES	http://localhost:3000/movies/love-you-bangaram-2014
hrudayam-ekkadunnadi-2014	Hrudayam Ekkadunnadi		2014	Vi Anand	246473	YES	YES	http://localhost:3000/movies/hrudayam-ekkadunnadi-2014
the-end-2014	The End		2014	Rahul Sankrityan	259300	YES	YES	http://localhost:3000/movies/the-end-2014
choosinodiki-choosinanta-2014	Choosinodiki Choosinanta		2014	Anil Kumar	307559	YES	YES	http://localhost:3000/movies/choosinodiki-choosinanta-2014
rough-2014	Rough		2014	C	307979	YES	YES	http://localhost:3000/movies/rough-2014
ice-cream-2-2014	Ice Cream 2		2014	Ram Gopal Varma	412844	YES	YES	http://localhost:3000/movies/ice-cream-2-2014
jaihind-2-2014	Jaihind 2		2014	Jaihind 2	280884	YES	YES	http://localhost:3000/movies/jaihind-2-2014
rowdy-fellow-2014	Rowdy Fellow		2014	Krishna Chaitanya	301668	YES	YES	http://localhost:3000/movies/rowdy-fellow-2014
joru-2014	Joru		2014	Kumar Nagendra	312324	YES	YES	http://localhost:3000/movies/joru-2014
ulavacharu-biryani-2014	Ulavacharu Biryani		2014	Prakash Raj	263300	YES	YES	http://localhost:3000/movies/ulavacharu-biryani-2014
legend-2014	Legend		2014	Boyapati Srinu	284544	YES	YES	http://localhost:3000/movies/legend-2014
nimirndhu-nil-2014	Nimirndhu Nil		2014	Samuthirakani	259282	YES	YES	http://localhost:3000/movies/nimirndhu-nil-2014
it-s-entertainment-2014	It's Entertainment		2014	Farhad Samji	278347	YES	YES	http://localhost:3000/movies/it-s-entertainment-2014
nuvvala-nenila-2014	Nuvvala Nenila		2014	Narayana	255462	YES	YES	http://localhost:3000/movies/nuvvala-nenila-2014
paathasala-2014	Paathasala		2014	Mahi V Raghav	291993	YES	YES	http://localhost:3000/movies/paathasala-2014
naa-rakumarudu-2014	Naa Rakumarudu		2014	K. Bhagyaraj	248882	YES	YES	http://localhost:3000/movies/naa-rakumarudu-2014
yuddham-2014	Yuddham		2014	Bharath	240176	YES	YES	http://localhost:3000/movies/yuddham-2014
god-father-1995	God Father		2014	Bheemaneni Srinivasa Rao	233481	YES	YES	http://localhost:3000/movies/god-father-1995
i-am-that-change-2014	I Am That Change		2014	Sukumar	287477	YES	YES	http://localhost:3000/movies/i-am-that-change-2014
kotha-janta-2014	Kotha Janta		2014	Maruthi Dasari	227057	YES	YES	http://localhost:3000/movies/kotha-janta-2014
entertainment-2014	Entertainment		2014	Kanta Tagawa	1432531	YES	YES	http://localhost:3000/movies/entertainment-2014
humshakals-2014	Humshakals		2014	Sajid Khan	273505	YES	YES	http://localhost:3000/movies/humshakals-2014
poojai-2014	Poojai		2014	Hari	297125	YES	YES	http://localhost:3000/movies/poojai-2014
exploring-shiva-movie-after-25-years-2014	Exploring ''Shiva'' Movie After 25 Years		2014		1328515	YES	YES	http://localhost:3000/movies/exploring-shiva-movie-after-25-years-2014
pandavulu-pandavulu-tummeda-2014	Pandavulu Pandavulu Tummeda		2014	who didn	253047	YES	YES	http://localhost:3000/movies/pandavulu-pandavulu-tummeda-2014
yevadu-2014	Yevadu		2014	Vamsi Paidipally	295590	YES	YES	http://localhost:3000/movies/yevadu-2014
manam-2014	Manam		2014	Nonna Müzəffərova	1538757	YES	YES	http://localhost:3000/movies/manam-2014
current-theega-2014	Current Theega		2014	G. Nageswara Reddy	331939	YES	YES	http://localhost:3000/movies/current-theega-2014
rabhasa-2014	Rabhasa		2014	Santosh Srinivas	307614	YES	YES	http://localhost:3000/movies/rabhasa-2014
race-gurram-2014	Race Gurram		2014	Surender Reddy	262227	YES	YES	http://localhost:3000/movies/race-gurram-2014
boochamma-boochodu-2014	Boochamma Boochodu		2014	Rewan Yadu	348123	YES	YES	http://localhost:3000/movies/boochamma-boochodu-2014
manasunu-maaya-seyake-2014	Manasunu Maaya Seyake		2014	Prince, Sethu, Richa Panai, Disha Pandey, Manobala	280947	YES	YES	http://localhost:3000/movies/manasunu-maaya-seyake-2014
erra-bus-2014	Erra Bus		2014	Dasari Narayana Rao	303733	YES	YES	http://localhost:3000/movies/erra-bus-2014
kiraak-2014	Kiraak		2014	Anil Vedula	304899	YES	YES	http://localhost:3000/movies/kiraak-2014
govindudu-andarivaadele-2014	Govindudu Andarivaadele		2014	Krishna Vamsi	295590	YES	YES	http://localhost:3000/movies/govindudu-andarivaadele-2014
dikkulu-choodaku-ramayya-2014	Dikkulu Choodaku Ramayya		2014	Trikoti	297667	YES	YES	http://localhost:3000/movies/dikkulu-choodaku-ramayya-2014
aagadu-2014	Aagadu		2014	Srinu Vaitla	294413	YES	YES	http://localhost:3000/movies/aagadu-2014
drushyam-2014	Drushyam		2014	Sripriya	279450	YES	YES	http://localhost:3000/movies/drushyam-2014
yamaleela-2-2014	Yamaleela 2		2014	S. V. Krishna Reddy	306253	YES	YES	http://localhost:3000/movies/yamaleela-2-2014
jump-jilani-2014	Jump Jilani		2014	E.Sattibabu	422578	YES	YES	http://localhost:3000/movies/jump-jilani-2014
brother-of-bommali-2014	Brother of Bommali		2014	Chinni Krishna	307751	YES	YES	http://localhost:3000/movies/brother-of-bommali-2014
laddu-babu-2014	Laddu Babu		2014	Ravi Babu	264187	YES	YES	http://localhost:3000/movies/laddu-babu-2014
rowdy-2014	Rowdy		2014	Ram Gopal Varma	262487	YES	YES	http://localhost:3000/movies/rowdy-2014
emo-gurram-egaravachu-2014	Emo Gurram Egaravachu		2014	Chandra Siddhartha	253172	YES	YES	http://localhost:3000/movies/emo-gurram-egaravachu-2014
lovers-2014	Lovers		2014	James Gray	10362	YES	YES	http://localhost:3000/movies/lovers-2014
minugurulu-2014	Minugurulu		2014	Ayodhyakumar Krishnamsetty	253560	YES	YES	http://localhost:3000/movies/minugurulu-2014
anaamika-2014	Anaamika		2014	Shekhar Kammula	263428	YES	YES	http://localhost:3000/movies/anaamika-2014
amrutham-chandamama-lo-2014	Amrutham Chandamama Lo		2014	Gangaraju Gunnam	285936	YES	YES	http://localhost:3000/movies/amrutham-chandamama-lo-2014
oohalu-gusagusalade-2014	Oohalu Gusagusalade		2014	Srinivas Avasarala	280548	YES	YES	http://localhost:3000/movies/oohalu-gusagusalade-2014
sri-vasavi-vaibhavam-2012	Sri Vasavi Vaibhavam		2013	Uday Bhaskar	313294	YES	YES	http://localhost:3000/movies/sri-vasavi-vaibhavam-2012
chandee-2013	Chandee		2013	V. Samudra	303350	YES	YES	http://localhost:3000/movies/chandee-2013
balupu-2013	Balupu		2013	Gopichand Malineni	204275	YES	YES	http://localhost:3000/movies/balupu-2013
bunny-n-cherry-2013	Bunny N Cherry		2013	Rajesh Puli	244583	YES	YES	http://localhost:3000/movies/bunny-n-cherry-2013
prema-oka-maikam-2013	Prema Oka Maikam		2013	Chandu	226076	YES	YES	http://localhost:3000/movies/prema-oka-maikam-2013
kevvu-keka-2013	Kevvu Keka		2013	Devi Prasad	225547	YES	YES	http://localhost:3000/movies/kevvu-keka-2013
backbench-student-2013	Backbench Student		2013	Madhura Sreedhar	172359	YES	YES	http://localhost:3000/movies/backbench-student-2013
kiss-2013	Kiss		2013	Adivi Sesh	175782	YES	YES	http://localhost:3000/movies/kiss-2013
pusthakamlo-konni-pageelu-missing-2013	Pusthakamlo Konni Pageelu Missing		2013	Sajid Qureshi	174981	YES	YES	http://localhost:3000/movies/pusthakamlo-konni-pageelu-missing-2013
madhumati-2013	Madhumati		2013	Raaj Shreedhar	150060	YES	YES	http://localhost:3000/movies/madhumati-2013
jaffa-2013	Jaffa		2013	Vennela Kishore	180945	YES	YES	http://localhost:3000/movies/jaffa-2013
kharjooram-2013	Kharjooram		2013	N.R. Reddy	307418	YES	YES	http://localhost:3000/movies/kharjooram-2013
prema-katha-chitram-2013	Prema Katha Chitram		2013	J. Prabhakara Reddy	200402	YES	YES	http://localhost:3000/movies/prema-katha-chitram-2013
atharintiki-daaredi-2013	Atharintiki Daaredi		2013	Trivikram Srinivas	224061	YES	YES	http://localhost:3000/movies/atharintiki-daaredi-2013
biskett-2013	Biskett		2013	Anil Ravipudi	234479	YES	YES	http://localhost:3000/movies/biskett-2013
kaalicharan-2013	Zanjeer/Thoofan		2013	Sudheer Varma	148810	YES	YES	http://localhost:3000/movies/kaalicharan-2013
sukumarudu-2013	Sukumarudu		2013	G. Ashok	307624	YES	YES	http://localhost:3000/movies/sukumarudu-2013
chammak-challo-2013	Chammak Challo		2013	Neelakanta	149495	YES	YES	http://localhost:3000/movies/chammak-challo-2013
priyathama-neevachata-kusalama-2013	Priyathama Neevachata Kusalama		2013	Trinadha Rao Nakkina	232294	YES	YES	http://localhost:3000/movies/priyathama-neevachata-kusalama-2013
dalam-2013	Dalam		2013	Murali Krishna	263977	YES	YES	http://localhost:3000/movies/dalam-2013
aadu-magaadra-bujji-2013	Aadu Magaadra Bujji		2013	Krishnareddy Gangadhasuu	381681	YES	YES	http://localhost:3000/movies/aadu-magaadra-bujji-2013
chukkalanti-ammayi-chakkanaina-abbayi-2013	Chukkalanti Ammayi Chakkanaina Abbayi		2013	Kanmani	226080	YES	YES	http://localhost:3000/movies/chukkalanti-ammayi-chakkanaina-abbayi-2013
ramachari-eedo-pedda-goodachari-2013	Ramachari Eedo Pedda Goodachari		2013	Eeshwar	808835	YES	YES	http://localhost:3000/movies/ramachari-eedo-pedda-goodachari-2013
alias-janaki-2013	Alias Janaki		2013	Kodavatiganti Dayaa	226808	YES	YES	http://localhost:3000/movies/alias-janaki-2013
sahasam-2013	Sahasam		2013	Chandra Sekhar Yeleti	208417	YES	YES	http://localhost:3000/movies/sahasam-2013
race-2013	Race		2013	Ramesh Raparthi	528055	YES	YES	http://localhost:3000/movies/race-2013
man-of-the-match-2013	Man Of The Match		2013	P. A. Arun Prasad	1325102	YES	YES	http://localhost:3000/movies/man-of-the-match-2013
chinni-chinni-aasa-1999	Chinni Chinni Aasa		2013	Dr. Kiran	1143640	YES	YES	http://localhost:3000/movies/chinni-chinni-aasa-1999
gundello-godari-2013	Gundello Godari		2013	Kumar Nagendra	174877	YES	YES	http://localhost:3000/movies/gundello-godari-2013
mrpellikoduku-2013	Mr.PelliKoduku		2013	Devi Prasad	226073	YES	YES	http://localhost:3000/movies/mrpellikoduku-2013
doosukeltha-2013	Doosukeltha		2013	Veeru Potla	241120	YES	YES	http://localhost:3000/movies/doosukeltha-2013
pavithra-2013	Pavithra		2013	Janardhana Maharshi	931201	YES	YES	http://localhost:3000/movies/pavithra-2013
venkatadri-express-2013	Venkatadri Express		2013	Merlapaka Gandhi	242301	YES	YES	http://localhost:3000/movies/venkatadri-express-2013
swamy-ra-ra-2013	Swamy Ra Ra		2013	Sudheer Varma	181884	YES	YES	http://localhost:3000/movies/swamy-ra-ra-2013
d-for-dopidi-2013	D for Dopidi		2013	Siraj Kalla	253540	YES	YES	http://localhost:3000/movies/d-for-dopidi-2013
jai-sriram-2013	Jai Sriram		2013	Balaji N. Sai	196884	YES	YES	http://localhost:3000/movies/jai-sriram-2013
abbayi-class-ammayi-mass-2013	Abbayi Class Ammayi Mass		2013	Srinivas Koneti	537639	YES	YES	http://localhost:3000/movies/abbayi-class-ammayi-mass-2013
music-magic-2013	Music Magic		2013	D.S. Rao	482668	YES	YES	http://localhost:3000/movies/music-magic-2013
aravind-2-2013	Aravind 2		2013	Shekar Suri	241119	YES	YES	http://localhost:3000/movies/aravind-2-2013
welcome-obama-2013	Welcome obama		2013	Singeetam Srinivasa Rao	930433	YES	YES	http://localhost:3000/movies/welcome-obama-2013
pavitra-2013	Pavitra		2013	Janardhana Maharshi	197825	YES	YES	http://localhost:3000/movies/pavitra-2013
romance-2013	Romance		2013	Swaroop	215160	YES	YES	http://localhost:3000/movies/romance-2013
athadu-aame-o-scooter-2013	Athadu Aame O Scooter		2013	Gangarapu Lakshman	225563	YES	YES	http://localhost:3000/movies/athadu-aame-o-scooter-2013
okkadine-2013	Okkadine		2013	Raga Srinivas	307779	YES	YES	http://localhost:3000/movies/okkadine-2013
nenem-chinna-pillana-2013	Nenem...Chinna Pillana?		2013	P. Sunil Kumar Reddy	307591	YES	YES	http://localhost:3000/movies/nenem-chinna-pillana-2013
om-3d-2013	Om 3D		2013	Sunil Kumar Reddy	410275	YES	YES	http://localhost:3000/movies/om-3d-2013
prema-ishq-kaadhal-2013	Prema ishq kaadhal		2013	Pavan Sadineni	253579	YES	YES	http://localhost:3000/movies/prema-ishq-kaadhal-2013
dk-bose-2013	DK Bose		2013	An Bose	303305	YES	YES	http://localhost:3000/movies/dk-bose-2013
uyyala-jampala-2013	Uyyala Jampala		2013	Virinchi Varma	247501	YES	YES	http://localhost:3000/movies/uyyala-jampala-2013
naayak-2013	Naayak		2013	V. V. Vinayak	182954	YES	YES	http://localhost:3000/movies/naayak-2013
satya-2-2013	Satya 2		2013	Ram Gopal Varma	242084	YES	YES	http://localhost:3000/movies/satya-2-2013
kamalatho-naa-prayanam-2013	Kamalatho Naa Prayanam		2013	Narasimha Nandi	409083	YES	YES	http://localhost:3000/movies/kamalatho-naa-prayanam-2013
3g-love-2013	3G Love		2013	Govardhan Krishna	868832	YES	YES	http://localhost:3000/movies/3g-love-2013
second-hand-2013	Second Hand		2013	Kishore Tirumala	202333	YES	YES	http://localhost:3000/movies/second-hand-2013
puthagam-2013	Puthagam		2013	Vijay Adhiraj	161037	YES	YES	http://localhost:3000/movies/puthagam-2013
gunde-jaari-gallanthayyinde-2013	Gunde Jaari Gallanthayyinde		2013	Vijay Kumar Konda	181929	YES	NO	http://localhost:3000/movies/gunde-jaari-gallanthayyinde-2013
naa-bangaaru-talli-2014	Naa Bangaaru Talli		2013	Siddique, Anjali Patil, Lakshmi Menon, Rathna Shekar Reddy	395061	YES	NO	http://localhost:3000/movies/naa-bangaaru-talli-2014
alex-pandian-2013	Alex Pandian		2013	Suraj	155491	YES	YES	http://localhost:3000/movies/alex-pandian-2013
english-vinglish-2013	English Vinglish		2013	Gauri Shinde	118628	YES	YES	http://localhost:3000/movies/english-vinglish-2013
ramaiya-vastavaiya-2013	Ramaiya Vastavaiya		2013	Prabhu Deva	190847	YES	YES	http://localhost:3000/movies/ramaiya-vastavaiya-2013
zanjeer-2013	Zanjeer		2013	Apoorva Lakhia	218898	YES	YES	http://localhost:3000/movies/zanjeer-2013
saradaga-ammayitho-2013	Saradaga Ammayitho		2013	Bhanushankar	193566	YES	YES	http://localhost:3000/movies/saradaga-ammayitho-2013
rajjo-2013	Rajjo		2013	Vishwas Patil	348094	YES	YES	http://localhost:3000/movies/rajjo-2013
buddy-2013	Buddy		2013	Raaj Prabavathy Menon	230100	YES	YES	http://localhost:3000/movies/buddy-2013
moksha-2013	Moksha		2013	Srikanth Vemula	208316	YES	YES	http://localhost:3000/movies/moksha-2013
sevakudu-2013	Sevakudu		2013	V. Samudra	179427	YES	YES	http://localhost:3000/movies/sevakudu-2013
mallela-theeram-lo-sirimalle-puvvu-2013	Mallela Theeram Lo Sirimalle Puvvu		2013	Rama Raju	205626	YES	YES	http://localhost:3000/movies/mallela-theeram-lo-sirimalle-puvvu-2013
antaku-mundu-aa-taruvaata-2013	Antaku Mundu Aa Taruvaata		2013	Mohankrishna Indraganti	215865	YES	YES	http://localhost:3000/movies/antaku-mundu-aa-taruvaata-2013
satruvu-2013	Satruvu		2013	NSR Prasad	158564	YES	YES	http://localhost:3000/movies/satruvu-2013
jabardasth-2013	Jabardasth		2013	B. V. Nandini Reddy	171607	YES	YES	http://localhost:3000/movies/jabardasth-2013
ongole-gittha-2013	Ongole Gittha		2013	Bhaskar	170940	YES	YES	http://localhost:3000/movies/ongole-gittha-2013
all-in-all-azhagu-raja-2013	All in All Azhagu Raja		2013	M. Rajesh	233015	YES	YES	http://localhost:3000/movies/all-in-all-azhagu-raja-2013
mirchi-2013	Mirchi		2013	Koratala Siva	176590	YES	YES	http://localhost:3000/movies/mirchi-2013
seethamma-vakitlo-sirimalle-chettu-2013	Seethamma Vakitlo Sirimalle Chettu		2013	Srikanth Addala	193197	YES	YES	http://localhost:3000/movies/seethamma-vakitlo-sirimalle-chettu-2013
paisa-2013	Paisa		2013	Krishna Vamsi	233633	YES	YES	http://localhost:3000/movies/paisa-2013
mahankali-2013	Mahankali		2013	Jeevitha	305887	YES	YES	http://localhost:3000/movies/mahankali-2013
attarintiki-daredi-2013	Attarintiki Daredi		2013	Trivikram Srinivas	224061	YES	YES	http://localhost:3000/movies/attarintiki-daredi-2013
shadow-2013	Shadow		2013	Meher Ramesh	184346	YES	YES	http://localhost:3000/movies/shadow-2013
iddarammayilatho-2013	Iddarammayilatho		2013	Puri Jagannadh	197999	YES	YES	http://localhost:3000/movies/iddarammayilatho-2013
gouravam-2013	Gouravam		2013	Radha Mohan	185787	YES	YES	http://localhost:3000/movies/gouravam-2013
baadshah-2013	Baadshah		2013	Srinu Vaitla	181882	YES	YES	http://localhost:3000/movies/baadshah-2013
ramayya-vasthavayya-2013	Ramayya Vasthavayya		2013	Harish Shankar	227056	YES	YES	http://localhost:3000/movies/ramayya-vasthavayya-2013
potugadu-2013	Potugadu		2013	Pavan Wadeyar	240823	YES	YES	http://localhost:3000/movies/potugadu-2013
operation-duryodhana-2-2013	Operation Duryodhana 2		2013	Jagapathi Babu, Posani Krishna Murali, Rao Ramesh, Vijayachander	360847	YES	YES	http://localhost:3000/movies/operation-duryodhana-2-2013
chandi-the-power-of-woman-2013	Chandi: The Power of Woman		2013	V.Samudra	303350	YES	YES	http://localhost:3000/movies/chandi-the-power-of-woman-2013
jagadguru-adi-shankara-2013	Jagadguru Adi Shankara		2013	J.K. Bharavi	244025	YES	YES	http://localhost:3000/movies/jagadguru-adi-shankara-2013
ongole-githa-2013	Ongole Githa		2013	Bhaskar	200013	YES	YES	http://localhost:3000/movies/ongole-githa-2013
bhai-2013	Bhai		2013	Veerabhadram Chowdary	241123	YES	YES	http://localhost:3000/movies/bhai-2013
greeku-veerudu-2013	Greeku Veerudu		2013	Dasaradh	181930	YES	YES	http://localhost:3000/movies/greeku-veerudu-2013
dharmavarapu-subramanyam-2013	Swamy Ra Ra		2013	Sudheer Varma	179450	YES	YES	http://localhost:3000/movies/dharmavarapu-subramanyam-2013
tadakha-2013	Tadakha		2013	Kishore Kumar Pardasani	204395	YES	YES	http://localhost:3000/movies/tadakha-2013
masala-2013	Masala		2013	K. Vijaya Bhaskar	264023	YES	YES	http://localhost:3000/movies/masala-2013
action-3d-2013	Action 3D		2013	Anil Sunkara	224219	YES	YES	http://localhost:3000/movies/action-3d-2013
kamina-2013	Kamina		2013	Jayendra	925635	YES	YES	http://localhost:3000/movies/kamina-2013
1000-abaddalu-2013	1000 Abaddalu		2013	Teja	381680	YES	YES	http://localhost:3000/movies/1000-abaddalu-2013
himmatwala-2013	Himmatwala		2013	Sajid Khan	180680	YES	YES	http://localhost:3000/movies/himmatwala-2013
irandam-ulagam-2013	Irandam Ulagam		2013	Selvaraghavan	69510	YES	YES	http://localhost:3000/movies/irandam-ulagam-2013
midhunam-2012	Midhunam		2012	Tanikella Bharani	148590	YES	YES	http://localhost:3000/movies/midhunam-2012
routine-love-story-2012	Routine Love Story		2012	Praveen Sattaru	166460	YES	YES	http://localhost:3000/movies/routine-love-story-2012
andala-rakshasi-2012	Andala Rakshasi		2012	Hanu Raghavapudi	154337	YES	YES	http://localhost:3000/movies/andala-rakshasi-2012
ko-antey-koti-2012	Ko Antey Koti		2012	Anish Yohan Kuruvilla	414231	YES	YES	http://localhost:3000/movies/ko-antey-koti-2012
rachcha-2012	Rachcha		2012	Sampath Nandi	120956	YES	YES	http://localhost:3000/movies/rachcha-2012
sms-2012	SMS		2012	Vijaya Bhaskar	420507	YES	YES	http://localhost:3000/movies/sms-2012
naa-ishtam-2012	Naa Ishtam		2012	Prakash Tholeti	155731	YES	YES	http://localhost:3000/movies/naa-ishtam-2012
bus-stop-2012	Bus Stop		2012	Maruthi	360868	YES	YES	http://localhost:3000/movies/bus-stop-2012
siva-manasulo-sruthi-2012	Siva Manasulo Sruthi		2012	Tatineni Satya	88478	YES	YES	http://localhost:3000/movies/siva-manasulo-sruthi-2012
adhinayakudu-2012	Adhinayakudu		2012	Parachuri Murali	168119	YES	YES	http://localhost:3000/movies/adhinayakudu-2012
neeku-naaku-dash-dash-2012	Neeku Naaku Dash Dash		2012	Teja	459051	YES	YES	http://localhost:3000/movies/neeku-naaku-dash-dash-2012
memu-vayasuku-vacham-2012	Memu Vayasuku Vacham		2012	Trinadha Rao Nakkina	531048	YES	YES	http://localhost:3000/movies/memu-vayasuku-vacham-2012
businessman-2012	Businessman		2012	Puri Jagannadh	83889	YES	YES	http://localhost:3000/movies/businessman-2012
mithunam-2012	Mithunam		2012	Tanikella Bharani	207920	YES	YES	http://localhost:3000/movies/mithunam-2012
julayi-2012	Julayi		2012	Trivikram Srinivas	125835	YES	YES	http://localhost:3000/movies/julayi-2012
ishq-2012	Ishq		2012	Vikram Kumar	94372	YES	YES	http://localhost:3000/movies/ishq-2012
rushi-2012	Rushi		2012	Raj Madiraju	93310	YES	YES	http://localhost:3000/movies/rushi-2012
life-is-beautiful-2012	Life Is Beautiful		2012	Sekhar Kammula	155730	YES	YES	http://localhost:3000/movies/life-is-beautiful-2012
disco-2012	Disco		2012	Hari K. Chanduri	104273	YES	YES	http://localhost:3000/movies/disco-2012
vennela-1-1-2-2012	Vennela 1 1/2		2012	Vennela Kishore	1371664	YES	YES	http://localhost:3000/movies/vennela-1-1-2-2012
tuneega-tuneega-2012	Tuneega Tuneega		2012	M.S. Raju	118228	YES	YES	http://localhost:3000/movies/tuneega-tuneega-2012
dhammu-2012	Dhammu		2012	Boyapati Srinu	113728	YES	YES	http://localhost:3000/movies/dhammu-2012
genius-2012	Genius		2012	Omri-Sarvesh Raana	372759	YES	YES	http://localhost:3000/movies/genius-2012
rebel-2012	Rebel		2012	Raghava Lawrence	320878	YES	YES	http://localhost:3000/movies/rebel-2012
dhenikaina-ready-2012	Dhenikaina Ready		2012	G. Nageswara Reddy	171384	YES	YES	http://localhost:3000/movies/dhenikaina-ready-2012
sudigaadu-2012	Sudigaadu		2012	Bhimaneni Srinivasa Rao	128564	YES	YES	http://localhost:3000/movies/sudigaadu-2012
avunu-2012	Avunu		2012	Ravi Babu	176104	YES	YES	http://localhost:3000/movies/avunu-2012
cameraman-ganga-tho-rambabu-2012	Cameraman Ganga Tho Rambabu		2012	Puri Jagannadh	138667	YES	YES	http://localhost:3000/movies/cameraman-ganga-tho-rambabu-2012
lovely-2012	Lovely		2012	B. Jaya	122783	YES	YES	http://localhost:3000/movies/lovely-2012
all-the-best-2012	All the Best		2012	J. D. Chakravarthi	226292	YES	YES	http://localhost:3000/movies/all-the-best-2012
julai-2012	Julai		2012	Trivikram Srinivas	125835	YES	YES	http://localhost:3000/movies/julai-2012
poola-rangadu-2012	Poola Rangadu	పూల రంగడు	2012	Relangi Narasimha Rao	91833	YES	YES	http://localhost:3000/movies/poola-rangadu-2012
mr-nookayya-2012	Mr. Nookayya		2012	Ani Kanneganti	307769	YES	YES	http://localhost:3000/movies/mr-nookayya-2012
onamalu-2012	Onamalu		2012	K. Balachander	308233	YES	YES	http://localhost:3000/movies/onamalu-2012
endukante-premanta-2012	Endukante Premanta		2012	A	153860	YES	YES	http://localhost:3000/movies/endukante-premanta-2012
mem-vayasuku-vacham-2012	Mem Vayasuku Vacham		2012	Trinadha Rao Nakkina	115082	YES	YES	http://localhost:3000/movies/mem-vayasuku-vacham-2012
yamudiki-mogudu-2012	Yamudiki Mogudu		2012	E Sattibabu	153678	YES	NO	http://localhost:3000/movies/yamudiki-mogudu-2012
shirdi-sai-2012	Shirdi Sai		2012	K Raghavendra Rao	138078	YES	YES	http://localhost:3000/movies/shirdi-sai-2012
