slug	title_en	title_te	year	director	tmdb_id	has_poster	has_synopsis	url
pelli-chesi-choopistham-1983	Pelli Chesi Choopistham		1983	N. A. Pendyala	1205629	NO	YES	http://localhost:3000/movies/pelli-chesi-choopistham-1983
patnam-vachhina-pasipapa-tamil-dubbed-azhakia-kanne-1982-1983	Patnam Vachhina Pasipapa (Tamil Dubbed Azhakia Kanne 1982)		1983	J. Mahendran	561665	NO	YES	http://localhost:3000/movies/patnam-vachhina-pasipapa-tamil-dubbed-azhakia-kanne-1982-1983
chattaniki-veyi-kallu-1983	Chattaniki Veyi Kallu		1983	Vijaya Nirmala	425310	YES	YES	http://localhost:3000/movies/chattaniki-veyi-kallu-1983
ramudu-kadu-krishnudu-1983	Ramudu Kadu Krishnudu		1983	Dasari Narayana Rao	433391	YES	YES	http://localhost:3000/movies/ramudu-kadu-krishnudu-1983
doctor-gari-kodalu-1983	Doctor Gari Kodalu		1983	Muktha Srinivasan	505885	NO	YES	http://localhost:3000/movies/doctor-gari-kodalu-1983
shakthi-1983	Shakthi		1983	K.Bapayya	505885	YES	YES	http://localhost:3000/movies/shakthi-1983
bandhipotu-rudramma-1983	Bandhipotu Rudramma		1983	B. Bhaskara Rao	1041164	NO	YES	http://localhost:3000/movies/bandhipotu-rudramma-1983
amayakudu-kadhu-asadhyudu-1983	Amayakudu Kadhu Asadhyudu		1983	Vijaya Nirmala	137353	NO	YES	http://localhost:3000/movies/amayakudu-kadhu-asadhyudu-1983
bahudoorapu-batasari-1983	Bahudoorapu Batasari		1983	Dasari Narayana Rao	455609	YES	YES	http://localhost:3000/movies/bahudoorapu-batasari-1983
vetagadi-vijayam-1983	Vetagadi Vijayam		1983	Kodandarami Reddy	505885	NO	YES	http://localhost:3000/movies/vetagadi-vijayam-1983
kirayi-rangadu-1983	Kirayi Rangadu		1983	A. Kodandarami Reddy	307216	NO	YES	http://localhost:3000/movies/kirayi-rangadu-1983
moogavadi-paga-1983	Moogavadi Paga		1983	Kodandarami Reddy	505885	NO	YES	http://localhost:3000/movies/moogavadi-paga-1983
keerthi-kantha-kanakam-1983	Keerthi Kantha Kanakam		1983	K. Vasu	505885	NO	YES	http://localhost:3000/movies/keerthi-kantha-kanakam-1983
m-l-a-yedukondalu-1983	M.L.A. Yedukondalu		1983	Dasari Narayana Rao	434443	NO	YES	http://localhost:3000/movies/m-l-a-yedukondalu-1983
moodu-mullu-1983	Moodu Mullu		1983	Jandhyala Subramanya Sastry	112463	YES	YES	http://localhost:3000/movies/moodu-mullu-1983
konte-kodallu-1983	Konte Kodallu		1983	K Vasu	505885	NO	YES	http://localhost:3000/movies/konte-kodallu-1983
chattaniki-sawal-1983	Chattaniki Sawal		1983	K. Vasu	505885	NO	YES	http://localhost:3000/movies/chattaniki-sawal-1983
prema-sagaram-tamil-dubbed-nenjil-oru-ragam-1983	Prema Sagaram (Tamil Dubbed Nenjil Oru Ragam)		1983	T. Rajendar		NO	YES	http://localhost:3000/movies/prema-sagaram-tamil-dubbed-nenjil-oru-ragam-1983
rajakumar-1983	Rajakumar		1983	K. Vasu	505885	YES	YES	http://localhost:3000/movies/rajakumar-1983
apadhbandhavulu-1983	Apadhbandhavulu		1983	K. Vasu	505885	NO	YES	http://localhost:3000/movies/apadhbandhavulu-1983
chandashasanudu-1983	Chandashasanudu		1983	Krasna	307215	YES	YES	http://localhost:3000/movies/chandashasanudu-1983
kirayi-kotigadu-1983	Kirayi Kotigadu		1983	A. Kodandarami Reddy	1605864	YES	YES	http://localhost:3000/movies/kirayi-kotigadu-1983
oorantha-sankranthi-1983	Oorantha Sankranthi		1983	K. Vasu	505885	YES	YES	http://localhost:3000/movies/oorantha-sankranthi-1983
penki-ghatam-tamil-dubbed-iniayavaley-vaa-1983	Penki Ghatam (Tamil Dubbed Iniayavaley Vaa)		1983	N. C. Chakravarthi		NO	YES	http://localhost:3000/movies/penki-ghatam-tamil-dubbed-iniayavaley-vaa-1983
grahanam-vidichindi-1983	Grahanam Vidichindi		1983	Murali Mohan		NO	YES	http://localhost:3000/movies/grahanam-vidichindi-1983
akka-mogudu-chelleli-kapuram-1983	Akka Mogudu Chelleli Kapuram		1983	Katta Subba Rao		NO	YES	http://localhost:3000/movies/akka-mogudu-chelleli-kapuram-1983
agni-samadhi-1983	Agni Samadhi		1983	K. Vasu		NO	YES	http://localhost:3000/movies/agni-samadhi-1983
navodayam-1983	Navodayam		1983	Dasari Narayana Rao		NO	YES	http://localhost:3000/movies/navodayam-1983
devi-moogambika-1983	Devi Moogambika		1983	Renuka Sharma		YES	YES	http://localhost:3000/movies/devi-moogambika-1983
pandanti-kapuraniki-12-suthralu-1983	Pandanti Kapuraniki 12 Suthralu		1983	Raja Chandra		YES	YES	http://localhost:3000/movies/pandanti-kapuraniki-12-suthralu-1983
kirayi-bommalu-1983	Kirayi Bommalu		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/kirayi-bommalu-1983
a-vincent-1983	A. Vincent		1983	A Vincent	197485	YES	YES	http://localhost:3000/movies/a-vincent-1983
maa-intiki-randi-1983	Maa Intiki Randi		1983	Kodi Ramakrishna		YES	YES	http://localhost:3000/movies/maa-intiki-randi-1983
rangula-puli-1983	Rangula Puli		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/rangula-puli-1983
adadhi-aata-bommaa-1983	Adadhi Aata Bommaa!		1983	R K Battula (story/direction)		NO	YES	http://localhost:3000/movies/adadhi-aata-bommaa-1983
manavulara-manninchandi-1983	Manavulara Manninchandi		1983	K. Balachander		NO	YES	http://localhost:3000/movies/manavulara-manninchandi-1983
maa-intaina-katha-1983	Maa Intaina Katha		1983	K. Phanindra		YES	YES	http://localhost:3000/movies/maa-intaina-katha-1983
pralaya-gharjana-1983	Pralaya Gharjana		1983	K. Vasu		NO	YES	http://localhost:3000/movies/pralaya-gharjana-1983
koti-kokkadu-1983	Koti Kokkadu		1983	K. Vasu		NO	YES	http://localhost:3000/movies/koti-kokkadu-1983
kodalu-kaavaali-1983	Kodalu Kaavaali		1983	K. Vasu		NO	YES	http://localhost:3000/movies/kodalu-kaavaali-1983
kanthaiyya-kanakaiyya-1983	Kanthaiyya Kanakaiyya		1983	K. Vasu		NO	YES	http://localhost:3000/movies/kanthaiyya-kanakaiyya-1983
simhamtho-chelagatam-1983	Simhamtho Chelagatam		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/simhamtho-chelagatam-1983
kaksha-sadistha-1983	Kaksha Sadistha		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/kaksha-sadistha-1983
nelavanka-1983	Nelavanka		1983	Jandhyala and starring Gummadi	579461	YES	YES	http://localhost:3000/movies/nelavanka-1983
chandi-rani-1983	Chandi Rani		1983	Kodandarami Reddy		YES	YES	http://localhost:3000/movies/chandi-rani-1983
chattam-1983	Chattam		1983	K. Bapayya		YES	YES	http://localhost:3000/movies/chattam-1983
lankebindelu-1983	Lankebindelu		1983	Vijaya Nirmala		NO	YES	http://localhost:3000/movies/lankebindelu-1983
puli-debba-1983	Puli Debba		1983	K. Vasu		NO	YES	http://localhost:3000/movies/puli-debba-1983
c-i-d-simham-kannada-dub-sahasa-simha-1982-1983	C I D Simham (Kannada Dub Sahasa Simha 1982)		1983	Joe Simon		NO	YES	http://localhost:3000/movies/c-i-d-simham-kannada-dub-sahasa-simha-1982-1983
andhra-kesari-1983	Andhra Kesari		1983	K. Vasu		YES	YES	http://localhost:3000/movies/andhra-kesari-1983
challenge-vetagallu-1983	Challenge Vetagallu		1983	A. Kodandarami Reddy		NO	YES	http://localhost:3000/movies/challenge-vetagallu-1983
raakasi-loya-1983	Raakasi Loya		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/raakasi-loya-1983
ee-desamlo-oka-roju-1983	Ee Desamlo Oka Roju		1983	Satyanarayana Vejella		NO	YES	http://localhost:3000/movies/ee-desamlo-oka-roju-1983
dharmaatmudu-1983	Dharmaatmudu		1983	Bharathiraja		YES	YES	http://localhost:3000/movies/dharmaatmudu-1983
antham-chusina-adadhi-1983	Antham Chusina Adadhi		1983	Bhargava		NO	YES	http://localhost:3000/movies/antham-chusina-adadhi-1983
kala-yamudu-1983	Kala Yamudu		1983	K. Vasu		NO	YES	http://localhost:3000/movies/kala-yamudu-1983
police-venkataswamy-1983	Police Venkataswamy		1983	Konasima		YES	YES	http://localhost:3000/movies/police-venkataswamy-1983
manishiko-chartira-1983	Manishiko Chartira		1983	Vijaya Bapineedu		NO	YES	http://localhost:3000/movies/manishiko-chartira-1983
sriranga-neethulu-1983	Sriranga Neethulu		1983	A Kodandarami Reddy	1403413	YES	YES	http://localhost:3000/movies/sriranga-neethulu-1983
eeswarudu-seneswarudu-1983	Eeswarudu Seneswarudu		1983	K. Vasu		NO	YES	http://localhost:3000/movies/eeswarudu-seneswarudu-1983
prema-sagaram-1983	Prema Sagaram		1983	K. Vasu	505885	NO	YES	http://localhost:3000/movies/prema-sagaram-1983
maga-maharaju-1983	Maga Maharaju		1983	Vijaya Bapineedu	279338	YES	YES	http://localhost:3000/movies/maga-maharaju-1983
rangula-kala-1983	Rangula Kala		1983	B. Narsing Rao		YES	YES	http://localhost:3000/movies/rangula-kala-1983
ikanaina-marandi-1983	Ikanaina Marandi		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/ikanaina-marandi-1983
idhi-kadhu-mugimpu-1983	Idhi Kadhu Mugimpu		1983	Satyanarayana Vejella		NO	YES	http://localhost:3000/movies/idhi-kadhu-mugimpu-1983
desanikokkadu-1983	Desanikokkadu		1983	K. Vasu		NO	YES	http://localhost:3000/movies/desanikokkadu-1983
manishiki-maro-peru-1983	Manishiki Maro Peru		1983	Tatineni Prasad		NO	YES	http://localhost:3000/movies/manishiki-maro-peru-1983
kanne-donga-1983	Kanne Donga		1983	A. Kodandarami Reddy		NO	YES	http://localhost:3000/movies/kanne-donga-1983
kasi-yatra-1983	Kasi Yatra		1983	K. Vasu		NO	YES	http://localhost:3000/movies/kasi-yatra-1983
siripuram-monagadu-1983	Siripuram Monagadu		1983	K. Vasu		YES	YES	http://localhost:3000/movies/siripuram-monagadu-1983
debbaku-debba-1983	Debbaku Debba		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/debbaku-debba-1983
prema-vijayam-1983	Prema Vijayam		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/prema-vijayam-1983
darling-darling-darling-1983	Darling, Darling, Darling		1983	K Bhagyaraj	81475	YES	YES	http://localhost:3000/movies/darling-darling-darling-1983
kaliyuga-dhaivam-1983	Kaliyuga Dhaivam		1983	M. Rosi Raju		NO	YES	http://localhost:3000/movies/kaliyuga-dhaivam-1983
adavi-simhalu-1983	Adavi Simhalu		1983	K. Raghavendra Rao	1605918	YES	YES	http://localhost:3000/movies/adavi-simhalu-1983
devi-sridevi-1983	Devi Sridevi		1983	K. Vasu		YES	YES	http://localhost:3000/movies/devi-sridevi-1983
thodu-needa-1983	Thodu Needa		1983	K. Vasu		YES	YES	http://localhost:3000/movies/thodu-needa-1983
poratam-1983	Poratam		1983	K. Raghavendra Rao	1471193	YES	YES	http://localhost:3000/movies/poratam-1983
raju-rani-jocky-1983	Raju Rani Jocky		1983	Singeetham Srinivasa Rao		NO	YES	http://localhost:3000/movies/raju-rani-jocky-1983
triveni-sangamam-1983	Triveni Sangamam		1983	K. Vasu		NO	YES	http://localhost:3000/movies/triveni-sangamam-1983
swarajyam-1983	Swarajyam		1983	Bhabendra	304654	YES	YES	http://localhost:3000/movies/swarajyam-1983
kunkuma-tilakam-1983	Kunkuma Tilakam		1983	Bhargava		NO	YES	http://localhost:3000/movies/kunkuma-tilakam-1983
prema-jwala-1983	Prema Jwala		1983	K. Vasu		NO	YES	http://localhost:3000/movies/prema-jwala-1983
pidugu-lanti-manishi-1983	Pidugu lanti Manishi		1983	M. A. Thirumugham		NO	YES	http://localhost:3000/movies/pidugu-lanti-manishi-1983
adutha-varisu-1983	Adutha Varisu		1983	S. P. Muthuraman	66282	YES	YES	http://localhost:3000/movies/adutha-varisu-1983
moondram-pirai-1983	Moondram Pirai		1983		66389	NO	YES	http://localhost:3000/movies/moondram-pirai-1983
sandhippu-1983	Sandhippu		1983	C. V. Rajendran	261325	NO	YES	http://localhost:3000/movies/sandhippu-1983
justice-chaudhury-1983	Justice Chaudhury		1983	K Raghavendra Rao	523793	NO	YES	http://localhost:3000/movies/justice-chaudhury-1983
kalakaar-1983	Kalakaar		1983	Parvataneni Sambasiva Rao	413911	YES	YES	http://localhost:3000/movies/kalakaar-1983
main-awara-hoon-1983	Main Awara Hoon		1983		627037	NO	YES	http://localhost:3000/movies/main-awara-hoon-1983
qayamat-1983	Qayamat		1983	Raj N. Sippy	215334	NO	YES	http://localhost:3000/movies/qayamat-1983
saagara-sangamam-1983	Saagara Sangamam		1983	K. Viswanath	30153	NO	YES	http://localhost:3000/movies/saagara-sangamam-1983
palletoori-monagadu-1983	Palletoori Monagadu		1983	S. A. Chandrasekhar	279342	NO	NO	http://localhost:3000/movies/palletoori-monagadu-1983
simha-gharjane-1983	Simha Gharjane		1983	S. A. Chandrasekhar	1506175	NO	YES	http://localhost:3000/movies/simha-gharjane-1983
mawaali-1983	Mawaali		1983	K. Bapayya	278557	NO	YES	http://localhost:3000/movies/mawaali-1983
sadma-1983	Sadma		1983	Balu Mahendra	54357	NO	YES	http://localhost:3000/movies/sadma-1983
kaviratna-kalidasa-1983	Kaviratna Kalidasa		1983	Renuka Sharma	512995	NO	YES	http://localhost:3000/movies/kaviratna-kalidasa-1983
neti-bharatam-1983	Neti Bharatam		1983	K. Vasu	1360945	YES	YES	http://localhost:3000/movies/neti-bharatam-1983
puli-bebbuli-1983	Puli Bebbuli		1983	K. S. R. Das	279340	YES	YES	http://localhost:3000/movies/puli-bebbuli-1983
abhilasha-1983	Abhilasha		1983	A. Kodandarami Reddy	278423	YES	YES	http://localhost:3000/movies/abhilasha-1983
sivudu-sivudu-sivudu-1983	Sivudu Sivudu Sivudu		1983	A. Kodandarami Reddy	279338	YES	YES	http://localhost:3000/movies/sivudu-sivudu-sivudu-1983
mantri-gari-viyyankudu-1983	Mantri Gari Viyyankudu		1983	Bapu	115002	YES	YES	http://localhost:3000/movies/mantri-gari-viyyankudu-1983
prema-pichollu-1983	Prema Pichollu		1983	A. Kodandarami Reddy	279331	YES	NO	http://localhost:3000/movies/prema-pichollu-1983
simhapuri-simham-1983	Simhapuri Simham		1983	Kodi Ramakrishna	369145	YES	YES	http://localhost:3000/movies/simhapuri-simham-1983
bezawada-bebbuli-1983	Bezawada Bebbuli		1983	A. Kodandarami Reddy		YES	YES	http://localhost:3000/movies/bezawada-bebbuli-1983
maa-inti-premayanam-1983	Maa Inti Premayanam		1983	Aluri Ravi	279330	YES	YES	http://localhost:3000/movies/maa-inti-premayanam-1983
sangharshana-1983	Sangharshana		1983	K. Murali Mohana Rao	115000	YES	YES	http://localhost:3000/movies/sangharshana-1983
roshagadu-1983	Roshagadu		1983	K. S. R. Das	279339	YES	YES	http://localhost:3000/movies/roshagadu-1983
police-police-1983	Police Police		1983	Mohan Gandhi	903302	YES	YES	http://localhost:3000/movies/police-police-1983
muddula-mogudu-1983	Muddula Mogudu		1983	K. Vasu		YES	YES	http://localhost:3000/movies/muddula-mogudu-1983
gaju-bommalu-1983	Gaju Bommalu		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/gaju-bommalu-1983
mundadugu-1983	Mundadugu		1983	Kovelamudi Bapayya	1444723	YES	YES	http://localhost:3000/movies/mundadugu-1983
bharathiraja-1983	Bharathiraja		1983	K. Vasu	1228956	YES	YES	http://localhost:3000/movies/bharathiraja-1983
trisulam-1983	Trisulam		1983	K. Vasu	103720	YES	YES	http://localhost:3000/movies/trisulam-1983
ramarajyamlo-bheemaraju-1983	Ramarajyamlo Bheemaraju		1983	A. Kodandarami Reddy		YES	YES	http://localhost:3000/movies/ramarajyamlo-bheemaraju-1983
lanke-bindelu-1983	Lanke Bindelu		1983	K. Vasu		NO	YES	http://localhost:3000/movies/lanke-bindelu-1983
subha-muhurtham-1983	Subha Muhurtham		1983	Relangi Narasimha Rao		NO	YES	http://localhost:3000/movies/subha-muhurtham-1983
digivachina-devudu-1983	Digivachina Devudu		1983	K. Vasu		NO	YES	http://localhost:3000/movies/digivachina-devudu-1983
bharathamma-muddu-biddalu-1983	Bharathamma Muddu Biddalu		1983	Veera		NO	YES	http://localhost:3000/movies/bharathamma-muddu-biddalu-1983
nijam-chebithe-nerama-1983	Nijam Chebithe Nerama		1983	M. Balaiah		YES	YES	http://localhost:3000/movies/nijam-chebithe-nerama-1983
amarajeevi-1983	Amarajeevi		1983	Jandhyala Subramanya Sastry	307214	YES	YES	http://localhost:3000/movies/amarajeevi-1983
sagara-sangamam-1983	Sagara Sangamam		1983	K. Viswanath	30153	YES	YES	http://localhost:3000/movies/sagara-sangamam-1983
intalludu-1983	Intalludu		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/intalludu-1983
bhama-rukmini-1983	Bhama Rukmini		1983	Mullapudi Ramana	846897	YES	YES	http://localhost:3000/movies/bhama-rukmini-1983
padmavathi-kalyanam-1983	Padmavathi Kalyanam		1983	K. Vasu		NO	YES	http://localhost:3000/movies/padmavathi-kalyanam-1983
raghu-ramudu-1983	Raghu Ramudu		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/raghu-ramudu-1983
kalyana-veena-1983	Kalyana Veena		1983	K. Shankar		NO	YES	http://localhost:3000/movies/kalyana-veena-1983
dharma-poratam-1983	Dharma Poratam		1983	T. Krishna		NO	YES	http://localhost:3000/movies/dharma-poratam-1983
chanda-sasanudu-1983	Chanda Sasanudu		1983	Krasna		YES	YES	http://localhost:3000/movies/chanda-sasanudu-1983
muggurammayila-mogudu-1983	Muggurammayila Mogudu		1983	Relangi Narasimha Rao		NO	YES	http://localhost:3000/movies/muggurammayila-mogudu-1983
kokilamma-1983	Kokilamma		1983	K. Balachander	325184	YES	YES	http://localhost:3000/movies/kokilamma-1983
mugguru-monagallu-1983	Mugguru Monagallu		1983	Abhilash Reddy Gopidi	279116	YES	YES	http://localhost:3000/movies/mugguru-monagallu-1983
iddaru-kiladeelu-1983	Iddaru Kiladeelu		1983	Relangi Narasimha Rao		NO	YES	http://localhost:3000/movies/iddaru-kiladeelu-1983
praja-rajyam-1983	Praja Rajyam		1983	M. Mallikarjuna Rao		YES	YES	http://localhost:3000/movies/praja-rajyam-1983
palleturi-pidugu-1983	Palleturi Pidugu		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/palleturi-pidugu-1983
monagadu-vastunnadu-jagratha-1983	Monagadu Vastunnadu Jagratha		1983	A. Kodandarami Reddy		NO	YES	http://localhost:3000/movies/monagadu-vastunnadu-jagratha-1983
pelli-choopulu-1983	Pelli Choopulu		1983	Tharun Bhascker and produced by Raj Kandukuri and Yash Rangineni	1273797	YES	YES	http://localhost:3000/movies/pelli-choopulu-1983
rudrakali-1983	Rudrakali		1983	K.Raghavendra Rao		NO	YES	http://localhost:3000/movies/rudrakali-1983
maharani-tamil-dubbed-nayakkarin-magal-1982-1983	Maharani (Tamil Dubbed Nayakkarin Magal 1982)		1983	K. S. Gopalakrishnan		NO	YES	http://localhost:3000/movies/maharani-tamil-dubbed-nayakkarin-magal-1982-1983
balidaanam-1983	Balidaanam		1983	Dhavala Satyam		NO	YES	http://localhost:3000/movies/balidaanam-1983
ananda-bhairavi-1983	Ananda Bhairavi		1983	Jandhyala	663530	YES	YES	http://localhost:3000/movies/ananda-bhairavi-1983
gaanam-1983	Gaanam		1983	K. Ranjith	1093086	YES	YES	http://localhost:3000/movies/gaanam-1983
ee-pillaku-pellavuthunda-1983	Ee Pillaku Pellavuthunda		1983	Vejella Satyanarayana		NO	YES	http://localhost:3000/movies/ee-pillaku-pellavuthunda-1983
pichi-pantuulu-1983	Pichi Pantuulu		1983	Jandhyala		NO	YES	http://localhost:3000/movies/pichi-pantuulu-1983
vimukthi-kosam-1983	Vimukthi Kosam		1983	K. Vasu		NO	YES	http://localhost:3000/movies/vimukthi-kosam-1983
agni-jwala-1983	Agni Jwala		1983	K. Raghavendra Rao	78957	YES	YES	http://localhost:3000/movies/agni-jwala-1983
devi-kanaykumari-1983	Devi Kanaykumari		1983	K. Shankar		NO	YES	http://localhost:3000/movies/devi-kanaykumari-1983
magallako-namaskaram-1983	Magallako Namaskaram		1983	Bhavaniprasad		NO	YES	http://localhost:3000/movies/magallako-namaskaram-1983
bhairava-kona-1983	Bhairava Kona		1983	K. Vasu		NO	YES	http://localhost:3000/movies/bhairava-kona-1983
lady-tarzan-1983	Lady Tarzan		1983	Kevin Lima and Chris Buck	1032920	YES	YES	http://localhost:3000/movies/lady-tarzan-1983
amayaka-chakravarthy-1983	Amayaka Chakravarthy		1983	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/amayaka-chakravarthy-1983
adavalle-aligithe-1983	Adavalle Aligithe		1983	Vejella Satyanarayana		YES	YES	http://localhost:3000/movies/adavalle-aligithe-1983
chandi-chamundi-1983	Chandi Chamundi		1983	Kodi Ramakrishna		NO	YES	http://localhost:3000/movies/chandi-chamundi-1983
praja-shakthi-1983	Praja Shakthi		1983	Krasna		NO	YES	http://localhost:3000/movies/praja-shakthi-1983
chilaka-josyam-1983	Chilaka Josyam		1983	A Kodandarami Reddy		NO	YES	http://localhost:3000/movies/chilaka-josyam-1983
himmatwala-1983	Himmatwala		1983	K Raghavendra Rao	231785	NO	YES	http://localhost:3000/movies/himmatwala-1983
maro-maya-bazaar-1983	Maro Maya Bazaar		1983	C. S. Rao	410211	YES	YES	http://localhost:3000/movies/maro-maya-bazaar-1983
gudachari-no1-1983	Gudachari No.1		1983	Kodi Ramakrishna	279333	YES	YES	http://localhost:3000/movies/gudachari-no1-1983
aalaya-sikharam-1983	Aalaya Sikharam		1983	Kodi Ramakrishna	269672	YES	YES	http://localhost:3000/movies/aalaya-sikharam-1983
khaidi-1983	Khaidi		1983	A. Kodandarami Reddy	269834	YES	YES	http://localhost:3000/movies/khaidi-1983
bharya-bharthala-sawal-1983	Bharya Bharthala Sawal		1983	Chandrashekar Reddy		NO	NO	http://localhost:3000/movies/bharya-bharthala-sawal-1983
simham-navvindi-1983	Simham Navvindi!		1983	Deva Das	1093968	YES	YES	http://localhost:3000/movies/simham-navvindi-1983
golkonda-abbulu-1982	Golkonda Abbulu		1982	K. Vasu		NO	YES	http://localhost:3000/movies/golkonda-abbulu-1982
prema-nakshatram-1982	Prema Nakshatram		1982	Indra Kumar		YES	YES	http://localhost:3000/movies/prema-nakshatram-1982
gruha-pravesam-1982	Gruha Pravesam		1982	Bhagyaraj		YES	YES	http://localhost:3000/movies/gruha-pravesam-1982
bapu-1982	Bapu		1982	K. Bapayya		YES	YES	http://localhost:3000/movies/bapu-1982
prathikaram-1982	Prathikaram		1982	K. Vasu		YES	YES	http://localhost:3000/movies/prathikaram-1982
savaal-1982	Savaal		1982	T. Krishna	1558558	YES	YES	http://localhost:3000/movies/savaal-1982
krishnarjunulu-1982	Krishnarjunulu		1982	Dasari Narayana Rao	307213	NO	YES	http://localhost:3000/movies/krishnarjunulu-1982
viplava-shankam-1982	Viplava Shankam		1982	K Vasu		NO	YES	http://localhost:3000/movies/viplava-shankam-1982
aththaku-thagga-allullu-1982	Aththaku Thagga Allullu		1982	Rama Narayanan	1146312	NO	YES	http://localhost:3000/movies/aththaku-thagga-allullu-1982
krishnaarjunulu-1982	Krishnaarjunulu		1982	K. Raghavendra Rao		NO	YES	http://localhost:3000/movies/krishnaarjunulu-1982
mahendran-1982	Mahendran		1982	T. L. V. Prasad		YES	YES	http://localhost:3000/movies/mahendran-1982
kalavari-samsaram-1982	Kalavari Samsaram		1982	K.S.R. Das	1605845	YES	YES	http://localhost:3000/movies/kalavari-samsaram-1982
justice-chowdary-1982	Justice Chowdary		1982	K. Vasu		YES	YES	http://localhost:3000/movies/justice-chowdary-1982
propakari-papanna-1982	Propakari Papanna		1982	Dasari Narayana Rao		NO	YES	http://localhost:3000/movies/propakari-papanna-1982
jagannatha-radhachakralu-1982	Jagannatha Radhachakralu		1982	V. Madhusudhan Rao		NO	YES	http://localhost:3000/movies/jagannatha-radhachakralu-1982
chilipi-chinnodu-1982	Chilipi Chinnodu		1982	K. Vasu		NO	YES	http://localhost:3000/movies/chilipi-chinnodu-1982
krishnavataram-1982	Krishnavataram		1982	Bapu	1436222	YES	YES	http://localhost:3000/movies/krishnavataram-1982
nivuru-gappina-nippu-1982	Nivuru Gappina Nippu		1982	K. Bapayya		YES	YES	http://localhost:3000/movies/nivuru-gappina-nippu-1982
raj-bharat-1982	Raj Bharat		1982	K. Vasu		YES	YES	http://localhost:3000/movies/raj-bharat-1982
ekalavya-1982	Ekalavya		1982	K. Balachander		NO	YES	http://localhost:3000/movies/ekalavya-1982
prema-sankellu-1982	Prema Sankellu		1982	Kodandarami Reddy		NO	YES	http://localhost:3000/movies/prema-sankellu-1982
malle-pandiri-1982	Malle Pandiri		1982	K. Vasu		YES	YES	http://localhost:3000/movies/malle-pandiri-1982
radhamma-mogudu-1982	Radhamma Mogudu		1982	A. Kodandarami Reddy		NO	YES	http://localhost:3000/movies/radhamma-mogudu-1982
vamsy-1982	Vamsy		1982	Kodi Ramakrishna		NO	YES	http://localhost:3000/movies/vamsy-1982
trisulam-1982	Trisulam		1982	K. Vasu		YES	YES	http://localhost:3000/movies/trisulam-1982
poola-pallaki-1982	Poola Pallaki		1982	K. Vasu		NO	YES	http://localhost:3000/movies/poola-pallaki-1982
iddaru-kodukulu-1982	Iddaru Kodukulu		1982	Dadasaheb Torne		NO	YES	http://localhost:3000/movies/iddaru-kodukulu-1982
ee-charithra-ye-siratho-1982	Ee Charithra Ye Siratho		1982	Vejella Satyanarayana		NO	YES	http://localhost:3000/movies/ee-charithra-ye-siratho-1982
vamsha-gowravam-1982	Vamsha Gowravam		1982	Dasari Narayana Rao		NO	YES	http://localhost:3000/movies/vamsha-gowravam-1982
pagabattina-simham-1982	Pagabattina Simham		1982	P. Chandrasekhara Reddy		YES	YES	http://localhost:3000/movies/pagabattina-simham-1982
vazhvey-maayam-1982	Vazhvey Maayam		1982	R Krishnamurthy	66390	YES	YES	http://localhost:3000/movies/vazhvey-maayam-1982
yuvaraju-1982	Yuvaraju		1982	Dasari Narayana Rao	626994	NO	YES	http://localhost:3000/movies/yuvaraju-1982
swayamvaram-1982	Swayamvaram		1982	Dasari Narayana Rao	1229862	NO	YES	http://localhost:3000/movies/swayamvaram-1982
yamakinkarudu-1982	Yamakinkarudu		1982	Raj Bharat	279345	YES	YES	http://localhost:3000/movies/yamakinkarudu-1982
mondi-ghatam-1982	Mondi Ghatam		1982	Vamsy	279346	YES	YES	http://localhost:3000/movies/mondi-ghatam-1982
radha-my-darling-1982	Radha My Darling		1982	B. Bhaskara Rao	279347	YES	YES	http://localhost:3000/movies/radha-my-darling-1982
krishnarajunulu-1982	Krishnarajunulu		1982	Dasari Narayana Rao	1605246	NO	YES	http://localhost:3000/movies/krishnarajunulu-1982
ilanjodigal-1982	Ilanjodigal		1982	Rama Narayanan	78774	NO	YES	http://localhost:3000/movies/ilanjodigal-1982
moondram-pirai-1982	Moondram Pirai		1982	Balu Mahendra	66389	NO	YES	http://localhost:3000/movies/moondram-pirai-1982
pokkiri-raja-1982	Pokkiri Raja		1982	S. P. Muthuraman	331553	NO	YES	http://localhost:3000/movies/pokkiri-raja-1982
kaamchor-1982	Kaamchor		1982	K. Viswanath	306417	NO	YES	http://localhost:3000/movies/kaamchor-1982
dil-e-nadaan-1982	Dil-E-Nadaan		1982	C. V. Sridhar	514727	NO	YES	http://localhost:3000/movies/dil-e-nadaan-1982
