"Title","Year","Role Type","Is Primary","Appears As","Sources","Confidence","Status","TMDB ID","IMDb ID"
"Meri Warrant","2010","supporting","No","","wikidata","0.50","Added","","tt1867595"
"Sri Rama Rajyam","2011","supporting","No","","wikidata","0.50","Added","","tt1783377"
"Virodhi","2011","supporting","No","","wikidata","0.50","Exists","","tt1987022"
"All the Best","2012","supporting","No","","wikidata","0.50","Exists","","tt2454836"
"Ethiri En 3","2012","supporting","No","","wikidata","0.50","Added","",""
"Lucky","2012","supporting","No","","wikidata","0.50","Exists","","tt3407422"
"Shirdi Sai","2012","supporting","No","","wikidata","0.50","Added","","tt2397561"
"Devaraya","2012","supporting","No","","wikidata","0.50","Exists","","tt2693174"
"Shadow","2013","supporting","No","","wikidata","0.50","Added","","tt2386295"
"Nambiar","2014","supporting","No","","wikidata","0.50","Added","","tt3557978"
"Govindudu Andarivadele","2014","supporting","No","","wikidata","0.50","Added","","tt3802668"
"Veta","2014","supporting","No","","wikidata","0.50","Exists","","tt29251466"
"Om Shanti Om","2015","supporting","No","","wikidata","0.50","Added","",""
"Sowkarpettai","2015","supporting","No","","wikidata","0.50","Exists","","tt5543488"
"Sarainodu","2016","supporting","No","","wikidata","0.50","Added","","tt5457772"
"Terror","2016","supporting","No","","wikidata","0.50","Exists","","tt5175168"
"మెంటల్","2016","supporting","No","","wikidata","0.50","Added","",""
"The Villain","2018","supporting","No","","wikidata","0.50","Added","","tt6203302"
"Idhe Maa Katha","2021","supporting","No","","wikidata","0.50","Exists","","tt13921156"
"Varisu","2023","supporting","No","","wikidata","0.50","Added","","tt11998558"
"Devara: Part 1","2024","supporting","No","","wikidata","0.50","Added","","tt11821912"
"Game Changer","2025","supporting","No","","wikidata","0.50","Added","","tt14209618"
"Arjun S/O Vyjayanthi","2025","supporting","No","","wikidata","0.50","Added","","tt28291501"
