ID,Title (English),Title (Telugu),Year,Image URL,Updated At
11aa4331-8288-4544-bb02-e5a398716cf3,"Brahmarshi Viswamitra","Brahmarshi Vishwamitra",1991,"https://image.tmdb.org/t/p/w500/xBWvj4O0egGjxX7RPv5uNytz6ny.jpg",2026-01-12T16:36:46.056646+00:00
