Actor,Title,Year,Sources,Confidence,Role,In Database,Was Added,Reason
"Krishna","Samajaniki Sawal",1979,"lead",0,"",No,No,"Exists"
"Krishna","Mama Allulla Saval",1980,"lead",0,"",No,No,"Exists"
"Krishna","Adrushtavanthudu",1980,"lead",0,"",No,No,"Exists"
"Krishna","Bangaru Bava",1980,"lead",0,"",No,No,"Exists"
"Krishna","Bhoga Bhagyalu",1981,"lead",0,"",No,No,"Exists"
"Krishna","Gadasari Atta Sogasari Kodalu",1981,"lead",0,"",No,No,"Exists"
"Krishna","Bangaru Bhoomi",1982,"lead",0,"",No,No,"Exists"
"Krishna","Bangaru Koduku",1982,"lead",0,"",No,No,"Exists"
"Krishna","Krishnarajunulu",1982,"lead",0,"",No,No,"Added"
"Krishna","Shamsher Shankar",1982,"lead",0,"",No,No,"Exists"
"Krishna","Kalavaari Samsaram",1982,"lead",0,"",No,No,"Exists"
"Krishna","Oorantha Sankranthi",1983,"lead",0,"",No,No,"Exists"
"Krishna","Kirayi Kotigadu",1983,"lead",0,"",No,No,"Exists"
"Krishna","Adavi Simhalu",1983,"lead",0,"",No,No,"Exists"
"Krishna","Kanchu Kaagada",1984,"lead",0,"",No,No,"Exists"
"Krishna","Pachani Kapuram",1985,"lead",0,"",No,No,"Exists"
"Krishna","Makutamleni Maharaju",1987,"lead",0,"",No,No,"Exists"
"Krishna","Maharajashri Mayagaadu",1988,"lead",0,"",No,No,"Added"
"Krishna","Rickshawala",1989,"lead",0,"",No,No,"Exists"
"Krishna","Anna Thammudu",1990,"lead",0,"",No,No,"Exists"
"Krishna","Nagastharam",1990,"lead",0,"",No,No,"Added"
"Krishna","Indra Bhavanam",1991,"lead",0,"",No,No,"Exists"
"Krishna","Raktha Tharpanam",1992,"lead",0,"",No,No,"Added"
"Krishna","Pandanti Samsaram",2001,"lead",0,"",No,No,"Exists"
"Krishna","Independence",1999,"supporting",0,"",No,No,"Added"
"Krishna","Evaru Nenu",2005,"supporting",0,"",No,No,"Exists"
"Krishna","Kalabha Mazha",2011,"supporting",0,"",No,No,"Added"
"Krishna","Rasaleela",2012,"supporting",0,"",No,No,"Added"
"Krishna","Chalakkudykkaran Changathy",2018,"supporting",0,"",No,No,"Added"
"Krishna","Helen",2019,"supporting",0,"",No,No,"Added"
"Krishna","Drishyam 2",2021,"supporting",0,"",No,No,"Added"
"Krishna","2018",2023,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Radhe Shyam",2022,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Naidugaari Kutumbam",1996,"lead",0,"",No,No,"Added"
"Krishnam Raju","Bobbili Brahmanna",1984,"lead",0,"",No,No,"Added"
"Krishnam Raju","Prema Tarangalu",1980,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Rajamahal",1972,"lead",0,"",No,No,"Added"
"Krishnam Raju","Maa Nanna Ki Pelli",1997,"lead",0,"",No,No,"Added"
"Krishnam Raju","Talli Kodukulu",1973,"lead",0,"",No,No,"Added"
"Krishnam Raju","Puli Bebbuli",1983,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Two Town Rowdy",1989,"lead",0,"",No,No,"Added"
"Krishnam Raju","Samardhudu",2009,"lead",0,"",No,No,"Added"
"Krishnam Raju","Sultan",1999,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Thakita Thakita",2010,"cameo",0,"",No,No,"Added"
"Krishnam Raju","Neeku Nenu Naaku Nuvvu",2003,"lead",0,"",No,No,"Added"
"Krishnam Raju","Rudhramadevi",2015,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Billa",2009,"lead",0,"",No,No,"Added"
"Krishnam Raju","Time Pass",2001,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Rebel",2012,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Sati Savithri",1978,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Yevade Subramanyam",2015,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Vishwanatha Nayakudu",1987,"lead",0,"",No,No,"Added"
"Krishnam Raju","Gangmaster",1994,"lead",0,"",No,No,"Added"
"Krishnam Raju","Vamsodharakudu",2000,"lead",0,"",No,No,"Added"
"Krishnam Raju","Badi Panthulu",1972,"lead",0,"",No,No,"Added"
"Krishnam Raju","Chandi: The Power of Woman",2013,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Anthima Theerpu",1988,"lead",0,"",No,No,"Added"
"Krishnam Raju","Kirayi Dada",1987,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Neti Siddhartha",1990,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Manavoori Pandavulu",1978,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Amara Deepam",1977,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Simha Swapnam",1989,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Trisulam",1983,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Zombie Reddy",2021,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Crazy Crazy Feeling",2019,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Bava Bavamaridi",1993,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Kurukshetram",1977,"supporting",0,"",No,No,"Exists"
"Krishnam Raju","Sri Vinayaka Vijayamu",1979,"lead",0,"",No,No,"Added"
"Krishnam Raju","Sita Ramulu",1980,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Tandra Paparayudu",1986,"lead",0,"",No,No,"Added"
"Krishnam Raju","Bala Mitrula Katha",1973,"lead",0,"",No,No,"Added"
"Krishnam Raju","Ravana Brahma",1986,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Adavi Simhalu",1983,"lead",0,"",No,No,"Added"
"Krishnam Raju","Indra Bhavanam",1991,"lead",0,"",No,No,"Added"
"Krishnam Raju","Jailor Gaari Abbayi",1994,"lead",0,"",No,No,"Exists"
"Krishnam Raju","Chilaka Gorinka",1966,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Allude Menalludu",1970,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Bala Mitrula Katha",1972,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Neeti-Nijayiti",1972,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Jeevana Tarangalu",1973,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Krishnaveni",1974,"supporting",0,"",No,No,"Exists"
"Krishnam Raju","Bhakta Kannappa",1976,"supporting",0,"",No,No,"Exists"
"Krishnam Raju","Yavvanam Katesindi",1976,"supporting",0,"",No,No,"Exists"
"Krishnam Raju","Amaradeepam",1977,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Jeevana Theeralu",1977,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Mana Voori Pandavulu",1978,"supporting",0,"",No,No,"Exists"
"Krishnam Raju","Sati Savitri",1978,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Adavaallu Meeku Joharulu",1981,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Madhura Swapnam",1982,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Trishulam",1982,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Talli Kodukula Anubandham",1982,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Tirugubatu",1985,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Ugra Narasimham",1986,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Antima Theerpu",1988,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Dharma Teja",1988,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Guru Sishyulu",1990,"supporting",0,"",No,No,"Exists"
"Krishnam Raju","Palnati Pourusham",1994,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Maa Nannaki Pelli",1997,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Vamsoddarakudu",2000,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Raam",2006,"supporting",0,"",No,No,"Added"
"Krishnam Raju","Chandee",2013,"supporting",0,"",No,No,"Added"
"Manchu Manoj","Major Chandrakanth",1993,"child_actor",0,"",No,No,"Added"
"Manchu Manoj","Punya Bhoomi Naa Desam",1994,"child_actor",0,"",No,No,"Added"
"Manchu Manoj","Adavilo Anna",1997,"child_actor",0,"",No,No,"Added"
"Manchu Manoj","Khaidi Garu",1998,"child_actor",0,"",No,No,"Added"
"Manchu Manoj","Donga Dongadi",2004,"lead",0,"",No,No,"Added"
"Manchu Manoj","Political Rowdy",2005,"cameo",0,"special_appearance",No,No,"Added"
"Manchu Manoj","Raju Bhai",2007,"lead",0,"",No,No,"Exists"
"Manchu Manoj","Nenu Meeku Telusa?",2008,"lead",0,"",No,No,"Exists"
"Manchu Manoj","Prayanam",2009,"lead",0,"",No,No,"Exists"
"Manchu Manoj","Bindaas",2010,"cameo",0,"",No,No,"Exists"
"Manchu Manoj","Mr. Nookayya",2012,"lead",0,"",No,No,"Added"
"Manchu Manoj","Potugadu",2013,"lead",0,"",No,No,"Exists"
"Manchu Manoj","Pandavulu Pandavulu Tummeda",2014,"lead",0,"",No,No,"Exists"
"Manchu Manoj","Dongaata",2015,"lead",0,"",No,No,"Added"
"Manchu Manoj","Shourya",2016,"lead",0,"",No,No,"Added"
"Manchu Manoj","Gunturodu",2017,"lead",0,"",No,No,"Exists"
"Manchu Manoj","Idi Naa Love Story",2018,"cameo",0,"",No,No,"Added"
"Manchu Manoj","Police officer",2019,"lead",0,"",No,No,"Exists"
"Manchu Manoj","Bhairavam",2025,"lead",0,"",No,No,"Added"
"Manchu Manoj","Ustaad",2023,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Akbar Saleem Anarkali",1978,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Desa Drohulu",1973,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Rowdy Ramudu Konte Krishnudu",1980,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Simham Navvindi!",1983,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Thalla? Pellama",1970,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Srimadhvirata Parvamu",1979,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Shavukaru",1950,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Chandraharam",1954,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Jagadeka Veeruni Katha",1961,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Aggi Pidugu",1964,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Punyavathi",1967,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Samrat Ashoka",1992,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Ummadi Kutumbam",1967,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Aathma Bandhuvu",1962,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Adavi Ramudu",1977,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Malliswari",1951,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Kondaveeti Simham",1981,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Daana Veera Soora Karna",1977,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Gundamma Katha",1962,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Karnan",1964,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Pathala Bhairavi",1951,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Bhale Thammudu",1969,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Bhookailas",1958,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Mayabazar",1957,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Superman",1980,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Lava Kusa",1963,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Kalasi Unte Kaladu Sukham",1961,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Flowing Against",1977,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Vinayaka Chavithi",1957,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Kalyanam Panni Paar",1952,"supporting",0,"",No,No,"Added"
"N.t. Rama Rao","Vivaha Bandham",1964,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Driver Ramudu",1979,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Charana Daasi",1956,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Bhama Vijayam",1967,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Desa Drohulu",1964,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Errakota Veerudu",1973,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Daiva Balam",1959,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Karthavarayani Katha",1958,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Marmayogi",1964,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Santosham",1955,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Tiruguleni Manishi",1981,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Sri Venkateswara Mahatmyam",1960,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Annadammula Anubandham",1975,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Gulebakavali Katha",1962,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Vaddante Dabbu",1954,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Tiger",1979,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Jayasimha",1955,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Major Chandrakanth",1993,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Kanyasulkam",1955,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Seetha Rama Kalyanam",1961,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Sri Tirupati Venkateswara Kalyanam",1979,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Paruvu-Prathishtta",1963,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Dakshayagnam",1962,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Gaja Donga",1981,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Veerabhimanyu",1965,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Chanakya Chandragupta",1977,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Sri Rama Pattabhishekam",1978,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Sri Krishna Pandaveeyam",1966,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Chandashasanudu",1983,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Thathamma Kala",1974,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Kula Gowravam",1972,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Kannan Karunai",1971,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Mahamantri Thimmarusu",1962,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Maayani Mamata",1970,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Mana Desam",1949,"supporting",0,"",No,No,"Added"
"N.t. Rama Rao","Palletoori Pilla",1950,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Magaadu",1976,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Nippulanti Manishi",1974,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Srinatha Kavi Saarvabhoumudu",1993,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","KD No:1",1978,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Lawyer Vishwanath",1978,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Panduranga Mahatyam",1957,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Sati Savithri",1978,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Maavaari Manchithanam",1979,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Bhatti Vikramarka",1960,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Simha Baludu",1978,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Yugandhar",1979,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Palletooru",1952,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Pichi Pullaiah",1953,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Cherapakura Chedevu",1955,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Rechukka",1955,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Chintamani",1956,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Sati Sulochana (Indrajeet)",1961,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Justice Chowdhary",1982,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Bhagyarekha",1957,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Varakatnam",1969,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Narthanasala",1963,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Ramudu Bheemudu",1964,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Paramanandayya Sishyula Katha",1966,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Missamma",1955,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Sri Krishnavataram",1967,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Babruvahana",1964,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Nindu Hrudayalu",1969,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Sri Ramaanjaneya Yuddham",1975,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Bobbili Yuddham",1964,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Sampoorna Ramayanam",1958,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Ali Baba 40 Dongalu",1970,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Parivartana",1954,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Aaptha Mithrulu",1963,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Aaradhana",1976,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Badi Panthulu",1972,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Bandipotu",1963,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Appu Chesi Pappu Koodu",1959,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Tenali Ramakrishna",1956,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Bhishma",1962,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Pandava Vanavasamu",1965,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Yugapurushudu",1978,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Sardar Papa Rayudu",1980,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Intiguttu",1958,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Eduruleni Manishi",1975,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Jayam Manade",1956,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Chandirani",1953,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Bobbili Puli",1982,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Bala Nagamma",1959,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Srimadvirat Veerabrahmendra Swami Charitra",1984,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Brahmarshi Vishwamitra",1991,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Chikkadu Dorakadu",1967,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Ramu",1968,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Palnati Yudham",1966,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Banda Ramudu",1959,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Sangham",1954,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Vayyari Bhamalu Vagalamari Bhartalu",1982,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Aatagadu",1980,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Vetagadu",1979,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Yamagola",1977,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Aggi Barata",1966,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Pelli Chesi Choodu",1952,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Kathanayakudu",1969,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Sri Krishnarjuna Yudham",1963,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Sri Krishna Tulabharam",1966,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Gudi Gantalu",1964,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Mangamma Sapatham",1965,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Baghdad Gaja Donga",1968,"lead",0,"",No,No,"Exists"
"N.t. Rama Rao","Ekaveera",1969,"lead",0,"",No,No,"Added"
"N.t. Rama Rao","Samsaram",1950,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Akbar Saleem Anarkali",1978,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Rowdy Ramudu Konte Krishnudu",1980,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Simham Navvindi!",1983,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Srimadhvirata Parvamu",1979,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Pattabhishekham",1985,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Veera Simha Reddy",2023,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Srimadvirat Veerabrahmendra Swami Charitra",1984,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Samarasimha Reddy",1999,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Parama Veera Chakra",2011,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Ashoka Chakravarthy",1989,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Chennakesava Reddy",2002,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Simha",2010,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Sri Rama Rajyam",2011,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Daana Veera Soora Karna",1977,"child_actor",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Vijayendra Varma",2004,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Srimannarayana",2012,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Mitrudu",2009,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Narasimha Naidu",2001,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Okka Magaadu",2008,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Adhinayakudu",2012,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Bhagavanth Kesari",2023,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Kaliyuga Sthree",1978,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Legend",2014,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Uu Kodathara Ulikki Padathara",2012,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Maharadhi",2007,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Veerabhadra",2006,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Daaku Maharaaj",2025,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Vamsanikokkadu",1996,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Gandeevam",1994,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Allari Pidugu",2005,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Palnati Brahmanayudu",2003,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Goppinti Alludu",2000,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Peddannayya",1997,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Seema Simham",2002,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Rana",1998,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Bhalevadivi Basu",2001,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Krishna Babu",1999,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Pavitra Prema",1998,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Bangaru Bullodu",1993,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Bobbili Simham",1994,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Rowdy Inspector",1992,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Dharma Kshetram",1992,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Bala Gopaludu",1989,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Top Hero",1994,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Sultan",1999,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Bhairava Dweepam",1994,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Lorry Driver",1990,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Nari Nari Naduma Murari",1990,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Nippu Ravva",1993,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Muddula Mavayya",1989,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Bhargava Ramudu",1987,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Pandurangadu",2008,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Annadammula Anubandham",1975,"child_actor",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Aditya 369",1991,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Mangamma Gari Manavadu",1984,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Lion",2015,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Sri Tirupati Venkateswara Kalyanam",1979,"supporting",0,"",No,No,"Added"
"Nandamuri Balakrishna","Thathamma Kala",1974,"child_actor",0,"",No,No,"Added"
"Nandamuri Balakrishna","Dictator",2016,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Sahasa Samrat",1987,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Bharatamlo Bala Chandrudu",1988,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Gautamiputra Satakarni",2017,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Paisa Vasool",2017,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Jai Simha",2018,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Vamsodharakudu",2000,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Seetharama Kalyanam",1986,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","N.T.R: Kathanayakudu",2019,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Muddula Mogudu",1997,"lead",0,"",No,No,"Added"
"Nandamuri Balakrishna","Ruler",2019,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","N.T.R: Mahanayakudu",2019,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Apoorva Sahodarulu",1986,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Anasuyamma Gari Alludu",1986,"lead",0,"",No,No,"Exists"
"Nandamuri Balakrishna","Ashwamedham",1992,"lead",0,"",No,No,"Exists"
