slug,title_en,year,hero,director,title_te
bandipotu-2015,"Bandipotu",2015,"Allari Naresh","Mohan Krishna Indraganti",
beeruva-2015,"Beeruva",2015,"Sundeep Kishan","Kanmani",
best-actors-2015,"Best Actors",2015,"Nandu","Jaya B",
bhale-manchi-roju-2015,"Bhale Manchi Roju",2015,"Sudheer Babu","Sriram Adittya",
bham-bolenath-2015,"Bham Bolenath",2015,"Navdeep","Karthik",
bruce-lee-2015,"Bruce Lee",2015,"Ram Charan","Sreenu Vaitla",
bruce-lee-the-fighter-2015,"Bruce Lee: The Fighter",2015,"Ram Charan","Srinu Vaitla",
budugu-2015,"Budugu",2015,"Lakshmi Manchu","Manmohan",
cheekati-rajyam-2015,"Cheekati Rajyam",2015,"Kamal Haasan","Rajesh M. Selva",
cinema-choopistha-mava-2015,"Cinema Choopistha Mava",2015,"Raj Tarun","Trinadha Rao Nakkina",
cinema-chupista-maava-2015,"Cinema Chupista Maava",2015,"Raj Tarun","Trinadha Rao Nakkina",
courier-boy-kalyan-2015,"Courier Boy Kalyan",2015,"Nithiin","Premsai",
dagudumootha-dandakor-2015,"Dagudumootha Dandakor",2015,"Rajendra Prasad","R. K. Malineni",
dongaata-2015,"Dongaata",2015,"Adivi Sesh","Vamsi Krishna",
dongata-2015,"Dongata",2015,"Lakshmi Manchu","Vamsee Krishna",
dynamite-2015,"Dynamite",2015,"Vishnu Manchu","Devakatta",
ee-cinema-superhit-guarantee-2015,"Ee Cinema Superhit Guarantee",2015,"Punarnavi Bhupalam","Chandu",
gaddam-gang-2015,"Gaddam Gang",2015,"Rajasekhar","Santhosh P. Jayakumar",
hitudu-2015,"Hitudu",2015,"Jagapathi Babu","Viplove Koneti",
inji-iduppazhagi-2015,"Inji Iduppazhagi",2015,"Anushka Shetty","Prakash Kovelamudi",
intelligent-idiots-2015,"Intelligent Idiots",2015,"Vijay Raghavendra","Balaji",
jadoogadu-2015,"Jadoogadu",2015,"Naga Shaurya","Yogie",
james-bond-2015,"James Bond",2015,"Allari Naresh","Sai Kishore Macha",
janda-pai-kapiraju-2015,"Janda Pai Kapiraju",2015,"Nani","Samuthirakani",
jatha-kalise-2015,"Jatha Kalise",2015,"Tejaswi Madivada","Rakesh Shashi",
jil-2015,"Jil",2015,"Gopichand","Radha Krishna Kumar",
jyothi-lakshmi-2015,"Jyothi Lakshmi",2015,"Charmy Kaur","Puri Jagannadh",
kaali-charan-2015,"Kaali Charan",2015,"Vishal","Aishwarya Dhanush",
kaki-sound-of-warning-2015,"Kaki: Sound of Warning",2015,"Ashok","Manon M",
kanche-2015,"Kanche",2015,"Varun Tej","Radhakrishna Jagarlamudi",
ketugadu-2015,"Ketugadu",2015,"Tejus","Venkataraghavan",
krishnamma-kalipindi-iddarini-2015,"Krishnamma Kalipindi Iddarini",2015,"M. S. Narayana","R. Chandru",
kumari-21f-2015,"Kumari 21F",2015,"Raj Tarun","Palnati Surya Pratap",
ladies-gentleman-2015,"Ladies & Gentleman",2015,"Chaitanya Krishna","P.B. Manjunath",
loafer-2015,"Loafer",2015,"Varun Tej","Puri Jagannadh",
malini-and-co-2015,"Malini & Co.",2015,"Zakir Hussain","K Veeru",
malli-malli-idhi-rani-roju-2015,"Malli Malli Idhi Rani Roju",2015,"Sharwanand","Kranthi Madhav",
malli-malli-idi-rani-roju-2015,"Malli Malli Idi Rani Roju",2015,"Creative Commercials","Sharwanand, Nithya Menen, Tejaswi Madivada, Nassar, Pavitra Lokesh",
mama-manchu-alludu-kanchu-2015,"Mama Manchu Alludu Kanchu",2015,"Allari Naresh","Srinivas Reddy",
mantra-2-2015,"Mantra 2",2015,"Charmy Kaur","S.V. Suresh",
mirchi-lanti-kurradu-2015,"Mirchi Lanti Kurradu",2015,"Abijeet","Jayanag",
moodu-mukkallo-cheppalante-2015,"Moodu Mukkallo Cheppalante",2015,"Rakendu Mouli","Madhumita",
mosagallaku-mosagadu-2015,"Mosagallaku Mosagadu",2015,"Sudheer Babu","Bose Nelluri",
mother-india-1992,"Mother India",2015,"Documentary","Vibha Bakshi",
noothi-lo-kappalu-2015,"Noothi Lo Kappalu",2015,"Rajendra Prasad","Eswar",
o-manasa-2015,"O Manasa",2015,"Ajay Manthena","Sahaja Rao",
om-shanthi-om-2015,"Om Shanthi Om",2015,"Srikanth","Surya Prabaakar",
om-shanti-om-2015,"Om Shanti Om",2015,"Srikanth","Surya Prabaakar",
paayum-puli-2015,"Paayum Puli",2015,"Kajal Aggarwal","Suseenthiran",
paddanandi-premalo-mari-2015,"Paddanandi Premalo Mari",2015,"Varun Sandesh","Mahesh Upputuri",
pandaga-chesko-2015,"Pandaga Chesko",2015,"Ram Pothineni","Gopichand Malineni",
pataas-2015,"Pataas",2015,"Nandamuri Kalyan Ram","Anil Ravipudi",
pesarattu-2015,"Pesarattu",2015,"Nandu","Mahesh Kathi",
raju-gari-gadhi-2015,"Raju Gari Gadhi",2015,"Dhanraj Sukhram","Ohmkar",
ramleela-2015,"Ramleela",2015,"Havish","Sripuram Kiran",
red-alert-2015,"Red Alert",2015,"Kaushik","Chandra Mahesh",
rey-2015,"Rey",2015,"Saiyami Kher","YVS Chowdary",
rudhramadevi-2015,"Rudhramadevi",2015,"Anushka Shetty","Gunasekhar",
sainma-2015,"Sainma",2015,"Rahul Ramakrishna","Tharun Bhascker",
sher-2015,"Sher",2015,"Nandamuri Kalyan Ram","Hannu Salonen",
shivam-2015,"Shivam",2015,"Abhimanyu Singh","Sreenivasa Reddy and produced by Sravanthi Ravi Kishore",
singam-123-2015,"Singam 123",2015,"Sampoornesh Babu","Akshat Sharma",
singham-123-2015,"Singham 123",2015,"Sampoornesh Babu","Akshat Ajay Sharma",
size-zero-2015,"Size Zero",2015,"Arya","Prakash Kovelamudi",
sneha-sagaram-2015,"Sneha Sagaram",2015,"Sugan Kumar","Samdani",
son-of-satyamurthy-2015,"Son of Satyamurthy",2015,"Allu Arjun","Trivikram Srinivas",
soukhyam-2015,"Soukhyam",2015,"Gopichand","A S Ravi Kumar Chowdary",
subramanyam-for-sale-2015,"Subramanyam For Sale",2015,"Sai Durgha Tej","Harish Shankar",
superstar-kidnap-2015,"Superstar Kidnap",2015,"Aadarsh","Sushanth Reddy",
surya-vs-surya-2015,"Surya Vs Surya",2015,"Nikhil Siddhartha","Karthik Ghattamaneni",
taskara-2015,"Taskara",2015,"Sachin Joshi","Vikas Vasista is not the director of Taskara, the actual director is Unknown",
thanu-nenu-2015,"Thanu Nenu",2015,"Santosh Shoban","Ram Mohan P",
tiger-2015,"Tiger",2015,"Sundeep Kishan","Vi Anand",
tippu-2015,"Tippu",2015,"Sai Dharam Tej","Harish Shankar",
tommy-2015,"Tommy",2015,"Chaitanya","Kumar Gupta",
tripura-2015,"Tripura",2015,"Swathi Reddy","Rajkiran",
tungabhadra-2015,"Tungabhadra",2015,"Thrigun","Srinivasa Krishna",
vasuvum-saravananum-onna-padichavanga-2015,"Vasuvum Saravananum Onna Padichavanga",2015,"Tamannaah Bhatia","M. Rajesh",
vedhalam-2015,"Vedhalam",2015,"Ajith Kumar","Siva",
vinavayya-ramayya-2015,"Vinavayya Ramayya",2015,"Naga Anvesh","G. Ram Prasad",
welcome-back-2015,"Welcome Back",2015,"Shruti Haasan","Anees Bazmee",
yavvanam-oka-fantasy-2015,"Yavvanam Oka Fantasy",2015,"Arvind Krishna","Veeraprasad Neelam",
yevade-subramanyam-2015,"Yevade Subramanyam",2015,"Nani","Nag Ashwin",
1-nenokkadine-2014,"1: Nenokkadine",2014,"Mahesh Babu","Sukumar",
aa-aiduguru-2014,"Aa Aiduguru",2014,"Venkat","Anil Gurudu",
aaha-kalyanam-2014,"Aaha Kalyanam",2014,"Nani","A. Gokul Krishna",
ala-ela-2014,"Ala Ela",2014,"Rahul Ravindran","Anish Krishna",
alludu-seenu-2014,"Alludu Seenu",2014,"Bellamkonda Srinivas","V. V. Vinayak",
amrutham-chandamama-lo-2014,"Amrutham Chandamama Lo",2014,"Srinivas Avasarala","Gangaraju Gunnam",
amrutham-chandamamalo-2014,"Amrutham Chandamamalo",2014,"Srinivas Avasarala","Gunnam Gangaraju",
anaamika-2014,"Anaamika",2014,"Nayanthara","Shekhar Kammula",
anukshanam-2014,"Anukshanam",2014,"Vishnu Manchu","Ram Gopal Varma",
avatharam-2014,"Avatharam",2014,"Richard Rishi","Kodi Ramakrishna",
bangaru-kodipetta-2014,"Bangaru Kodipetta",2014,"Navdeep","Raj Pippalla",
basanti-2014,"Basanti",2014,"Navdeep","Chaitanya Dantuluri",
bhimavaram-bullodu-2014,"Bhimavaram Bullodu",2014,"Sunil","Udayasankar",
boochamma-boochodu-2014,"Boochamma Boochodu",2014,"Brahmanandam","Rewan Yadu",
brother-of-bommali-2014,"Brother of Bommali",2014,"Allari Naresh","Chinni Krishna",
chandamama-kathalu-2014,"Chandamama Kathalu",2014,"Lakshmi Manchu","Praveen Sattaru",
chinnadana-nee-kosam-2014,"Chinnadana Nee Kosam",2014,"Nithiin","A. Karunakaran",
choosinodiki-choosinanta-2014,"Choosinodiki Choosinanta",2014,"Sivaji","Anil Kumar",
current-theega-2014,"Current Theega",2014,"Manchu Manoj","G. Nageswara Reddy",
dikkulu-choodaku-ramayya-2014,"Dikkulu Choodaku Ramayya",2014,"Naga Shaurya","Trikoti",
drushyam-2014,"Drushyam",2014,"Daggubati Venkatesh","Sripriya",
eduru-leni-alexander-2014,"Eduru Leni Alexander",2014,"Taraka Ratna","Raja Reddy",
ee-varsham-sakshiga-2014,"Ee Varsham Sakshiga",2014,"Varun Sandesh","Ramana Mogili",
emo-gurram-egaravachu-2014,"Emo Gurram Egaravachu",2014,"Savika Chaiyadej","Chandra Siddhartha",
entertainment-2014,"Entertainment",2014,"Kinzō Sakura","Kanta Tagawa",
erra-bus-2014,"Erra Bus",2014,"Vikram Rathod","Dasari Narayana Rao",
exploring-shiva-movie-after-25-years-2014,"Exploring Shiva",2014,"Nagarjuna","N/A (Documentary)",
galata-2014,"Galata",2014,"Srinagar Srinivas","Narayan",
galipatam-2014,"Galipatam",2014,"Aadi","Naveen Gandhi",
govindudu-andarivaadele-2014,"Govindudu Andarivaadele",2014,"Ram Charan","Krishna Vamsi",
green-signal-2014,"Green Signal",2014,"Revanth","Abid Bhatt",
heart-attack-2014,"Heart Attack",2014,"Nithiin","Puri Jagannadh",
hrudaya-kaleyam-2014,"Hrudaya Kaleyam",2014,"Sampoornesh Babu","Steven Shankar",
hrudayam-ekkadunnadi-2014,"Hrudayam Ekkadunnadi",2014,"Krishna Madhav","Vi Anand",
i-am-that-change-2014,"I Am That Change",2014,"Allu Arjun","Sukumar",
ice-cream-2014,"Ice Cream",2014,"Navdeep","Ram Gopal Varma",
ice-cream-2-2014,"Ice Cream 2",2014,"J. D. Chakravarthi","Ram Gopal Varma",
it-s-entertainment-2014,"It's Entertainment",2014,"Akshay Kumar","Farhad Samji",
jaihind-2-2014,"Jaihind 2",2014,"Arjun Sarja","Jaihind 2",
joru-2014,"Joru",2014,"Sundeep Kishan","Kumar Nagendra",
jump-jilani-2014,"Jump Jilani",2014,"Allari Naresh","E.Sattibabu",
karthikeya-2014,"Karthikeya",2014,"Nikhil Siddhartha","Chandoo Mondeti",
karthikeya-2018,"Karthikeya",2014,"Nikhil Siddharth","Chandoo Mondeti",
kiraak-2014,"Kiraak",2014,"Anirudh","Anil Vedula",
kotha-janta-2014,"Kotha Janta",2014,"Allu Sirish","Maruthi Dasari",
kshatriya-2014,"Kshatriya",2014,"Srikanth Meka","K. Uday Chandu",
laddu-babu-2014,"Laddu Babu",2014,"Allari Naresh","Ravi Babu",
lakshmi-raave-maa-intiki-2014,"Lakshmi Raave Maa Intiki",2014,"Naga Shaurya","Nandyala Ravi",
loukyam-2014,"Loukyam",2014,"Gopichand","Sriwass",
love-you-bangaram-2014,"Love You Bangaram",2014,"Rahul Haridas","Govi",
lovers-2014,"Lovers",2014,"Sumanth Ashwin","James Gray",
maaya-2014,"Maaya",2014,"Harshvardhan Rane","Neelakanta",
malligadu-marriage-bureau-2014,"Malligadu Marriage Bureau",2014,"Haritha Entertainments","Srikanth, Brahmanandam, Manochitra",
manasunu-maaya-seyake-2014,"Manasunu Maaya Seyake",2014,"Full House Entertainment","Prince, Sethu, Richa Panai, Disha Pandey, Manobala",
manushulatho-jagratha-2013,"Manushulatho Jagratha",2014,"Srikanth","Govind Varaha",
minugurulu-2014,"Minugurulu",2014,"Deepak Saroj","Ayodhyakumar Krishnamsetty",
mukunda-2014,"Mukunda",2014,"Varun Tej","Srikanth Addala",
naa-bangaaru-talli-2014,"Naa Bangaaru Talli",2014,"Sun Touch Productions","Siddique, Anjali Patil, Lakshmi Menon, Rathna Shekar Reddy",
naa-rakumardu-2014,"Naa Rakumardu",2014,"Naveen Chandra","Satya",
naa-rakumarudu-2014,"Naa Rakumarudu",2014,"Naveen Chandra","K. Bhagyaraj",
nee-jathaga-nenundali-2014,"Nee Jathaga Nenundali",2014,"Sachiin Joshi","Jaya Ravindra",
nuvvala-nenila-2014,"Nuvvala Nenila",2014,"Varun Sandesh","Narayana",
o-manishi-katha-2014,"O Manishi Katha",2014,"Jagapathi Babu","Radha Krishna",
oka-laila-kosam-2014,"Oka Laila Kosam",2014,"Naga Chaitanya Akkineni","Vijay Kumar Konda",
oohalu-gusagusalade-2014,"Oohalu Gusagusalade",2014,"Naga Shaurya","Srinivas Avasarala",
paandavulu-paandavulu-thummeda-2014,"Paandavulu Paandavulu Thummeda",2014,"Mohan Babu","Sriwass",
paathasala-2014,"Paathasala",2014,"Nandu","Mahi V Raghav",
pandavulu-pandavulu-tummeda-2014,"Pandavulu Pandavulu Tummeda",2014,"Manchu Manoj","who didn",
pilla-nuvvu-leni-jeevitham-2014,"Pilla Nuvvu Leni Jeevitham",2014,"Sai Durgha Tej","A.S. Ravi Kumar Chowdary",
poojai-2014,"Poojai",2014,"Shruti Haasan","Hari",
pove-pora-2014,"Pove Pora",2014,"Navdeep","Chandu",
prathinidhi-2014,"Prathinidhi",2014,"Nara Rohith","Prashanth Mandava",
pyar-mein-padipoyane-2014,"Pyar Mein Padipoyane",2014,"Sri Sathya Sai Arts","Aadi, Shanvi Srivastava",
ra-ra-krishnayya-2014,"Ra Ra Krishnayya",2014,"Sundeep Kishan","Mahesh P",
rabhasa-2014,"Rabhasa",2014,"N. T. Rama Rao Jr.","Santosh Srinivas",
red-bus-2014,"Red Bus",2014,"Vishnu Manchu","Dasari Narayana Rao",
romeo-2014,"Romeo",2014,"Sai Ram Shankar","Gopiganesh Pattabhi",
rough-2014,"Rough",2014,"Aadi","C",
rowdy-2014,"Rowdy",2014,"Mohan Babu","Ram Gopal Varma",
rowdy-fellow-2014,"Rowdy Fellow",2014,"Nara Rohith","Krishna Chaitanya",
run-raja-run-2014,"Run Raja Run",2014,"Sharwanand","Sujeeth",
saheba-subramanyam-2014,"Saheba Subramanyam",2014,"Dileep","Sasikiran",
ulavacharu-biryani-2014,"Ulavacharu Biryani",2014,"Prakash Raj","Prakash Raj",
veta-2014,"Veta",2014,"Srikanth","Ashok Alle",
vichakshana-2014,"Vichakshana",2014,"Harsha","B.S. Rao",
yamaleela-2-2014,"Yamaleela 2",2014,"Dr.K.V.Satish","S. V. Krishna Reddy",
yuddam-2014,"Yuddam",2014,"Yami Gautam Dhar","Bharathi Ganesh",
yuddham-2014,"Yuddham",2014,"Naga Chaitanya Akkineni","Bharath",
1000-abaddalu-2013,"1000 Abaddalu",2013,"Sai Ram Shankar","Teja",
3g-love-2013,"3G Love",2013,"Avinash","Govardhan Krishna",
aadu-magaadra-bujji-2013,"Aadu Magaadra Bujji",2013,"Sudheer Babu","Krishnareddy Gangadhasuu",
abbayi-class-ammayi-mass-2013,"Abbayi Class Ammayi Mass",2013,"Varun Sandesh","Srinivas Koneti",
action-3d-2013,"Action 3D",2013,"Allari Naresh","Anil Sunkara",
alex-pandian-2013,"Alex Pandian",2013,"Karthi","Suraj",
alias-janaki-2013,"Alias Janaki",2013,"Venkat Rahul","Kodavatiganti Dayaa",
all-in-all-azhagu-raja-2013,"All in All Azhagu Raja",2013,"Kajal Aggarwal","M. Rajesh",
antaku-mundu-aa-taruvaata-2013,"Antaku Mundu Aa Taruvaata",2013,"Sumanth Ashwin","Mohankrishna Indraganti",
aravind-2-2013,"Aravind 2",2013,"Mangam Srinivas","Shekar Suri",
athadu-aame-o-scooter-2013,"Athadu Aame O Scooter",2013,"Vennela Kishore","Gangarapu Lakshman",
atharintiki-daaredi-2013,"Atharintiki Daaredi",2013,"Pawan Kalyan","Trivikram Srinivas",
backbench-student-2013,"Backbench Student",2013,"Mahat Raghavendra","Madhura Sreedhar",
bhai-2013,"Bhai",2013,"Akkineni Nagarjuna","Veerabhadram Chowdary",
biskett-2013,"Biskett",2013,"Avasarala Srinivas","Anil Ravipudi",
buddy-2013,"Buddy",2013,"","Raaj Prabavathy Menon",
bunny-n-cherry-2013,"Bunny N Cherry",2013,"Prince","Rajesh Puli",
chammak-challo-2013,"Chammak Challo",2013,"Varun Sandesh","Neelakanta",
chandee-2013,"Chandee",2013,"Priyanshu","V. Samudra",
chandi-the-power-of-woman-2013,"Chandi: The Power of Woman",2013,"Priyamani","V. Samudra",
chinni-chinni-aasa-1999,"Chinni Chinni Aasa",2013,"Rajendra Prasad","Dr. Kiran",
chukkalanti-ammayi-chakkanaina-abbayi-2013,"Chukkalanti Ammayi Chakkanaina Abbayi",2013,"Tarun Kumar","Kanmani",
d-for-dopidi-2013,"D for Dopidi",2013,"Varun Sandesh","Siraj Kalla",
dalam-2013,"Dalam",2013,"Naveen Chandra","Murali Krishna",
dk-bose-2013,"DK Bose",2013,"Sundeep Kishan","An Bose",
doosukeltha-2013,"Doosukeltha",2013,"Vishnu Manchu","Veeru Potla",
english-vinglish-2013,"English Vinglish",2013,"Sridevi","Gauri Shinde",
gouravam-2013,"Gouravam",2013,"Allu Sirish","Radha Mohan",
greeku-veerudu-2013,"Greeku Veerudu",2013,"Akkineni Nagarjuna","Dasaradh",
gunde-jaari-gallanthayyinde-2013,"Gunde Jaari Gallanthayyinde",2013,"Nithiin","Vijay Kumar Konda",
gundello-godari-2013,"Gundello Godari",2013,"Aadhi Pinisetty","Kumar Nagendra",
irandam-ulagam-2013,"Irandam Ulagam",2013,"Arya","Selvaraghavan",
jabardasth-2013,"Jabardasth",2013,"Siddharth","B. V. Nandini Reddy",
jaffa-2013,"Jaffa",2013,"Brahmanandam","Vennela Kishore",
jagadguru-adi-shankara-2013,"Jagadguru Adi Shankara",2013,"Kaushik Babu","J.K. Bharavi",
jai-sriram-2013,"Jai Sriram",2013,"Uday Kiran","Balaji N. Sai",
kamalatho-naa-prayanam-2013,"Kamalatho Naa Prayanam",2013,"Sivaji Sontineni","Narasimha Nandi",
kamina-2013,"Kamina",2013,"Santosh Shobhan","Jayendra",
kevvu-keka-2013,"Kevvu Keka",2013,"Allari Naresh","Devi Prasad",
kharjooram-2013,"Kharjooram",2013,"Sridhar","N.R. Reddy",
kiss-2013,"Kiss",2013,"Adivi Sesh","Adivi Sesh",
madhumati-2013,"Madhumati",2013,"Udaya Bhanu","Raaj Shreedhar",
mahankali-2013,"Mahankali",2013,"Rajasekhar","Jeevitha",
mallela-theeram-lo-sirimalle-puvvu-2013,"Mallela Theeram Lo Sirimalle Puvvu",2013,"Sandeep","Rama Raju",
man-of-the-match-2013,"Man Of The Match",2013,"Sagar","P. A. Arun Prasad",
moksha-2013,"Moksha",2013,"Arjun Sarja","Srikanth Vemula",
mrpellikoduku-2013,"Mr.PelliKoduku",2013,"Sunil Varma","Devi Prasad",
music-magic-2013,"Music Magic",2013,"Rahul","D.S. Rao",
nenem-chinna-pillana-2013,"Nenem...Chinna Pillana?",2013,"Rahul","P. Sunil Kumar Reddy",
okkadine-2013,"Okkadine",2013,"Nara Rohith","Raga Srinivas",
om-3d-2013,"Om 3D",2013,"Nandamuri Kalyan Ram","Sunil Kumar Reddy",
ongole-githa-2013,"Ongole Githa",2013,"Ram","Bhaskar",
ongole-gittha-2013,"Ongole Gittha",2013,"Ram Pothineni","Bhaskar",
operation-duryodhana-2-2013,"Operation Duryodhana 2",2013,"Neelanjana and Chinna Productions","Jagapathi Babu, Posani Krishna Murali, Rao Ramesh, Vijayachander",
paisa-2013,"Paisa",2013,"Nani","Krishna Vamsi",
pavithra-2013,"Pavithra",2013,"Shri","Janardhana Maharshi",
pavitra-2013,"Pavitra",2013,"Adivi Sesh","Janardhana Maharshi",
pelli-pustakam-2013,"Pelli Pustakam",2013,"Rahul","Ramakrishna Machakanti",
potugadu-2013,"Potugadu",2013,"Manchu Manoj","Pavan Wadeyar",
prema-ishq-kaadhal-2013,"Prema ishq kaadhal",2013,"Harshvardhan Rane","Pavan Sadineni",
prema-katha-chitram-2013,"Prema Katha Chitram",2013,"Sudheer Babu","J. Prabhakara Reddy",
prema-oka-maikam-2013,"Prema Oka Maikam",2013,"Rahul","Chandu",
priyathama-neevachata-kusalama-2013,"Priyathama Neevachata Kusalama",2013,"Varun Sandesh","Trinadha Rao Nakkina",
pusthakamlo-konni-pageelu-missing-2013,"Pusthakamlo Konni Pageelu Missing",2013,"Sree","Sajid Qureshi",
puthagam-2013,"Puthagam",2013,"Jagapathi Babu","Vijay Adhiraj",
race-2013,"Race",2013,"Vikram","Ramesh Raparthi",
rajjo-2013,"Rajjo",2013,"Prakash Raj","Vishwas Patil",
ramachari-eedo-pedda-goodachari-2013,"Ramachari Eedo Pedda Goodachari",2013,"Venu Thottempudi","Eeshwar",
ramaiya-vasta-vaiya-2013,"Ramaiya Vasta Vaiya",2013,"Girish Kumar","Prabhu Deva",
ramaiya-vastavaiya-2013,"Ramaiya Vastavaiya",2013,"Girish Kumar","Prabhu Deva",
romance-2013,"Romance",2013,"Prince","Swaroop",
sahasam-2013,"Sahasam",2013,"Gopichand","Chandra Sekhar Yeleti",
saradaga-ammayitho-2013,"Saradaga Ammayitho",2013,"Varun Sandesh","Bhanushankar",
satruvu-2013,"Satruvu",2013,"Srikanth","NSR Prasad",
satya-2-2013,"Satya 2",2013,"Sharwanand","Ram Gopal Varma",
second-hand-2013,"Second Hand",2013,"Sudheer Varma","Kishore Tirumala",
sevakudu-2013,"Sevakudu",2013,"Srikanth","V. Samudra",
well-if-you-know-me-2015,"Shadow",2013,"Venkatesh","Meher Ramesh",
sri-vasavi-vaibhavam-2012,"Sri Vasavi Vaibhavam",2013,"Suman","Uday Bhaskar",
sukumarudu-2013,"Sukumarudu",2013,"Aadi","G. Ashok",
dharmavarapu-subramanyam-2013,"Swamy Ra Ra",2013,"Nikhil Siddharth","Sudheer Varma",
swamy-ra-ra-2013,"Swamy Ra Ra",2013,"Nikhil Siddhartha","Sudheer Varma",
thadaka-2013,"Tadakha",2013,"Naga Chaitanya","Kishore Kumar Pardasani",
tadakha-2013,"Tadakha",2013,"Naga Chaitanya Akkineni","Kishore Kumar Pardasani",
toofan-2013,"Toofan",2013,"Ram Charan","Apurva Lakhia",
uyyala-jampala-2013,"Uyyala Jampala",2013,"Raj Tarun","Virinchi Varma",
venkatadri-express-2013,"Venkatadri Express",2013,"Sundeep Kishan","Merlapaka Gandhi",
welcome-obama-2013,"Welcome obama",2013,"Urmilla Kothare","Singeetam Srinivasa Rao",
zanjeer-2013,"Zanjeer",2013,"Ram Charan","Apoorva Lakhia",
kaalicharan-2013,"Zanjeer/Thoofan",2013,"Ram Charan","Sudheer Varma",
6-2012,"6 Melugu Varthigal",2012,"Shaam","V. Z. Durai",
adhinayakudu-2012,"Adhinayakudu",2012,"Nandamuri Balakrishna","Parachuri Murali",
akash-2012,"Akash",2012,"Akash","Raj Kandukuri",
all-the-best-2012,"All the Best",2012,"J. D. Chakravarthi","J. D. Chakravarthi",
andala-rakshasi-2012,"Andala Rakshasi",2012,"Lavanya Tripathi","Hanu Raghavapudi",
avunu-2012,"Avunu",2012,"Poorna","Ravi Babu",
ayyare-2012,"Ayyare",2012,"Rajendra Prasad","Sagar Chandra",
bus-stop-2012,"Bus Stop",2012,"Prince","Maruthi",
cameraman-ganga-tho-rambabu-2012,"Cameraman Ganga Tho Rambabu",2012,"Pawan Kalyan","Puri Jagannadh",
chaduvukovali-2012,"Chaduvukovali",2012,"Kota Shankar Rao","Venu",
damarukam-2012,"Damarukam",2012,"Nagarjuna Akkineni","Srinivas Reddy",
dammu-2012,"Dammu",2012,"N. T. Rama Rao Jr.","Boyapati Srinu",
daruvu-2012,"Daruvu",2012,"Ravi Teja","Siva",
denikaina-ready-2012,"Denikaina Ready",2012,"Vishnu Manchu","G. Nageswara Reddy",
devaraya-2012,"Devaraya",2012,"Srikanth","Nani Krishna",
devudu-chesina-manushulu-2012,"Devudu Chesina Manushulu",2012,"Ravi Teja","Puri Jagannadh",
dhamarukam-2012,"Dhamarukam",2012,"Akkineni Nagarjuna","Srinivas Reddy",
dhammu-2012,"Dhammu",2012,"NTR Jr","Boyapati Srinu",
dhenikaina-ready-2012,"Dhenikaina Ready",2012,"Brahmanandam","G. Nageswara Reddy",
dhoni-2012,"Dhoni",2012,"Akash","Prakash Raj",
disco-2012,"Disco",2012,"Nikhil Siddharth","Hari K. Chanduri",
endukante-premanta-2012,"Endukante Premanta",2012,"Ram Pothineni","A",
friends-book-2012,"Friends Book",2012,"Nischal","R.P. Patnaik",
genius-2012,"Genius",2012,"Havish","Omri-Sarvesh Raana",
hero-2012,"Hero",2012,"Srikanth","Diphan",
ishq-2012,"Ishq",2012,"Nithiin","Vikram Kumar",
julai-2012,"Julai",2012,"Allu Arjun","Trivikram Srinivas",
ko-antey-koti-2012,"Ko Antey Koti",2012,"Sharwanand","Anish Yohan Kuruvilla",
kraanthiveera-sangolli-raayanna-2012,"Kraanthiveera Sangolli Raayanna",2012,"Darshan Thoogudeepa Srinivas","B. Naganna",
krishnam-vande-jagadgurum-2012,"Krishnam Vande Jagadgurum",2012,"Rana Daggubati","Radha Krishna Jagarlamudi",
kulu-manali-2012,"Kulu Manali",2012,"Jaggi","Veerabhadram",
life-is-beautiful-2012,"Life Is Beautiful",2012,"Abijeet Duddala","Sekhar Kammula",
lovely-2012,"Lovely",2012,"Aadi Saikumar","B. Jaya",
lucky-2012,"Lucky",2012,"Srikanth","Hari",
mem-vayasuku-vacham-2012,"Mem Vayasuku Vacham",2012,"Tanish","Trinadha Rao Nakkina",
memu-vayasuku-vacham-2012,"Memu Vayasuku Vacham",2012,"Tanish Alladi","Trinadha Rao Nakkina",
midhunam-2012,"Midhunam",2012,"S. P. Balasubrahmanyam","Tanikella Bharani",
ch-ravi-kishore-babu-2018,"Mithunam",2012,"Friends funding films","Tanikella Bharani",
mithunam-2012,"Mithunam",2012,"Lakshmi","Tanikella Bharani",
mr-nookayya-2012,"Mr. Nookayya",2012,"Manoj Manchu","Ani Kanneganti",
naa-ishtam-2012,"Naa Ishtam",2012,"Brahmanandam","Prakash Tholeti",
nandeeswarudu-2012,"Nandeeswarudu",2012,"Taraka Ratna","Srinu Yarajala",
neeku-naaku-dash-dash-2012,"Neeku Naaku Dash Dash",2012,"Prince Cecil","Teja",
nippu-2012,"Nippu",2012,"Ravi Teja","Gunasekhar",
nuvva-nena-2012,"Nuvva Nena",2012,"Allari Naresh","P. Narayana",
nuvvekkadunte-nenakkadunta-2012,"Nuvvekkadunte Nenakkadunta",2012,"Uday Kiran","Subha Selvam",
onamalu-2012,"Onamalu",2012,"Unknown","K. Balachander",
paagan-2012,"Paagan",2012,"Srikanth","Mohammed Aslam",
rachcha-2012,"Rachcha",2012,"Dev Gill","Sampath Nandi",
rasaleela-2012,"Rasaleela",2012,"Darshan","Majeed Maranchery",
routine-love-story-2012,"Routine Love Story",2012,"Sundeep Kishan","Praveen Sattaru",
