ID,Title,Year,Hero,Director,Our Rating,TMDB Rating,Has Poster,Synopsis Preview
213cb1fa-d010-4824-b51d-2fc1dcd0d1c0,"Poombatta",1971,"Sridevi","B K Pottekkadu",,,NO,"A 1971 Telugu film directed by B K Pottekkadu starring Sridevi."
f9538b63-e013-4c43-b1e7-9e005d04895a,"Adi Parasakthi",1971,"Gemini Ganesan","K. S. Gopalakrishnan",,,NO,"A 1971 Telugu film directed by K. S. Gopalakrishnan."
d6e940a3-3f57-4e93-96bb-a560c769fdd1,"Swapnangal",1970,"Madhu","P Subramaniam",,,NO,"A 1970 Telugu film directed by P Subramaniam."
4d65ff8e-ca9d-42d6-8a64-f7c6aef67b4e,"Sabarimala Shri Dharmasastha",1970,"","M. Krishnan Nair",,,NO,"A 1970 Telugu film directed by M. Krishnan Nair."
e1a98c66-eead-4c82-bba9-d3227a7277f3,"Penn Daivam",1970,"Jaishankar","M. A. Thirumugam",,,NO,"A 1970 Telugu film directed by M. A. Thirumugam."
7242ab06-beda-4f70-a294-59f7726dfc9f,"En Annan",1970,"M. G. Ramachandran","P. Neelakantan",,,NO,"A 1970 Telugu film directed by P. Neelakantan."
d7d83702-b1a1-493e-b3c6-fe0ebc6da979,"Nam Naadu",1969,"MGR","Jambulingam",,,NO,"A 1969 Telugu film directed by Jambulingam."
7424573d-49a1-436d-820b-3091c7c48fc3,"Kulavilakku",1969,"Gemini Ganesan","K. S. Gopalakrishnan",,,NO,"A 1969 Telugu film directed by K. S. Gopalakrishnan."
1693aeaf-3fa6-463f-98cf-57d4f0a6953b,"Thunaivan",1969,"","M. A. Thirumugam",,,NO,"A 1969 Telugu film directed by M. A. Thirumugam."
af098222-07d1-40dd-8890-d1846af31cd3,"Kumara Sambhavam",1969,"Gemini Ganesan","P Subramaniam",,,NO,"A 1969 Telugu film directed by P Subramaniam starring Sridevi."
b7d08456-0a91-4a92-acf8-60bb4b33a63c,"Varakatnam",1968,"N. T. Rama Rao","N.T. Rama Rao",,,NO,""
6bb9ee24-bd83-43f9-a6f9-31348cc85ca5,"Kandhan Karunai",1967,"Sivaji Ganesan","A. P. Nagarajan",,,NO,"A 1967 Telugu film directed by A. P. Nagarajan."
c0b08b22-73ed-4160-9064-4a5992f4df80,"Poola Rangadu",1967,"Sunil Varma","Veerabhadram",,,NO,""
b517ecd9-ed4c-4aa0-93db-b9273e4d08b7,"Bangaru Panjaram",1965,"Sobhan Babu","B.N. Reddi",,,NO,""
076745f1-ed22-4c60-80b4-de2cd38e198c,"Vallavanukku Vallavan",1965,"Gemini Ganesan","",,,NO,""
79002c52-edcc-4d95-b4d2-1c15f0432806,"Thiruvilayadal",1965,"Sivaji Ganesan","A. P. Nagarajan",,,NO,"A 1965 Telugu film directed by A. P. Nagarajan."
c14c944e-e9d6-4265-88e0-2e6510f1fe25,"Mooga Manasulu",1964,"Akkineni Nageswara Rao","Adurthi Subba Rao",,,NO,""
c2ff5c7e-7bd0-4ec4-9967-7d69c261810a,"Ganga Ki Lahren",1964,"Dharmendra","",,,NO,""
02e703b0-1edb-4af0-aedc-d1235bcc7f1b,"Apne Huye Paraye",1964,"Manoj Kumar","Ajit Chakrabarty",,,NO,"A 1964 Telugu film directed by Ajit Chakrabarty."
6ab3ecad-bb95-4f5d-adef-b0e1c0cbb25f,"Karpagam",1963,"Gemini Ganesan","K. S. Gopalakrishnan",,,NO,"A 1963 Telugu film directed by K. S. Gopalakrishnan."
6e9d0c29-3a2a-40e1-bca6-c30779c5a402,"Nartanasala",1962,"N. T. Rama Rao","Kamalakara Kameshwara Rao",,,NO,""
794250d0-96e1-4aee-8de3-ce805a0886c2,"Pava Mannippu",1961,"Sivaji Ganesan","A. Bhimsingh",,,NO,"A 1961 Telugu film directed by A. Bhimsingh."
c873ef3f-bdd5-43b1-a4c2-71714e371faf,"Manithan Maravillai",1961,"Gemini Ganesan","M. G. Chakrapani",,,NO,"A 1961 Telugu film directed by M. G. Chakrapani."
db3501ba-de8d-49cb-a6fc-0304f62512a9,"Pasamalar",1961,"Sivaji Ganesan","A. Bhimsingh",,,NO,"A 1961 Telugu film directed by A. Bhimsingh."
cc7599cd-730a-4e1f-9a03-40b884c50582,"Kalathur Kannamma",1960,"Gemini Ganesan","A. Bhimsingh",,,NO,"A 1960 Telugu film directed by A. Bhimsingh."
c4b66da4-5845-4dfe-b4e9-293a69a0c1b1,"Kalyana Parisu",1959,"Gemini Ganesan","C. V. Sridhar",,,NO,"A 1959 Telugu film directed by C. V. Sridhar."
98072c98-2f77-4087-8e9d-f05ca0497d80,"Vanangamudi",1957,"Arvind Swamy","Selva",,,NO,""
b846f0f7-bc40-4dd4-a744-d345d5b3b131,"Pennin Perumai",1956,"Sivaji Ganesan","P. Pullaiah",,,NO,"A 1956 Telugu film directed by P. Pullaiah."
500fcf82-76ca-4a65-99a9-89da8e605c60,"Shanti",1952,"Jorge Mistral","Arturo Ruiz Castillo",,,NO,""
