id,slug,title,year,pattern,field,current_value,suggested_fix,severity,auto_fixable
f99c8074-68cf-43d8-94a5-3a025a58c774,"kanden-kadhalai-2009","Kanden Kadhalai",2009,GENDER_SWAP,hero,"Tamannaah","Move to heroine",high,false
b1043ceb-4841-4e6b-8575-1ff7271dd6f3,"devude-digivaste-1975","Devude Digivaste",1975,GENDER_SWAP,hero,"Jaya Prada","Move to heroine",high,false
02111a72-de46-4a7c-90de-53ec9264ef42,"manavarali-pelli-1993","Manavarali Pelli",1993,GENDER_SWAP,hero,"Soundarya","Move to heroine",high,false
e8f1fa7d-2da0-4df4-a177-a22befb71bb2,"jaag-utha-insan-1984","Jaag Utha Insan",1984,GENDER_SWAP,hero,"Sridevi","Move to heroine",high,false
bf27e9bc-b4a7-40f6-b6c5-fde21f2378d1,"pandirimancham-1991","Pandirimancham",1991,GENDER_SWAP,heroine,"Jagapathi Babu","Move to hero",high,false
a963e49b-0157-46a2-9380-ecc78433eb26,"justice-rudramadevi-1990","Justice Rudramadevi",1990,GENDER_SWAP,hero,"Jaya Prada","Move to heroine",high,false
11485c64-4eb3-42be-90ed-457fd91ab343,"madhura-swapnam-1982","Madhura Swapnam",1982,GENDER_SWAP,hero,"Jaya Prada","Move to heroine",high,false
7517dddc-368c-4869-9883-ea4cba404c19,"muddula-priyudu-1994","Muddula Priyudu",1994,GENDER_SWAP,hero,"Ramya Krishnan","Move to heroine",high,false
052658b3-f5bc-4867-8a2b-c0ef4d6e1210,"jagamondi-1981","Jagamondi",1981,GENDER_SWAP,heroine,"Sobhan Babu","Move to hero",high,false
6664df27-bf9e-4166-9c82-7297e05e21d4,"suryavamsam-1998","Suryavamsam",1998,GENDER_SWAP,hero,"Meena","Move to heroine",high,false
b3a4e810-a2b6-480d-9990-25f8d4470193,"viyabari-2007","Viyabari",2007,GENDER_SWAP,hero,"Tamannaah","Move to heroine",high,false
dfe6496d-ec04-4f8e-9d27-feeca6f99805,"chand-sa-roshan-chehra-2005","Chand Sa Roshan Chehra",2005,GENDER_SWAP,hero,"Tamannaah","Move to heroine",high,false
c2be9108-69d6-4f9d-a1c1-c45e48e3cec1,"chandamama-2007","Chandamama",2007,GENDER_SWAP,hero,"Kajal Aggarwal","Move to heroine",high,false
24db7c59-187b-47d4-8437-c5a098c85e11,"chandra-mukhi-1993","Chandra Mukhi",1993,GENDER_SWAP,hero,"Sridevi","Move to heroine",high,false
4ad9424a-f90b-42db-8fcb-4d3e64ddf228,"o-panaipothundi-babu-1998","O Panaipothundi Babu",1998,GENDER_SWAP,heroine,"Ravi Teja","Move to hero",high,false
73591e57-5fbb-41a9-a8d4-80875b608a2c,"chandralekha-1998","Chandralekha",1998,GENDER_SWAP,hero,"Ramya Krishnan","Move to heroine",high,false
8b147d30-ad71-43e9-bff9-ac56cff3ae63,"lust-stories-2-2023","Lust Stories 2",2023,GENDER_SWAP,hero,"Tamannaah","Move to heroine",high,false
40637c18-d7e5-4fd8-901a-b531ddb30c4d,"d-for-dopidi-2013","D for Dopidi",2013,GENDER_SWAP,heroine,"Sundeep Kishan","Move to hero",high,false
1352bac0-cd25-4d01-9c7b-54669a02021b,"deergha-sumangali-bhava-1998","Deergha Sumangali Bhava",1998,GENDER_SWAP,hero,"Ramya Krishnan","Move to heroine",high,false
c314b523-1ee8-458f-9b0a-8957e2d7fef9,"antha-mana-manchike-1972","Antha Mana Manchike",1972,GENDER_SWAP,heroine,"Krishna","Move to hero",high,false
23aff150-7056-411c-9f84-c673afe8d8da,"lacchimdeviki-o-lekkundi-2016","Lacchimdeviki O Lekkundi",2016,GENDER_SWAP,hero,"Lavanya Tripathi","Move to heroine",high,false
edf03aba-fb65-4895-b39c-8de570b77b02,"ragile-hrudayalu-1980","Ragile Hrudayalu",1980,GENDER_SWAP,hero,"Jaya Prada","Move to heroine",high,false
3c8e2bde-5529-484d-a75e-4a6146047b4c,"rama-banam-1979","Rama Banam",1979,GENDER_SWAP,heroine,"Krishnam Raju","Move to hero",high,false
db9a5c4b-1645-4f27-b9ce-b40e864736b8,"sneha-bandham-1973","Sneha Bandham",1973,GENDER_SWAP,heroine,"Krishna","Move to hero",high,false
e4fca088-8438-40c5-a506-1b60064b3465,"bangaru-talli-1971","Bangaru Talli",1971,GENDER_SWAP,heroine,"Sobhan Babu","Move to hero",high,false
931edc30-8bae-4f26-bf8a-986dfb21fb42,"yashoda-2022","Yashoda",2022,GENDER_SWAP,hero,"Samantha","Move to heroine",high,false
b3e5ff75-192c-4137-9f44-eb6885a8b227,"golkonda-abbulu-1982","Golkonda Abbulu",1982,GENDER_SWAP,hero,"Jaya Prada","Move to heroine",high,false
2dae0a9c-7979-4c58-a70b-b7162126cd8c,"s-p-bhayankar-1984","S. P. Bhayankar",1984,GENDER_SWAP,heroine,"Krishnam Raju","Move to hero",high,false
