"Actor","Wikipedia Title","Wikipedia Year","Role","Verification Status","DB Title (EN)","DB Title (TE)","DB Year","Match Score","DB Movie ID","Action Required"
"geetha","Allullostunnaru","1984","Actor (Supporting)","✓ EXISTS","Allullostunnaru","ాలలులలోసటుననారు","1984","100","29c1e06c-d275-4e83-9ec3-8e6ce429423e","Add geetha to cast/crew"
"geetha","Balachandrudu","1990","Actor (Supporting)","✓ EXISTS","Balachandrudu","బాలాకహానడరుడు","1990","100","2d76d043-d506-4543-9871-fbfccc5ea99f","Add geetha to cast/crew"
"geetha","Aapadbandhavudu","1992","Actor (Supporting)","✓ EXISTS","Aapadbandhavudu","ాాపాడబానడహావుడు","1992","100","58558d07-5a7b-44c2-a2f3-f9c613454295","Add geetha to cast/crew"
"geetha","Nippu Ravva","1993","Actor (Supporting)","✓ EXISTS","Nippu Ravva","నిపపు రావవా","1993","100","82ac21ab-bed1-4735-941f-9357c2351cc6","Add geetha to cast/crew"
"geetha","Thodu","1997","Actor (Supporting)","✓ EXISTS","Thodu","తోడు","1997","100","8af84660-ef3d-4a86-8f87-60733b5fbc37","Add geetha to cast/crew"
"geetha","Johnny","2003","Actor (Supporting)","✓ EXISTS","Johnny","జోహననయ","2003","100","76c549b3-06eb-43f7-b455-906405d170e9","Add geetha to cast/crew"
"geetha","Nuvvostanante Nenoddantana","2005","Actor (Supporting)","✓ EXISTS","Nuvvostanante Nenoddantana","కార్తీక్","2005","100","94631ad2-6dbe-4c36-a202-d979f1f86523","Add geetha to cast/crew"
"geetha","Pournami","2006","Actor (Supporting)","✓ EXISTS","Pournami","పోురనామి","2006","100","c1c23ba0-f451-4393-bf5d-c7d804b656e5","Add geetha to cast/crew"
"geetha","Kathanayakudu","2008","Actor (Supporting)","✓ EXISTS","Kathanayakudu","కాటహానాయాకుడు","2008","100","2fa121f6-5556-472d-a9e7-334a9bf05f10","Add geetha to cast/crew"
"geetha","Pistha","2009","Actor (Supporting)","✓ EXISTS","Pistha","పిసటహా","2009","100","b818c656-605a-44f2-b6af-15d347b747df","Add geetha to cast/crew"
"geetha","Shadow","2013","Actor (Supporting)","✓ EXISTS","Shadow","షాడో","2013","100","46e74f84-2f6d-4641-8cae-53b299b8f4f0","Add geetha to cast/crew"
"geetha","Manasuku Nachindi","2018","Actor (Supporting)","✓ EXISTS","Manasuku Nachindi","మనసుకు నచ్చింది","2018","100","36734f46-fcb6-4177-9ad8-cc69533dec8f","Add geetha to cast/crew"
"geetha","Venky Mama","2019","Actor (Supporting)","✓ EXISTS","Venky Mama","వెంకీ మామ","2019","100","db0b12f9-c8b2-4f4f-bcbf-3f7263d9bee8","Add geetha to cast/crew"
"geetha","Brindavana","2013","Actor (Supporting)","✓ EXISTS","Brindavana","","2013","100","6c32050b-e2c7-4e16-933c-866caa86cc38","Add geetha to cast/crew"
"geetha","Shivam","2015","Actor (Supporting)","✓ EXISTS","Shivam","సహివామ","2015","100","8d8e6a2f-f227-43cd-aa2f-566c8aba0b21","Add geetha to cast/crew"
"geetha","Bairavi","1978","Actor (Supporting)","✓ EXISTS","Bairavi","","1978","100","49ec2250-90e1-4faa-8a49-7b2557ac22c8","Add geetha to cast/crew"
"geetha","Kuruthipunal","1995","Actor (Supporting)","✓ EXISTS","Kuruthipunal","","1995","100","adfecb4d-15d5-4dff-a36b-cedeec32fa2d","Add geetha to cast/crew"
"geetha","Sivakasi","2005","Actor (Supporting)","✓ EXISTS","Sivakasi","","2005","100","97c32a18-837e-41b6-b901-7e1ab30f896e","Add geetha to cast/crew"
"geetha","Santosh Subramaniam","2008","Actor (Supporting)","✓ EXISTS","Santosh Subramaniam","","2008","100","0f883553-1bf3-4fe7-83c0-a119cfe58e0d","Add geetha to cast/crew"
"geetha","Aaj Ka Goonda Raaj","1992","Actor (Supporting)","✓ EXISTS","Aaj Ka Goonda Raj","ాాజ కా గోోనడా రాజ","1992","94","95639c8c-fad3-4ef9-b2a3-0e1b06040346","Add geetha to cast/crew"
"jagapathi babu","Kisi Ka Bhai Kisi Ki Jaan","2023","Actor (Supporting)","✓ EXISTS","Kisi Ka Bhai... Kisi Ki Jaan","కిసి కా బహాి... కిసి కి జాాన","2023","89","e04ca82a-ba9a-4b05-8cd3-e9558cd852b2","Add jagapathi babu to cast/crew"
"jagapathi babu","Ruslaan","2024","Actor (Supporting)","✓ EXISTS","Ruslaan","రుస్లాన్","2024","100","98e550b0-b9ba-43a5-af63-56655539dba0","Add jagapathi babu to cast/crew"
"jagapathi babu","Jaat","2025","Actor (Supporting)","✓ EXISTS","Jaat","జాట్","2025","100","345e8989-bdc7-45b5-b1ae-3c83ddb7bf9d","Add jagapathi babu to cast/crew"
"jagapathi babu","Victory","2008","Actor (Supporting)","✓ EXISTS","Victory","వికటోరయ","2008","100","44db10b9-943e-497a-851a-54e71be94ca7","Add jagapathi babu to cast/crew"
"jagapathi babu","Don Seenu","2010","Actor (Supporting)","✓ EXISTS","Don Seenu","డోన సెెను","2010","100","ef586c46-233c-45af-acda-600c2ce126f7","Add jagapathi babu to cast/crew"
"jagapathi babu","Janatha Garage","2016","Actor (Supporting)","✓ EXISTS","Janatha Garage","జనతా గ్యారేజ్","2016","100","84afea0d-4967-4ceb-b628-07769b5074de","Add jagapathi babu to cast/crew"
"jagapathi babu","Balakrishnudu","2017","Actor (Supporting)","✓ EXISTS","Balakrishnudu","బాలాకరిసహనుడు","2017","100","f376cd12-00ec-4925-8e52-906d9038b11f","Add jagapathi babu to cast/crew"
"jaggayya","Ardhangi","1955","Actor (Supporting)","✓ EXISTS","Ardhangi","అర్ధాంగి","1955","100","69673a58-f86a-44c3-a286-ac6bee11ab63","Add jaggayya to cast/crew"
"jaggayya","Muddu Bidda","1956","Actor (Supporting)","✓ EXISTS","Muddu Bidda","ముడడు బిడడా","1956","100","1349b64f-f622-4e41-b566-b60cc0e34044","Add jaggayya to cast/crew"
"jaggayya","Veera Kankanam","1957","Actor (Supporting)","✓ EXISTS","Veera Kankanam","వీర కానకానామ","1957","100","6b500507-b942-4a5f-9d9c-347ea55f96a9","Add jaggayya to cast/crew"
"jaggayya","Anna Thammudu","1958","Actor (Supporting)","✓ EXISTS","Anna Thammudu","అన్న టహామముడు","1958","100","00250952-968b-4ef8-bf06-75e1eb0fb99b","Add jaggayya to cast/crew"
"jaggayya","Pelli Kanuka","1960","Actor (Supporting)","✓ EXISTS","Pelli Kanuka","పెళ్ళి కానుకా","1960","100","baa8f18e-ae9e-464a-88c1-e9110eb19ffe","Add jaggayya to cast/crew"
"jaggayya","Velugu Needalu","1961","Actor (Supporting)","✓ EXISTS","Velugu Needalu","వెలుగు నెెడాలు","1961","100","ac39d714-da2e-4a85-8d00-34f03dc14416","Add jaggayya to cast/crew"
"jaggayya","Chitti Tammudu","1962","Actor (Supporting)","✓ EXISTS","Chitti Tammudu","కహిటటి తమ్ముడు","1962","100","d148ba57-6a9a-403d-918f-3900c3f05a05","Add jaggayya to cast/crew"
"jaggayya","Constable Koothuru","1963","Actor (Supporting)","✓ EXISTS","Constable Koothuru","కానిస్టేబుల్ కూతురు","1963","100","62859e72-44c8-439f-ac1a-6a74fe7c4c2b","Add jaggayya to cast/crew"
"jaggayya","Naadi Aada Janme","1965","Actor (Supporting)","✓ EXISTS","Naadi Aada Janme","నాాడి ాాడా జానమె","1965","100","f7096e15-e778-4314-b721-049df45f8661","Add jaggayya to cast/crew"
"jaggayya","Navarathri","1966","Actor (Supporting)","✓ EXISTS","Navaratri","నావారాటరి","1966","90","a936794c-a3d2-4a09-a6b3-8622677a2588","Add jaggayya to cast/crew"
"jaggayya","Prana Mithrulu","1967","Actor (Supporting)","✓ EXISTS","Prana Mithrulu","పరానా మిటహరులు","1967","100","e099108c-563f-4b45-a0c4-b3be8c5b9dd4","Add jaggayya to cast/crew"
"jaggayya","Bandipotu Dongalu","1968","Actor (Supporting)","✓ EXISTS","Bandipotu Dongalu","బానడిపోటు దొంగలు","1968","100","78690d18-cfdc-40a1-a628-0986791f7c68","Add jaggayya to cast/crew"
"jaggayya","Adrushtavanthulu","1969","Actor (Supporting)","✓ EXISTS","Adrushtavanthulu","ాడరుసహటావానటహులు","1969","100","7967abe6-f785-48d6-a430-e6a13f8e2b2d","Add jaggayya to cast/crew"
"jaggayya","Ramalayam","1971","Actor (Supporting)","✓ EXISTS","Ramalayam","రామాలాయామ","1971","100","3a68ce44-94b3-4a14-bc75-ba2e4e6381d6","Add jaggayya to cast/crew"
"jaggayya","Badi Panthulu","1972","Actor (Supporting)","✓ EXISTS","Badi Panthulu","బాడి పానటహులు","1972","100","394dcd24-76ec-4778-a6e8-957d6664910b","Add jaggayya to cast/crew"
"jaggayya","Devudu Chesina Manushulu","1973","Actor (Supporting)","✓ EXISTS","Devudu Chesina Manushulu","దేవుడు కహెసినా మనుషులు","1973","100","e94a04d5-b139-4e7d-837b-8160b8fd7df8","Add jaggayya to cast/crew"
"jaggayya","Bhoomi Kosam","1974","Actor (Supporting)","✓ EXISTS","Bhoomi Kosam","బహోోమి కోసం","1974","100","eb979c52-50a0-43f0-8780-210767f51184","Add jaggayya to cast/crew"
"jaggayya","Adavi Ramudu","1977","Actor (Supporting)","✓ EXISTS","Adavi Ramudu","ాడావి రాముడు","1977","100","b5d0ff8b-4368-46af-a161-076915bdab91","Add jaggayya to cast/crew"
"jaggayya","Karunamayudu","1978","Actor (Supporting)","✓ EXISTS","Karunamayudu","కారునామాయుడు","1978","100","1a2d75cb-f7af-44c0-b7ad-eaf4b4bcfc31","Add jaggayya to cast/crew"
"jaggayya","Vetagadu","1979","Actor (Supporting)","✓ EXISTS","Vetagadu","వెటాగాడు","1979","100","8e7d73b3-b9a1-4831-99ba-7dfaed87476e","Add jaggayya to cast/crew"
"jaggayya","Ram Robert Rahim","1980","Actor (Supporting)","✓ EXISTS","Ram Robert Rahim","రామ రోబెరట రాహిమ","1980","100","fa6d3154-8cd7-4600-bfb8-ba09859b53da","Add jaggayya to cast/crew"
"jaggayya","Nyayam Kavali","1981","Actor (Supporting)","✓ EXISTS","Nyayam Kavali","నయాయామ కావాలి","1981","100","ad8e4566-4351-458a-baaa-36878848d19e","Add jaggayya to cast/crew"
"jaggayya","Bobbili Puli","1982","Actor (Supporting)","✓ EXISTS","Bobbili Puli","బోబబిలి పులి","1982","100","c7c1aaf3-92a6-4432-b25d-3637aa6e211d","Add jaggayya to cast/crew"
"jaggayya","Disco King","1984","Actor (Supporting)","✓ EXISTS","Disco King","డిసకో కింగ్","1984","100","6644014c-b16e-41dd-85d4-06eadba9d8f6","Add jaggayya to cast/crew"
"jaggayya","Palnati Simham","1985","Actor (Supporting)","✓ EXISTS","Palnati Simham","కౌముది పిక్చర్స్","1985","100","8cf429be-6735-4ba7-8e82-5a40eac497cc","Add jaggayya to cast/crew"
"jaggayya","Brahmastram","1986","Actor (Supporting)","✓ EXISTS","Brahmasthram","బరాహమాసటహరామ","1986","91","619b4273-6a96-487c-b0db-30795fc5449f","Add jaggayya to cast/crew"
"jaggayya","Ramu","1987","Actor (Supporting)","✓ EXISTS","Ramu","భారత జాతీయ చలనచిత్ర పురస్కారాలు - ఉత్తమ ప్రాంతీయ భాషా చిత్రం","1987","100","b681af63-0529-49c0-bf1f-8c4dabb254ca","Add jaggayya to cast/crew"
"jaggayya","Manchi Donga","1988","Actor (Supporting)","✓ EXISTS","Manchi Donga","మంచి దొంగ","1988","100","b9954658-1811-4180-a869-779f3c692e81","Add jaggayya to cast/crew"
"jaggayya","Ajatha Satruvu","1989","Actor (Supporting)","✓ EXISTS","Ajatha Satruvu","ాజాటహా సాటరువు","1989","100","bf62fe15-fc5d-46f8-985c-00c9c4747bd6","Add jaggayya to cast/crew"
"jaggayya","Alludugaru","1990","Actor (Supporting)","✓ EXISTS","Alludugaru","ాలలుడుగారు","1990","100","970fb989-9be6-4046-b4e1-27c85cb724a5","Add jaggayya to cast/crew"
"jaggayya","Dharma Kshetram","1992","Actor (Supporting)","✓ EXISTS","Dharma Kshetram","ధర్మ కసహెటరామ","1992","100","95095f8c-265f-4778-844d-c2c552052a25","Add jaggayya to cast/crew"
"jaggayya","Bobbili Simham","1994","Actor (Supporting)","✓ EXISTS","Bobbili Simham","బొబ్బిలి సింహం","1994","100","421b5936-1755-423c-856d-24bc1f046eb8","Add jaggayya to cast/crew"
"jaya prada","Bhoomi Kosam","1974","Actor (Supporting)","✓ EXISTS","Bhoomi Kosam","బహోోమి కోసం","1974","100","eb979c52-50a0-43f0-8780-210767f51184","Add jaya prada to cast/crew"
"jaya prada","Manmatha Leelai","1976","Actor (Supporting)","✓ EXISTS","Manmatha Leelai","మానమాటహా లెెలాి","1976","100","db8c82b3-67e6-47fd-80c9-12979c8123ff","Add jaya prada to cast/crew"
"jaya prada","Sargam","1979","Actor (Supporting)","✓ EXISTS","Sargam","సారగామ","1979","100","8871cdaa-c335-4b9d-800b-f6e2cfa7287b","Add jaya prada to cast/crew"
"jaya prada","Madhura Swapnam","1982","Actor (Supporting)","✓ EXISTS","Madhura Swapnam","మధుర స్వప్నం","1982","100","11485c64-4eb3-42be-90ed-457fd91ab343","Add jaya prada to cast/crew"
"jaya prada","Sagara Sangamam","1983","Actor (Supporting)","✓ EXISTS","Saagara Sangamam","సాగర సంగమం","1983","93","d40fc607-a589-409d-ad3c-5c8a655399a0","Add jaya prada to cast/crew"
"jaya prada","Pataal Bhairavi","1985","Actor (Supporting)","✓ EXISTS","Pataal Bhairavi","పాటాాల బహాిరావి","1985","100","adc2597b-8246-4603-8b64-b618354252e7","Add jaya prada to cast/crew"
"jaya prada","Krishna Garadi","1986","Actor (Supporting)","✓ EXISTS","Krishna Garadi","కృష్ణ గారాడి","1986","100","d2ba9236-5f98-4c3e-9643-315cc6fa80fd","Add jaya prada to cast/crew"
"jaya prada","Aulad","1987","Actor (Supporting)","✓ EXISTS","Aulad","ాులాడ","1987","100","c0ebb542-d154-4997-99ed-b1bd399547db","Add jaya prada to cast/crew"
"jaya prada","Mardon Wali Baat","1988","Actor (Supporting)","✓ EXISTS","Mardon Wali Baat","Mardon Wali Baat","1988","100","361f51fd-2800-4a35-9b35-9a9ba9f86875","Add jaya prada to cast/crew"
"jaya prada","Jaadugar","1989","Actor (Supporting)","✓ EXISTS","Jaadugar","","1989","100","bac8ce89-b602-4226-a4f9-f1aa7acfc1e8","Add jaya prada to cast/crew"
"jaya prada","Majboor","1990","Actor (Supporting)","✓ EXISTS","Majboor","మాజబోోర","1990","100","befd2890-b6e0-4a1c-9d43-0bee6cc738ce","Add jaya prada to cast/crew"
"jaya prada","Indrajeet","1991","Actor (Supporting)","✓ EXISTS","Indrajeet","ినడరాజెెట","1991","100","74201c2a-c4ac-4cc8-a6e9-a7276c97d666","Add jaya prada to cast/crew"
"jaya prada","Maa","1992","Actor (Supporting)","✓ EXISTS","Maa","మాా","1992","100","f9bd942a-8b00-44ff-9cfc-0e597025f9e2","Add jaya prada to cast/crew"
"jaya prada","Insaniyat Ke Devta","1993","Actor (Supporting)","✓ EXISTS","Insaniyat Ke Devta","","1993","100","0c948cb3-cd84-420c-927b-db274e58fb1f","Add jaya prada to cast/crew"
"jaya prada","Insaniyat","1994","Actor (Supporting)","✓ EXISTS","Insaniyat","ినసానియాట","1994","100","7da9de1e-b388-4468-b116-7ef9ccd40341","Add jaya prada to cast/crew"
"jaya prada","Himapatha","1995","Actor (Supporting)","✓ EXISTS","Himapatha","హిమాపాటహా","1995","100","e2c5e9ee-4985-404c-8d4c-f9bd4fbafda2","Add jaya prada to cast/crew"
"jaya prada","Jeevan Yudh","1997","Actor (Supporting)","✓ EXISTS","Jeevan Yudh","జెెవాన యుడహ","1997","100","38a75021-b146-4c61-8ded-2a393423c86c","Add jaya prada to cast/crew"
"jaya prada","Aami Sei Meye","1998","Actor (Supporting)","✓ EXISTS","Aami Sei Meye","ాామి సెి మెయె","1998","100","a1f83ae9-0485-4dae-bb3f-3c068968403e","Add jaya prada to cast/crew"
"jaya prada","Devadoothan","2000","Actor (Supporting)","✓ EXISTS","Devadoothan","డెవాడోోటహాన","2000","100","2c61e1ee-623b-40b8-885f-a90bbccbc84f","Add jaya prada to cast/crew"
"jaya prada","Chandravamsam","2002","Actor (Supporting)","✓ EXISTS","Chandravamsam","కహానడరావామసామ","2002","100","f7642b7e-2414-4e1d-b2ba-d288f6f91f78","Add jaya prada to cast/crew"
"jaya prada","Khakee","2004","Actor (Supporting)","✓ EXISTS","Khakee","","2004","100","bbf87573-de10-4b68-8467-62710e205815","Add jaya prada to cast/crew"
"jaya prada","Tathastu","2006","Actor (Supporting)","✓ EXISTS","Tathastu","టాటహాసటు","2006","100","f80940e1-c73c-4fa7-b399-5c8c5bf6d0e8","Add jaya prada to cast/crew"
"jaya prada","Ee Bandhana","2007","Actor (Supporting)","✓ EXISTS","Ee Bandhana","ఈ బానడహానా","2007","100","8cc88b41-16cd-45af-9a6b-6c37ebfa0ce9","Add jaya prada to cast/crew"
"jaya prada","Dasavathaaram","2008","Actor (Supporting)","✓ EXISTS","Dasavathaaram","డాసావాటహాారామ","2008","100","5c9d770c-865b-4db6-b2c5-fdce4b0fa46c","Add jaya prada to cast/crew"
"jaya prada","Pranayam","2011","Actor (Supporting)","✓ EXISTS","Pranayam","పరానాయామ","2011","100","3b4338ec-34d6-4e30-a463-b348039d9d57","Add jaya prada to cast/crew"
"jaya prada","Krantiveera Sangolli Rayanna","2012","Actor (Supporting)","✓ EXISTS","Krantiveera Sangolli Rayanna","","2012","100","3a6bfe19-b983-417b-92fc-48c1515cdb99","Add jaya prada to cast/crew"
"jaya prada","Rajjo","2013","Actor (Supporting)","✓ EXISTS","Rajjo","రాజజో","2013","100","08a8b571-0360-4766-9eea-b90d4380f812","Add jaya prada to cast/crew"
"jaya prada","Kinar","2018","Actor (Supporting)","✓ EXISTS","Kinar","కినార్","2018","100","51ef8c68-33a4-4649-89ec-1dba3402cdd1","Add jaya prada to cast/crew"
"jaya prada","Suvarna Sundari","2023","Actor (Supporting)","✓ EXISTS","Suvarna Sundari","సువారనా సుందరి","2023","100","e2c68aa5-f9a0-4643-9ee8-4ae7a1cb615b","Add jaya prada to cast/crew"
"k. balachander","Bama Vijayam","1967","Actor (Supporting)","✓ EXISTS","Bhama Vijayam","బహామా విజాయామ","1967","92","3e63cda8-faa5-4c99-9c48-c5c639622990","Add k. balachander to cast/crew"
"k. balachander","Apoorva Raagangal","1975","National Film Award for Best Feature Film in TamilFilmfare Award for Best Tamil Director","✓ EXISTS","Apoorva Raagangal","","1975","100","cc61674f-9ba8-454f-8b05-343f1424a64d","Add k. balachander to cast/crew"
"k. balachander","Manmadha Leelai","1976","Actor (Supporting)","✓ EXISTS","Manmatha Leelai","మానమాటహా లెెలాి","1976","93","db8c82b3-67e6-47fd-80c9-12979c8123ff","Add k. balachander to cast/crew"
"k. balachander","Avargal","1977","Actor (Supporting)","✓ EXISTS","Avargal","","1977","100","0e0b3336-2aec-426a-ac10-f005ea156bf5","Add k. balachander to cast/crew"
"k. balachander","Varumayin Niram Sivappu","1980","Filmfare Award for Best Tamil DirectorTamil Nadu State Film Award for Best Director","✓ EXISTS","Varumayin Niram Sivappu","ఆకలి రాజ్యం","1980","100","f17e483a-1cad-41fd-a6ff-da60e6f5abfa","Add k. balachander to cast/crew"
"k. balachander","Aakali Rajyam","1981","Actor (Supporting)","✓ EXISTS","Aakali Rajyam","ాాకాలి రాజయామ","1981","100","682930a0-08c0-4474-8d85-3158c46afc3e","Add k. balachander to cast/crew"
"k. balachander","Rudraveena","1988","Actor (Supporting)","✓ EXISTS","Rudraveena","రుద్రవీణ","1988","100","25d04aca-fdae-48cb-aeca-2c9e0a4ae996","Add k. balachander to cast/crew"
"k. balachander","Uthama Villain","2015","Actor (Supporting)","✓ EXISTS","Uttama Villain","","2015","92","8b3c655b-fc7b-4f08-a3db-d93e1f75bf3c","Add k. balachander to cast/crew"
"k. balachander","Poojaikku Vandha Malar","1965","Actor (Supporting)","✓ EXISTS","Poojaikku Vandha Malar","పోోజాికకు వానడహా మాలార","1965","100","3bbeed9a-30c4-458c-827a-11f4df9582c4","Add k. balachander to cast/crew"
"kamal haasan","Avvai Shanmughi","1996","Actor (Supporting)","✓ EXISTS","Avvai Shanmugi","","1996","93","fe38c8f6-e6c1-404d-97f6-2e278b089306","Add kamal haasan to cast/crew"
"kamal haasan","Kaathala Kaathala","1998","Actor (Supporting)","✓ EXISTS","Kaathala Kaathala","కాాటహాలా కాాటహాలా","1998","100","e7871bb4-22d3-492d-895b-797faeb9b1a8","Add kamal haasan to cast/crew"
"kamal haasan","83","2021","Actor (Supporting)","✓ EXISTS","83","","2021","100","d097e594-ee10-4c0b-9fbd-a28925935a4f","Add kamal haasan to cast/crew"
"kamal haasan","Uttama Villain","2015","Choreographer","✓ EXISTS","Uttama Villain","","2015","100","8b3c655b-fc7b-4f08-a3db-d93e1f75bf3c","Add kamal haasan to cast/crew"
"kamal haasan","Sye Raa Narasimha Reddy","2019","Actor (Supporting)","✓ EXISTS","Sye Raa Narasimha Reddy","సైరా నరసింహారెడ్డి","2019","100","b9e7a12e-cf10-4fec-afe5-584fe19b7077","Add kamal haasan to cast/crew"
"kanchana","Aatma Gowravam","1965","Actor (Supporting)","✓ EXISTS","Aatma Gowravam","ఆత్మ గోవరావామ","1965","100","6fb9631e-e835-43cc-b432-1abdb46b8d2a","Add kanchana to cast/crew"
"kanchana","Navarathri","1966","Cameo appearance (Cameo)","✓ EXISTS","Navaratri","నావారాటరి","1966","90","a936794c-a3d2-4a09-a6b3-8622677a2588","Add kanchana to cast/crew"
"kanchana","Ave Kallu","1967","Actor (Supporting)","✓ EXISTS","Ave Kallu","ావె కాలలు","1967","100","b7621e78-1384-413c-a612-323268b61bbb","Add kanchana to cast/crew"
"kanchana","Manchi Kutumbam","1968","Actor (Supporting)","✓ EXISTS","Manchi Kutumbam","మంచి కుటుమబామ","1968","100","593a78f8-4e54-46ad-91c7-f708259cf46b","Add kanchana to cast/crew"
"kanchana","Bhale Mastaru","1969","Actor (Supporting)","✓ EXISTS","Bhale Mastaru","బహాలె మాసటారు","1969","100","58e6ed1e-4d89-485f-a571-c7970da0b50f","Add kanchana to cast/crew"
"kanchana","Dharma Daata","1970","Actor (Supporting)","✓ EXISTS","Dharma Daata","ధర్మ డాాటా","1970","100","9bf531fc-bd42-4c01-adb6-0b9d6c48c5d7","Add kanchana to cast/crew"
"kanchana","Kalyana Mandapam","1971","Actor (Supporting)","✓ EXISTS","Kalyana Mandapam","కల్యాణ మండపం","1971","100","a5f73def-8504-49e6-9811-e42605142cac","Add kanchana to cast/crew"
"kanchana","Raitu Kutumbam","1972","Actor (Supporting)","✓ EXISTS","Raitu Kutumbam","రాిటు కుటుమబామ","1972","100","08a86362-b112-4d6c-9b90-25e79dc960c7","Add kanchana to cast/crew"
"kanchana","Tatamma Kala","1974","Actor (Supporting)","✓ EXISTS","Tatamma Kala","టాటామమా కాలా","1974","100","9d91a5fc-35a5-4ae3-a2bb-a9ba4d546742","Add kanchana to cast/crew"
"kanchana","Mahakavi Kshetrayya","1976","Actor (Supporting)","✓ EXISTS","Mahakavi Kshetrayya","మాహాకావి కసహెటరాయయా","1976","100","f3c4edf5-8f31-4054-97d0-85df112495d4","Add kanchana to cast/crew"
"kanchana","Daana Veera Soora Karna","1977","Actor (Supporting)","✓ EXISTS","Daana Veera Soora Karna","దాన వీర శూర కర్ణ","1977","100","e13ffedf-c47b-4143-8de7-d678ad19db89","Add kanchana to cast/crew"
"kanchana","Driver Ramudu","1979","Actor (Supporting)","✓ EXISTS","Driver Ramudu","డ్రైవర్ రాముడు","1979","100","a841460c-1984-4625-8c17-23918f794bcb","Add kanchana to cast/crew"
"kanchana","Anandha Bhairavi","1983","Actor (Supporting)","✓ EXISTS","Ananda Bhairavi","ానానడా బహాిరావి","1983","93","ceaeee6f-363e-43ca-a3f1-8ea374d85ab5","Add kanchana to cast/crew"
"kanchana","Srimadvirat Veerabrahmendra Swami Charitra","1984","Actor (Supporting)","✓ EXISTS","Srimadvirat Veerabrahmendra Swami Charitra","సరిమాడవిరాట వెెరాబరాహమెనడరా స్వామి చరిత్ర","1984","100","ae9cabcc-9f3a-4557-9743-f67589ba7376","Add kanchana to cast/crew"
"kanchana","Sri Datta Darsanam","1985","Actor (Supporting)","✓ EXISTS","Sri Datta Darsanam","శ్రీ డాటటా డారసానామ","1985","100","c7066bc0-1c8c-4122-88b0-f6fbc009e112","Add kanchana to cast/crew"
"kanchana","Arjun Reddy","2017","Actor (Supporting)","✓ EXISTS","Arjun Reddy","అర్జున్ రెడ్డి","2017","100","69d98225-ad68-479b-a183-0937f65554f3","Add kanchana to cast/crew"
"kanchana","Veera Abhimanyu","1965","Actor (Supporting)","✓ EXISTS","Veerabhimanyu","వెెరాబహిమానయు","1965","86","169ca353-484b-4d66-9e31-d8c61798482c","Add kanchana to cast/crew"
"kanchana","Johnny","1980","Actor (Supporting)","✓ EXISTS","Johnny","జోహననయ","1980","100","abe52078-c013-4a14-88ff-e3df112e7a87","Add kanchana to cast/crew"
"kanchana","Mouna Raagam","1986","Actor (Supporting)","✓ EXISTS","Mouna Raagam","","1986","100","6a9fc918-268d-44c6-9cd2-6dfc5c82d345","Add kanchana to cast/crew"
"kanchana","Babruvahana","1977","Actor (Supporting)","✓ EXISTS","Babruvahana","","1977","100","bff2d9a6-6da3-4af8-8a0d-87145b82dd13","Add kanchana to cast/crew"
"kanchana","Anandha Bhairavi","1983","Actor (Supporting)","✓ EXISTS","Ananda Bhairavi","ానానడా బహాిరావి","1983","93","ceaeee6f-363e-43ca-a3f1-8ea374d85ab5","Add kanchana to cast/crew"
"kanta rao","Chinna","2001","Actor (Supporting)","✓ EXISTS","Chinna","చిన్న","2001","100","a8b7a98a-1211-406d-8fe2-5c7a54017797","Add kanta rao to cast/crew"
"karthik","Ilanjodigal","1982","Actor (Supporting)","✓ EXISTS","Ilanjodigal","ఇలన్జోడిగల్","1982","100","e2d3f4ec-ce83-42ff-bcdf-baa5b5d74a18","Add karthik to cast/crew"
"karthik","Muthu Kaalai","1995","Actor (Supporting)","✓ EXISTS","Muthu Kaalai","ముటహు కాాలాి","1995","100","df225062-e844-4500-b8e9-c4b03c9c66e3","Add karthik to cast/crew"
"karthik","Chinna Raja","1999","Actor (Supporting)","✓ EXISTS","Chinna Raja","","1999","100","ef996bc7-4245-47bf-8652-378f46188edc","Add karthik to cast/crew"
"karthik","Anegan","2015","Actor (Supporting)","✓ EXISTS","Anegan","","2015","100","d7fa4bc4-011a-4fc0-8e79-0e299b50e654","Add karthik to cast/crew"
"karthik","Thaana Serndha Kootam","2018","Actor (Supporting)","✓ EXISTS","Thaanaa Serndha Koottam","","2018","91","0fd9de0f-1596-4525-8079-17ae8a6e3f1f","Add karthik to cast/crew"
"karthik","Seethakoka Chiluka","1981","Actor (Supporting)","✓ EXISTS","Seethakoka Chilaka","సెెటహాకోకా కహిలాకా","1981","94","4573fe79-3ff4-4817-aba1-6a0e4cc4df48","Add karthik to cast/crew"
"karthik","Anveshana","1985","Actor (Supporting)","✓ EXISTS","Anveshana","అన్వేషణ","1985","100","606de99a-0f62-40c6-88a6-c8bd500f3380","Add karthik to cast/crew"
"karthik","Punyasthree","1986","Actor (Supporting)","✓ EXISTS","Punyasthree","పునయాసటహరెె","1986","100","9c68db9e-be7a-44e3-b5fe-13cab371c750","Add karthik to cast/crew"
"karthik","Om 3D","2013","Actor (Supporting)","✓ EXISTS","Om 3D","ోమ 3డ","2013","100","33f19f57-5d4c-409a-814b-35a85fcf9b5a","Add karthik to cast/crew"
