"Actor","Wikipedia Title","Wikipedia Year","Role","Verification Status","DB Title (EN)","DB Title (TE)","DB Year","Match Score","DB Movie ID","Action Required"
"prakash raj","Sarileru Neekevvaru","2020","Actor (Supporting)","✓ EXISTS","Sarileru Neekevvaru","సరిలేరు నీకేవ్వరు","2020","100","f66a77fe-41d8-40c8-968c-1b3c66ca486c","Add prakash raj to cast/crew"
"prakash raj","Alludu Adhurs","2021","Actor (Supporting)","✓ EXISTS","Alludu Adhurs","అల్లుడు ాడహురస","2021","100","c9e834ca-df86-4fb1-8bcc-fa0d6e48baeb","Add prakash raj to cast/crew"
"prakash raj","Varisu","2023","Actor (Supporting)","✓ EXISTS","Varisu","వారిసు","2023","100","08417205-c04f-47b8-ab91-039f726c52fa","Add prakash raj to cast/crew"
"prakash raj","Mozhi","2007","Actor (Supporting)","✓ EXISTS","Mozhi","","2007","100","deb77b90-5024-4922-a6ff-45ac691353ad","Add prakash raj to cast/crew"
"prakash raj","Payanam","2011","Actor (Supporting)","✓ EXISTS","Payanam","పాయానామ","2011","100","7267e0b0-c848-4ad8-87bd-3dc8006b618b","Add prakash raj to cast/crew"
"prakash raj","Gouravam","2013","Actor (Supporting)","✓ EXISTS","Gouravam","గోురావామ","2013","100","05582cd9-de16-4e28-8d90-1d41c9946d0e","Add prakash raj to cast/crew"
"pushpavalli","Daasi","1952","Actor (Supporting)","✓ EXISTS","Daasi","డాాసి","1952","100","f9831ee1-4c96-4625-bbdd-ce69802b46a0","Add pushpavalli to cast/crew"
"pushpavalli","Pempudu Koduku","1953","Actor (Supporting)","✓ EXISTS","Pempudu Koduku","పెమపుడు కొడుకు","1953","100","4541b2b2-4858-484a-a852-860b0b61b05d","Add pushpavalli to cast/crew"
"pushpavalli","Chenchu Lakshmi","1958","Actor (Supporting)","✓ EXISTS","Chenchu Lakshmi","కహెనకహు లక్ష్మి","1958","100","b115544c-0bd0-400c-b676-82c12f53ea49","Add pushpavalli to cast/crew"
"pushpavalli","Chenchu Lakshmi","1958","Actor (Supporting)","✓ EXISTS","Chenchu Lakshmi","కహెనకహు లక్ష్మి","1958","100","b115544c-0bd0-400c-b676-82c12f53ea49","Add pushpavalli to cast/crew"
"pushpavalli","Inti Guttu","1958","Actor (Supporting)","✓ EXISTS","Intiguttu","ినటిగుటటు","1958","90","6ff95a9c-f6f2-4b8b-a2a4-b7e6da708c03","Add pushpavalli to cast/crew"
"pushpavalli","Sampoorna Ramayanam","1958","Actor (Supporting)","✓ EXISTS","Sampoorna Ramayanam","సామపోోరనా రామాయానామ","1958","100","266b05a7-69fb-4cbb-937d-abb27ebf7fc6","Add pushpavalli to cast/crew"
"pushpavalli","Bandipotu","1963","Actor (Supporting)","✓ EXISTS","Bandipotu","బానడిపోటు","1963","100","852b3669-019d-42e2-ae55-29e7bb772a0b","Add pushpavalli to cast/crew"
"pushpavalli","Amara Shilpi Jakkanna","1964","Actor (Supporting)","✓ EXISTS","Amara Shilpi Jakkanna","ామారా సహిలపి జాకకాననా","1964","100","7cc82b4e-a526-44a5-bb89-488b3ba6f5e4","Add pushpavalli to cast/crew"
"pushpavalli","Kai Kodutha Deivam","1964","Actor (Supporting)","✓ EXISTS","Kai Koduttha Dheivam","కాి కోడుటటహా డహెివామ","1964","90","4bf8c217-ffe2-489d-809d-50a499ac3cd1","Add pushpavalli to cast/crew"
"pushpavalli","Aada Brathuku","1965","Actor (Supporting)","✓ EXISTS","Aada Brathuku","ాాడా బరాటహుకు","1965","100","43734666-b33f-44f7-89f0-5a1db22c9353","Add pushpavalli to cast/crew"
"pushpavalli","Sati Sakkubai","1965","Actor (Supporting)","✓ EXISTS","Sati Sakkubai","సాటి సాకకుబాి","1965","100","2c262b88-1e37-4622-a35c-cd8238e001c6","Add pushpavalli to cast/crew"
"pushpavalli","Rangula Ratnam","1966","Actor (Supporting)","✓ EXISTS","Rangula Ratnam","రానగులా రాటనామ","1966","100","7ae8a019-7cd0-4020-bb80-af3423326081","Add pushpavalli to cast/crew"
"pushpavalli","Shakuntala","1966","Actor (Supporting)","✓ EXISTS","Shakuntala","సహాకునటాలా","1966","100","77a8fb09-ef4a-455f-b17b-be23edee276f","Add pushpavalli to cast/crew"
"pushpavalli","Sati Sumathi","1967","Actor (Supporting)","✓ EXISTS","Sati Sumathi","సాటి సుమాటహి","1967","100","1269960c-03bf-4087-9437-ea71fa75ecc1","Add pushpavalli to cast/crew"
"pushpavalli","Bhama Vijayam","1967","Actor (Supporting)","✓ EXISTS","Bhama Vijayam","బహామా విజాయామ","1967","100","3e63cda8-faa5-4c99-9c48-c5c639622990","Add pushpavalli to cast/crew"
"pushpavalli","Bangaru Panjaram","1969","Actor (Supporting)","✓ EXISTS","Bangaru Panjaram","బంగారు పంజరం","1969","100","b517ecd9-ed4c-4aa0-93db-b9273e4d08b7","Add pushpavalli to cast/crew"
"raasi","Rao Gari Illu","1988","Actor (Supporting)","✓ EXISTS","Rao Gari Illu","రావు గారి ఇల్లు","1988","100","7fcde16f-f3d3-4544-9b36-7fc5d9d1fb46","Add raasi to cast/crew"
"raasi","Aditya 369","1991","Actor (Supporting)","✓ EXISTS","Aditya 369","ాడిటయా 369","1991","100","fe4ad5d6-6b28-4795-8876-ae65038e113f","Add raasi to cast/crew"
"raasi","Palnati Pourusham","1994","Actor (Supporting)","✓ EXISTS","Palnati Pourusham","పాలనాటి పోురుసహామ","1994","100","bd359575-613b-4525-b64f-59a677052255","Add raasi to cast/crew"
"raasi","Postman","2000","Actor (Supporting)","✓ EXISTS","Postman","పోసటమాన","2000","100","77233c6a-2498-460f-98d0-3c19d6875240","Add raasi to cast/crew"
"raasi","Maa Aavida Meeda Ottu Mee Aavida Chala Manchidi","2001","Actor (Supporting)","✓ EXISTS","Maa Aavida Meeda Ottu Mee Aavida Chala Manchidi","మాా ాావిడా మీద ోటటు మీ ాావిడా చాలా మంచిది","2001","100","40da3bfd-5f39-44fd-ad99-8045ab56261a","Add raasi to cast/crew"
"raasi","Nijam","2003","Actor (Supporting)","✓ EXISTS","Nijam","నిజం","2003","100","fe428cbd-037b-4b14-a599-62f6202a7466","Add raasi to cast/crew"
"raasi","Venky","2004","Actor (Supporting)","✓ EXISTS","Venky","వెంకీ","2004","100","a4c28118-d49a-4891-8ac1-de3f22e362c3","Add raasi to cast/crew"
"raasi","Kalyana Vaibhogame","2016","Actor (Supporting)","✓ EXISTS","Kalyana Vaibhogame","కాలయానా వాిబహోగామె","2016","100","43689b72-a727-41a0-b541-adc8913d8c5b","Add raasi to cast/crew"
"raasi","Aakatayi","2017","Actor (Supporting)","✓ EXISTS","Aakatayi","ాాకాటాయి","2017","100","3ad5c261-418c-4361-b796-e7ae808b2678","Add raasi to cast/crew"
"raja","O Chinnadana","2002","Actor (Supporting)","✓ EXISTS","O Chinnadana","ో కహిననాడానా","2002","100","5e42ee25-3a0f-4fea-a9b2-758cd8a2e08d","Add raja to cast/crew"
"raja","Vijayam","2003","Actor (Supporting)","✓ EXISTS","Vijayam","విజాయామ","2003","100","e6160d04-39c1-4068-8bad-9e610c3eed3d","Add raja to cast/crew"
"raja","Anand","2004","Actor (Supporting)","✓ EXISTS","Anand","ానానడ","2004","100","6155914a-9ca6-47a7-8e57-fdb18c02296a","Add raja to cast/crew"
"raja","Vennela","2005","Actor (Supporting)","✓ EXISTS","Vennela","వెననెలా","2005","100","94567a36-4eb9-45ad-818c-115fd9562efd","Add raja to cast/crew"
"raja","Bangaram","2006","Actor (Supporting)","✓ EXISTS","Bangaram","బంగారం","2006","100","8414663a-aaa9-441d-a350-e82954e639ac","Add raja to cast/crew"
"raja","Toss","2007","Actor (Supporting)","✓ EXISTS","Toss","టోసస","2007","100","3f31357b-571b-4609-8737-11d56283e671","Add raja to cast/crew"
"raja","Sontha Ooru","2009","Actor (Supporting)","✓ EXISTS","Sontha ooru","సోనటహా ఊరు","2009","100","9b4132f0-deba-45cb-80b6-508b68027afc","Add raja to cast/crew"
"raja","Inkosaari","2010","Actor (Supporting)","✓ EXISTS","Inkosaari","ినకోసాారి","2010","100","06547f8f-cc83-431a-8db8-020f5ee4c9bf","Add raja to cast/crew"
"raja","Mr. Nookayya","2012","Actor (Supporting)","✓ EXISTS","Mr. Nookayya","మిస్టర్ నోోకాయయా","2012","100","ff4a8b2e-4354-4206-bc1f-e7b4ee619aef","Add raja to cast/crew"
"rajasekhar","Ravanna","2000","Actor (Supporting)","✓ EXISTS","Ravanna","రావాననా","2000","100","d447bc99-fb92-4a41-bbbd-79ea54cb4e22","Add rajasekhar to cast/crew"
"rajendra prasad","Sneham","1977","Actor (Supporting)","✓ EXISTS","Sneham","సనెహామ","1977","100","5912c6a4-d68f-4c98-b580-5367a4933432","Add rajendra prasad to cast/crew"
"rajendra prasad","Mundadugu","1983","Actor (Supporting)","✓ EXISTS","Mundadugu","మునడాడుగు","1983","100","1c56d0c1-5b55-4a00-9a1a-6186aa6a956f","Add rajendra prasad to cast/crew"
"rajendra prasad","Vandemataram","1985","Actor (Supporting)","✓ EXISTS","Vande Mataram","వందే మాతరం","1985","92","b9f0e16e-778b-44fa-8ae7-3a0d381270cc","Add rajendra prasad to cast/crew"
"rajendra prasad","Kashmora","1986","Actor (Supporting)","✓ EXISTS","Kashmora","కాష్మోరా","1986","100","3ecc24aa-4690-43ac-ad3e-788cb5d5e7dd","Add rajendra prasad to cast/crew"
"rajendra prasad","Samsaram","1988","Actor (Supporting)","✓ EXISTS","Samsaram","సామసారామ","1988","100","3d3568ae-f2f9-44d8-bad0-5b5c405660c6","Add rajendra prasad to cast/crew"
"rajendra prasad","Bandhuvulostunnaru Jagratha","1989","Actor (Supporting)","✓ EXISTS","Bandhuvulostunnaru Jagratha","బానడహువులోసటుననారు జాగరాటహా","1989","100","f31fb541-4207-4e4b-b62f-83214b557a14","Add rajendra prasad to cast/crew"
"rajendra prasad","Vichitra Prema","1991","Actor (Supporting)","✓ EXISTS","Vichitra Prema","వికహిటరా ప్రేమ","1991","100","7565a3e2-263d-490e-9188-d41bc82570eb","Add rajendra prasad to cast/crew"
"rajendra prasad","Srinatha Kavi Sarvabhowmudu","1993","Actor (Supporting)","✓ EXISTS","Srinatha Kavi Saarvabhoumudu","సరినాటహా కావి సాారవాబహోుముడు","1993","92","2cbd7aa1-a9f7-48bf-83c0-62d7dc9bb31b","Add rajendra prasad to cast/crew"
"rajendra prasad","Bramhachari Mogudu","1994","Actor (Supporting)","✓ EXISTS","Bramhachari Mogudu","బరామహాకహారి మొగుడు","1994","100","8060afed-40ca-485d-b697-ae9d234e17aa","Add rajendra prasad to cast/crew"
"rajendra prasad","Vaddu Bava Thappu","1995","Actor (Supporting)","✓ EXISTS","Vaddu Bava Tappu","వాడడు బావ టాపపు","1995","94","748a016d-9387-43f5-a7bb-ec7425103fa5","Add rajendra prasad to cast/crew"
"rajendra prasad","Mummy Mee Aayanochadu","1996","Actor (Supporting)","✓ EXISTS","Mummy Mee Aayanochadu","ముమమయ మీ ాాయానోకహాడు","1996","100","0c523235-eec3-4b66-a613-e252593a87f2","Add rajendra prasad to cast/crew"
"rajendra prasad","Hitler","1997","Actor (Supporting)","✓ EXISTS","Hitler","హిటలెర","1997","100","2398d3d7-32cd-4f07-bfc9-721439def04d","Add rajendra prasad to cast/crew"
"rajendra prasad","Kshemamga Velli Labhamga Randi","2000","Actor (Supporting)","✓ EXISTS","Kshemanga Velli Labhamga Randi","కసహెమానగా వెలలి లాబహామగా రండి","2000","96","e19cc748-e030-439e-a552-a3564e5270de","Add rajendra prasad to cast/crew"
"rajendra prasad","Ammo Bomma","2001","Actor (Supporting)","✓ EXISTS","Ammo Bomma","ామమో బోమమా","2001","100","7e9b3c13-74c2-4632-9f66-b1750975233e","Add rajendra prasad to cast/crew"
"rajendra prasad","Sandade Sandadi","2002","Actor (Supporting)","✓ EXISTS","Sandade Sandadi","సానడాడె సందడి","2002","100","ab60bd87-2bbe-45fc-be4a-3ffabd57ac6e","Add rajendra prasad to cast/crew"
"rajendra prasad","Sriramachandrulu","2003","Actor (Supporting)","✓ EXISTS","Sriramachandrulu","సరిరామాకహానడరులు","2003","100","659e225f-8cd4-4dde-9821-fd78b2932b86","Add rajendra prasad to cast/crew"
"rajendra prasad","Oka Pellam Muddu Rendo Pellam Vaddu","2004","Actor (Supporting)","✓ EXISTS","Oka Pellam Muddu Rendo Pellam Vaddu","ఒక పెళ్ళాం ముడడు రెనడో పెళ్ళాం వాడడు","2004","100","a55d24e1-6d14-4807-bf5e-44958338c43e","Add rajendra prasad to cast/crew"
"rajendra prasad","Andagadu","2005","Actor (Supporting)","✓ EXISTS","Andagadu","ానడాగాడు","2005","100","b6d7f665-a364-412e-8ac3-fe30e1eb6724","Add rajendra prasad to cast/crew"
"rajendra prasad","Iddaru Attala Muddula Alludu","2006","Actor (Supporting)","✓ EXISTS","Iddaru Attala Muddula Alludu","ఇద్దరు అత్తల ముద్దుల అల్లుడు","2006","100","db213db4-f0ba-4eca-ae5f-b291aef4be49","Add rajendra prasad to cast/crew"
"rajendra prasad","Mee Sreyobhilashi","2007","Actor (Supporting)","✓ EXISTS","Mee Sreyobhilashi","మీ సరెయోబహిలాసహి","2007","100","5ca842b7-7804-4f44-9840-072b2f54f3bf","Add rajendra prasad to cast/crew"
"rajendra prasad","Brahmalokam To Yamalokam Via Bhulokam","2010","Actor (Supporting)","✓ EXISTS","Brahmalokam to Yamalokam via Bhulokam","బరాహమాలోకామ టో యామాలోకామ విా బహులోకామ","2010","100","6f2dcc1f-1e29-45bc-9b0b-00f45c9c510b","Add rajendra prasad to cast/crew"
"rajendra prasad","Bhale Mogudu Bhale Pellam","2011","Actor (Supporting)","✓ EXISTS","Bhale Mogudu Bhale Pellam","భలే మొగుడు భలే పెళ్ళాం","2011","100","01a6f455-21ba-4559-be6d-0df444d63a12","Add rajendra prasad to cast/crew"
"rajendra prasad","Nippu","2012","Actor (Supporting)","✓ EXISTS","Nippu","నిపపు","2012","100","07e45426-4556-447c-8065-3bac5fe30764","Add rajendra prasad to cast/crew"
"rajendra prasad","Aagadu","2014","Actor (Supporting)","✓ EXISTS","Aagadu","ఆగడు","2014","100","065177ab-0150-4d3e-9bc5-089e74d66ebb","Add rajendra prasad to cast/crew"
"rajendra prasad","Gunturodu","2017","Actor (Supporting)","✓ EXISTS","Gunturodu","గునటురోడు","2017","100","4cc5a6f8-8861-4202-87bc-0736ec4de814","Add rajendra prasad to cast/crew"
"rajendra prasad","F2: Fun and Frustration","2019","Actor (Supporting)","✓ EXISTS","F2: Fun and Frustration","F2: ఫన్ అండ్ ఫ్రస్ట్రేషన్","2019","100","e93894e9-fe7b-4515-8aa0-5552715c5eea","Add rajendra prasad to cast/crew"
"rajendra prasad","Sarileru Neekevvaru","2020","Actor (Supporting)","✓ EXISTS","Sarileru Neekevvaru","సరిలేరు నీకేవ్వరు","2020","100","f66a77fe-41d8-40c8-968c-1b3c66ca486c","Add rajendra prasad to cast/crew"
"rajendra prasad","Tenali","2000","Actor (Supporting)","✓ EXISTS","Thenali","","2000","85","c19ce08a-ff80-409b-9cc8-99c6665c6dda","Add rajendra prasad to cast/crew"
"rajendra prasad","Boys","2003","Actor (Supporting)","✓ EXISTS","Boys","","2003","100","a92b92b3-4197-4b08-9544-12c21a92c01b","Add rajendra prasad to cast/crew"
"rajendra prasad","Kee","2019","Actor (Supporting)","✓ EXISTS","Kee","","2019","100","ed056e98-466e-4367-95d2-1cc5f202213e","Add rajendra prasad to cast/crew"
"rajendra prasad","Annabelle Sethupathi","2021","Actor (Supporting)","✓ EXISTS","Annabelle Sethupathi","","2021","100","1ed8526e-092e-4c3a-bc13-34b92bd70a29","Add rajendra prasad to cast/crew"
"rajendra prasad","Mahasadhvi Mallamma","2005","Actor (Supporting)","✓ EXISTS","Mahasadhvi Mallamma","మాహాసాడహవి మాలలామమా","2005","100","9e93f317-38e2-47c8-b176-c504dda1203a","Add rajendra prasad to cast/crew"
"rajendra prasad","Bench Life","2024","Actor (Supporting)","✓ EXISTS","Bench Life","బెంచ్ లైఫ్","2024","100","3423315f-5a53-4352-8d4d-7f4df2209f76","Add rajendra prasad to cast/crew"
"rambha","Aa Okkati Adakku","1992","Actor (Supporting)","✓ EXISTS","Aa Okkati Adakku","ఆ ోకకాటి ాడాకకు","1992","100","d3c9c538-dcad-4b3a-bcd8-30dc4715861c","Add rambha to cast/crew"
"rambha","Evandi Aavida Vachindi","1993","Actor (Supporting)","✓ EXISTS","Evandi Aavida Vachindi","ెవానడి ాావిడా వాకహినడి","1993","100","e2e3f9ca-5ce8-4f81-9757-5cfc4d06f634","Add rambha to cast/crew"
"rambha","Bhairava Dweepam","1994","Cameo appearance (Cameo)","✓ EXISTS","Bhairava Dweepam","బహాిరావా డవెెపామ","1994","100","13bb5387-a855-4510-abd5-6c7b12094d8a","Add rambha to cast/crew"
"rambha","Alluda Majaka","1995","Actor (Supporting)","✓ EXISTS","Alluda Majaka","ాలలుడా మాజాకా","1995","100","d2c6057f-15fc-43f1-8793-789b9faaa9f8","Add rambha to cast/crew"
"rambha","Bombay Priyudu","1996","Actor (Supporting)","✓ EXISTS","Bombay Priyudu","బోమబాయ ప్రియుడు","1996","100","de7acb6c-1ed8-41f2-bc92-4683d3fc036a","Add rambha to cast/crew"
"rambha","Hitler","1997","Actor (Supporting)","✓ EXISTS","Hitler","హిటలెర","1997","100","2398d3d7-32cd-4f07-bfc9-721439def04d","Add rambha to cast/crew"
"rambha","Ganesh","1998","Actor (Supporting)","✓ EXISTS","Ganesh","గానెసహ","1998","100","e18a58cb-f615-4322-8c2d-d7b6396e8d45","Add rambha to cast/crew"
"rambha","Kodanda Ramudu","2000","Actor (Supporting)","✓ EXISTS","Kodanda Ramudu","కోడానడా రాముడు","2000","100","ba7ac268-901c-41da-978b-00f2e8a55930","Add rambha to cast/crew"
"rambha","Mrugaraju","2001","Cameo appearance in the song """"Ramaiah Paddaleti"" (Cameo)","✓ EXISTS","Mrugaraju","మరుగారాజు","2001","100","63f34908-9170-46cc-8545-feb7c2858d7f","Add rambha to cast/crew"
"rambha","Sriramachandrulu","2003","Actor (Supporting)","✓ EXISTS","Sriramachandrulu","సరిరామాకహానడరులు","2003","100","659e225f-8cd4-4dde-9821-fd78b2932b86","Add rambha to cast/crew"
"rambha","Neeku Naaku","2006","Actor (Supporting)","✓ EXISTS","Neeku Naaku","నెెకు నాాకు","2006","100","96d712b5-b596-46ba-8209-5dde6dd3bc70","Add rambha to cast/crew"
"rambha","Desamuduru","2007","Cameo appearance in the song """"Attaantode Ittaantode"" (Cameo)","✓ EXISTS","Desamuduru","దేశముదురు","2007","100","b7965ae8-fc60-4570-9057-9ed09c21daae","Add rambha to cast/crew"
"rambha","Donga Sachinollu","2008","Actor (Supporting)","✓ EXISTS","Donga Sachinollu","దొంగ సాకహినోలలు","2008","100","60b1c7fe-b843-4cdb-9dd6-c8f74e2deb3d","Add rambha to cast/crew"
"rambha","Quick Gun Murugun","2009","Actor (Supporting)","✓ EXISTS","Quick Gun Murugun","కుికక గున మురుగున","2009","100","7a5dc5f8-681d-49a7-9ff4-3a4962dcb9b0","Add rambha to cast/crew"
"ravi teja","Chaitanya","1991","Actor (Supporting)","✓ EXISTS","Chaitanya","కహాిటానయా","1991","100","c3306d2c-23e8-46cb-bebf-d6075a3a9372","Add ravi teja to cast/crew"
"ravi teja","Aaj Ka Goonda Raj","1992","Actor (Supporting)","✓ EXISTS","Aaj Ka Goonda Raj","ాాజ కా గోోనడా రాజ","1992","100","95639c8c-fad3-4ef9-b2a3-0e1b06040346","Add ravi teja to cast/crew"
"ravi teja","Allari Priyudu","1993","Actor (Supporting)","✓ EXISTS","Allari Priyudu","ాలలారి ప్రియుడు","1993","100","8feaddee-d19d-4ce5-9ac4-079ace583d3f","Add ravi teja to cast/crew"
"ravi teja","Ninne Pelladata","1996","Actor (Supporting)","✓ EXISTS","Ninne Pelladata","నిననె పెలలాడాటా","1996","100","4c2c2269-9e84-4f78-b252-2a621d6be773","Add ravi teja to cast/crew"
"ravi teja","Sindhooram","1997","Actor (Supporting)","✓ EXISTS","Sindhooram","సినడహోోరామ","1997","100","557cc4ea-caa0-4b12-b193-f3309e5e9f90","Add ravi teja to cast/crew"
"ravi teja","Seetharama Raju","1999","Actor (Supporting)","✓ EXISTS","Seetharama Raju","సెెటహారామా రాజు","1999","100","d1c5f90b-3853-47a8-ac1c-2bec0e33f5ea","Add ravi teja to cast/crew"
"ravi teja","Annayya","2000","Actor (Supporting)","✓ EXISTS","Annayya","ాననాయయా","2000","100","7573cc88-ebba-4d5c-bad0-e2cba88e59f9","Add ravi teja to cast/crew"
"ravi teja","Chiranjeevulu","2001","Actor (Supporting)","✓ EXISTS","Chiranjeevulu","కహిరానజెెవులు","2001","100","f6da2394-2e98-42d6-8d91-0af229a389ed","Add ravi teja to cast/crew"
"ravi teja","Avunu Valliddaru Ista Paddaru!","2002","Actor (Supporting)","✓ EXISTS","Avunu Valliddaru Ista Paddaru!","ావును వాలలిడడారు ిసటా పాడడారు!","2002","100","fc33e50b-a9b5-4056-aea0-82e850c00c8e","Add ravi teja to cast/crew"
"ravi teja","Ee Abbai Chala Manchodu","2003","Actor (Supporting)","✓ EXISTS","Ee Abbai Chala Manchodu","ఈ అబ్బాయి చాలా మానకహోడు","2003","100","89de2cc7-d4fa-4511-8033-04192697f6ac","Add ravi teja to cast/crew"
"ravi teja","Venky","2004","Actor (Supporting)","✓ EXISTS","Venky","వెంకీ","2004","100","a4c28118-d49a-4891-8ac1-de3f22e362c3","Add ravi teja to cast/crew"
"ravi teja","Bhadra","2005","Actor (Supporting)","✓ EXISTS","Bhadra","బహాడరా","2005","100","dbf5cba7-8abd-4ed8-919c-d5d14bc82bfd","Add ravi teja to cast/crew"
"ravi teja","Shock","2006","Actor (Supporting)","✓ EXISTS","Shock","సహోకక","2006","100","f72ebdd1-1750-4479-a1aa-cf963a7ea690","Add ravi teja to cast/crew"
"ravi teja","Dubai Seenu","2007","Actor (Supporting)","✓ EXISTS","Dubai Seenu","దుబాయ్ సీను","2007","100","629e175e-8c1b-466f-993a-1e307ebb1572","Add ravi teja to cast/crew"
"ravi teja","Krishna","2008","Actor (Supporting)","✓ EXISTS","Krishna","కృష్ణ","2008","100","490bb7f4-5c45-44d5-a3e7-a28286332904","Add ravi teja to cast/crew"
"ravi teja","Kick","2009","Actor (Supporting)","✓ EXISTS","Kick","కిక్","2009","100","4bd2d4d8-5913-4289-9b24-4f7078cacf0d","Add ravi teja to cast/crew"
"ravi teja","Mirapakay","2011","Actor (Supporting)","✓ EXISTS","Mirapakay","మిరపకాయ","2011","100","edcb31b5-3a06-4995-8d27-a4139e7c9ae6","Add ravi teja to cast/crew"
"ravi teja","Nippu","2012","Actor (Supporting)","✓ EXISTS","Nippu","నిపపు","2012","100","07e45426-4556-447c-8065-3bac5fe30764","Add ravi teja to cast/crew"
"ravi teja","Balupu","2013","Actor (Supporting)","✓ EXISTS","Balupu","బలుపు","2013","100","cd577897-2101-4a35-b111-666c1eff2c3f","Add ravi teja to cast/crew"
"ravi teja","Power","2014","Actor (Supporting)","✓ EXISTS","Power","పవర్","2014","100","c417edd5-7e3b-4d5f-9e98-bdbfa6a181a4","Add ravi teja to cast/crew"
"ravi teja","Kick 2","2015","Actor (Supporting)","✓ EXISTS","Kick 2","కిక్ 2","2015","100","63578f8b-e593-4646-a284-5a81e535dee8","Add ravi teja to cast/crew"
"ravi teja","Raja The Great","2017","Actor (Supporting)","✓ EXISTS","Raja the Great","రాజా ది గ్రేట్","2017","100","e3926c6b-8070-4c24-9f3f-4a4c05f13641","Add ravi teja to cast/crew"
"ravi teja","Touch Chesi Chudu","2018","Actor (Supporting)","✓ EXISTS","Touch Chesi Chudu","టచ్ చేసి చూడు","2018","100","db6fa164-c9fd-45e8-ba04-8eb247bb718f","Add ravi teja to cast/crew"
"ravi teja","Disco Raja","2020","Actor (Supporting)","✓ EXISTS","Disco Raja","డిస్కో రాజా","2020","100","dde19db1-9c58-4bb1-8026-d225de079f2f","Add ravi teja to cast/crew"
"ravi teja","Doosukeltha","2013","Actor (Supporting)","✓ EXISTS","Doosukeltha","డోోసుకెలటహా","2013","100","5ebad324-217b-451e-bf24-c6bbde1a7f46","Add ravi teja to cast/crew"
"rohit","Nuvve Kavali","2000","Cameo appearance (Cameo)","✓ EXISTS","Nuvve Kavali","నువవె కావాలి","2000","100","087fe5c9-2ac3-4c9a-9e0b-8035057e8763","Add rohit to cast/crew"
"rohit","6 Teens","2001","Actor (Supporting)","✓ EXISTS","6 Teens","6 టెెనస","2001","100","8945c34a-4a6f-4767-a4d5-f985fcae5983","Add rohit to cast/crew"
"rohit","Chandravamsam","2002","Actor (Supporting)","✓ EXISTS","Chandravamsam","కహానడరావామసామ","2002","100","f7642b7e-2414-4e1d-b2ba-d288f6f91f78","Add rohit to cast/crew"
"rohit","Anaganaga O Kurraadu","2003","Actor (Supporting)","✓ EXISTS","Anaganaga O Kurraadu","ానాగానాగా ో కురరాాడు","2003","100","5814d4bf-5ced-4a59-8d99-0cb0b32f5329","Add rohit to cast/crew"
"rohit","Keelu Gurram","2005","Actor (Supporting)","✓ EXISTS","Keelu Gurram","కెెలు గురరామ","2005","100","84d143fa-08f5-4b3d-b921-e82072b87798","Add rohit to cast/crew"
"rohit","Shankar Dada Zindabad","2007","Actor (Supporting)","✓ EXISTS","Shankar Dada Zindabad","సహానకార డాడా జినడాబాడ","2007","100","19e67d12-291b-4ba3-82ab-8d592a5a220b","Add rohit to cast/crew"
"rohit","Maa Annayya Bangaram","2010","Actor (Supporting)","✓ EXISTS","Maa Annayya Bangaram","మాా ాననాయయా బంగారం","2010","100","a14dd2c4-9d87-4429-9319-f057f0f65304","Add rohit to cast/crew"
"sarath babu","Guppedu Manasu","1979","Actor (Supporting)","✓ EXISTS","Guppedu Manasu","గుపపెడు మానాసు","1979","100","385673db-3a88-4f9e-862c-0ba9e1d750f3","Add sarath babu to cast/crew"
"sarath babu","Sagara Sangamam","1983","Actor (Supporting)","✓ EXISTS","Saagara Sangamam","సాగర సంగమం","1983","93","d40fc607-a589-409d-ad3c-5c8a655399a0","Add sarath babu to cast/crew"
"sarath babu","Anveshana","1985","Actor (Supporting)","✓ EXISTS","Anveshana","అన్వేషణ","1985","100","606de99a-0f62-40c6-88a6-c8bd500f3380","Add sarath babu to cast/crew"
"sarath babu","Velaikaran","1987","Actor (Supporting)","✓ EXISTS","Velaikaran","","1987","100","549a78c3-ae33-43d7-8df9-6eb655f8ddfd","Add sarath babu to cast/crew"
"sarath babu","Chettu Kinda Pleader","1989","Chettu Kinda Pleader (Supporting)","✓ EXISTS","Chettu Kinda Pleader","కహెటటు కింద పలెాడెర","1989","100","b20f3909-748d-4966-b8d6-6ad42eaab7b6","Add sarath babu to cast/crew"
"sarath babu","Captain","1994","Actor (Supporting)","✓ EXISTS","Captain","కెప్టెన్","1994","100","48171a96-0666-4c91-9e68-8e8598270bb7","Add sarath babu to cast/crew"
"sarath babu","Muthu","1995","Actor (Supporting)","✓ EXISTS","Muthu","","1995","100","2a5aac45-18ee-46d3-b3d1-5a8c7c58163e","Add sarath babu to cast/crew"
"sarath babu","Dongaata","1997","Actor (Supporting)","✓ EXISTS","Dongaata","డోనగాాటా","1997","100","b1d54e41-8ce7-4ecc-80f6-0427e1dba538","Add sarath babu to cast/crew"
"sarath babu","Annayya","2000","Actor (Supporting)","✓ EXISTS","Annayya","ాననాయయా","2000","100","7573cc88-ebba-4d5c-bad0-e2cba88e59f9","Add sarath babu to cast/crew"
