slug,title_en,year,hero,director,title_te
premaku-velayera-1999,"Premaku Velayera",1999,"J. D. Chakravarthi","S. V. Krishna Reddy",
preminche-manasu-1999,"Preminche Manasu",1999,"Ravi Teja","AVS Adi Narayana",
preminchedi-endukamma-1999,"Preminchedi Endukamma",1999,"Prakash Raj","John Mahendran",
preyasi-raave-1999,"Preyasi Raave",1999,"Srikanth","Chandra Mahesh",
raja-1999,"Raja",1999,"Daggubati Venkatesh","Muppalaneni Shiva",
raja-kumarudu-1999,"Raja Kumarudu",1999,"Mahesh Babu","K. Raghavendra Rao",
rajakumarudu-1999,"Rajakumarudu",1999,"Mahesh Babu","K Raghavendra Rao",
rajasthan-1999,"Rajasthan",1999,"Vijayashanti","R K Selvamani",
ramasakkanodu-1999,"Ramasakkanodu",1999,"Kamal Haasan","Kamal Haasan",
ravoyi-chandamama-1999,"Ravoyi Chandamama",1999,"Aishwarya Rai Bachchan","Jayanth C. Paranjee",
sambayya-1999,"Sambayya",1999,"Jagapathi Babu","S V Krishna Reddy",
samudram-1999,"Samudram",1999,"Jagapathi Babu","Krishna Vamsi",
seenu-1999,"Seenu",1999,"Daggubati Venkatesh","Sasi",
seetharama-raju-1999,"Seetharama Raju",1999,"Harikrishna Nandamuri","Y. V. S. Chowdary",
sneham-kosam-1999,"Sneham Kosam",1999,"Chiranjeevi","K.S. Ravikumar",
sooryavansham-1999,"Sooryavansham",1999,"Soundarya","E. V. V. Satyanarayana",
speed-dancer-1999,"Speed Dancer",1999,"Raghava Lawrence","Muppalaneni Shiva",
sri-ramulayya-1999,"Sri Ramulayya",1999,"Mohan Babu","N. Shankar",
sultan-1999,"Sultan",1999,"Balakrishna","Sarath",
swapnalokam-1999,"Swapnalokam",1999,"Jagapathi Babu","Bhimaneni Srinivasa Rao",
swayamvaram-1999,"Swayamvaram",1999,"Venu Thottempudi","K. Vijaya Bhaskar",
thammudu-1999,"Thammudu",1999,"Pawan Kalyan","P.A. Arun Prasad",
veedu-samanyudu-kadhu-1999,"Veedu Samanyudu Kadhu",1999,"Prakash Raj","Uppalapati Narayana",
velugu-needalu-1999,"Velugu Needalu",1999,"Jagapathi Babu","K. Vasu",
vichitram-1999,"Vichitram",1999,"Srikanth","Jandhyala",
yamajathakudu-1999,"Yamajathakudu",1999,"Mohan Babu","N Shankar",
aahaa-1998,"Aahaa..!",1998,"Jagapathi Babu","Suresh Krissna",
aami-sei-meye-1998,"Aami Sei Meye",1998,"Prosenjit","Prosenjit Chatterjee",
aavida-maa-aavide-1998,"Aavida Maa Aavide",1998,"Akkineni Nagarjuna","E. V. V. Satyanarayana",
abhishekam-1998,"Abhishekam",1998,"Rachana Banerjee","S. V. Krishna Reddy",
all-rounder-1998,"All Rounder",1998,"Rajendra Prasad","E V V Satyanarayana",
amma-rajinama-1998,"Amma Rajinama",1998,"Krishna","Kodi Ramakrishna",
andaru-herole-1998,"Andaru Herole",1998,"Chandra Mohan","Umamaheswara Rao",
angaaray-1998,"Angaaray",1998,"Akshay Kumar","Mahesh Bhatt",
antahpuram-1998,"Antahpuram",1998,"Srikanth","Krishna Vamsi",
anthahpuram-1998,"Anthahpuram",1998,"Soundarya","Pasupuleti Krishna Vamsi",
anthapuram-1998,"Anthapuram",1998,"Jagapathi Babu, Sai Kumar","Pasupuleti Krishna Vamsi",
auto-driver-1998,"Auto Driver",1998,"Akkineni Nagarjuna","Longjam Meena Devi",
ayanagaru-1998,"Ayanagaru",1998,"Jagapathi Babu","Muthyala Subbaiah",
bavagaru-bagunnara-1998,"Bavagaru Bagunnara",1998,"Chiranjeevi","Jayanth C. Paranjee",
chandralekha-1998,"Chandralekha",1998,"Ramya Krishnan","Krishna Vamsi",
choodalani-vundi-1998,"Choodalani Vundi",1998,"Chiranjeevi","Gunasekhar",
daddy-daddy-1998,"Daddy Daddy",1998,"Srikanth","Kodi Ramakrishna",
deergha-sumangali-bhava-1998,"Deergha Sumangali Bhava",1998,"Rajasekhar","S. V. Krishna Reddy",
eshwar-alla-1998,"Eshwar Alla",1998,"Vineeth","Suresh Varma",
ganesh-1998,"Ganesh",1998,"Daggubati Venkatesh","Tirupathi Swamy",
gillikajjalu-1998,"Gillikajjalu",1998,"Jagapathi Babu","Evani Sathya Prabhakar",
gunda-mawali-1998,"Gunda Mawali",1998,"Akkineni Nagarjuna","Suresh Krissna",
hello-yama-1999,"Hello...yama!",1998,"Suresh","Pavithran",
hyderabad-blues-1998,"Hyderabad Blues",1998,"Nagesh Kukunoor","Nagesh Kukunoor",
kaathala-kaathala-1998,"Kaathala Kaathala",1998,"Kamal Haasan","Singeetam Srinivasa Rao",
kadhala-kadhala-1998,"Kadhala Kadhala",1998,"Kamal Haasan","Singeetam Srinivasa Rao",
kallukondoru-pennu-1998,"Kallukondoru Pennu",1998,"Vijayashanti","Shyamaprasad",
kante-koothurne-kanu-1998,"Kante Koothurne Kanu",1998,"Dasari Narayana Rao","Dasari Narayana Rao",
kanyadanam-1998,"Kanyadanam",1998,"Vineeth","Evani Sathya Prabhakar",
khaidi-garu-1998,"Khaidi Garu",1998,"Srikanth","Evani Shankar",
love-story-1999-1998,"Love Story 1999",1998,"Prabhu Deva","K Raghavendra Rao",
maavidaakulu-1998,"Maavidaakulu",1998,"Jagapathi Babu","E. V. V. Satyanarayana",
maavidakulu-1998,"Maavidakulu",1998,"Jagapathi Babu","E. V. V. Satyanarayana",
manasichi-choodu-1998,"Manasichi Choodu",1998,"Srikanth","Manoj Kumar",
mee-aayana-jagratha-1998,"Mee Aayana Jagratha",1998,"Rajendra Prasad","Muthyala Ramadas",
navvulata-1998,"Navvulata",1998,"Rajendra Prasad","Gopichand Nadella",
nenu-premisthunnanu-1998,"Nenu Premisthunnanu",1998,"Ravi Teja","E V V Satyanarayana",
o-panaipothundi-babu-1998,"O Panaipothundi Babu",1998,"Suresh","Siva Nageswara Rao",
ooyala-1998,"Ooyala",1998,"Meka Srikanth","S. V. Krishna Reddy",
padutha-theeyaga-1998,"Padutha Theeyaga",1998,"Vineeth","A. Kodandarami Reddy",
pandaga-1998,"Pandaga",1998,"Srikanth","Sarath",
pape-naa-pranam-1998,"Pape Naa Pranam",1998,"J. D. Chakravarthy","B. V. Ramana",
paradesi-1998,"Paradesi",1998,"Vineeth","Bhagyaraj",
pavitra-prema-1998,"Pavitra Prema",1998,"Nandamuri Balakrishna","Muthyala Subbaiah",
pelli-kanuka-1998,"Pelli Kanuka",1998,"Jagapathi Babu","Kodi Ramakrishna",
pelli-pandiri-1998,"Pelli Pandiri",1998,"Jagapathi Babu","Kodi Ramakrishna",
pelli-peetalu-1998,"Pelli Peetalu",1998,"Jagapathi Babu","Kodi Ramakrishna",
prathista-1998,"Prathista",1998,"Krishna","R. Maharshi",
prema-pallaki-1998,"Prema Pallaki",1998,"Jagapathi Babu","A. Kodandarami Reddy",
premante-idera-1998,"Premante Idera",1998,"Daggubati Venkatesh","Jayant Paranji",
premante-ideraa-1998,"Premante Ideraa",1998,"Daggubati Venkatesh","Jayant Paranji",
priyuralu-1998,"Priyuralu",1998,"Vineeth","Muppalaneni Siva",
raayudu-1998,"Raayudu",1998,"Mohan Babu","Ravi Raja Pinisetty",
rana-1998,"Rana",1998,"Nandamuri Balakrishna","A. Kodandarami Reddy",
sambhavam-1998,"Sambhavam",1998,"Krishna","A. Kodandarami Reddy",
sivayya-1998,"Sivayya",1998,"Jagapathi Babu","Suresh Varma",
snehithulu-1998,"Snehithulu",1998,"Vadde Naveen","Muthyala Subbaiah",
sri-ramulayya-1998,"Sri Ramulayya",1998,"Mohan Babu","Nimmala Shankar",
sri-sita-ramula-kalyanam-chootamu-raarandi-1998,"Sri Sita Ramula Kalyanam Chootamu Raarandi",1998,"Akkineni Nageswara Rao","Y. V. S. Chowdary",
sri-sitaramula-kalyanam-chutamu-rarandi-1998,"Sri Sitaramula Kalyanam Chutamu Rarandi",1998,"Akkineni Nageswara Rao","Y. V. S. Chowdary",
srimathi-vellostha-1998,"Srimathi Vellostha",1998,"Jagapathi Babu","Kodi Ramakrishna",
subhalekhalu-1998,"Subhalekhalu",1998,"Jagapathi Babu","Muthyala Subbaiah",
subhavartha-1998,"Subhavartha",1998,"Suresh","Krishna Vijay",
suryudu-1998,"Suryudu",1998,"Vijayakanth","Muthyala Subbaiah",
ulta-palta-1998,"Ulta Palta",1998,"Jagapathi Babu","Venky",
unnidathil-ennai-koduthen-1998,"Unnidathil Ennai Koduthen",1998,"Karthik Muthuraman","Vikraman",
vaibhavam-1998,"Vaibhavam",1998,"Krishna","A. Kodandarami Reddy",
vareva-moguda-1998,"Vareva Moguda",1998,"Krishna","S. V. Krishna Reddy",
w-o-v-vara-prasad-1998,"W/o V. Vara Prasad",1998,"Vineeth","Vamsi",
wo-vvaraprasad-1998,"W/O V.Varaprasad",1998,"Vineeth Radhakrishnan","Vamsi",
yuvaratna-raana-1998,"Yuvaratna Raana",1998,"Nandamuri Balakrishna","A. Kodandarami Reddy",
zakhm-1998,"Zakhm",1998,"Ajay Devgn","Mahesh Bhatt",
zulm-o-sitam-1998,"Zulm-O-Sitam",1998,"Arjun Sarja","K. C. Bokadia",
pattukondi-chuddam-1997,"| Pattukondi Chuddam",1997,"Jagapathi Babu","Sarath",
aahvaanam-1997,"Aahvaanam",1997,"Srikanth","S. V. Krishna Reddy",
aahwanam-1997,"Aahwanam",1997,"Srikanth","S. V. Krishna Reddy",
aaro-pranam-1997,"Aaro Pranam",1997,"Vineeth","Veeru K.",
abbayi-gari-pelli-1997,"Abbayi Gari Pelli",1997,"Suman","Sarath",
adhirindhi-guru-1997,"Adhirindhi Guru",1997,"Krishna","Sagar",
adimai-changili-1997,"Adimai Changili",1997,"Arjun Sarja","R K Selvamani",
anaganaga-oka-roju-1997,"Anaganaga Oka Roju",1997,"Urmila Matondkar","Ram Gopal Varma",
annamayya-1997,"Annamayya",1997,"Akkineni Nagarjuna","K. Raghavendra Rao",
bala-ramayanam-1997,"Bala Ramayanam",1997,"Jr. N. T. Rama Rao","Gunasekhar",
bobbili-dora-1997,"Bobbili Dora",1997,"Krishna","Sagar",
chilakkottudu-1997,"Chilakkottudu",1997,"Rajendra Prasad","E. V. V. Satyanarayana",
chinnabbayi-1997,"Chinnabbayi",1997,"Daggubati Venkatesh","K. Viswanath",
collector-garu-1997,"Collector Garu",1997,"Mohan Babu","B. Gopal",
devudu-1997,"Devudu",1997,"Nandamuri Balakrishna","Ravi Raja Pinisetty",
dongaata-1997,"Dongaata",1997,"Jagapathi Babu","Kodi Ramakrishna",
egire-paavurama-1997,"Egire Paavurama",1997,"Srikanth","S. V. Krishna Reddy",
encounter-1997,"Encounter",1997,"Krishna","Redge Mahaffey",
gokulamlo-seeta-1997,"Gokulamlo Seeta",1997,"Pawan Kalyan","Muthyala Subbaiah",
gokulamlo-seetha-1997,"Gokulamlo Seetha",1997,"Pawan Kalyan","Muthyala Subbaiah",
gundagardi-1997,"Gundagardi",1997,"Aditya Pancholi","V. Sai Prasad",
hitler-1997,"Hitler",1997,"Chiranjeevi","Muthyala Subbaiah",
jai-bajarangabhali-1997,"Jai Bajarangabhali",1997,"Akkineni Nagarjuna","Kodi Ramakrishna",
jeevan-yudh-1997,"Jeevan Yudh",1997,"Jaya Prada","Partho Ghosh",
judaai-1997,"Judaai",1997,"Anil Kapoor","Raj Kanwar",
judaai-1998,"Judaai",1997,"Anil Kapoor","Raj Kanwar",
kaun-sachcha-kaun-jhootha-1997,"Kaun Sachcha Kaun Jhootha",1997,"Rishi Kapoor","Partho Ghosh",
korukunna-priyudu-1997,"Korukunna Priyudu",1997,"Vineeth","K. Vasu",
kurralla-rajyam-1997,"Kurralla Rajyam",1997,"Ali","Kadambari Kirankumar",
maa-ayana-bangaram-1997,"Maa Ayana Bangaram",1997,"Dr. Rajasekhar","A. Mohan Gandhi",
maa-nanna-ki-pelli-1997,"Maa Nanna Ki Pelli",1997,"Krishnam Raju","E. V. V. Satyanarayana",
maa-nannaku-pelli-1997,"Maa Nannaku Pelli",1997,"Krishnam Raju","E. V. V. Satyanarayana",
mama-bagunnava-1997,"Mama Bagunnava",1997,"Rajendra Prasad","Kodi Ramakrishna",
master-1997,"Master",1997,"Chiranjeevi","Suresh Krissna",
muddula-mogudu-1997,"Muddula Mogudu",1997,"Nandamuri Balakrishna","Kodi Ramakrishna",
omkaram-1997,"Omkaram",1997,"Raja Sekhar","Upendra",
one-small-word-1997,"One Small Word",1997,"Jagapathi Babu","Muthyala Subbaiah",
osey-ramulamma-1997,"Osey Ramulamma",1997,"Vijayashanti","Dasari Narayana Rao",
peddannayya-1997,"Peddannayya",1997,"Nandamuri Balakrishna","Muthyala Subbaiah",
pelli-1997,"Pelli",1997,"Vadde Naveen","Muthyala Subbaiah",
pelli-chesukundaam-1997,"Pelli Chesukundaam",1997,"Vineeth","Muthyala Subbaiah",
pelli-chesukundam-1997,"Pelli Chesukundam",1997,"Daggubati Venkatesh","Muthyala Subbaiah",
pelli-pandiri-1997,"Pelli Pandiri",1997,"Babloo Prithviraj","Kodi Ramakrishna",
priya-o-priya-1997,"Priya O Priya",1997,"Vadde Naveen","Muppulaneni Shiva",
priyaraagalu-1997,"Priyaraagalu",1997,"Jagapathi Babu","A. Kodandarami Reddy",
priyaragalu-1997,"Priyaragalu",1997,"Jagapathi Babu","Muppalaneni Shiva",
ratchagan-1997,"Ratchagan",1997,"Akkineni Nagarjuna","Praveen Gandhi",
rowdy-durbar-1997,"Rowdy Durbar",1997,"Sai Kumar","Dasari Narayana Rao",
rukmini-1997,"Rukmini",1997,"Vineeth","Ravi Raja Pinisetty and starring Vineeth and Preetha Vijayakumar",
sindhooram-1997,"Sindhooram",1997,"Brahmaji","Pasupuleti Krishna Vamsi",
subhakankshalu-1997,"Subhakankshalu",1997,"Jagapathi Babu","Bhimaneni Srinivasa Rao",
super-heroes-1997,"Super Heroes",1997,"Brahmanandam","Amanchi Venkata Subrahmanyam",
surya-putrulu-1997,"Surya Putrulu",1997,"Mammootty","Uma Maheswara Rao",
taraka-ramudu-1997,"Taraka Ramudu",1997,"Brahmanandam","R. V. Udayakumar",
thaali-1997,"Thaali",1997,"Kota Srinivasa Rao","E. V. V. Satyanarayana",
thadayam-1997,"Thadayam",1997,"Vijayashanti","Ramesh Balakrishnan",
ugadi-1997,"Ugadi",1997,"Srikanth","S V Krishna Reddy",
veedevadandi-babu-1997,"Veedevadandi Babu",1997,"Hans Holt","Karl Hartl",
adirindi-alludu-1996,"Adirindi Alludu",1996,"Mohan Babu","E. V. V. Satyanarayana",
akka-bagunnava-1996,"Akka! Bagunnava?",1996,"Naresh","Jandhyala",
akkada-ammayi-ikkada-abbayi-1996,"Akkada Ammayi Ikkada Abbayi",1996,"Pawan Kalyan","E. V. V. Satyanarayana",
akkum-bakkum-1996,"Akkum Bakkum",1996,"Krishna","Ram Gopal Varma",
amma-ammani-choodalanivundi-1996,"Amma Ammani Choodalanivundi",1996,"Vinod Kumar","Sagar",
army-1996,"Army",1996,"Shah Rukh Khan","Raam Shetty",
best-actress-1996,"Best Actress",1996,"Soundarya","Harvey Frost",
bombay-priyudu-1996,"Bombay Priyudu",1996,"J.D. Chakravarthy","K. Raghavendra Rao",
devaraagam-1996,"Devaraagam",1996,"Sridevi","Bharathan",
deyyam-1996,"Deyyam",1996,"J. D. Chakravarthi","Ram Gopal Varma",
drohi-1996,"Drohi",1996,"Kamal Haasan","Ram Gopal Varma",
family-1996,"Family",1996,"Hiroshi Matsunaga","Toshiki Sato",
gulabi-1996,"Gulabi",1996,"Jagapathi Babu","Krishna Vamsi",
gunshot-1996,"Gunshot",1996,"Ali","S. V. Krishna Reddy",
intlo-illalu-vantintlo-priyuralu-1996,"Intlo Illalu Vantintlo Priyuralu",1996,"Daggubati Venkatesh","E. V. V. Satyanarayana",
jabilamma-pelli-1996,"Jabilamma Pelli",1996,"Jagapathi Babu","A. Kodandarami Reddy",
jagadeka-veerudu-1996,"Jagadeka Veerudu",1996,"Krishna","Sagar",
ladies-doctor-1996,"Ladies Doctor",1996,"Renzo Montagnani","Joe D'Amato",
maa-aavida-collector-1996,"Maa Aavida Collector",1996,"Jagapathi Babu","Kodi Ramakrishna",
maavichiguru-1996,"Maavichiguru",1996,"Ali","S. V. Krishna Reddy",
merupu-1996,"Merupu",1996,"Brahmanandam","Gopichand Nadella",
mr-bechara-1996,"Mr. Bechara",1996,"Anil Kapoor","K. Bhagyaraj",
mrugam-1996,"Mrugam",1996,"J. D. Chakravarthi","Rudraraju Suresh Varma",
mummy-mee-aayanochadu-1996,"Mummy Mee Aayanochadu",1996,"Rajendra Prasad","K. Raghavendra Rao",
naidugaari-kutumbam-1996,"Naidugaari Kutumbam",1996,"Krishnam Raju","Boyina Subba Rao",
ninne-pelladata-1996,"Ninne Pelladata",1996,"Akkineni Nagarjuna","Krishna Vamsi",
ooha-1996,"Ooha",1996,"Srikanth","S. V. Krishna Reddy",
pavithra-bandham-1996,"Pavithra Bandham",1996,"Daggubati Venkatesh","Muthyala Subbaiah",
pellala-rajyam-1996,"Pellala Rajyam",1996,"Krishna","S. V. Krishna Reddy",
pelli-sandadi-1996,"Pelli Sandadi",1996,"Srikanth","K Raghavendra Rao",
pittala-dora-1996,"Pittala Dora",1996,"Srikanth","Kodi Ramakrishna",
puttinti-gowravam-1996,"Puttinti Gowravam",1996,"Krishna","K. Vasu",
ramayanam-1996,"Ramayanam",1996,"N. T. Rama Rao Jr.","Gunasekhar",
ramudochadu-1996,"Ramudochadu",1996,"Akkineni Nagarjuna","A. Kodandarami Reddy",
rayudugaru-nayudugaru-1996,"Rayudugaru Nayudugaru",1996,"Akkineni Nageswara Rao","Dasari Narayana Rao",
sampradayam-1996,"Sampradayam",1996,"Krishna","S. V. Krishna Reddy",
sarada-bullodu-1996,"Sarada Bullodu",1996,"Daggubati Venkatesh","Ravi Raja Pinisetty",
senathipathi-1996,"Senathipathi",1996,"Sathyaraj","M. Rathnakumar",
sri-krishnarjuna-vijayam-1996,"Sri Krishnarjuna Vijayam",1996,"Nandamuri Balakrishna","Singeetam Srinivasa Rao",
srikaram-1996,"Srikaram",1996,"Jagapathi Babu","Muthyala Subbaiah",
vamsanikokkadu-1996,"Vamsanikokkadu",1996,"Nandamuri Balakrishna","Sarath",
vinodam-1996,"Vinodam",1996,"Srikanth","S. V. Krishna Reddy",
vinodham-1996,"Vinodham",1996,"Srikanth","S. V. Krishna Reddy",
yuvathurki-1996,"Yuvathurki",1996,"Vijayashanti","Bhadran",
aadaalla-majaka-1995,"Aadaalla Majaka",1995,"Vikram","Muthyala Subbaiah",
aayanaki-iddaru-1995,"Aayanaki Iddaru",1995,"Jagapathi Babu","E. V. V. Satyanarayana",
adavi-dora-1995,"Adavi Dora",1995,"Sobhan Babu","K. Raghavendra Rao",
alluda-majaka-1995,"Alluda Majaka",1995,"Chiranjeevi","E. V. V. Satyanarayana",
amma-donga-1995,"Amma Donga!",1995,"Krishna","Sagar",
ammoru-1995,"Ammoru",1995,"Soundarya","Kodi Ramakrishna",
asuran-1995,"Asuran",1995,"C. Arun Pandian","Velu Prabhakaran",
aunty-1995,"Aunty",1995,"Jayasudha","Mouli",
bhale-bullodu-1995,"Bhale Bullodu",1995,"Allu Rama Lingaiah","Sarath",
bharata-simham-1995,"Bharata Simham",1995,"Krishna","Sagar",
big-boss-1995,"Big Boss",1995,"Chiranjeevi","Vijaya Bapineedu",
chilakapacha-kapuram-1995,"Chilakapacha Kapuram",1995,"Jagapathi Babu","Kodi Ramakrishna",
chilakapachcha-kaapuram-1995,"Chilakapachcha Kaapuram",1995,"Jagapathi Babu","E. V. V. Satyanarayana",
dear-brother-1995,"Dear Brother",1995,"Krishna","S. S. Ravichandra",
gharana-bullodu-1995,"Gharana Bullodu",1995,"Akkineni Nagarjuna","K. Raghavendra Rao",
ghatothkachudu-1995,"Ghatothkachudu",1995,"Ali Basha","S. V. Krishna Reddy",
ghatotkachudu-1995,"Ghatotkachudu",1995,"Sarath Babu","S. V. Krishna Reddy",
god-father-1995,"God Father",1995,"Rajkiran","K. Rajeshwar Rao",
gulabi-1995,"Gulabi",1995,"J. D. Chakravarthi","Pasupuleti Krishna Vamsi",
himapatha-1995,"Himapatha",1995,"Vishnuvardhan","S V Rajendra Singh Babu",
ketu-duplicate-1995,"Ketu Duplicate",1995,"Srikanth","Relangi Narasimha Rao",
ketu-duplicatu-1995,"Ketu Duplicatu",1995,"Rajendra Prasad","Relangi Narasimha Rao",
lingababu-love-story-1995,"Lingababu Love Story",1995,"Rajendra Prasad","Vamsi",
maatho-pettukoku-1995,"Maatho Pettukoku",1995,"Nandamuri Balakrishna","A. Kodandarami Reddy",
maato-pettukoku-1995,"Maato Pettukoku",1995,"Nandamuri Balakrishna","A. Kodandarami Reddy",
maidan-e-jung-1995,"Maidan-E-Jung",1995,"Akshay Kumar","K. C. Bokadia",
makkal-aatchi-1995,"Makkal Aatchi",1995,"Mammootty","R K Selvamani",
money-money-1995,"Money Money",1995,"JD Chakravarthy","Siva Nageswara Rao",
mounam-1995,"Mounam",1995,"Charuhasan","C. Umamaheswara Rao",
muthu-kaalai-1995,"Muthu Kaalai",1995,"Karthik Muthuraman","Gokula Krishnan",
nirantharam-1995,"Nirantharam",1995,"Suman","Sivanage Gowda",
orey-rikshaw-1995,"Orey Rikshaw",1995,"R. Narayana Murthy","Dasari Narayana Rao",
paappi-devataa-1995,"Paappi Devataa",1995,"Dharmendra","Harmesh Malhotra",
pedarayudu-1995,"Pedarayudu",1995,"Mohan Babu","Ravi Raja Pinisetty",
pelli-sandadi-1995,"Pelli Sandadi",1995,"Suthivelu","K. Raghavendra Rao",
pokiri-raja-1995,"Pokiri Raja",1995,"Daggubati Venkatesh","A. Kodandarami Reddy",
punya-bhoomi-naa-desam-1995,"Punya Bhoomi Naa Desam",1995,"Mohan Babu","A. Kodandarami Reddy",
raja-simham-1995,"Raja Simham",1995,"Rajasekhar","K. Raghavendra Rao",
rambantu-1995,"Rambantu",1995,"Rajendra Prasad","Bavu",
real-hero-1995,"Real Hero",1995,"Krishna","S. S. Ravichandra",
rikshavodu-1995,"Rikshavodu",1995,"Chiranjeevi","Kodi Ramakrishna",
sankalpam-1995,"Sankalpam",1995,"Jagapathi Babu","A. M. Rathnam",
sisindri-1995,"Sisindri",1995,"Akkineni Nagarjuna","Singeetam Srinivasa Rao",
sogasu-chuda-taramaa-1995,"Sogasu Chuda Taramaa",1995,"Indraja","Gunasekhar",
stri-1995,"Stri",1995,"Rohini","K. S. Sethumadhavan",
subhamastu-1995,"Subhamastu",1995,"Jagapathi Babu","Krishna Vamsi",
super-mogudu-1995,"Super Mogudu",1995,"Krishna","Krishna",
taj-mahal-1995,"Taj Mahal",1995,"Brahmanandam","Muppalaneni Shiva",
telugu-veera-levara-1995,"Telugu Veera Levara",1995,"Krishna","E. V. V. Satyanarayana",
vaddu-bava-tappu-1995,"Vaddu Bava Tappu",1995,"Rajendra Prasad","K. Ajay Kumar",
vaddu-bava-thappu-1995,"Vaddu Bava Thappu",1995,"Rajendra Prasad","K. Ajay Kumar",
vajram-1995,"Vajram",1995,"Nagarjuna Akkineni","S. V. Krishna Reddy",
veer-1995,"Veer",1995,"Jaya Prada","Kanti Shah",
aame-1994,"Aame",1994,"Srikanth","E. V. V. Satyanarayana",
aavesam-1994,"Aavesam",1994,"Srikanth","Kodi Ramakrishna",
allari-premikudu-1994,"Allari Premikudu",1994,"Jagapathi Babu","A. Kodandarami Reddy",
allarodu-1994,"Allarodu",1994,"Rajendra Prasad","K. Ajay Kumar",
ammayi-kapuram-1994,"Ammayi Kapuram",1994,"Sarath Kumar","Muthyala Subbaiah",
angarakshakudu-1994,"Angarakshakudu",1994,"Rajasekhar","A. Kodandarami Reddy",
anna-1994,"Anna",1994,"Brahmanandam","Muthyala Subbaiah",
athiradi-padai-1994,"Athiradi Padai",1994,"Rahman","R. K. Selvamani",
bhairava-dweepam-1994,"Bhairava Dweepam",1994,"Nandamuri Balakrishna","Singeetam Srinivasa Rao",
bhale-mavayya-1994,"Bhale Mavayya",1994,"Suman Talwar","Sadasiva Rao",
bhale-pellam-1994,"Bhale Pellam",1994,"Brahmanandam","Kranthi Kumar",
bramhachari-mogudu-1994,"Bramhachari Mogudu",1994,"Rajendra Prasad","Relangi Narasimha Rao",
captain-1994,"Captain",1994,"R. Sarathkumar","A. Kodandarami Reddy",
chaand-kaa-tukdaa-1994,"Chaand Kaa Tukdaa",1994,"Salman Khan","Saawan Kumar Tak",
chauraha-1994,"Chauraha",1994,"Jeetendra","Sadaqat Hussein",
criminal-1994,"Criminal",1994,"Akkineni Nagarjuna","Mahesh Bhatt",
doragariki-donga-pellam-1994,"Doragariki Donga Pellam",1994,"Krishna","S. S. Ravichandra",
erra-sainyam-1994,"Erra Sainyam",1994,"Vijayshanthi","Ravi Raja Pinisetty",
gandeevam-1994,"Gandeevam",1994,"Nandamuri Balakrishna","Priyadarshan",
gangmaster-1994,"Gangmaster",1994,"Dr. Rajasekhar","B. Gopal",
gharana-alludu-1994,"Gharana Alludu",1994,"Krishna","Muthyala Subbaiah",
govinda-govinda-1994,"Govinda Govinda",1994,"Nagarjuna Akkineni","Ram Gopal Varma",
indhu-1994,"Indhu",1994,"R. Sarathkumar","",
insaniyat-1994,"Insaniyat",1994,"Jaya Prada","Tony Juneja",
jailor-gaari-abbayi-1994,"Jailor Gaari Abbayi",1994,"Krishnam Raju","Sarath Babu",
kishkinda-kaanda-1994,"Kishkinda Kaanda",1994,"Anand","T. Prabhakar",
kishkindha-kanda-1994,"Kishkindha Kanda",1994,"Brahmanandam","T. Prabhakar",
laadla-1995,"Laadla",1994,"Anil Kapoor","Raj Kanwar",
laadla-1994,"Laadla",1994,"Anil Kapoor","Raj Kanwar",
lucky-chance-1994,"Lucky Chance",1994,"Rajendra Prasad","Siva Nageshwara Rao",
m-dharmaraju-ma-1994,"M Dharmaraju M.A.",1994,"Mohan Babu","Ravi Raja Pinisetty",
maa-voori-maaraju-1994,"Maa Voori Maaraju",1994,"Arjun","Kodi Ramakrishna",
madam-1994,"Madam",1994,"Nagesh","Singeetam Srinivasa Rao",
maga-rayudu-1994,"Maga Rayudu",1994,"Kota Srinivasa Rao","E. V. V. Satyanarayana",
muddula-priyudu-1994,"Muddula Priyudu",1994,"Ramya Krishnan","K. Raghavendra Rao",
mugguru-monagallu-1994,"Mugguru Monagallu",1994,"Chiranjeevi","K. Raghavendra Rao",
neeku-16-naaku-18-1994,"Neeku 16 Naaku 18",1994,"Amulya","Vamsi",
palnati-pourusham-1994,"Palnati Pourusham",1994,"Krishna","Muthyala Subbaiah",
pelli-koduku-1994,"Pelli Koduku",1994,"Naresh","Kodi Ramakrishna",
police-alludu-1994,"Police Alludu",1994,"Krishna","S. S. Ravichandra",
prema-and-co-1994,"Prema & Co.",1994,"Naresh","Vamsi",
raitu-bharatam-1994,"Raitu Bharatam",1994,"Krishna","Tripuraneni Chittibabu",
s-p-parasuram-1994,"S. P. Parasuram",1994,"Chiranjeevi","Ravi Raja Pinisetty",
sp-parasuram-1994,"S.P. Parasuram",1994,"Chiranjeevi","Ravi Raja Pinisetty",
subhalagnam-1994,"Subhalagnam",1994,"Aamani","S. V. Krishna Reddy",
super-police-1994,"Super Police",1994,"Daggubati Venkatesh","K. Murali Mohana Rao",
teerpu-1994,"Teerpu",1994,"Akkineni Nageswara Rao","Uppalapati Narayana Rao",
yes-nenante-nene-1994,"Yes Nenante Nene",1994,"Krishna","S. S. Ravichandra",
aadarsham-1993,"Aadarsham",1993,"Santhakumari","H. V. Babu",
aagraham-1993,"Aagraham",1993,"Dr. Rajasekhar","K. S. Ravi",
aasayam-1993,"Aasayam",1993,"Jagapathi Babu","Mohana Gandhi",
