"Actor","Wikipedia Title","Wikipedia Year","Role","Verification Status","DB Title (EN)","DB Title (TE)","DB Year","Match Score","DB Movie ID","Action Required"
"madhavi","Lashkar","1989","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Zakham","1989","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Nafrat Ki Aandhi","1989","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Sheshnaag","1990","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Swarg","1990","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Agneekaal","1990","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Sarphira","1992","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Jigar","1992","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Khudai","1994","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Enga Ooru Kannagi","1981","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Neethi Devan Mayakkam","1982","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Sattam","1983","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Thambikku Entha Ooru","1984","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Kaakki Sattai","1985","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Viduthalai","1986","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Athisaya Piravi","1990","Guest appearance (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Garjane","1981","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Haalu Jenu","1982","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Onde Guri","1983","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Chanakya","1984","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Bhagyada Lakshmi Baramma","1986","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Shruthi Seridaaga","1987","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Ramanna Shamanna","1988","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Jeevana Chaitra","1992","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Aakasmika","1993","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"madhavi","Odahuttidavaru","1994","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"mohan babu","Ardhangi","1977","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"mohan babu","Adavi Donga","1985","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"mohan babu","Sri","2005","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"mohan babu","Saleem","2009","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"mohan babu","Annan Oru Koyil","1977","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"mohan babu","Thai Meethu Sathiyam","1978","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"mohan babu","Annai Oru Aalayam","1979","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"mohan babu","Natchathiram","1980","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"mohan babu","Garjanai","1981","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pawan kalyan","Puli","2010","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pawan kalyan","Hari Hara Veera Mallu: Part 1","2025","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prabhu deva","Prarambha","2007","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prabhu deva","Theal","2022","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prabhu deva","Agni Natchathiram","1988","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prabhu deva","Singh Is Bliing","2015","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Mithileya Seetheyaru","1988","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Muthina Haara","1990","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Harakeya Kuri","1993","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Duet","1994","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Kalki","1996","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Paramasivan","2006","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Bheemaa","2008","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Janani","2010","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Prarthane","2012","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","N. T. R.","2019","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Clap","2022","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Guddada Bhootha","1995","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Sahana","2003","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Neengalum Vellalam Oru Kodi","2013","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Ekam","2024","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Apoorva","2016","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Dhaya","2002","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Azhagiya Theeye","2004","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Kanda Naal Mudhal","2005","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Poi","2006","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Velli Thirai","2008","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Inidhu Inidhu","2010","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Mayilu","2012","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Un Samayal Arayil","2014","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Manavoori Ramayanam / Idolle Ramayana","2016","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"prakash raj","Tadka","2022","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pushpavalli","Sansar","1951","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pushpavalli","Velaikari Magal","1953","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pushpavalli","Bahut Din Huwe","1954","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pushpavalli","Petra Manam","1960","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pushpavalli","Amarashilpi Jakanachari","1964","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pushpavalli","Sirpiyin Selvan","1964","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pushpavalli","Vaazhkai Padagu","1965","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"pushpavalli","Bhoolokamlo Yamalokham","1966","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"raasi","Kondattam","1998","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"raasi","Suyetchai MLA","2006","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"raasi","Onbadhule Guru","2013","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"raasi","Vaalu","2015","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rajendra prasad","Samsaram Oka Chadarangam","1987","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rajendra prasad","Chinni Chinni Aasa","1999","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rajendra prasad","Top Rankers","2015","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rajendra prasad","Oo Pe Ku Ha","2018","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rajendra prasad","Nandu","1981","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rajendra prasad","Vasuke","1997","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rajendra prasad","Nadigai","2008","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Uzhavan","1993","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Ullathai Allitha","1996","Debut Lead role (Lead)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Ninaithen Vandhai","1998","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Endrendrum Kadhal","1999","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Sudhandhiram","2000","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Military","2003","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Thilak","2004","Cameo appearance in song """"Izhutha Izhuthu"" (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Sukran","2005","Cameo appearance in song """"Saathikadi"" (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Oru Kadhalan Oru Kadhali","2009","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Pen Singam","2010","Extended Cameo (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Jallaad","1995","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Jurmana","1996","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Qahar","1997","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Gharwali Baharwali","1998","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Krodh","2000","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Kyo Kii... Main Jhuth Nahin Bolta","2001","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Jaani Dushman: Ek Anokhi Kahani","2002","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Server Somanna","1993","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","O Premave","1999","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Baava Baamaida","2001","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Sahukara","2004","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Pandu Ranga Vittala","2005","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Gandugali Kumara Rama","2006","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Anatharu","2007","Cameo (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Sargam","1992","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Sidhartha","1998","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Chronic Bachelor","2003","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Mayilattam","2004","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Kochi Rajavu","2005","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Payum Puli","2007","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Kabadi Kabadi","2008","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Refugee","2006","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Dhee Ultimate Dance Show","2011","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rambha","Kings of Comedy Juniors","2017","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"ravi teja","Sambho Siva Sambho","2010","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"ravi teja","Awe","2018","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"ravi teja","Mahaveerudu","2023","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"rohit","RAM (Rapid Action Mission)","2024","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Pattina Pravesam","1977","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Nizhal Nijamagiradhu","1978","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Nadhiyai Thedi Vandha Kadal","1980","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Manjeera Nadam","1991","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Naangal","1992","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Vedan","1993","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Mahaprabhu","1996","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Uyirodu Uyiraga","1998","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Janumadatha","1999","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Anbu","2003","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Arul","2004","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Kalvanin Kadhali","2006","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Velli Thirai","2008","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Namyajamanru","2009","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Ilaignan","2011","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","AK 56","2012","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Ramanujan","2013","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Vasantha Mullai","2023","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Nandu","1981","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Penn","1991","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Rajakumari","2013","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sarath babu","Mannan Magal","2014","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"satyanarayana","Repati Rowdy","1993","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"satyanarayana","Yamagola Malli Modalayindi","2007","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"satyanarayana","Periyar","2007","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Iddaru Mitrulu","1961","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Suprabhatam","1976","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Adavi Donga","1985","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Amma Rajinama","1991","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Mother India","1992","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Inapraavugal","1966","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Kavalam Chundan","1967","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Karthika","1968","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Nadi","1969","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Ammayenna Sthree","1970","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Inqulab Zindabbad","1971","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Theerthayathra","1972","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Veendum Prabhatham","1973","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Raagam","1975","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Paalkkadal","1976","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Nurayum Pathayum","1977","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Mannu","1978","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Akalangalil Abhayam","1980","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Elippathayam","1982","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Lekhayude Maranam Oru Flashback","1983","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Oru Minnaminunginte Nurunguvettam","1987","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Kashmeeram","1994","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Mazhathullikkilukkam","2002","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Rappakal","2005","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Kalikaalam","2012","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Ammakkoru Tharattu","2015","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Kunkhumam","1963","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Arunagirinathar","1964","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Thulabaram","1969","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Gnana Oli","1972","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Ninaithadhai Mudippavan","1975","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Sarithira Nayagan","1984","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Samaj Ko Badal Dalo","1970","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Agni Rekha","1973","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Sabse Bada Mawali","1996","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Yaar Meri Zindagi","2008","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sharada","Maathu Tappada Maga","1978","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Muqadar","1996","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Kondattam","1998","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Pop Carn","2003","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Kichaa Vayasu 16","2005","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Heart Beats","2007","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","TN-07 AL 4777","2009","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Trisha Illana Nayanthara","2015","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Karai Oram","2016","Guest appearance (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Koditta Idangalai Nirappuga","2017","Guest appearance (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Odu Raja Odu","2018","Cameo appearance (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Paava Kadhaigal","2020","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Gulmohar","2023","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Superhit Muqabla","1995","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"simran","Citadel: Honey Bunny","2024","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sobhan babu","Bhaktha Sabari","1960","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sridevi","Thirumangalyam","1974","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sridevi","Guru","1980","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sridevi","Abhinandanam","1976","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sridevi","Naalumanippookkal","1978","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sumanth","Malli Raava","2017","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sunil","Balu ABCDEFG","2005","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sunil","Thiru Ranga","2007","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sunil","Turbo","2024","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"sunil","Bigg Boss 2","2017","Guest appearance (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"sunil","AIR: All India Rankers","2025","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"tarun","Meera","1992","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"tarun","Vijayaramaraju","2000","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"tarun","Anukoni Athidhi","2020","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"varun sandesh","Nuvvu Thopu Raa","2019","Cameo appearance&#91;21&#93; (Cameo)","❌ TRULY MISSING","","","","","","Create movie entry"
"venu","Bahumati","2007","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"venu","Ramachari","2013","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"vishnu","Saleem","2009","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
"vishnu","Chadarangam","2020","Actor (Supporting)","❌ TRULY MISSING","","","","","","Create movie entry"
