Movie ID,Title,Year,Slug,Category,Issue,Severity,Current Value,Suggested Action
75db7c4e-2e7e-433c-9f5d-f754745ed68d,"Vishwambhara",2026,"vishwambhara-2026","Missing Ratings","Released movie missing both our_rating and avg_rating",high,"our_rating: null, avg_rating: null","Add rating from IMDB/TMDB or editorial review"
54287aed-6c3d-4830-a9ed-313a280fc6d9,"Nilakanta",2026,"nilakanta-2026","Missing Ratings","Released movie missing both our_rating and avg_rating",high,"our_rating: null, avg_rating: null","Add rating from IMDB/TMDB or editorial review"
8042d1e0-d7e3-49c0-9fc7-0da889149268,"Rao Bahadur",2026,"rao-bahadur-2026","Missing Ratings","Released movie missing both our_rating and avg_rating",high,"our_rating: null, avg_rating: null","Add rating from IMDB/TMDB or editorial review"
84112922-551f-4230-95e0-6f385dbf4eaa,"The Paradise",2026,"the-paradise-2026","Missing Ratings","Released movie missing both our_rating and avg_rating",high,"our_rating: null, avg_rating: null","Add rating from IMDB/TMDB or editorial review"
d2c63a4e-510f-4bc9-bd85-3e726dc7f65c,"Rowdy Janardhana",2026,"rowdy-janardhana-2026","Missing Ratings","Released movie missing both our_rating and avg_rating",high,"our_rating: null, avg_rating: null","Add rating from IMDB/TMDB or editorial review"
e1494711-939a-41cc-80eb-22e424846d6b,"Itllu Arjuna",2026,"itllu-arjuna-2026","Missing Ratings","Released movie missing both our_rating and avg_rating",high,"our_rating: null, avg_rating: null","Add rating from IMDB/TMDB or editorial review"
3b702788-7c60-4459-a9d7-1f616bc67a46,"Honey",2026,"honey-2026","Missing Ratings","Released movie missing both our_rating and avg_rating",high,"our_rating: null, avg_rating: null","Add rating from IMDB/TMDB or editorial review"
8792dce3-2f1e-400d-86a7-1f43a46844e6,"F1",2025,"f1-2025","Suspicious Title","Title is very short or unusual: ""F1""",medium,"F1","Verify title is correct (may be legitimate like ""F1"", ""83"", ""Ui"")"
d097e594-ee10-4c0b-9fbd-a28925935a4f,"83",2021,"83-2021","Suspicious Title","Title is very short or unusual: ""83""",medium,"83","Verify title is correct (may be legitimate like ""F1"", ""83"", ""Ui"")"
0438cb34-c8e5-4207-af95-3ca8b53f0640,"Ui",2024,"ui-2024","Suspicious Title","Title is very short or unusual: ""Ui""",medium,"Ui","Verify title is correct (may be legitimate like ""F1"", ""83"", ""Ui"")"
b9cbdc87-a602-4185-aed0-e3bfeef13ee7,"2018",2023,"2018-2023","Suspicious Title","Title is very short or unusual: ""2018""",medium,"2018","Verify title is correct (may be legitimate like ""F1"", ""83"", ""Ui"")"
68b76cbe-5dd4-411a-8373-69ba909cecb0,"O Amma Katha",1981,"o-amma-katha-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
5cdec616-5775-4b4a-9749-dcda84e4d878,"Indian Beauty",2006,"indian-beauty-2006","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b1bd8f44-f6f5-4d18-b523-baa1c5973a29,"Jeevana Ganga",1988,"jeevana-ganga-1988","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
947644cc-0531-427b-a40a-45a33e564baa,"Monagadu Vastunnadu Jagratha",1983,"monagadu-vastunnadu-jagratha-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
ac66122d-0ab5-4d66-a581-5f28d962659e,"Nimajjanam",1979,"nimajjanam-1979","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
74c0b113-bbbe-4c0b-9c1d-fff430aa76bc,"Nijam Nirupista",1972,"nijam-nirupista-1972","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
67b522d8-c3d5-4468-879a-ca56fc735ae6,"Merupu Daadi",1984,"merupu-daadi-1984","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0b4ade97-0e2f-47b2-9eff-f4552ddc630f,"Daughters' Destiny",2007,"daughters-destiny-2007","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
de7c0f9e-4e74-49d1-baed-d154aa001843,"Agni Pravesam",1990,"agni-pravesam-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0a8cd905-ca30-4001-aa83-dea0fb82eb1d,"Bharya Bharthala Sawal",1983,"bharya-bharthala-sawal-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f6880242-fd8d-491d-a59f-7108cc7a4a26,"Annadammulu",1969,"annadammulu-1969","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
03ed5923-c608-48a4-b45d-a628c47b840a,"Kanne Donga",1983,"kanne-donga-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
8fee0247-5ba6-4bf9-9522-b5e0f356d4c1,"Kanthaiyya Kanakaiyya",1983,"kanthaiyya-kanakaiyya-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6e54a5cf-cc83-40fd-bf63-fad0e04fa1ec,"Pachhani Samsaram",1970,"pachhani-samsaram-1970","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d75c4f63-8542-4216-8028-b19a8fd48b48,"Auto Driver",1998,"auto-driver-1998","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
dc1a4c03-99a0-41e4-9572-66a7eda3f0ec,"Debbaku Debba",1983,"debbaku-debba-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2947c764-97bf-4467-b456-a776f342fb4a,"Aadavaallu Meeku Joharlu",1981,"aadavaallu-meeku-joharlu-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
65d6c36c-2148-4174-a485-69ea29b33084,"Manthra Dandam",1985,"manthra-dandam-1985","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
5dc23156-4293-4904-a658-3bc2d6eb8a84,"Amara Sandhesam",1954,"amara-sandhesam-1954","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
678077b4-51fd-4f1f-abdf-4664d05ea5c0,"Bhale Master",1968,"bhale-master-1968","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
62e5801c-7a92-456a-9f71-14646102d69a,"Anna Chellalu",1989,"anna-chellalu-1989","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
bc766693-9002-4bad-9e34-1a89051ffc4b,"Padaharella Ammayi",1986,"padaharella-ammayi-1986","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2c5de571-db37-49d4-b2fa-e6a837484c3f,"Vaali – Sugreeva",1950,"vaali-sugreeva-1950","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
07540f9d-50b5-4fdd-85aa-311dcd9295dc,"Kaboye Alludu",1987,"kaboye-alludu-1987","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2898c6f9-f61a-4c7b-8c61-17cfe585d1ac,"Ramasakkanodu",1999,"ramasakkanodu-1999","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
dbb82d4e-a8f0-4ace-90a8-9e5a7f3f35de,"Preminchi Choodu",1989,"preminchi-choodu-1989","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4ee04841-db53-48e1-af11-3852612bca82,"Kurukshetramlo Sita",1984,"kurukshetramlo-sita-1984","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4a8c511a-dee7-40d4-b8bc-ea0b1ece06b8,"Topi Raja Sweety Roja",1996,"topi-raja-sweety-roja-1996","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0568b95c-b519-4a24-b8fb-d0273df93f48,"Pelli Neeku Sukham Naaku",1992,"pelli-neeku-sukham-naaku-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b49852dc-8dc2-433b-8fa9-a57d807b3f0c,"Doctor Malathi",1982,"doctor-malathi-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
67a6d886-d024-4b27-b4f4-807735380271,"Devadichina Bharta",1968,"devadichina-bharta-1968","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0cf9ff1c-1ec5-46a4-842f-3099c0daf2f3,"Rajasekhar",1990,"rajasekhar-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
ec4030a7-61c9-48c5-bc7c-ab7c4145ad82,"Illanta Sandadi",1982,"illanta-sandadi-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a4070b32-f2db-45f4-9bcf-d030d3445318,"Cinema Vaibhavam",1975,"cinema-vaibhavam-1975","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
816e0677-4fda-4337-8918-aba56b6f55a7,"Yuvraju",1982,"yuvraju-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
8c7460d1-4759-4dc7-9a04-da91dcda177f,"Naga Panchami",1956,"naga-panchami-1956","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
44618a6d-f256-42e8-a5ce-69491d6d38d0,"Ee Charitra Ae Sirato",1982,"ee-charitra-ae-sirato-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
8a24b50a-a00d-401c-a1e6-0751abd6a4cd,"Kaliyuga Dhaivam",1983,"kaliyuga-dhaivam-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4e537c0b-661c-4106-b447-3832eb245c26,"Siddhalingeshwara Mahima",1981,"siddhalingeshwara-mahima-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
5356abfd-e4dc-47e3-8ebc-756818317e70,"Sabadham",1971,"sabadham-1971","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
cf4ca2a7-df42-4c57-9afa-e7d416f53593,"Kathiki Kankanam",1971,"kathiki-kankanam-1971","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
bd2b152e-20d7-401d-82c7-e88f4414c262,"Dharma Vaddi",1982,"dharma-vaddi-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6ee2e1ae-cc15-4232-b56f-7d96df008f02,"Kommineni",1982,"kommineni-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
9c294cb1-923b-496d-953c-6c1117104779,"Varakatnam",1968,"varakatnam-1968","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
67d07825-1d0e-4952-9466-baf70bb2c65a,"Lakshyam",1993,"lakshyam-1993","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f572c796-9859-4e04-8d54-f886ee36846b,"Palle Paduchu",1954,"palle-paduchu-1954","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c446d8b6-0455-46e2-af22-0441c7f6ec91,"Pratigna",1953,"pratigna-1953","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2ebb7c19-7136-4dba-8cbe-073a3c8fa9d0,"Antham Kaadidi Aarambham",1981,"antham-kaadidi-aarambham-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
01a6f455-21ba-4559-be6d-0df444d63a12,"Bhale Mogudu Bhale Pellam",2011,"bhale-mogudu-bhale-pellam-2011","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
ab49db1a-0a05-4a31-9355-a0dd573d2b2e,"Gharana Gangulu",1981,"gharana-gangulu-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
36e180dc-f801-4f13-9305-907dd1a2fa0e,"Jagannadha Rathachakralu",1982,"jagannadha-rathachakralu-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
863ad6f1-6b43-4e86-bd23-84999161ef4b,"Time Pass",2001,"time-pass-2001","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0da16b75-fecb-4550-a817-4ad88c3d3ada,"Prema Natakam",1981,"prema-natakam-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c606502d-cd0b-419c-9db9-7c71dce546ff,"Iddaru Kiladeelu",1983,"iddaru-kiladeelu-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
7817056b-9772-4c19-902e-24723aea1d4d,"Talli Kodukula Anubandham",1982,"talli-kodukula-anubandham-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c873ef3f-bdd5-43b1-a4c2-71714e371faf,"Manithan Maravillai",1961,"manithan-maravillai-1961","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
987e6d65-39f5-4471-bf79-868d1eb9dfae,"Pelli Naati Pramanalu",1959,"pelli-naati-pramanalu-1959","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b93026d5-fa02-48c0-9c04-885bd498bf6b,"Chalakichalu",1982,"devadas-kanakala-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a680e8bf-1c86-46a1-8b7c-0c5b0805e627,"Poongothai",1953,"poongothai-1953","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c81a70d5-e2d6-44e7-81cf-349a24c529c9,"Rachayitri",1984,"rachayitri-1984","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
8749a352-2b8e-4b04-8a30-21b7ded75a91,"Gandhara Golam",1980,"gandhara-golam-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
206229a2-0045-4fb5-9f4d-5e7f1cfd0775,"Mantralaya Raghavendra Vaibhavam",1982,"mantralaya-raghavendra-vaibhavam-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
9b2d0c3f-bbaf-4f49-a7ca-86e36c8cbad7,"Alludu Pattina Bharatam",1980,"alludu-pattina-bharatam-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
ab22a959-7c31-43a8-aa31-5f82dcf5dea6,"Inimai Idho Idho",1980,"inimai-idho-idho-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2e4ffb25-c2a4-4192-8397-8876b9669192,"Athanu",2001,"athanu-2001","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
401f18b1-31b0-4dba-ac90-4f1be7cc7315,"Gayyali Gangamma",1980,"gayyali-gangamma-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
60eb07bb-2a6b-43e7-b2e0-f3cd2586e79c,"Adhrustavanthudu",1980,"adhrustavanthudu-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
84f6df71-8fcd-44da-bbe2-501430656d83,"Best Actress",1996,"best-actress-1996","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
57c4f315-fe39-44a2-8437-9dde11f7aa4b,"Sthri",1973,"sthri-chandra-kala-1973","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
7e309a84-eb89-401a-a14c-bab95c790e18,"Dongalaku Savaal",1979,"dongalaku-savaal-1979","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
68296ecd-20ee-487e-bc6f-d18376c5b3c9,"Yevadabbasommu",1979,"yevadabbasommu-1979","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a30fa63a-22b8-4502-b88d-a0d26944b310,"Bhadrakali",1977,"bhadrakali-1977","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4f2f6f95-2777-404d-b0e5-1082052ee896,"Adhrusta Deepudu",1950,"adhrusta-deepudu-1950","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
bd4cbe8b-6bb6-4d6a-b208-6952b4b00e04,"Dharmangadha",1949,"dharmangadha-1949","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f048fb9c-7a43-4fd0-b86d-37e33ef55d65,"Gurupoornima",1999,"gurupoornima-1999","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
55230f0b-b31d-4693-9187-34afa46e4758,"Doo Doo Basavanna",1978,"doo-doo-basavanna-1978","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2d2300e8-75f4-40fa-9d89-11b728749949,"Karunai Ullam",1978,"karunai-ullam-1978","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
3ace42dd-6b20-430d-9e75-15e2f6d68f55,"Rickshaw Raji",1978,"rickshaw-raji-1978","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
25eadfe9-cf3c-414e-ad30-4ac97938bf98,"Prema Sankellu",1982,"prema-sankellu-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e7b5a9c4-1457-45db-806b-3968e37fe1cb,"Desoddarakudu",1986,"desoddarakudu-1986","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f0b669a6-227e-46c8-bdca-8778aef704d8,"Bangaru Bommalu",1977,"bangaru-bommalu-1977","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0834e984-9278-4ab1-beb1-d48cd103d355,"Vallamai Tharayo",2008,"vallamai-tharayo-2008","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
ab17479a-5c41-46ae-b07e-c5485139caa7,"Naku Pellam Kavali",1987,"naku-pellam-kavali-1987","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
8cf429be-6735-4ba7-8e82-5a40eac497cc,"Palnati Simham",1985,"palnati-simham-1985","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c01266d9-220f-4306-92d7-dc65bc79ab65,"Kalpanaa",1977,"kalpanaa-1977","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
07c71bad-8047-4eba-9caa-8c40d8858701,"Digivachina Devudu",1983,"digivachina-devudu-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
36d8f7d3-0f47-456f-a391-c0e98257bfe4,"Eetharam Manishi",1977,"eetharam-manishi-1977","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6abbe348-9cc3-499e-91df-8ccbd1486d44,"Kala Rathrilo Kanne Pilla",1992,"kala-rathrilo-kanne-pilla-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e3cb9de7-3cee-42d6-8f65-f089dc752bd7,"Khuda Gawah",1992,"khuda-gawah-1992","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2b7361dc-7732-45fb-9239-ba9e9a986231,"Chesina Baasalu",1980,"chesina-baasalu-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0ed47fb8-44be-4e6e-b556-55e1020f092e,"Raju Rani Jocky",1983,"raju-rani-jocky-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d2f8459d-d2f8-4405-812d-7f7b17c966ab,"Abhaddam",2006,"abhaddam-2006","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e6de3691-5881-4bf0-ae6c-d33c8ce238e7,"Annadammula Katha",1975,"annadammula-katha-1975","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a5f73def-8504-49e6-9811-e42605142cac,"Kalyana Mandapam",1971,"kalyana-mandapam-1971","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e5a773e4-fa1a-4261-ac92-e63d2ddbf78c,"Prema Zindabad",1990,"prema-zindabad-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
fb3a5548-9e5f-4959-b2c1-b11f1825401a,"Santanam Soubhagyam",1975,"santanam-soubhagyam-1975","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
84ee87ef-e44f-4aab-9ef8-edde39fbfa81,"Rakthasambandhalu",1975,"rakthasambandhalu-1975","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
7ab427df-f6ab-4b41-9a41-a349a953baac,"Bullemma Sapatham",1975,"bullemma-sapatham-1975","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
f093980c-ab04-44ff-99ea-ac3b2dfed9c4,"Kalyana Veena",1983,"kalyana-veena-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4abb8e60-5978-46f4-8e49-b176190f1efa,"Bairisetty Bhaskara Rao",1982,"bairisetty-bhaskara-rao-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2b3b90fc-de1b-41e9-985c-cf4ef072a2f8,"Thulambaram",1974,"thulambaram-1974","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2f1027b8-6a9a-4df3-81f7-b134c0a2f616,"Desanikokkadu",1983,"desanikokkadu-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
be2de9a1-52b9-4d3e-b424-6e2c7d97647e,"Devi Kanaykumari",1983,"devi-kanaykumari-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
11485c64-4eb3-42be-90ed-457fd91ab343,"Madhura Swapnam",1982,"madhura-swapnam-1982","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
95b6bb73-fbea-46ff-ad93-251787827086,"Hare Krishna Hallo Radha",1980,"hare-krishna-hallo-radha-1980","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
d1ff01ab-8c56-4104-8d8f-49fc29e816cb,"Geeta",1973,"geeta-1973","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
13ab38b6-857f-4989-be0d-212d8f46dc41,"Kaliyuga Sthree",1978,"kaliyuga-sthree-1978","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
b4387f43-8aa1-47ec-bdbb-72e5c891afa8,"Khaidi Kalidasu",1977,"khaidi-kalidasu-1977","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
e7b0cf27-33c7-459f-b708-90c32c84d6ec,"Snehabandam",1973,"snehabandam-1973","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
3604326b-0c6f-4428-a392-c65a4165f3ec,"Lokam Marali (tamil Dub Naangu Suvargal)",1973,"lokam-marali-tamil-dub-naangu-suvargal-1973","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
7b6a7200-aa43-4f0c-8e4e-5d743823a16a,"Manodu",2006,"manodu-2006","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
c5873877-71b9-4613-b622-4352ad9919ab,"Kasi Yatra",1983,"kasi-yatra-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
3363d2b4-2521-41c2-a0f1-bb0ccec396cc,"Janmajanmala Bandham",1977,"janmajanmala-bandham-1977","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2ced2102-12ab-4391-9e5b-40ae526c7b11,"Amma Mata",1972,"amma-mata-1972","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2142390d-8c14-4236-9aae-eb20edaa95cd,"Shri Krishna Pandaviyam",1966,"shri-krishna-pandaviyam-1966","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
1d604c78-6355-4d2d-8e84-8f928e1f3d6c,"Menakodalu",1972,"menakodalu-1972","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6f610c14-1ac7-4d13-81cc-fa32062e79ca,"Kattula Rattayya",1972,"kattula-rattayya-1972","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6f2dcc1f-1e29-45bc-9b0b-00f45c9c510b,"Brahmalokam to Yamalokam via Bhulokam",2010,"brahmalokam-to-yamalokam-via-bhulokam-2010","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
53e148bc-afb8-4f2b-a8d0-ec5d84624991,"Rowdy Rangamma",1978,"rowdy-rangamma-1978","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
7cb76e20-fc7a-4322-afdb-cce858444068,"Naa Pellam Naa Ishtam",1991,"naa-pellam-naa-ishtam-1991","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
3d935380-f812-4e7c-9aea-bf37c2922351,"Pelli Chesi Choopistham",1983,"pelli-chesi-choopistham-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
223a93a2-1d57-4b21-aaf9-8c3e5b830470,"Ammayila Sapatham",1975,"ammayila-sapatham-1975","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
a86711cd-a75b-476f-9c78-1e81335c69a4,"Praja Shakthi",1983,"praja-shakthi-1983","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
2e7c4315-64e9-4f9d-8b69-fbe26f90aac8,"Premante Inte",2006,"premante-inte-2006","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
06506eed-73d6-43dd-af5e-66030ac47b65,"Parvathi Parameshwarulu",1981,"parvathi-parameshwarulu-1981","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
4cd82c33-05f4-41e8-8954-eca2cb7e3c5f,"Police Bharya",1990,"police-bharya-1990","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
0179b3cd-2c7e-4c05-964d-3b189e168285,"Sundara Kanda",2008,"sundara-kanda-2008","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
6dcf4ef0-f5e9-4717-96dd-14513908ce02,"Gopi – Goda Meedha Pilli",2006,"gopi-goda-meedha-pilli-2006","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
500fcf82-76ca-4a65-99a9-89da8e605c60,"Shanti",1952,"shanti-1952","Missing Poster","Missing poster_url (will show placeholder)",low,"","Add poster URL from TMDB or other source"
