"Movie ID","Movie Title","Original Cast Count","Deduplicated Count","Duplicates Removed","Sample Duplicate Names"
"07026582-d9c6-40f4-b3b1-40435c586446","Dagudu Moothalu","2","1","1","Allu"
"2f7c3232-d50c-4824-aacf-b29ad1fc7dcd","Pidugu Ramudu","2","1","1","Allu"
"6ea1aee5-b4c5-4cef-a0f5-8fe9b11a9458","Gopaludu Bhoopaludu","2","1","1","Allu"
"5da7c4fb-1dbf-4db5-a61c-162405647f30","Akka Chellelu","2","1","1","Allu"
"1196ac9f-472a-446a-9f7b-41b8ad8bdb75","Iddaru Ammayilu","2","1","1","Allu"
"bbb0f807-3109-4339-8a28-5ba41a6ed16d","Lawyer Viswanath","2","1","1","Allu"
"c117ac94-47a5-471a-9229-86445f78e36d","Choodalani Vundi","2","1","1","Allu"
"005a86b9-c679-4dc6-b42d-97b81d9828bc","Manasellam","2","1","1","Rajashree"
"66e1c407-a8f3-4397-998b-dec4e76bdf2c","Kaliyuga Pandavulu","2","1","1","Saritha"
"51ef8c68-33a4-4649-89ec-1dba3402cdd1","Kinar","2","1","1","Archana"
"68170acb-420a-442f-9d69-ab3940718b22","Lion","2","1","1","Geetha"
"09b41687-6bbe-41b0-8517-0ca359c82514","Priya","2","1","1","Chandra Mohan"
"b1de5f74-69f6-4846-a695-e22e971aeb06","Murari","12","11","1","Shivaji Raja"
"e07b4c84-986c-4c9a-813f-04266996e108","Nenu Premisthunnanu","3","2","1","Janaki"
"f1d0169a-36ff-4165-b651-23022388bc4e","IIT Krishnamurthy","9","8","1","Anand"
"5dfd6c3f-6102-4e6c-b722-9beef976e0a9","Mechanic Mavayya","2","1","1","Rambha"
"9e90616c-7495-4e96-b7f4-8f1974f840e1","Jai Sena","10","9","1","Srikanth"
"79c22e62-bf2d-46aa-9a7a-a62de592a842","Okkadine","6","5","1","Sai Kumar"
"f57c9b3d-3da2-44fa-b127-71f2d2451984","Dosti Dushmani","2","1","1","Janaki"
"8ec45e4d-77f6-46dd-b8b7-cb53f194d966","Aambala","2","1","1","Tulasi"
"a3b5fdc4-f43d-45dd-87e4-4fd08085b529","Bezawada Bebbuli","2","1","1","Janaki"
"42a803e4-e75b-4766-a645-9c0136b46b71","Chiranjeevi","2","1","1","Janaki"
"064a9df6-a4ea-46a6-87c9-8b453e03e53e","Hey Ram","7","6","1","Janaki"
"a0390b6c-f4d8-42c6-81d6-5805394a2717","Bangalore Naatkal","7","6","1","Bhaskar"
"5b1f669e-5533-4700-9584-2d2c72a3b319","Gulabi","9","8","1","Jeeva"
"b8155791-2747-4dce-8aa6-25b09add238c","Pelli Kanuka","2","1","1","Saritha"
"6b72d6ba-32a7-40dc-9368-f118bcaa7864","Brahmmavaram P.S. Paridhilo","2","1","1","Jeeva"
"cbd06cd7-12fb-485b-b184-a9ec49b9ed62","Madana Kamaraju Katha","2","1","1","Satyanarayana"
"977edb4e-4b98-4b2e-aadb-f6a332a3a48f","Parugo Parugu","6","1","1","Allu"
"cf4ca2a7-df42-4c57-9afa-e7d416f53593","Kathiki Kankanam","2","1","1","K S R Das"
"d3cc338c-f3b6-4ced-b16e-95c862c5d8cd","Captain Krishna","5","4","1","K S R Das"
"eaead374-d4ed-4894-8048-b9a7b4bc1bc1","Devudichina Koduku","5","4","1","K S R Das"
"ec2d15d3-fafd-4b1f-8c7b-7e46cfb32e84","Agnyaathavaasi","2","1","1","Indraja"
"4a487760-5bae-4516-9e42-2030f5fe6e8d","Shamsher Shankar","3","2","1","K S R Das"
"16612567-bae0-4e4d-b1f1-f2c827260ee4","Roshagadu","2","1","1","K S R Das"
"0ff35c9a-eff5-42be-96d2-71fe93e460eb","Raksha","14","13","1","Kalyani"
"48f52bff-75cd-4de6-8962-382f7c53ad6f","Agreement","2","1","1","Anusha"
"1bddceae-ab0e-46e9-8f3e-86770fcbe9d6","Dabbu Bhale Jabbu","2","1","1","Allu"
"f576dea5-e6fc-4493-9326-84f5839701c9","Kalki","17","16","1","Rajasekhar"
"a6c228ba-d0b7-490a-b7d8-57d00a6fa85c","Veerabhadrudu","2","1","1","Karthik"
"df2e5917-b8ac-4d45-882d-29f4b820b52b","Sakutumba Saparivaara Sametam","2","1","1","Suhasini"
"bbc9a14e-ff9f-45b0-bc48-25160847dcfa","Satya","7","6","1","Jeeva"
"a92b92b3-4197-4b08-9544-12c21a92c01b","Boys","7","6","1","Kvas"
"4a3ea722-d752-442b-9abd-c1ab786f637f","Sivaji: The Boss","7","6","1","Kvas"
"9850200d-3b71-4f5e-b909-e1b4925dc577","Ayan","7","6","1","Kvas"
"33dc9520-b834-4607-a2a8-7e7cdd2116bc","Bandhavyalu","2","1","1","Lakshmi"
"05d1dd59-e1f2-47e3-b23d-30914c8dd118","Muggure Mugguru","2","1","1","Satyanarayana"
"4a599c36-472b-4270-9b19-2270133b1edd","Chintakayala Ravi","2","1","1","Lakshmi"
"8de2c23e-055a-4087-9860-83a74be23f32","Oh! Baby","2","1","1","Lakshmi"
"6b6449cb-4f9a-499b-a788-09f679ef02e3","Villain","2","1","1","Naresh"
"49e8d84c-1609-4726-ac5f-ac856d68a3f9","Hulchul","7","6","1","Lakshmi"
"eb064580-1df0-4771-b23c-72543235cc17","Sneham Kosam","12","11","1","Sithara"
"51945998-3d06-4012-84f0-27d4f8c1c68d","Shavukaru","2","1","1","Janaki"
"8a633c7d-33c6-4649-b55d-5f58c2017714","Bhadram Koduko","2","1","1","Laya"
"27c5f1f1-4eba-48f7-bacd-1d3d2cb1eaf2","Amar Akbar Anthony","17","16","1","Laya"
"771a8193-5486-43fb-a48c-9dbe13fc85c6","Onamalu","4","1","1","Kalyani"
"a3aec437-8aa6-48dc-91a6-3cb80690c722","Abbaigaru","2","1","1","Jeeva"
"dd081d61-0df5-49b8-aafc-0a608879514f","Yama Doothalu","3","1","1","Naresh"
"f1008804-3902-46b9-8880-d216fc8dc59c","Aame","2","1","1","Naresh"
"89f7028f-5a67-431c-bcc0-29ed42cffc77","Gowri","2","1","1","Naresh"
"ac6b19ee-f810-4fad-9496-b1d2c81442e9","1000 Abaddalu","2","1","1","Naresh"
"ad8e815a-5ef9-4266-bd19-0e61ee53a339","Mr. Medhavi","2","1","1","Neelakanta"
"88151ff8-b40a-4b56-ba41-ad5fc5a03b83","Jilla","7","6","1","Poornima"
"f4ba78ce-1601-4a4f-b1d6-4140c6bd99b4","Family","2","1","1","Poornima"
"bf27e9bc-b4a7-40f6-b6c5-fde21f2378d1","Pandirimancham","2","1","1","Radha"
"820da409-9847-4a5f-8e63-f04bc4e95c5f","Rowdy","2","1","1","Radha"
"1a2d75cb-f7af-44c0-b7ad-eaf4b4bcfc31","Karunamayudu","2","1","1","Raja Babu"
"f7096e15-e778-4314-b721-049df45f8661","Naadi Aada Janme","2","1","1","Allu"
"e33d9219-83ee-4ae7-b7a9-66b923f616e0","Sarada Ramudu","2","1","1","Raja Babu"
"aa81ca58-005c-4584-bd50-c6e0096ccdf4","Raja Simham","2","1","1","Rajasekhar"
"0aadb51f-826c-4f8a-b592-2ba017b6c8b6","Lucky","2","1","1","Roja"
"b1190ba4-d0e3-48d5-b742-0ad4b169a2e1","Hyderabad Blues","2","1","1","Rajashree"
"13d7a6b8-33b8-47bf-9ba2-ebd43b6e69e7","U Turn","7","6","1","Rajashree"
"807f8215-8499-4d04-a737-74113f2cdaad","Majili","17","16","1","Rajashree"
"22c321c9-962f-4956-9d21-dfdc8d1a15a6","Rey","2","1","1","Ram"
"9e9d31b6-7800-45ff-a7b5-ffa9cb124682","Ongole Githa","2","1","1","Bhaskar"
"5a479326-eac3-44a0-b800-cf173db60242","Kaavalan","7","6","1","Roja"
"28fd3906-10c2-4892-a9d0-6d02357232ea","Saguni","2","1","1","Roja"
"b8a86cc6-4713-4030-832d-f194fde2476a","Parama Veera Chakra","2","1","1","Roja"
"064a1b80-2e95-4a77-ac4b-7ec65f351e60","Tholi Kodi Koosindi","2","1","1","Jeeva"
"0ac95701-8985-4b31-9317-ce147427bdae","Pavitra","2","1","1","Roja"
"7450b617-a4d7-4610-aa42-fe3012b0d444","Jabardasth","2","1","1","Roja"
"d9c427f3-cf95-4e2c-9dd5-b7288ff17d24","100 Crores","10","9","1","Sagar"
"129a6c83-60ef-415c-9e21-7140a061e27e","Bharya Biddalu","2","1","1","Raja Babu"
"2fee6b8d-f7aa-4a2a-9faf-e0a2416b67c9","Challenge","5","1","1","Sai Kumar"
"b2f7dd8f-1776-4971-b498-689704772ae8","Major Chandrakanth","2","1","1","Sai Kumar"
"811873ca-7d2e-4942-9795-e5fc31205396","Yevadu","2","1","1","Sai Kumar"
"9e93f317-38e2-47c8-b176-c504dda1203a","Mahasadhvi Mallamma","2","1","1","Sai Kumar"
"4c624518-8681-4f21-bef0-c14a59a1f85b","Swamy Ra Ra","2","1","1","Jeeva"
"07b24362-35dc-44aa-870b-75b083ff8acf","Sangamam","2","1","1","Suhasini"
"b1043ceb-4841-4e6b-8575-1ff7271dd6f3","Devude Digivaste","2","1","1","Satyanarayana"
"e1b6a9aa-90ba-4622-b8e8-944c2239ca4f","Prema Simhasanam","2","1","1","Satyanarayana"
"9652edbb-b815-4ef2-8926-4de26747cef9","Kannathil Muthamittal","7","6","1","Siddharth"
"4fdb968a-2b7a-4115-9270-7f79604da343","Suryudu","2","1","1","Rajasekhar"
"b20f3909-748d-4966-b8d6-6ad42eaab7b6","Chettu Kinda Pleader","15","14","1","Vamsy"
"f5f827aa-c13a-4158-b9a6-b602ad08b74f","Khaidi","10","9","1","K S R Das"
"0cbe4560-c6e4-4fa1-ae81-e48698c6aac7","Master","2","1","1","Sivaji Sontineni"
"c9dc3f56-362b-4c62-96ea-aec29c2e598b","Ammayi Bagundi","2","1","1","Sivaji Sontineni"
"27f39397-c93c-4666-9f0e-68da6c8332d9","Aakasa Ramanna","2","1","1","Sivaji Sontineni"
"80f6f0bf-7c43-469b-9a62-97eb930e2e70","Ayyare","4","1","1","Sivaji Sontineni"
"7443bdd7-a3e5-4dcb-8a72-4af4714aa142","Ullasamga Utsahamga","17","16","1","Sivaji Sontineni"
"bf8e1479-fbb0-412c-97da-92b8af082519","Pizza","7","6","1","Sivaji Sontineni"
"75205db6-7f5c-4c7b-92a0-e672fd5ecb3f","Gangstars","2","1","1","Sivaji Sontineni"
"23aa28d4-3ff3-4b27-a4b2-f9079b0eff63","Pillalu Diddina Kapuram","2","1","1","Tarun"
"ef6a1926-f70f-4747-a825-8f0cffc96149","Dragon","7","6","1","Sneha"
"79925213-1186-4cfa-85f7-b1c4765f59d5","Baadshah","2","1","1","Suhasini"
"af97dc31-c78c-4da7-bd70-935fef558c2c","Chanda Sasanudu","2","1","1","Radha"
"fd5fdfdd-563e-42c8-a5c9-1c5b1c0cdd21","Chalo","6","5","1","Naresh"
"fd35b1a2-dc46-4359-b3d5-62898873c31d","Yedanthasthula Meda","2","1","1","Sujatha"
"57ca8c73-75e0-4025-9ccf-75a223c3e1b0","Andhrawala","2","1","1","Jeeva"
"87d53594-018a-4df4-bdb3-4ba32aff5d13","Dhairyam","14","13","1","Teja"
"474bd5ac-2483-4355-b070-61375464f04f","Roja","7","6","1","Suhasini"
"d26f3aa8-78d4-40fc-948e-0c8f8e70123f","Lakshmi Kalyanam","2","1","1","Teja"
"9013a548-1f90-496d-af90-1046e0edf360","Mudhalvan","7","6","1","Kvas"
"49cdac48-3e3c-48b1-9327-42077118e9c7","Bharya","2","1","1","Tulasi"
"dfa651e4-7460-431e-8ccb-e01b7b3375cd","Preminchu Pelladu","5","1","1","Tulasi"
"ddf213ab-a02b-41f1-a06b-fe68383e3e7e","Sasirekha Parinayam","2","1","1","Tulasi"
"3423315f-5a53-4352-8d4d-7f4df2209f76","Bench Life","3","1","1","Tulasi"
"b017372a-f74f-4ac7-bb6e-568500e77ce3","Sitaara","2","1","1","Vamsy"
"65455151-b2d8-48f3-b2c4-4b6faaba3360","Lawyer Suhasini","5","1","1","Vamsy"
"c4bce2fc-95c5-4f36-9798-df0632d258ac","Detective Narada","7","6","1","Vamsy"
"5c23c93a-ee68-4081-9687-fa516e0b6304","Joker","12","11","1","Vamsy"
"25833c13-121a-4dbe-8519-9f3cf145dad1","Lingababu Love Story","17","16","1","Vamsy"
"bbf87573-de10-4b68-8467-62710e205815","Khakee","7","6","1","Kvas"
"815a26e8-a1ae-4206-a46e-a366bc6bcd5d","Marco","7","6","1","Cced3713"
"bd978c3e-0c2d-4d2c-9002-b81fc6503d49","Gundamma Katha","14","13","1","Allu"
"473457fa-a309-4ef6-987e-56021b35c158","Lahiri Lahiri Lahirilo","5","4","1","Lakshmi"
"9f0d21c6-2f3a-48b8-8f9a-e8375b56dcf6","Seetamalakshmi","4","3","1","Tulasi"
"21169df3-b350-48e4-9b68-5431fde8f6b3","Subhakankshalu","2","1","1","Raasi"
"bee3ef02-4690-4ad0-b08a-db0694c1fde0","Ye Mantram Vesave","2","1","1","Thiruveer Reddy"
"c62a7368-1de2-497b-832c-59ada04a54b8","Kokilamma","2","1","1","Saritha"
"8f26804c-51c3-4508-9bf1-1248769c7c4e","Sakshi","4","1","1","Chandra Mohan"
"17ce5531-fdd0-4108-bee9-9e33e5a1ef18","Varalakshmi Vratham","4","3","1","Ramakrishna"
"62795fca-f154-4257-868b-a9219d61b4e2","Mana Desam","3","2","1","G Varalakshmi"
"f1355d50-a7fb-44fc-af70-1059bd81010a","Moggina Manasu","2","1","1","Tulasi"
"6ee5abdb-9a72-4df1-9f55-ac569a040ddc","Pichi Pullayya","3","2","1","Janaki"
"9c3033f3-3e70-446f-bc44-039f4892d43e","Kandireega","2","1","1","Ram"
"5dfb2ff0-7334-4532-9b67-28ef7bb5830d","Aalu Magalu","3","2","1","Raja Babu"
"b3d09390-3fa2-44de-82e4-eab227878f38","State Rowdy","3","2","1","Allu"
"eb5eb849-ccc3-4cf9-8c1d-5c5398c1b52e","Money","17","16","1","Teja"
"42aa545e-4c1f-4d3d-aced-17ac692ab4ea","Manchi Manishi","2","1","1","Raja Babu"
"1d8fbf50-2a6b-44e5-9e68-37c32a5e21cf","Maaya","2","1","1","Neelakanta"
"8df3c9be-f6f9-453f-9bf4-27341c52bb05","Charana Daasi","2","1","1","Janaki"
"8584e5f7-3643-4558-a87c-771bcbb6ec46","Operation Duryodhana","2","1","1","Kalyani"
"9ac376b5-e0c1-44f7-97f8-12a720dfa2d3","The Greatest of All Time","2","1","1","Sneha"
"c9e834ca-df86-4fb1-8bcc-fa0d6e48baeb","Alludu Adhurs","12","11","1","Indraja"
"a8641f71-25d2-4cb5-a457-54bdb14b5a16","Kaali","2","1","1","Satyanarayana"
"42186bca-a82e-4476-bd39-809162f248bd","Lokame Kothaga","2","1","1","Sivaji Sontineni"
"806e4c94-4ff8-4967-9095-6ed546f8955c","Nene Raju Nene Mantri","17","16","1","Teja"
"0f52c402-d8e0-4d01-bb15-b5cae040467f","Pandanti Kapuram","2","1","1","Naresh"
"b53b7707-775c-47b9-b4f1-0068fbe38f21","Premante Idera","2","1","1","Lakshmi"
"ad3e5c0e-ea16-40ef-b221-9feb1b0a8853","Anna","2","1","1","Jeeva"
"5986f3e3-5d62-402b-94f5-990a119ea46c","Gharana Donga","2","1","1","Jeeva"
"a5b9b52b-f9de-40b5-a8de-f6c256e8e564","Zamindarugari Ammayi","2","1","1","Allu"
"d01557a8-5a48-4ffe-92d0-968bb83d19e3","Nayakulaku Saval","2","1","1","K S R Das"
"3b0f11af-7a45-4776-86a2-8866e293b745","Killer","9","8","1","Tulasi"
"91724650-8523-4fd1-bd63-d1ee9834d4ac","Keka","2","1","1","Teja"
"942a6920-8666-4c4f-8d2e-d098419e37ba","Beeruva","6","5","1","Naresh"
"ae8261b8-1f1d-4050-a029-95091d5e14c6","Maga Maharaju","2","1","1","Tulasi"
"8b80245d-e9c4-4f19-9028-593c5865616e","Maattrraan","7","6","1","Kvas"
"00c5e549-9ede-4ef3-a43a-6ebcc4aee519","Bommarillu","17","16","1","Bhaskar"
"f90fb76c-d5f9-4e59-a533-60cd2a7fa78e","Maro Charitra","2","1","1","Naresh"
"213d3ed2-bc48-40a7-acb5-821bfc44aec1","Kanna Koduku","2","1","1","Ramakrishna"
"da5f58fb-dc86-4667-9435-c633148e8b46","Nagarjuna","2","1","1","G Varalakshmi"
