Actor,Movie Title,Action,Status
"ravi teja","Kick","Added to supporting_cast",✓ Fixed
"ravi teja","Mirapakay","Added to supporting_cast",✓ Fixed
"ravi teja","Nippu","Added to supporting_cast",✓ Fixed
"ravi teja","Balupu","Added to supporting_cast",✓ Fixed
"ravi teja","Power","Added to supporting_cast",✓ Fixed
"ravi teja","Kick 2","Added to supporting_cast",✓ Fixed
"ravi teja","Raja the Great","Added to supporting_cast",✓ Fixed
"ravi teja","Touch Chesi Chudu","Added to supporting_cast",✓ Fixed
"ravi teja","Disco Raja","Added to supporting_cast",✓ Fixed
"ravi teja","Doosukeltha","Added to supporting_cast",✓ Fixed
"rohit","Nuvve Kavali","Added to supporting_cast",✓ Fixed
"rohit","6 Teens","Added to supporting_cast",✓ Fixed
"rohit","Anaganaga O Kurraadu","Added to supporting_cast",✓ Fixed
"rohit","Keelu Gurram","Added to supporting_cast",✓ Fixed
"rohit","Shankar Dada Zindabad","Added to supporting_cast",✓ Fixed
"rohit","Maa Annayya Bangaram","Added to supporting_cast",✓ Fixed
"sarath babu","Guppedu Manasu","Added to supporting_cast",✓ Fixed
"sarath babu","Saagara Sangamam","Added to supporting_cast",✓ Fixed
"sarath babu","Anveshana","Added to supporting_cast",✓ Fixed
"sarath babu","Chettu Kinda Pleader","Added to supporting_cast",✓ Fixed
"sarath babu","Captain","Added to supporting_cast",✓ Fixed
"sarath babu","Muthu","Added to supporting_cast",✓ Fixed
"sarath babu","Dongaata","Added to supporting_cast",✓ Fixed
"sarath babu","Annayya","Added to supporting_cast",✓ Fixed
"sarath babu","Rendella Tharuvatha","Added to supporting_cast",✓ Fixed
"sarath babu","Nagavalli","Added to supporting_cast",✓ Fixed
"sarath babu","Entha Manchivaadavuraa","Added to supporting_cast",✓ Fixed
"sarath babu","Vakeel Saab","Added to supporting_cast",✓ Fixed
"satyanarayana","Raja Makutam","Added to supporting_cast",✓ Fixed
"satyanarayana","Sri Krishnarjuna Yuddhamu","Added to supporting_cast",✓ Fixed
"satyanarayana","Sri Krishna Pandaveeyam","Added to supporting_cast",✓ Fixed
"satyanarayana","Kathanayika Molla","Added to supporting_cast",✓ Fixed
"satyanarayana","Dabbuki Lokam Dasoham","Added to supporting_cast",✓ Fixed
"satyanarayana","Seeta Kalyanam","Added to supporting_cast",✓ Fixed
"satyanarayana","Tayaramma Bangarayya","Added to supporting_cast",✓ Fixed
"satyanarayana","Palnati Puli","Added to supporting_cast",✓ Fixed
"satyanarayana","Agni Parvatham","Added to supporting_cast",✓ Fixed
"satyanarayana","Krishna Garadi","Added to supporting_cast",✓ Fixed
"satyanarayana","Manchi Donga","Added to supporting_cast",✓ Fixed
"satyanarayana","Aapadbandhavudu","Added to supporting_cast",✓ Fixed
"satyanarayana","Mugguru Monagallu","Added to supporting_cast",✓ Fixed
"satyanarayana","Vamsanikokkadu","Added to supporting_cast",✓ Fixed
"satyanarayana","Suryavamsam","Added to supporting_cast",✓ Fixed
"satyanarayana","Samarasimha Reddy","Added to supporting_cast",✓ Fixed
"satyanarayana","Goppinti Alludu","Added to supporting_cast",✓ Fixed
"satyanarayana","Nee Premakai","Added to supporting_cast",✓ Fixed
"satyanarayana","Fools","Added to supporting_cast",✓ Fixed
"satyanarayana","Narasimhudu","Added to supporting_cast",✓ Fixed
"satyanarayana","Jagadguru Adi Shankara","Added to supporting_cast",✓ Fixed
"satyanarayana","N.T.R: Kathanayakudu","Added to supporting_cast",✓ Fixed
"satyanarayana","Saripodhaa Sanivaaram","Added to supporting_cast",✓ Fixed
"satyanarayana","Panchatanthiram","Added to supporting_cast",✓ Fixed
"satyanarayana","Swarna Gowri","Added to supporting_cast",✓ Fixed
"sharada","Kanyasulkam","Added to supporting_cast",✓ Fixed
"sharada","Valmiki","Added to supporting_cast",✓ Fixed
"sharada","Dagudu Moothalu","Added to supporting_cast",✓ Fixed
"sharada","Sambarala Rambabu","Added to supporting_cast",✓ Fixed
"sharada","Chelleli Kapuram","Added to supporting_cast",✓ Fixed
"sharada","Kalam Marindi","Added to supporting_cast",✓ Fixed
"sharada","Devudu Chesina Manushulu","Added to supporting_cast",✓ Fixed
"sharada","Balipeetam","Added to supporting_cast",✓ Fixed
"sharada","Daana Veera Soora Karna","Added to supporting_cast",✓ Fixed
"sharada","Gorintaku","Added to supporting_cast",✓ Fixed
"sharada","Sardar Papa Rayudu","Added to supporting_cast",✓ Fixed
"sharada","Bobbili Brahmanna","Added to supporting_cast",✓ Fixed
"sharada","Anasuyamma Gari Alludu","Added to supporting_cast",✓ Fixed
"sharada","Sardar Krishnama Naidu","Added to supporting_cast",✓ Fixed
"sharada","Bhale Donga","Added to supporting_cast",✓ Fixed
"sharada","Kadapa Redamma","Added to supporting_cast",✓ Fixed
"sharada","Major Chandrakanth","Added to supporting_cast",✓ Fixed
"sharada","Bobbili Simham","Added to supporting_cast",✓ Fixed
"sharada","Antahpuram","Added to supporting_cast",✓ Fixed
"sharada","Sankranthi","Added to supporting_cast",✓ Fixed
"sharada","Aata","Added to supporting_cast",✓ Fixed
"sharada","Sukumarudu","Added to supporting_cast",✓ Fixed
"sharada","Mr. Bharath","Added to supporting_cast",✓ Fixed
"simran","Samarasimha Reddy","Added to supporting_cast",✓ Fixed
"simran","Annayya","Added to supporting_cast",✓ Fixed
"simran","Seema Simham","Added to supporting_cast",✓ Fixed
"simran","Jai","Added to supporting_cast",✓ Fixed
"simran","Petta","Added to supporting_cast",✓ Fixed
"simran","Mahaan","Added to supporting_cast",✓ Fixed
"simran","Aranmanai 4","Added to supporting_cast",✓ Fixed
"sivaji","Andaru Dongale Dorikithe","Added to supporting_cast",✓ Fixed
"sobhan babu","Daiva Balam","Added to supporting_cast",✓ Fixed
"sobhan babu","Seetha Rama Kalyanam","Added to supporting_cast",✓ Fixed
"sridevi","Badi Panthulu","Added to supporting_cast",✓ Fixed
"sridevi","Bhakta Tukaram","Added to supporting_cast",✓ Fixed
"sridevi","Yashoda Krishna","Added to supporting_cast",✓ Fixed
"sridevi","Padaharella Vayasu","Added to supporting_cast",✓ Fixed
"sridevi","Puli Bidda","Added to supporting_cast",✓ Fixed
"sridevi","Adavi Simhalu","Added to supporting_cast",✓ Fixed
"sridevi","Oka Radha Iddaru Krishnulu","Added to supporting_cast",✓ Fixed
"sridevi","Makutamleni Maharaju","Added to supporting_cast",✓ Fixed
"sridevi","Jagadeka Veerudu Athiloka Sundari","Added to supporting_cast",✓ Fixed
"sridevi","Kshana Kshanam","Added to supporting_cast",✓ Fixed
"sridevi","Moondru Mudichu","Added to supporting_cast",✓ Fixed
"sridevi","Gaayathri","Added to supporting_cast",✓ Fixed
"sridevi","Bala Nagamma","Added to supporting_cast",✓ Fixed
"sridevi","Pokkiri Raja","Added to supporting_cast",✓ Fixed
"sridevi","Naan Adimai Illai","Added to supporting_cast",✓ Fixed
"sridevi","Puli","Added to supporting_cast",✓ Fixed
"sridevi","Kumara Sambhavam","Added to supporting_cast",✓ Fixed
"sridevi","Swapnangal","Added to supporting_cast",✓ Fixed
"sridevi","Poompatta","Added to supporting_cast",✓ Fixed
"sridevi","Aasheervaadam","Added to supporting_cast",✓ Fixed
"sridevi","Devaraagam","Added to supporting_cast",✓ Fixed
"sumanth","Prema Katha","Added to supporting_cast",✓ Fixed
"sumanth","Yuvakudu","Added to supporting_cast",✓ Fixed
"sumanth","Ramma Chilakamma","Added to supporting_cast",✓ Fixed
"sumanth","Satyam","Added to supporting_cast",✓ Fixed
"sumanth","Gowri","Added to supporting_cast",✓ Fixed
"sumanth","Godavari","Added to supporting_cast",✓ Fixed
"sumanth","Classmates","Added to supporting_cast",✓ Fixed
"sumanth","Golconda High School","Added to supporting_cast",✓ Fixed
"sumanth","Emo Gurram Egaravachu","Added to supporting_cast",✓ Fixed
"sumanth","Naruda Donoruda","Added to supporting_cast",✓ Fixed
"sumanth","Subramanyapuram","Added to supporting_cast",✓ Fixed
"sumanth","N.T.R: Kathanayakudu","Added to supporting_cast",✓ Fixed
"sunil","Pape Naa Pranam","Added to supporting_cast",✓ Fixed
"sunil","Nuvve Kavali","Added to supporting_cast",✓ Fixed
"sunil","Family Circus","Added to supporting_cast",✓ Fixed
"sunil","Naaga","Added to supporting_cast",✓ Fixed
"sunil","Lakshmi Narasimha","Added to supporting_cast",✓ Fixed
"sunil","Yogi","Added to supporting_cast",✓ Fixed
"sunil","Krishna","Added to supporting_cast",✓ Fixed
"sunil","Maska","Added to supporting_cast",✓ Fixed
"sunil","Om Shanti","Added to supporting_cast",✓ Fixed
"sunil","Poola Rangadu","Added to supporting_cast",✓ Fixed
"sunil","Mr.PelliKoduku","Added to supporting_cast",✓ Fixed
"sunil","Bhimavaram Bullodu","Added to supporting_cast",✓ Fixed
"sunil","Krishnashtami","Added to supporting_cast",✓ Fixed
"sunil","Ungarala Rambabu","Added to supporting_cast",✓ Fixed
"sunil","Silly Fellows","Added to supporting_cast",✓ Fixed
"sunil","Ala Vaikunthapurramloo","Added to supporting_cast",✓ Fixed
"sunil","Bheemla Nayak","Added to supporting_cast",✓ Fixed
"sunil","Guntur Kaaram","Added to supporting_cast",✓ Fixed
"sunil","Game Changer","Added to supporting_cast",✓ Fixed
"sunil","Madrasi","Added to supporting_cast",✓ Fixed
"sunil","Maaveeran","Added to supporting_cast",✓ Fixed
"sunil","Good Bad Ugly","Added to supporting_cast",✓ Fixed
"sunil","Changure Bangaru Raja","Added to supporting_cast",✓ Fixed
"tarun","Thalapathi","Added to supporting_cast",✓ Fixed
"tarun","Vajram","Added to supporting_cast",✓ Fixed
"tarun","Nuvve Kavali","Added to supporting_cast",✓ Fixed
"tarun","Priyamaina Neeku","Added to supporting_cast",✓ Fixed
"tarun","Nuvvu Leka Nenu Lenu","Added to supporting_cast",✓ Fixed
"tarun","Ninne Ishtapaddanu","Added to supporting_cast",✓ Fixed
"tarun","Sakhiya","Added to supporting_cast",✓ Fixed
"tarun","Soggadu","Added to supporting_cast",✓ Fixed
"tarun","Nava Vasantham","Added to supporting_cast",✓ Fixed
"tarun","Bhale Dongalu","Added to supporting_cast",✓ Fixed
"tarun","Sasirekha Parinayam","Added to supporting_cast",✓ Fixed
"tarun","Chukkalanti Ammayi Chakkanaina Abbayi","Added to supporting_cast",✓ Fixed
"tarun","Yuddham","Added to supporting_cast",✓ Fixed
"tarun","Idi Naa Love Story","Added to supporting_cast",✓ Fixed
"varun sandesh","Happy Days","Added to supporting_cast",✓ Fixed
"varun sandesh","Kotha Bangaru Lokam","Added to supporting_cast",✓ Fixed
"varun sandesh","Evaraina Epudaina","Added to supporting_cast",✓ Fixed
"varun sandesh","Maro Charitra","Added to supporting_cast",✓ Fixed
"varun sandesh","Kudirithe Kappu Coffee","Added to supporting_cast",✓ Fixed
"varun sandesh","Chammak Challo","Added to supporting_cast",✓ Fixed
"varun sandesh","Nuvvala Nenila","Added to supporting_cast",✓ Fixed
"varun sandesh","Nindha","Added to supporting_cast",✓ Fixed
"venu","Swayamvaram","Added to supporting_cast",✓ Fixed
"venu","Manasu Paddanu Kaani","Added to supporting_cast",✓ Fixed
"venu","Hanuman Junction","Added to supporting_cast",✓ Fixed
"venu","Priya Nestama","Added to supporting_cast",✓ Fixed
"venu","Kushi Kushiga","Added to supporting_cast",✓ Fixed
"venu","Sada Mee Sevalo","Added to supporting_cast",✓ Fixed
"venu","Gopi Gopika Godavari","Added to supporting_cast",✓ Fixed
"vishnu","Vishnu","Added to supporting_cast",✓ Fixed
"vishnu","Suryam","Added to supporting_cast",✓ Fixed
"vishnu","Political Rowdy","Added to supporting_cast",✓ Fixed
"vishnu","Astram","Added to supporting_cast",✓ Fixed
"vishnu","Dhee","Added to supporting_cast",✓ Fixed
"vishnu","Vastadu Naa Raju","Added to supporting_cast",✓ Fixed
"vishnu","Dhenikaina Ready","Added to supporting_cast",✓ Fixed
"vishnu","Doosukeltha","Added to supporting_cast",✓ Fixed
"vishnu","Pandavulu Pandavulu Tummeda","Added to supporting_cast",✓ Fixed
"vishnu","Dynamite","Added to supporting_cast",✓ Fixed
"vishnu","Eedo Rakam Aado Rakam","Added to supporting_cast",✓ Fixed
"vishnu","Luckunnodu","Added to supporting_cast",✓ Fixed
"vishnu","Gayatri","Added to supporting_cast",✓ Fixed
"vishnu","Voter","Added to supporting_cast",✓ Fixed
"vishnu","Mosagallu","Added to supporting_cast",✓ Fixed
"vishnu","Ginna","Added to supporting_cast",✓ Fixed
"vishnu","Current Theega","Added to supporting_cast",✓ Fixed
"vishnu","Singham 123","Added to supporting_cast",✓ Fixed
"vishnu","Son of India","Added to supporting_cast",✓ Fixed
"vishnu","Kannappa","Added to supporting_cast",✓ Fixed
