Slug,Title_EN,Year,Hero,Director,Title_TE (TO FILL)
madhurapudi-granam-ane-nenu-2023,"Madhurapudi Granam Ane Nenu",2023,"Shiva Kantamaneni","Kalyan Chakravarthy",
malli-pelli-2023,"Malli Pelli",2023,"Naresh","M. S. Raju",
mangalavaaram-2023,"Mangalavaaram",2023,"Ravindra Vijay","Ajay Bhupathi",
manu-charitra-2023,"Manu Charitra",2023,"Shiva Kandukuri","Bharath Pedagani",
mao-oori-cinema-2023,"Mao Oori Cinema",2023,"Pulivendula Mahesh","G Sivaram Teja",
martin-luther-king-2023,"Martin Luther King",2023,"Sampoornesh Babu","Puja Kolluru",
matti-katha-2023,"Matti Katha",2023,"Dayanand Reddy","Pavan Kadiyala",
maya-petika-2023,"Maya Petika",2023,"Viraj Ashwin","Ramesh Raparthi",
mem-famous-2023,"Mem Famous",2023,"Muralidhar Goud","Sumanth Prabhas",
meter-2023,"Meter",2023,"Kiran Abbavaram","Ramesh Kaduri",
miss-shetty-mr-polishetty-2023,"Miss. Shetty Mr. Polishetty",2023,"Anushka Shetty","Mahesh Babu P",
month-of-madhu-2023,"Month of Madhu",2023,"Naveen Chandra","Srikanth Nagothi",
mr-kalyan-2023,"Mr. Kalyan",2023,"Maanyam Krishnaa","Pandu",
mr-king-2023,"Mr. King",2023,"Sharan Kumar","Sasiidhar",
mr-pregnant-2023,"Mr. Pregnant",2023,"Raja Ravindra","Srinivas Vinjanampati",
music-school-2023,"Music School",2023,"Sharman Joshi","Papa Rao Biyyala",
my-name-is-shruthi-2023,"My Name Is Shruthi",2023,"Murali Sharma","Srinivas Omkhar",
nagumome-chaalu-le-2023,"Nagumome Chaalu Le",2023,"K. L. Damodar Prasad","N. Balaji",
barla-narayana-2023,"Narayana & Co",2023,"Sudhakar Komakula","Murali Kishor Abburu",
nenu-student-sir-2023,"Nenu Student Sir!",2023,"Bellamkonda Ganesh","Rakhi Uppalapati",
o-kala-2023,"O Kala",2023,"Ali Basha","Deepak Kolipaka",
o-saathiya-2023,"O Saathiya",2023,"Aryan Gowra","Divya Bhavana",
okkade-1-venkanna-on-duty-2023,"Okkade 1 (Venkanna on Duty)",2023,"Tummalapalli Rama Satyanarayana","Sripada Ramchandra Rao",
organic-mama-hybrid-alludu-2023,"Organic Mama Hybrid Alludu",2023,"Rajendra Prasad","S. V. Krishna Reddy",
paruvu-2023,"Paruvu",2023,"Naveen Chandra","Siddharth Naidu",
peddha-kapu-1-2023,"Peddha Kapu - 1",2023,"Virat Karrna","Srikanth Addala",
phalana-abbayi-phalana-ammayi-2023,"Phalana Abbayi Phalana Ammayi",2023,"Naga Shaurya","Srinivas Avasarala",
pindam-2023,"Pindam",2023,"Srikanth","Saikiran Daida",
plot-2023,"Plot",2023,"Vikas","Bhanu Bhava",
pop-corn-2023,"Pop Corn",2023,"Sai Ronak","Murali Naga Srinivas Gandham",
prema-vimanam-2023,"Prema Vimanam",2023,"Sangeeth Shobhan","Santosh Kata",
premadesam-2023,"Premadesam",2023,"Thrigun","Srikanth Siddham",
raa-raa-penimiti-2023,"Raa Raa... Penimiti",2023,"Tanikella Bharani","Satya Venkata Geddada",
raakshasa-kaavyam-2023,"Raakshasa Kaavyam",2023,"Abhay Bethiganti","Sriman Keerthi",
ramabanam-2023,"Ramabanam",2023,"Gopichand","Sriwass",
ranga-maarthaanda-2023,"Ranga Maarthaanda",2023,"Prakash Raj","Deva Katta",
rangabali-2023,"Rangabali",2023,"Naga Shaurya","Pawan Basamsetti",
rangamarthanda-2023,"Rangamarthanda",2023,"Prakash Raj","Pasupuleti Krishna Vamsi",
rebels-of-thupakula-gudem-2023,"Rebels of Thupakula Gudem",2023,"Praveen Kandregula","Jaideep Vishnu",
richie-gadi-pelli-2023,"Richie Gadi Pelli",2023,"S. K. Sathya","K. S. Hemraj",
rudramambapuram-2023,"Rudramambapuram",2023,"Ajay Ghosh","Mahesh Kondeti",
rudrangi-2023,"Rudrangi",2023,"Jagapathi Babu","Ajay Samrat",
rules-ranjann-2023,"Rules Ranjann",2023,"Kiran Abbavaram","Jyothi Krishna",
saachi-2023,"Saachi",2023,"Ashok Mulavirat","Vivek Pothagoni",
sagiletikatha-2023,"Sagiletikatha",2023,"Raviteja Mahadasyam","Rajshekar",
subramanyam-chigurupati-2023,"Salam Sainika",2023,"Dev","Subramanyam Chigurupati",
samajavaragamana-2023,"Samajavaragamana",2023,"Sree Vishnu","Ram Abbaraju",
sathi-gani-rendu-ekaralu-2023,"Sathi Gani Rendu Ekaralu",2023,"Jagadeesh Bandari","Abhinav Danda",
shaakuntalam-2023,"Shaakuntalam",2023,"Dev Mohan","Gunasekhar",
sindhooram-2023,"Sindhooram",2023,"Siva Balaji","Shyam Tummalapalli",
skanda-the-attacker-2023,"Skanda: The Attacker",2023,"Ram Pothineni","Boyapati Srinu",
slum-dog-husband-2023,"Slum Dog Husband",2023,"Muralidhar Goud","A. R. Sreedhar",
spark-2023,"Spark",2023,"Guru Somasundaram","Vikranth Reddy",
spy-2023,"Spy",2023,"Nikhil Siddhartha","Raj Madiraju",
sridevi-shoban-babu-2023,"Sridevi Shoban Babu",2023,"Santosh Shoban","Prashanth Kumar Dimmala",
suvarna-sundari-2023,"Suvarna Sundari",2023,"Sai Kumar","M. S. N. Surya",
tantiram-2023,"Tantiram",2023,"Srikanth Gurram","Muthyala Meher Deepak",
the-eye-2023,"The Eye",2023,"Mark Rowley","Daphne Schmon",
the-great-indian-suicide-2023,"The Great Indian Suicide",2023,"Ram Karthik","Viplove Koneti",
the-trial-2023,"The Trial",2023,"Yug Ram","Raam Ganni",
two-souls-2023,"Two Souls",2023,"Praveen","Shravan",
ugram-2023,"Ugram",2023,"Allari Naresh","Vijay Kanakamedala",
unstoppable-2023,"Unstoppable",2023,"Vj Sunny","Diamond Ratnababu",
upendra-gadi-adda-2023,"Upendra Gadi Adda",2023,"Muralidhar Goud","Aryan Subhan",
ustaad-2023,"Ustaad",2023,"Sri Simha","Phanideep",
vidhi-2023,"Vidhi",2023,"Rohit Nanda","Srikanth Ranganathan",
vidyarthi-2023,"Vidyarthi",2023,"Raghu Babu","Madhu Madasu",
vimanam-2023,"Vimanam",2023,"Samuthirakani","Siva Prasad Yanala",
vinaro-bhagyamu-vishnu-katha-2023,"Vinaro Bhagyamu Vishnu Katha",2023,"Kiran Abbavaram","Murali Kishor Abburu",
virupaksha-2023,"Virupaksha",2023,"Sai Durgha Tej","Karthik Varma Dandu",
voice-of-sathyanathan-2023,"Voice of Sathyanathan",2023,"Dileep","Raffi",
vyooham-2023,"Vyooham",2023,"Ajmal Ameer","Ram Gopal Varma",
writer-padmabhushan-2023,"Writer Padmabhushan",2023,"Suhas","Shanmukha Prasanth",
69-samskar-colony-2022,"#69 Samskar Colony",2022,"Ester Noronha","Sunil Kumar Reddy",
10th-class-diaries-2022,"10th Class Diaries",2022,"Srikanth","Anji Sreenu Yarajala",
18-pages-2022,"18 Pages",2022,"Nikhil Siddhartha","Palnati Surya Pratap",
3e-2022,"3e",2022,"Tribuvan Reddy","Vishwanath Batchu",
7-days-6-nights-2022,"7 Days 6 Nights",2022,"Sumanth Ashwin","M.S. Raju",
aa-ammayi-gurinchi-meeku-cheppali-2022,"Aa Ammayi Gurinchi Meeku Cheppali",2022,"Sudheer Babu","Mohana Krishna Indraganti",
aadavaallu-meeku-johaarlu-2022,"Aadavaallu Meeku Johaarlu",2022,"Sharwanand","Kishore Tirumala",
aakasha-veedhullo-2022,"Aakasha Veedhullo",2022,"Srikanth Iyengar","Gautham Krishna.D",
alluri-2022,"Alluri",2022,"Sree Vishnu","B S Pradeep Varma",
andaru-bagundali-andulo-nenundali-2022,"Andaru Bagundali Andulo Nenundali",2022,"Ali Basha","Kiran Sripuram",
ante-sundaraniki-2022,"Ante... Sundaraniki!",2022,"Nani","Vivek Athreya",
anukoni-prayanam-2022,"Anukoni Prayanam",2022,"Rajendra Prasad","Venkatesh Pediredla",
ashoka-vanamlo-arjuna-kalyanam-2022,"Ashoka Vanamlo Arjuna Kalyanam",2022,"Vishwak Sen","Vidyasagar Chinta",
atithi-devobhava-2022,"Atithi Devobhava",2022,"Aadi Saikumar","Polimera Nageshwar",
balamevvadu-2022,"Balamevvadu",2022,"Babloo Prithiveeraj","Satya Rachakonda",
bhala-thandanana-2022,"Bhala Thandanana",2022,"Sree Vishnu","Chaitanya Dantuluri",
bhamakalapam-2022,"Bhamakalapam",2022,"John Vijay","Abhimanyu Tadimeti",
bloody-mary-2022,"Bloody Mary",2022,"Kireeti Damaraju","Chandoo Mondeti",
bomma-blockbuster-2022,"Bomma Blockbuster",2022,"Nandu Vijay Krishna","Raj Virat",
bommala-koluvu-2022,"Bommala Koluvu",2022,"Hrishikesh","Subbu Vedula",
boyfriend-for-hire-2022,"Boyfriend for Hire",2022,"Viswant Duddumpudi","Santosh Kambhampati",
bujji-ila-raa-2022,"Bujji... Ila Raa",2022,"Sunil Varma","Anji Sreenu Yarajala",
butterfly-2022,"Butterfly",2022,"Charles ""Skeeta"" Jenkins","Emy Jay",
cheppalani-undhi-2022,"Cheppalani Undhi",2022,"Satya","Arun Bharathi",
chittam-maharani-2022,"Chittam Maharani",2022,"Yazurved Gurram","Akula Kasi Viswanath",
chor-bazaar-2022,"Chor Bazaar",2022,"Akash Puri","Jeevan Reddy",
commitment-2022,"Commitment",2022,"Amit Kumar Tiwari","Lakshmikanth Chenna",
crazy-fellow-2022,"Crazy Fellow",2022,"Aadi Saikumar","Phani Krishna Siriki",
darja-2022,"Darja",2022,"Sunil Varma","Saleem Malik",
dj-tillu-2022,"DJ Tillu",2022,"Siddhu Jonnalagadda","Vimal Krishna",
dongalunnaru-jagratha-2022,"Dongalunnaru Jagratha",2022,"Sri Simha","Sathish Tripura",
dream-boy-2022,"Dream Boy",2022,"Rocking Rakesh","Rajesh Kannaparthi",
f3-fun-and-frustration-2022,"F3: Fun and Frustration",2022,"Daggubati Venkatesh","Anil Ravipudi",
first-day-first-show-2022,"First Day First Show",2022,"Srikanth Reddy","Vamshidhar Kosgi Goud",
focus-2022,"Focus",2022,"Bhanuchander","Surya Teja",
gaalodu-2022,"Gaalodu",2022,"Sudigali Sudheer","Raja Sekar Reddy Pulicharla",
gandharwa-2022,"Gandharwa",2022,"Sandeep Madhav","Apsar Hussain",
gangster-gangaraju-2022,"Gangster Gangaraju",2022,"Charandeep","Eeshaan Surya",
geetha-2022,"Geetha",2022,"Ram Karthik","Vishwa R. Rao",
ghani-2022,"Ghani",2022,"Varun Tej","Kiran Korrapati",
ginna-2022,"Ginna",2022,"Vishnu Manchu","Eeshaan Surya",
godse-2022,"Godse",2022,"Satyadev Kancharana","Gopi Ganesh",
good-luck-sakhi-2022,"Good Luck Sakhi",2022,"Aadhi Pinisetty","Nagesh Kukunoor",
gurtunda-seetakalam-2022,"Gurtunda Seetakalam",2022,"Satyadev Kancharana","Nagashekar",
hero-2022,"Hero",2022,"Jagapathi Babu","Sriram Adittya",
highway-2022,"Highway",2022,"Anand Deverakonda","K. V. Guhan",
hit-the-2nd-case-2022,"HIT: The 2nd Case",2022,"Adivi Sesh","Sailesh Kolanu",
induvadana-2022,"Induvadana",2022,"Varun Sandesh","M. Srinivasa Raju",
iravatham-2022,"Iravatham",2022,"Raja Ravindra","Suhaas Meera",
itlu-maredumilli-prajaneekam-2022,"Itlu Maredumilli Prajaneekam",2022,"Allari Naresh","A. R. Mohan",
jayamma-panchayathi-2022,"Jayamma Panchayathi",2022,"Devi Prasad","Vijay Kumar Kalivarapu",
jetty-2022,"Jetty",2022,"Maanyam Krishnaa","Subrahmanyam Pitchuka",
kalapuram-2022,"Kalapuram",2022,"Satyam Rajesh","Karuna Kumar",
katha-kanchiki-manam-intiki-2022,"Katha Kanchiki Manam Intiki",2022,"Thrigun","Chanakya Chinna",
kerosene-2022,"Kerosene",2022,"Dhruva","Dhruva",
konda-2022,"Konda",2022,"Thrigun","Ram Gopal Varma",
korameenu-2022,"Korameenu",2022,"Shatru","Sripathy Karri",
kotha-kothaga-2022,"Kotha Kothaga",2022,"Pavan Tej Konidela","Hanumaan Vasamsetty",
kothala-rayudu-2022,"Kothala Rayudu",2022,"Srikanth","Sudheer Raju",
krishna-vrinda-vihari-2022,"Krishna Vrinda Vihari",2022,"Naga Shaurya","Annish Krishna",
leharaayi-2022,"Leharaayi",2022,"Ranjith Sommi","Ramakrishna Paramhamsa",
like-share-and-subscribe-2022,"Like Share & Subscribe",2022,"Santosh Shoban","Merlapaka Gandhi",
like-share-subscribe-2022,"Like, Share & Subscribe",2022,"Santosh Shoban","Merlapaka Gandhi",
lucky-lakshman-2022,"Lucky Lakshman",2022,"Syed Sohel Ryan","AR Abhi",
macherla-niyojakavargam-2022,"Macherla Niyojakavargam",2022,"Nithiin","S. R. Sekhar",
madhi-2022,"Madhi",2022,"Sreeram Nimmala","Naga Dhanush",
malli-modalaindi-2022,"Malli Modalaindi",2022,"Sumanth","T. G. Keerthi Kumar",
masooda-2022,"Masooda",2022,"Thiruveer Reddy","Sai Kiran",
mishan-impossible-2022,"Mishan Impossible",2022,"Harsh Roshan","Swaroop RSJ",
monster-2022,"Monster",2022,"Mohanlal","Vysakh",
mukhachitram-2022,"Mukhachitram",2022,"Vikas Vashishta","Gangadhar",
muthayya-2022,"Muthayya",2022,"K. Sudhakar Reddy","Bhaskar Maurya",
nachindi-girl-friendu-2022,"Nachindi Girl Friendu",2022,"Uday Shankar","Guru Pawan",
nathicharami-2022,"Nathicharami",2022,"Arvind Krishna","Nagu Gavara",
neetho-2022,"Neetho",2022,"Aberaam Varma","Balu Sharma",
nenevaru-2022,"Nenevaru",2022,"Balakrishna Kola","Nirnay Palanti",
nenu-co-nuvvu-2022,"Nenu C/o Nuvvu",2022,"Rathna Kishore","Saga Reddy Thumma",
nenu-meeku-baaga-kavalsinavaadini-2022,"Nenu Meeku Baaga Kavalsinavaadini",2022,"Kiran Abbavaram","Sridhar Gade",
niku-naku-pellanta-tom-tom-tom-2022,"Niku Naku Pellanta Tom Tom Tom",2022,"Inturi Vasu","Manikanta Thalluri",
odela-railway-station-2022,"Odela Railway Station",2022,"Hebah Patel","Ashok Teja",
one-by-two-2022,"One By Two",2022,"Sai Kumar","Siva Eturi",
ori-devuda-2022,"Ori Devuda..!",2022,"Vishwak Sen","Ashwath Marimuthu",
pakka-commercial-2022,"Pakka Commercial",2022,"Gopichand","Maruthi Dasari",
panchatantra-kathalu-2022,"Panchatantra Kathalu",2022,"Noel Sean","Shekar Ganganamoni",
panchathantram-2022,"Panchathantram",2022,"Brahmanandam","Harsha Pulipaka",
pellikuturu-party-2022,"Pellikuturu Party",2022,"Prince Cecil","Aparna Malladi",
raajahyogam-2022,"Raajahyogam",2022,"Sai Ronak","Ram Ganpati Rao",
ramarao-on-duty-2022,"Ramarao on Duty",2022,"Ravi Teja","Sarath Mandava",
ranasthali-2022,"Ranasthali",2022,"Neela Madhava Dharma","Parasuram Srinivas",
ranga-ranga-vaibhavanga-2022,"Ranga Ranga Vaibhavanga",2022,"Panja Vaisshnav Tej","Gireeshaaya",
repeat-2022,"Repeat",2022,"Naveen Chandra","Arvindh Srinivasan",
rowdy-boys-2022,"Rowdy Boys",2022,"Ashish Reddy","Sree Harsha Konuganti",
saakini-daakini-2022,"Saakini Daakini",2022,"RJ Hemant","Sudheer Varma",
sammathame-2022,"Sammathame",2022,"Kiran Abbavaram","Gopinath Reddy",
sasanasabha-2022,"Sasanasabha",2022,"Indrasena","Venu Mandikanti",
sebastian-pc-524-2022,"Sebastian P.c. 524",2022,"Kiran Abbavaram","Balaji Sayyapureddy",
seetharamapuramlo-2022,"Seetharamapuramlo",2022,"Ranadheer Beesu","M. Vinay Babu",
sehari-2022,"Sehari",2022,"Abhinav Gomatam","Gnanasagar Dwaraka",
shekar-2022,"Shekar",2022,"Dr. Rajasekhar","Jeevitha",
shikaaru-2022,"Shikaaru",2022,"Kishore","Hari Kolagani",
sivudu-2022,"Sivudu",2022,"Aadhi Pinisetty","Suseenthiran",
son-of-india-2022,"Son of India",2022,"Mohan Babu","Diamond Ratnababu",
stand-up-rahul-2022,"Stand Up Rahul",2022,"Raj Tarun","Santo Mohan Veeranki",
super-machi-2022,"Super Machi",2022,"Kalyaan Dhev","Puli Vasu",
tees-maar-khan-2022,"Tees Maar Khan",2022,"Aadi Saikumar","Kalyanji Gogana",
thaggedhe-le-2022,"Thaggedhe Le",2022,"Naveen Chandra","Srinivasa Raju",
the-american-dream-2022,"The American Dream",2022,"Prince Cecil","Vighnesh Koushik",
the-warriorr-2022,"The Warriorr",2022,"Ram Pothineni","N. Linguswamy",
uniki-2022,"Uniki",2022,"Ashish Gandhi","Rajkumar Bobby",
urvasivo-rakshasivo-2022,"Urvasivo Rakshasivo",2022,"Allu Sirish","Rakesh Shashi",
valliddari-madhya-2022,"Valliddari Madhya",2022,"Viraj Ashwin","V. N. Aditya",
veyi-subhamulu-kalugu-neeku-2022,"Veyi Subhamulu Kalugu Neeku",2022,"Satyam Rajesh","Rathod Raams",
viraata-parvam-2022,"Viraata Parvam",2022,"Rana Daggubati","Venu Udugula",
virgin-story-2022,"Virgin Story",2022,"Vikram Sahidev","Pradip Atluri",
vishwak-2022,"Vishwak",2022,"Ajay Kumar","Venugopal",
wanted-pandugod-2022,"Wanted PanduGod",2022,"Sunil Varma","Sridhar Seepana",
yashoda-2022,"Yashoda",2022,"Samantha Ruth Prabhu","K. Hari Shankar",
bro-2021,"#Bro",2021,"Naveen Chandra","Karthik Thupurani",
1997-2021,"1997",2021,"Dr. Mohan","Dr. Mohan",
30-rojullo-preminchadam-ela-2021,"30 Rojullo Preminchadam Ela?",2021,"Pradeep Machiraju","Dhulipudi Phani Pradeep",
a-ad-infinitum-2021,"A (ad Infinitum)",2021,"Nithin Prasanna","Ugandhar Muni",
a1-express-2021,"A1 Express",2021,"Sundeep Kishan","Dennis Jeevan Kanukolanu",
aakashavaani-2021,"Aakashavaani",2021,"Samuthirakani","Ashwin Gangaraju",
aaradugula-bullet-2021,"Aaradugula Bullet",2021,"Gopichand","B. Gopal",
adbhutham-2021,"Adbhutham",2021,"Teja Sajja","Mallik Ram",
akshara-2021,"Akshara",2021,"Sanjay Swaroop","Chinni Krishna",
alludu-adhurs-2021,"Alludu Adhurs",2021,"Bellamkonda Srinivas","Santosh Srinivas",
amma-deevena-2021,"Amma Deevena",2021,"Posani Krishna Murali","Siva Eturi",
annapurnamma-gari-manavadu-2021,"Annapurnamma Gari Manavadu",2021,"Jeeva","Narra Siva Nageswara Rao",
anubhavinchu-raja-2021,"Anubhavinchu Raja",2021,"Raj Tarun","Srinivas Gavireddy",
april-28th-em-jarigindi-2021,"April 28th Em Jarigindi",2021,"Raja Ranjith Elchuri","Veera Swamy",
ardha-shathabdham-2021,"Ardha Shathabdham",2021,"Karthik Rathnam","Rawindra Pulle",
arjuna-phalguna-2021,"Arjuna Phalguna",2021,"Sree Vishnu","Teja Marni",
asalem-jarigindi-2021,"Asalem Jarigindi",2021,"Srikanth","Nuleti Veera Raghava",
bangaru-bullodu-2021,"Bangaru Bullodu",2021,"Allari Naresh","Veligonda Srinivas",
bomma-adirindi-dimma-tirigindi-2021,"Bomma Adirindi Dimma Tirigindi",2021,"Shakalaka Shankar","Kumar Kota",
cauliflower-2021,"Cauliflower",2021,"Sampoornesh Babu","R. K. Malineni",
chaavu-kaburu-challaga-2021,"Chaavu Kaburu Challaga",2021,"Kartikeya Gummakonda","Koushik Pegallapati",
chalo-premiddam-2021,"Chalo Premiddam",2021,"Sai Ronak","Suresh Seker Repale",
check-2021,"Check",2021,"Nithiin","Chandra Sekhar Yeleti",
cinema-bandi-2021,"Cinema Bandi",2021,"Rag Mayur","Praveen Kandregula",
climax-2021,"Climax",2021,"Tomohiro Ishii","Bhavani Shankar Kaipa",
cycle-2021,"Cycle",2021,"Mahat Raghavendra","Arjun Reddy",
deyyam-2021,"Deyyam",2021,"Rajasekhar","Ram Gopal Varma",
drushyam-2-2021,"Drushyam 2",2021,"Daggubati Venkatesh","Jeethu Joseph",
ee-kathalo-paathralu-kalpitam-2021,"Ee Kathalo Paathralu Kalpitam",2021,"Pavan Tej Konidela","M. Abhiram",
ek-mini-katha-2021,"Ek Mini Katha",2021,"Santosh Shoban","Karthik Rapolu",
family-drama-2021,"Family Drama",2021,"Suhas","Meher Tej",
fcuk-father-chitti-umaa-kaarthik-2021,"Fcuk: Father Chitti Umaa Kaarthik",2021,"Jagapathi Babu","Vidya Sagar Raju",
g-zombie-2021,"G-zombie",2021,"Aryan Gowra","Aryan Gowra",
gaali-sampath-2021,"Gaali Sampath",2021,"Rajendra Prasad","Annish Krishna",
gamanam-2021,"Gamanam",2021,"Shiva Kandukuri","Sujana Rao",
gudaputani-2021,"Gudaputani",2021,"Sapthagiri","KM Kumar",
gully-rowdy-2021,"Gully Rowdy",2021,"Sundeep Kishan","G. Nageswara Reddy",
heads-and-tales-2021,"Heads & Tales",2021,"Sunil Varma","Sai Krishna Enreddy",
ichata-vahanamulu-nilupa-radu-2021,"Ichata Vahanamulu Nilupa Radu",2021,"Sushanth","S Darshan",
idhe-maa-katha-2021,"Idhe Maa Katha",2021,"Srikanth","Guru Pawan",
ippudu-kaaka-inkeppudu-2021,"Ippudu Kaaka Inkeppudu",2021,"Hasavanth Vanga","Y. Yugandhar",
ishq-2021,"Ishq",2021,"Teja Sajja","S.S. Raju",
itlu-amma-2021,"Itlu Amma",2021,"Posani Krishna Murali","Uma Maheswara Rao",
jai-sena-2021,"Jai Sena",2021,"Srikanth","V. Samudra",
kanabadutaledu-2021,"Kanabadutaledu",2021,"Sunil Varma","BalaRaju M",
kapatadhaari-2021,"Kapatadhaari",2021,"Sumanth","Pradeep Krishnamoorthy",
konda-polam-2021,"Konda Polam",2021,"Panja Vaisshnav Tej","Radha Krishna Jagarlamudi",
krish-2021,"Krish",2021,"Sampoornesh Babu","T.D. Prasad Varma",
kshana-kshanam-2021,"Kshana Kshanam",2021,"Uday Shankar","Karthik Medikonda",
ksheera-sagara-madhanam-2021,"Ksheera Sagara Madhanam",2021,"Maanas Nagulapalli","Anil Panguluri",
laabam-2021,"Laabam",2021,"Jagapathi Babu","S. P. Jananathan",
lakshya-2021,"Lakshya",2021,"Naga Shaurya","Santosh Jagarlapudi",
love-life-pakodi-2021,"Love Life & Pakodi",2021,"Bimal Kartheek Rebba","Jayanth Gali",
maa-oori-polimera-2021,"Maa Oori Polimera",2021,"Satyam Rajesh","Anil Viswanath",
mad-2021,"Mad",2021,"Rajath Raghav","Laxman Meneni",
madhura-wines-2021,"Madhura Wines",2021,"Sunny Naveen","B. Jaya Kishore",
maestro-2021,"Maestro",2021,"Nithiin","Merlapaka Gandhi",
maha-samudram-2021,"Maha Samudram",2021,"Sharwanand","Ajay Bhupathi",
mail-2021,"Mail",2021,"Priyadarshi Pullikonda","Uday Gurrala",
manchi-rojulochaie-2021,"Manchi Rojulochaie",2021,"Santosh Shoban","Maruthi Dasari",
merise-merise-2021,"Merise Merise",2021,"Dinesh Tej","Pawan Kumar Kothuri",
missing-2021,"Missing",2021,"Harsha Narra","Srini Josyula",
mmof-2021,"MMOF",2021,"J. D. Chakravarthi","Yen. S. See",
mosagallu-2021,"Mosagallu",2021,"Vishnu Manchu","Jeffrey Gee Chin",
naandhi-2021,"Naandhi",2021,"Allari Naresh","Vijay Kanakamedala",
narappa-2021,"Narappa",2021,"Daggubati Venkatesh","Srikanth Addala",
natyam-2021,"Natyam",2021,"Sandhya Raju","Revanth Korukonda",
nenu-leni-na-premakatha-2021,"Nenu Leni Na Premakatha",2021,"Naveen Chandra","Suresh Utharadi",
net-2021,"Net",2021,"Rahul Ramakrishna","Bhargav Macharla",
ninnila-ninnila-2021,"Ninnila Ninnila",2021,"Ashok Selvan","Ani I. V. Sasi",
nootokka-jillala-andagadu-2021,"Nootokka Jillala Andagadu",2021,"Srinivas Avasarala","Rachakonda Vidya Sagar",
ooriki-uttharana-2021,"Ooriki Uttharana",2021,"Chakrapani Ananda","Thirupathi Rao",
paagal-2021,"Paagal",2021,"Vishwak Sen","Naresh Kuppili",
pachchis-2021,"Pachchis",2021,"Subhalekha Sudhakar","Sri Krishna",
pelli-sandad-2021,"Pelli SandaD",2021,"Roshan Meka","Gowri Ronanki",
pitta-kathalu-2021,"Pitta Kathalu",2021,"Satyadev","Nag Ashwin",
play-back-2021,"Play Back",2021,"Dinesh Tej","Jakka Hari Prasad",
power-play-2021,"Power Play",2021,"Raj Tarun","Vijay Kumar Konda",
priyuraalu-2021,"Priyuraalu",2021,"Prithvi Medavaram","Ramaraju",
raani-2021,"Raani",2021,"Prawin Yendamuri","Raghavendra Katari",
radha-krishna-2021,"Radha Krishna",2021,"Sampoornesh Babu","T.D. Prasad Varma",
raja-raja-chora-2021,"Raja Raja Chora",2021,"Sree Vishnu","Hasith Goli",
raja-vikramarka-2021,"Raja Vikramarka",2021,"Kartikeya Gummakonda","Sri Saripalli",
ram-asur-2021,"Ram Asur",2021,"Abhinav Sardar","Triparna Venkatesh",
rang-de-2021,"Rang De",2021,"Nithiin","Venky Atluri",
red-2021,"Red",2021,"Ram Pothineni","Kishore Tirumala",
republic-2021,"Republic",2021,"Sai Dharam Tej","Deva Katta",
romantic-2021,"Romantic",2021,"Akash Puri","Anil Paduri",
saranam-gacchami-2021,"Saranam Gacchami",2021,"Naveen Sanjay","Prem Raj",
sashi-2021,"Sashi",2021,"Aadi Saikumar","Srinivas Naidu Nadikatla",
savitri-wo-satyamurthy-2021,"Savitri W/o Satyamurthy",2021,"Parvateesam","Chaithanya Konda",
seetimaarr-2021,"Seetimaarr",2021,"Gopichand","Sampath Nandi",
senapathi-2021,"Senapathi",2021,"Rajendra Prasad","Pavan Sadineni",
shaadi-mubarak-2021,"Shaadi Mubarak",2021,"RJ Hemant","Padmasri",
shukra-2021,"Shukra",2021,"Arvind Krishna","Suku Purvaj",
sita-on-the-road-2021,"Sita on the Road",2021,"Kalpika Ganesh","Praneeth Yaron",
sr-kalyanamandapam-2021,"Sr Kalyanamandapam",2021,"Kiran Abbavaram","Sridhar Gade",
sreekaram-2021,"Sreekaram",2021,"Sharwanand","B. Kishore Reddy",
sridevi-soda-center-2021,"Sridevi Soda Center",2021,"Sudheer Babu","Karuna Kumar",
super-over-2021,"Super Over",2021,"Naveen Chandra","Praveen Varma",
tera-venuka-2021,"Tera Venuka",2021,"Thummala Narasimha Reddy","Nellutla Praveen Chander Rao",
thank-you-brother-2021,"Thank You Brother!",2021,"Viraj Ashwin","Ramesh Raparthi",
the-rose-villa-2021,"The Rose Villa",2021,"Dheekshith Shetty","RJ Hemant",
thimmarusu-2021,"Thimmarusu",2021,"Satyadev Kancharana","Sharan Koppisetty",
thimmarusu-assignment-vali-2021,"Thimmarusu: Assignment Vali",2021,"Satyadev Kancharana","Sharan Koppisetty",
uppena-2021,"Uppena",2021,"Panja Vaisshnav Tej","Buchi Babu Sana",
varudu-kaavalenu-2021,"Varudu Kaavalenu",2021,"Naga Shaurya","Lakshmi Sowjanya",
vivaha-bhojanambu-2021,"Vivaha Bhojanambu",2021,"Satya","Ram Abbaraju",
www-2021,"WWW",2021,"Thrigun","K. V. Guhan",
zombie-reddy-2021,"Zombie Reddy",2021,"Teja Sajja","Prasanth Varma",
3-monkeys-2020,"3 Monkeys",2020,"Getup Srinu","G Anil Kumar Raju",
302-2020,"302",2020,"Sree Varma","Karthik",
ala-vaikunthapurramloo-2020,"Ala Vaikunthapurramloo",2020,"Allu Arjun","Trivikram Srinivas",
amaram-akhilam-prema-2020,"Amaram Akhilam Prema",2020,"Vijay Ram","Jonathan Edwards",
