Priority,Celebrity ID,Name,Movie Count,Status,Issue,Suggested Wikipedia URL,Action Required
"LOW","4e59545b-c075-4e13-8951-1c968b7b594b","Raashi Singh",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/Raashi_Singh","Find correct Wikipedia name/spelling"
"LOW","dfd3bd58-f844-402e-91c8-94f064185ea6","Priyanka Sharma",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/Priyanka_Sharma","Find correct Wikipedia name/spelling"
"LOW","4e703c38-2903-484e-9f58-2fbb6ae314a3","Sivaji Sontineni",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/Sivaji_Sontineni","Find correct Wikipedia name/spelling"
"LOW","e2e8e202-b77f-4664-8f09-842fd8c2c5de","Abhirami",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/Abhirami","Add (actor)/(actress)/(director) to URL"
"LOW","90ebc80d-57e6-4aa8-a0b6-a31a8eab79cb","Jaishankar",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/Jaishankar","Add (actor)/(actress)/(director) to URL"
"LOW","f58162ed-bf83-451c-bdea-9dde625e3dc0","Sasikumar",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/Sasikumar","Add (actor)/(actress)/(director) to URL"
"LOW","717ee6aa-2986-4704-b134-ee342830c61c","Padmini",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/Padmini","Add (actor)/(actress)/(director) to URL"
"LOW","a342635c-d668-4a1c-a69b-926d29772e3c","Nandita Raj",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/Nandita_Raj","Find correct Wikipedia name/spelling"
"LOW","32043db8-4b3d-44c4-9083-0335f1fd98d0","Rahul Sankrityan",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/Rahul_Sankrityan","Find correct Wikipedia name/spelling"
"LOW","10f6b25d-0425-4a54-98cf-b4903b1f6811","Krasna",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/Krasna","Add (actor)/(actress)/(director) to URL"
"LOW","5e615def-8c31-4168-866c-0d1d12498396","KVAS",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/KVAS","Add (actor)/(actress)/(director) to URL"
"LOW","818fc262-61fc-42d4-b4b4-c4c8742dba54","Camp Sasi",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/Camp_Sasi","Find correct Wikipedia name/spelling"
"LOW","8820cb2a-93bb-4ba0-b68b-ebdb6f76300c","Vasanthkumar Reddy",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/Vasanthkumar_Reddy","Find correct Wikipedia name/spelling"
"LOW","0784f93a-d6d8-46ee-9d7b-cee56b9223f2","Sharath",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/Sharath","Add (actor)/(actress)/(director) to URL"
"LOW","85276bca-3260-4005-9a8f-92e4a9210d5b","BVS Rama Rao",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/BVS_Rama_Rao","Find correct Wikipedia name/spelling"
"LOW","68590785-ef0f-4b29-887a-751ce0d17af4","B Saroja Devi",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/B_Saroja_Devi","Find correct Wikipedia name/spelling"
"LOW","bc8e31b5-915b-443b-a5bc-5ea6cc5bb343","Rajashree",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/Rajashree","Add (actor)/(actress)/(director) to URL"
"LOW","426019c4-e68a-492a-aa88-27cfc748dc0c","V.K. Prakash",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/V.K._Prakash","Find correct Wikipedia name/spelling"
"LOW","f424b7d3-ec8e-4582-80b2-86128875307a","Raja Babu",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/Raja_Babu","Add (actor)/(actress)/(director) to URL"
"LOW","af965104-c4bf-48c3-9a77-2366b30758cf","S S Nayak",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/S_S_Nayak","Find correct Wikipedia name/spelling"
"LOW","e7ada5b2-1755-4c74-9b22-8ee82f5ac798","Roshan Kanakala",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/Roshan_Kanakala","Find correct Wikipedia name/spelling"
"LOW","51de8fd3-80fe-419a-b0fa-1a0fea8aa374","Shiva Krishna",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/Shiva_Krishna","Find correct Wikipedia name/spelling"
"LOW","49d00d99-4009-494b-9230-e10c1a0021d1","G Varalakshmi",0,"disambig_needed","Disambiguation page - needs (actor)/(actress)/(director) suffix","https://en.wikipedia.org/wiki/G_Varalakshmi","Add (actor)/(actress)/(director) to URL"
"LOW","fcd49d97-a189-452c-9b79-7a8c4310e559","M. Radhakrishnan",0,"not_found","Wikipedia page not found - may need alternate name/spelling","https://en.wikipedia.org/wiki/M._Radhakrishnan","Find correct Wikipedia name/spelling"
