ID,Movie Title,Year,Hero,Director,Current_Rating,New_Poster_URL,Source,Search_Instructions
06fbeb2c-ab89-423c-9e63-6009e3e96688,Sundaraniki Tondarekkuva,2006,Allari Naresh,Phani Prakash,5.5,,Manual,"Google: 'Sundaraniki Tondarekkuva 2006 Allari Naresh poster' OR 'సుందరానికి తొందరెక్కువ 2006' - Telugu comedy film"
