Slug,Title (English),Title (Telugu),Release Year,Box Office Category,Current Rating,TMDB/Avg Rating,Review Rating,Director,Hero,Heroine,Genres,Is Blockbuster,Is Classic,Is Underrated,Story Score,Direction Score,Performance Score,Suggested Rating,Notes
rekhachithram-2025,"Rekhachithram","",2025,average,6.9,6.85,,"Jofin T. Chacko","Asif Ali","Anaswara Rajan","Mystery; Thriller; Crime",FALSE,FALSE,FALSE,,,,,
black-phone-2-2025,"Black Phone 2","",2025,average,6.8,6.83,,"Scott Derrickson","Mason Thames","Madeleine McGraw","Horror; Thriller",FALSE,FALSE,FALSE,,,,,
dhoom-dhaam-2025,"Dhoom Dhaam","",2025,average,6.8,6.75,,"Rishab Seth","Yami Gautam Dhar","Pratik Gandhi","Comedy; Romance; Action",FALSE,FALSE,FALSE,,,,,
the-running-man-2025,"The Running Man","",2025,average,6.8,6.83,,"Edgar Wright","Glen Powell","Josh Brolin","Action; Thriller; Science Fiction",FALSE,FALSE,FALSE,,,,,
muzzle-city-of-wolves-2025,"Muzzle: City of Wolves","",2025,average,6.8,6.8,,"John Stalberg Jr.","Aaron Eckhart","Tanya van Graan","Action; Thriller; Mystery",FALSE,FALSE,FALSE,,,,,
kaantha-2025,"Kaantha","",2025,average,6.8,6.8,,"Selvamani Selvaraj","Dulquer Salmaan","Bhagyashri Borse","History; Crime; Drama",FALSE,FALSE,FALSE,,,,,
jewel-thief-the-heist-begins-2025,"Jewel Thief - The Heist Begins","",2025,average,6.8,6.75,,"Robby Grewal","Saif Ali Khan","Jaideep Ahlawat","Action; Thriller",FALSE,FALSE,FALSE,,,,,
andhra-king-taluka-2025,"Andhra King Taluka","",2025,average,6.8,6.8,,"Mahesh Babu P","Ram Pothineni","Bhagyashri Borse","Action; Drama; Romance; Family",TRUE,FALSE,TRUE,,,,,
jack-2025,"Jack","",2025,average,6.7,6.7,,"Quentin Tarantino","Siddhu Jonnalagadda","Pam Grier","Crime; Drama; Thriller",FALSE,FALSE,TRUE,,,,,
a-working-man-2025,"A Working Man","",2025,average,6.7,6.7,,"David Ayer","Jason Statham","Jason Flemyng","Action; Crime; Thriller",FALSE,FALSE,FALSE,,,,,
thamma-2025,"Thamma","",2025,average,6.7,6.73,,"Aditya Sarpotdar","Ayushmann Khurrana","Rashmika Mandanna","Comedy; Horror",FALSE,FALSE,FALSE,,,,,
the-spongebob-movie-search-for-squarepants-2025,"The SpongeBob Movie: Search for SquarePants","",2025,average,6.7,6.74,,"Derek Drymon","Tom Kenny","Clancy Brown","Animation; Family; Comedy; Adventure",FALSE,FALSE,FALSE,,,,,
goodbye-june-2025,"Goodbye June","",2025,average,6.7,6.68,,"Kate Winslet","Helen Mirren","Toni Collette","Drama",FALSE,FALSE,FALSE,,,,,
wicked-for-good-2025,"Wicked: For Good","",2025,average,6.7,6.73,,"Jon M. Chu","Cynthia Erivo","Ariana Grande","Fantasy; Adventure; Romance",FALSE,FALSE,FALSE,,,,,
eden-2025,"Eden","",2025,average,6.7,6.73,,"Ron Howard","Jude Law","Ana de Armas","Thriller; Drama",FALSE,FALSE,FALSE,,,,,
maa-2025,"Maa","",2025,average,6.7,6.68,,"Vishal Furia","Kajol","Ronit Roy","Horror",FALSE,FALSE,FALSE,,,,,
madharaasi-2025,"Madharaasi","",2025,average,6.7,6.7,,"A. R. Murugadoss","Sivakarthikeyan","Rukmini Vasanth","Action; Romance; Thriller",FALSE,FALSE,FALSE,,,,,
salaar-part-2-shouryaanga-parvam,"Salaar: Part 2 - Shouryaanga Parvam","",2025,blockbuster,6.7,,,"Prashanth Neel","Prabhas","Shruti Haasan","Action; Drama",TRUE,FALSE,FALSE,,,,,
good-boy-2025,"Good Boy","",2025,average,6.7,6.7,,"Ben Leonberg","Shane Jensen","Larry Fessenden","Horror",FALSE,FALSE,FALSE,,,,,
high-rollers-2025,"High Rollers","",2025,average,6.6,6.55,,"Randall Emmett","John Travolta","Gina Gershon","Action; Crime; Thriller",FALSE,FALSE,FALSE,,,,,
kingdom-2025,"Kingdom","",2025,below-average,6.6,6.6,,"Poppy Bullard","Vijay Deverakonda","Bhagyashri Borse","Documentary; Drama; Social",FALSE,FALSE,TRUE,,,,,
tron-ares-2025,"TRON: Ares","",2025,average,6.6,6.6,,"Joachim Rønning","Jared Leto","Greta Lee","Science Fiction; Adventure; Action",FALSE,FALSE,FALSE,,,,,
the-family-plan-2-2025,"The Family Plan 2","",2025,average,6.6,6.61,,"Simon Cellan Jones","Mark Wahlberg","Michelle Monaghan","Action; Comedy",FALSE,FALSE,FALSE,,,,,
now-you-see-me-now-you-don-t-2025,"Now You See Me: Now You Don't","",2025,average,6.6,6.57,,"Ruben Fleischer","Jesse Eisenberg","Dominic Sessa","Thriller; Crime; Mystery",FALSE,FALSE,FALSE,,,,,
di-s-ira--2025,"Diés Iraé","",2025,average,6.6,6.56,,"Rahul Sadasivan","Pranav Mohanlal","Gibin Gopinath","Horror; Thriller",FALSE,FALSE,FALSE,,,,,
the-girlfriend-2025,"The Girlfriend","",2025,average,6.5,6.5,,"Rahul Ravindran","Dheekshith Shetty","Rashmika Mandanna","Romance; Drama",FALSE,FALSE,TRUE,,,,,
retro-2025,"Retro","",2025,average,6.5,6.53,,"Karthik Subbaraj","Suriya","Pooja Hegde","Romance; Action; Drama; Crime",FALSE,FALSE,FALSE,,,,,
mirai-2025,"Mirai","",2025,average,6.5,6.5,,"Karthik Ghattamaneni","Teja Sajja","Ritika Nayak","Action; Adventure; Fantasy",FALSE,FALSE,FALSE,,,,,
hari-hara-veera-mallu-part-1-sword-vs-spirit-2025,"Hari Hara Veera Mallu: Part 1 – Sword vs Spirit","",2025,average,6.5,6.5,,"Jyothi Krishna","Pawan Kalyan","Bobby Deol","Action; Adventure; Drama",TRUE,FALSE,FALSE,,,,,
anaconda-2025,"Anaconda","",2025,average,6.5,6.53,,"Tom Gormican","Paul Rudd","Jack Black","Adventure; Comedy; Horror",FALSE,FALSE,FALSE,,,,,
please-don-t-feed-the-children-2025,"Please Don't Feed the Children","",2025,average,6.5,6.49,,"Destry Allyn Spielberg","Michelle Dockery","Zoe Colletti","Horror; Thriller",FALSE,FALSE,FALSE,,,,,
jurassic-world-rebirth-2025,"Jurassic World Rebirth","",2025,average,6.4,6.37,,"Gareth Edwards","Scarlett Johansson","Mahershala Ali","Science Fiction; Adventure; Action",FALSE,FALSE,FALSE,,,,,
alappuzha-gymkhana-2025,"Alappuzha Gymkhana","",2025,average,6.4,6.4,,"Khalid Rahman","Naslen","Lukman Avaran","Action; Drama; Comedy",FALSE,FALSE,FALSE,,,,,
uppu-kappurambu-2025,"Uppu Kappurambu","",2025,average,6.4,6.4,,"Ani I. V. Sasi","Suhas","Keerthy Suresh","Comedy; Drama",FALSE,FALSE,TRUE,,,,,
saiyaara-2025,"Saiyaara","",2025,average,6.4,6.43,,"Mohit Suri","Ahaan Panday","Aneet Padda","Romance; Drama; Music",FALSE,FALSE,FALSE,,,,,
the-naked-gun-2025,"The Naked Gun","",2025,average,6.4,6.44,,"Akiva Schaffer","Liam Neeson","Pamela Anderson","Action; Comedy; Crime",FALSE,FALSE,FALSE,,,,,
die-my-love-2025,"Die My Love","",2025,average,6.3,6.32,,"Lynne Ramsay","Jennifer Lawrence","Robert Pattinson","Drama",FALSE,FALSE,FALSE,,,,,
dude-2025,"Dude","",2025,average,6.3,6.3,,"Keerthiswaran","Pradeep Ranganathan","Mamitha Baiju","Action; Comedy; Drama; Romance",FALSE,FALSE,FALSE,,,,,
the-unholy-trinity-2025,"The Unholy Trinity","",2025,average,6.3,6.27,,"Richard Gray","Pierce Brosnan","Samuel L. Jackson","Western; Adventure; Crime",FALSE,FALSE,FALSE,,,,,
dhurandhar-2025,"Dhurandhar","",2025,average,6.3,6.34,,"Aditya Dhar","Ranveer Singh","Akshaye Khanna","Action; Thriller",FALSE,FALSE,FALSE,,,,,
l2-empuraan-2025,"L2: Empuraan","",2025,average,6.2,6.22,,"Prithviraj Sukumaran","Mohanlal","Prithviraj Sukumaran","Action; Crime; Thriller",FALSE,FALSE,FALSE,,,,,
thammudu-2025,"Thammudu","తమ్ముడు",2025,average,6.2,6.2,,"Venu Sriram","Nithiin","Sapthami Gowda","Action; Drama",FALSE,FALSE,TRUE,,,,,
altered-2025,"Altered","",2025,average,6.2,6.22,,"Timo Vuorensola","Tom Felton","Aggy K. Adams","Science Fiction; Action",FALSE,FALSE,FALSE,,,,,
coolie-2025,"Coolie","కూలీ",2025,average,6.2,6.21,,"Lokesh Kanagaraj","Rajinikanth","Shruti Haasan","Action; Thriller; Crime",FALSE,FALSE,FALSE,,,,,
trap-house-2025,"Trap House","",2025,average,6.2,6.2,,"Michael Dowse","Dave Bautista","Jack Champion","Action; Crime; Thriller",FALSE,FALSE,FALSE,,,,,
odela-2-2025,"Odela 2","ఓదెల 2",2025,average,6.2,6.2,,"Ashok Teja","Tamannaah Bhatia","Hebah Patel","Thriller; Adventure; Crime",FALSE,FALSE,TRUE,,,,,
arjun-son-of-vyjayanthi-2025,"Arjun Son of Vyjayanthi","",2025,average,6.2,6.2,,"Pradeep Chilukuri","Nandamuri Kalyan Ram","Vijayashanti","Action; Crime; Thriller",FALSE,FALSE,TRUE,,,,,
telusu-kada-2025,"Telusu Kada","తెలుసు కదా",2025,average,6.2,6.2,,"Neeraja Kona","Siddhu Jonnalagadda","Srinidhi Shetty","Romance; Drama",FALSE,FALSE,TRUE,,,,,
thandel-2025,"Thandel","తండేల్",2025,average,6.1,6.1,,"Chandoo Mondeti","Naga Chaitanya Akkineni","Sai Pallavi","Romance; Action; Drama; Thriller",FALSE,FALSE,TRUE,,,,,
playdate-2025,"Playdate","ప్లే డేట్",2025,average,6.1,6.13,,"Luke Greenfield","Kevin James","Alan Ritchson","Action; Comedy; Family",FALSE,FALSE,FALSE,,,,,
vidaamuyarchi-2025,"Vidaamuyarchi","పట్టుదల",2025,average,6,6.2,,"Magizh Thirumeni","Ajith Kumar","Trisha Krishnan","Action; Drama; Mystery; Thriller; Crime",FALSE,FALSE,FALSE,,,,,
neeli-megha-shyama-2025,"Neeli Megha Shyama","",2025,average,6,,,"Ravi S Varmaa","Vishwadev Rachakonda","Paayal Radhakrishna","Romance; Comedy",FALSE,FALSE,FALSE,,,,,
1000-waala-2025,"1000 Waala","",2025,average,6,,,"Afzal Shaik","Amith","Navitha Gangat","Action",FALSE,FALSE,FALSE,,,,,
baapu-2025,"Baapu","",2025,average,6,6,,"Dayakar Reddy K","Brahmaji","Aamani, Dhanya Balakrishna","Drama; Family; Social",FALSE,FALSE,TRUE,,,,,
oka-pathakam-prakaaram-2025,"Oka Pathakam Prakaaram","",2025,average,6,,,"Vinod Vijayan","Sai Ram Shankar","Ashima Narwal","Drama; Thriller; Crime",FALSE,FALSE,FALSE,,,,,
shivangi-2025,"Shivangi","",2025,average,6,,,"Devaraj Bharani Dharan","John Vijay","Anandhi","Drama; Thriller",FALSE,FALSE,FALSE,,,,,
sundarakanda-2025,"Sundarakanda","",2025,hit,6,6,,"Venkatesh Nimmalapudi","Nara Rohith","Sridevi Vijayakumar","Romance; Comedy",FALSE,FALSE,TRUE,,,,,
gandhi-tatha-chettu-2025,"Gandhi Tatha Chettu","",2025,average,6,,,"Padmavathi Malladi","Chakrapani Ananda","Sukriti Veni","Drama; Family",FALSE,FALSE,FALSE,,,,,
ghaati-2025,"Ghaati","ఘాటి",2025,average,6,,,"Radha Krishna Jagarlamudi","Vikram Prabhu","Anushka Shetty","Drama; Crime",FALSE,FALSE,FALSE,,,,,
dear-uma-2025,"Dear Uma","",2025,average,6,,,"Sai Rajesh Mahadav","Pruthvi Ambaar","V. S. Roopa Lakshmi","Drama; Romance",FALSE,FALSE,FALSE,,,,,
lyf-love-your-father-2025,"LYF - Love Your Father","",2025,average,6,,,"Pavan Ketharaju","Sri Harsha","Kashika Kapoor","Romance; Action; Drama; Thriller",FALSE,FALSE,FALSE,,,,,
the-great-pre-wedding-show-2025,"The Great Pre-Wedding Show","",2025,average,6,6,,"Rahul Srinivas","Thiruveer Reddy","Tinu Shravya","Comedy; Drama",FALSE,FALSE,TRUE,,,,,
the-100-2025,"The 100","",2025,average,6,,,"Raghav Omkar Sasidhar","Anand","Misha Narang","Crime; Action; Thriller",FALSE,FALSE,FALSE,,,,,
oh-bhama-ayyo-rama-2025,"Oh Bhama Ayyo Rama","",2025,average,6,,,"Ram Godhala","Suhas","Malavika Manoj","Romance; Drama",FALSE,FALSE,FALSE,,,,,
ari-my-name-is-nobody-2025,"Ari: My Name is Nobody","",2025,average,6,,,"V. JayaShankarr","Sai Kumar","Anasuya Bharadwaj","Drama; Thriller",FALSE,FALSE,FALSE,,,,,
a-minecraft-movie-2025,"A Minecraft Movie","",2025,average,6,6.31,,"Jared Hess","Jason Momoa","Jack Black","Family; Fantasy; Comedy; Adventure; Action",FALSE,FALSE,FALSE,,,,,
oka-brundavanam-2025,"Oka Brundavanam","",2025,average,6,,,"Satya Botcha","Ananth Babu","Kalyani Raju","Family; Action; Adventure; Fantasy",FALSE,FALSE,FALSE,,,,,
pelli-kaani-prasad-2025,"Pelli Kaani Prasad","",2025,average,6,,,"Abhilash Reddy Gopidi","Muralidhar Goud","Priyanka Sharma","Drama; Family; Social",FALSE,FALSE,FALSE,,,,,
police-vari-heccharika-2025,"Police Vari Heccharika","",2025,average,6,,,"Babji","Subhalekha Sudhakar","Himaja","Action; Romance; Drama",FALSE,FALSE,FALSE,,,,,
meghalu-cheppina-prema-katha-2025,"Meghalu Cheppina Prema Katha","",2025,average,6,,,"Vipin","Naresh Agastya","Rabiya Khatoon","Music; Romance",FALSE,FALSE,FALSE,,,,,
wildcat-2025,"Wildcat","",2025,average,6,6.03,,"James Nunn","Kate Beckinsale","Lewis Tan","Action; Thriller; Crime",FALSE,FALSE,FALSE,,,,,
tuk-tuk-2025,"Tuk Tuk","",2025,average,6,,,"Supreeth C Krishna","Harsh Roshan","Saanve Meghana","Drama; Comedy; Mystery",FALSE,FALSE,FALSE,,,,,
good-bad-ugly-2025,"Good Bad Ugly","",2025,average,6,5.95,,"Adhik Ravichandran","Ajith Kumar","Trisha Krishnan","Action; Crime; Comedy",FALSE,FALSE,FALSE,,,,,
premistunnaa-2025,"Premistunnaa","",2025,average,6,,,"Shankar Bhanu","Subbu Panchu","Viji Chandrasekhar","Drama; Romance",FALSE,FALSE,FALSE,,,,,
vaamana-2025,"Vaamana","",2025,average,6,6,,"Shankar Raman S","Dhanveer Gowda","Reeshma Nanaiah","Action",FALSE,FALSE,FALSE,,,,,
ramam-raghavam-2025,"Ramam Raghavam","",2025,average,6,,,"Dhanraj","Samuthirakani","Mokksha","Drama; Thriller",FALSE,FALSE,FALSE,,,,,
23-iravai-moodu-2025,"23 (Iravai Moodu)","",2025,average,6,,,"Raj Rachakonda","Teja","Jhansi","Drama; Crime",FALSE,FALSE,FALSE,,,,,
shashtipoorthi-2025,"Shashtipoorthi","",2025,average,6,,,"Pavan Prabha","Rajendra Prasad","Archana","Family; Drama; Comedy",FALSE,FALSE,FALSE,,,,,
eesha-2025,"Eesha","",2025,average,6,,,"Srinivas Manne","Thrigun","Hebah Patel","Horror; Thriller",FALSE,FALSE,FALSE,,,,,
patang-2025,"Patang","",2025,average,6,,,"Praneeth Prattipati","Pranav Kaushik","Preethi Pagadala","Drama; Comedy; Romance",FALSE,FALSE,FALSE,,,,,
premante-2025,"Premante","",2025,average,6,6,,"Navaneeth Sriram","Priyadarshi Pullikonda","Anandhi","Romance; Comedy; Thriller",FALSE,FALSE,TRUE,,,,,
chiranjeeva-2025,"Chiranjeeva","",2025,average,6,,,"Abhinaya Krishna","Raj Tarun","Kushitha Kallapu","Drama; Romance; Family",FALSE,FALSE,FALSE,,,,,
janata-bar-2025,"Janata Bar","",2025,average,6,,,"Ramana Mogili","Pradeep Ram Singh Rawat","Raai Laxmi","Drama; Social; Crime",FALSE,FALSE,FALSE,,,,,
thala-2025,"Thala","",2025,hit,6,6,,"Amma Rajasekhar","Rajiv Kanakala","Indraja","Mystery",FALSE,FALSE,TRUE,,,,,
bhavani-ward-1997-2025,"Bhavani Ward 1997","",2025,average,6,,,"GD Narasimmha","Jabardasth Apparao","Gayatri Gupta","Horror; Drama",FALSE,FALSE,FALSE,,,,,
thank-you-dear-2025,"Thank You Dear","",2025,average,6,,,"Thota Srikanth Kumar","Dhanush Raghumudri","Hebah Patel","Thriller; Romance",FALSE,FALSE,FALSE,,,,,
ice-road-vengeance-2025,"Ice Road: Vengeance","",2025,average,6,6.25,,"Jonathan Hensleigh","Liam Neeson","Fan Bingbing","Action; Thriller; Drama",FALSE,FALSE,FALSE,,,,,
dilruba-2025,"Dilruba","",2025,average,6,,,"Viswa Karun","Kiran Abbavaram","Nazia Davison","Romance; Action",FALSE,FALSE,FALSE,,,,,
dhanraj-2025,"Ramam Raghavam","",2025,average,6,,,"Dhanraj Koranani","Samuthirakani","Mokksha","Documentary",FALSE,FALSE,FALSE,,,,,
break-out-2025,"Boss","",2025,average,6,,,"Ra Hee-chan","Jo Woo-jin","Hwang Woo-seul-hye","Action; Comedy",FALSE,FALSE,FALSE,,,,,
ilanti-cinema-meereppudu-chusundaru-2025,"Ilanti Cinema Meereppudu Chusundaru","",2025,average,6,,,"Super Raja","Super Raja","Deepti Sanjeev Sivan","Comedy",FALSE,FALSE,FALSE,,,,,
super-raja-2025,"Super Raja","",2025,average,6,,,"Super Raja","Super Raja","Chandana Palanki","Comedy; Adventure",FALSE,FALSE,FALSE,,,,,
sasivadane-2025,"Sasivadane","",2025,average,6,,,"Sai Mohan Ubbana","Rakshith Atluri","Komalee Prasad","Romance; Drama",FALSE,FALSE,FALSE,,,,,
suryapet-junction-2025,"Suryapet Junction","",2025,average,6,,,"Rajesh Nadendla","Eeswar","Naina Sarwar","Action; Drama",FALSE,FALSE,FALSE,,,,,
solo-boy-2025,"Solo Boy","",2025,average,6,,,"P. Naveen Kumar","Posani Krishna Murali","Shweta Avasthi","Drama; Romance; Family",FALSE,FALSE,FALSE,,,,,
dreamcatcher-2025,"Dreamcatcher","",2025,average,6,,,"Sandeep Kakula","Prashanth Krishna","Aneesha Dama","Thriller",FALSE,FALSE,FALSE,,,,,
robinhood-2025,"Robinhood","రాబిన్ హుడ్",2025,average,5.9,5.9,,"Venky Kudumula","Nithiin","Sreeleela","Action",FALSE,FALSE,FALSE,,,,,
they-call-him-og-2025,"They Call Him OG","ఓజీ",2025,average,5.8,5.81,,"Sujeeth","Pawan Kalyan","Priyanka Arul Mohan","Action; Thriller",FALSE,FALSE,FALSE,,,,,
kishkindhapuri-2025,"Kishkindhapuri","",2025,average,5.8,5.8,,"Koushik Pegallapati","Bellamkonda Srinivas","Anupama Parameswaran","Horror; Thriller; Comedy; Drama",FALSE,FALSE,FALSE,,,,,
enuguthondam-ghatikachalam-2025,"Enuguthondam Ghatikachalam","",2025,average,5.8,5.8,,"Ravi Babu","Naresh","Varshini Sounderajan","Comedy; Drama",FALSE,FALSE,FALSE,,,,,
brahma-anandam-2025,"Brahma Anandam","",2025,average,5.8,5.8,,"RVS Nikhil","Raja Goutham","Priya Vadlamani","Comedy; Drama",FALSE,FALSE,FALSE,,,,,
sankranthiki-vasthunam-2025,"Sankranthiki Vasthunam","",2025,average,5.7,5.7,,"Anil Ravipudi","Daggubati Venkatesh","Aishwarya Rajesh","Comedy; Drama; Family",FALSE,FALSE,FALSE,,,,,
identity-2025,"Identity","",2025,average,5.6,5.59,,"Anas Khan","Tovino Thomas","Trisha Krishnan","Action; Thriller; Mystery",FALSE,FALSE,FALSE,,,,,
baramulla-2025,"Baramulla","",2025,average,5.6,5.55,,"Aditya Suhas Jambhale","Manav Kaul","Bhasha Sumbli","Horror",FALSE,FALSE,FALSE,,,,,
single-2025,"#Single","",2025,average,5.6,5.6,,"Caarthick Raju","Sree Vishnu","Ketika Sharma","Comedy; Romance",FALSE,FALSE,FALSE,,,,,
war-2-2025,"War 2","వార్ 2",2025,average,5.6,5.59,,"Ayan Mukerji","N. T. Rama Rao Jr.","Hrithik Roshan","Action; Adventure; Thriller",FALSE,FALSE,FALSE,,,,,
santhana-prapthirasthu-2025,"Santhana Prapthirasthu","",2025,average,5.5,5.5,,"Sanjeev Reddy","Tharun Bhascker","Chandini Chowdary","Comedy; Family; Romance",FALSE,FALSE,FALSE,,,,,
painkili-2025,"Painkili","",2025,average,5.5,5.5,,"Sreejith Babu","Sajin Gopu","Anaswara Rajan","Romance; Comedy",FALSE,FALSE,FALSE,,,,,
eleven-2025,"Eleven","",2025,average,5.5,5.54,,"Lokkesh Ajls","Naveen Chandra","Abhirami","Thriller",FALSE,FALSE,FALSE,,,,,
daaku-maharaaj-2025,"Daaku Maharaaj","డాకు మహారాజ్",2025,average,5.3,5.3,,"Bobby Kolli","Nandamuri Balakrishna","Pragya Jaiswal","Action",FALSE,FALSE,FALSE,,,,,
thug-life-2025,"Thug Life","",2025,average,5.2,5.21,,"Mani Ratnam","Kamal Haasan","Silambarasan","Action; Crime; Drama",FALSE,FALSE,FALSE,,,,,
laila-2025,"Laila","",2025,average,5.2,5.2,,"Ram Narayan","Vishwak Sen","Akanksha Sharma","Comedy; Romance",FALSE,FALSE,FALSE,,,,,
12a-railway-colony-2025,"12A Railway Colony","",2025,average,5,5,,"Nani Kasaragadda","Allari Naresh","Kamakshi Bhaskarla","Horror; Thriller",FALSE,FALSE,FALSE,,,,,
1111-2025,"11:11","",2025,hit,5,5,,"Kittu Nalluri","Saluri Koteswara Rao","Varsha Vishwanath","Romance; Drama; Thriller; Mystery",FALSE,FALSE,FALSE,,,,,
game-changer-2025,"Game Changer","గేమ్ ఛేంజర్",2025,average,5,4.8,,"S. Shankar","Ram Charan","Kiara Advani","Action; Drama; Political",FALSE,FALSE,FALSE,,,,,
mass-jathara-2025,"Mass Jathara","",2025,average,5,5,,"Bhanu Bogavarapu","Ravi Teja","Sreeleela","Action; Crime; Thriller",FALSE,FALSE,FALSE,,,,,
akkada-ammayi-ikkada-abbayi-2025,"Akkada Ammayi Ikkada Abbayi","",2025,hit,5,5,,"NitinBharath","Pradeep Machiraju","Deepika Pilli","Comedy",FALSE,FALSE,FALSE,,,,,
kannappa-2025,"Kannappa","కన్నప్ప",2025,average,5,4.8,,"Mukesh Kumar Singh","Vishnu Manchu","Preity Mukhundhan","Fantasy; History; Drama",FALSE,FALSE,FALSE,,,,,
28-degree-celsius-2025,"28 Degree Celsius","",2025,average,5,5,,"Anil Viswanath","Naveen Chandra","Shalini Vadnikatti","Thriller; Mystery; Drama",FALSE,FALSE,FALSE,,,,,
hathya-2025,"Hathya","",2025,average,5,5,,"Srividya Basawa","Ravi Varma","Dhanya Balakrishna","Crime; Thriller",FALSE,FALSE,FALSE,,,,,
blind-spot-2025,"Blind Spot","",2025,average,4.5,4.5,,"Rakesh Varma","Naveen Chandra","Raashi Singh","Thriller; Crime",FALSE,FALSE,FALSE,,,,,
jatadhara-2025,"Jatadhara","జటాధర",2025,average,4.5,4.5,,"Venkat Kalyan","Sudheer Babu","Sonakshi Sinha","Action; Horror; Thriller",FALSE,FALSE,FALSE,,,,,
raju-weds-rambai-2025,"Raju Weds Rambai","",2025,average,4.4,4.4,,"Saailu Kaampati","Shivaji Raja","Anitha Chowdary","Drama; Romance; Comedy",FALSE,FALSE,FALSE,,,,,
junior-2025,"Junior","",2025,average,4.2,4.2,,"Radhakrishna Reddy","Kireeti Reddy","Sreeleela, Genelia DSouza","Drama; Family",FALSE,FALSE,FALSE,,,,,
daksha-the-deadly-conspiracy-2025,"Daksha: The Deadly Conspiracy","అగ్ని నక్షత్రం",2025,average,4,4,,"Vamsee Krishna Malla","Mohan Babu","Lakshmi Manchu","Crime; Thriller; Drama",FALSE,FALSE,FALSE,,,,,
show-time-2025,"Show Time","",2025,average,4,4,,"Madhan Kumar Dhakshinamoorthy","Naveen Chandra","Kamakshi Bhaskarla","Comedy; Thriller",FALSE,FALSE,FALSE,,,,,
k-ramp-2025,"K-Ramp","కె–ర్యాంప్‌",2025,average,4,4,,"Jains Nani","Kiran Abbavaram","Yukti Thareja","Comedy; Romance",FALSE,FALSE,FALSE,,,,,
chaurya-paatham-2025,"Chaurya Paatham","",2025,average,4,4,,"Nikhil Gollamari","Mast Ali","Paayal Radhakrishna","Comedy; Drama",FALSE,FALSE,FALSE,,,,,
chaurya-paatam-2025,"Chaurya Paatam","",2025,average,4,4,,"Nikhil Gollamari","Mast Ali","Paayal Radhakrishna","Comedy; Drama",FALSE,FALSE,FALSE,,,,,
bhairavam-2025,"Bhairavam","",2025,hit,3.3,3,,"Vijay Kanakamedala","Bellamkonda Srinivas","Aditi Shankar","Action; Crime; Thriller",FALSE,FALSE,FALSE,,,,,
rite-here-rite-now-2024,"Rite Here Rite Now","",2024,industry-hit,9.5,8.79,,"Tobias Forge","Tobias Forge","Hayden C Scott","Music; Documentary",TRUE,FALSE,FALSE,,,,,
prasanna-vadanam-2024,"Prasanna Vadanam","",2024,industry-hit,9.2,8.2,,"Arjun Y.K.","Suhas","Raashi Singh","Action; Thriller",TRUE,FALSE,FALSE,,,,,
the-way-to-the-heart-2024,"The Way to the Heart","",2024,super-hit,9,9.9,,"Wendy Ord","Meghan Heffern","Peter Graham","Drama; Comedy",TRUE,FALSE,FALSE,,,,,
succubus-2024,"Succubus","",2024,super-hit,9,8.75,,"R.J. Daniel Hanna","Brendan Bradley","Rachel Cook","Horror; Thriller",TRUE,FALSE,FALSE,,,,,
35-chinna-katha-kaadu-2024,"35 - Chinna Katha Kaadu","",2024,super-hit,8.9,8.4,,"Nanda Kishore","Vishwadev Rachakonda","Nivetha Thomas","Drama; Family",TRUE,FALSE,FALSE,,,,,
bhairathi-ranagal-2024,"Bhairathi Ranagal","భైరతి రణగల్",2024,super-hit,8.8,8.3,,"Narthan","Shiva Rajkumar","Chaya Singh","Action; Drama",FALSE,FALSE,FALSE,,,,,
the-forge-2024,"The Forge","",2024,super-hit,8.8,8.27,,"Alex Kendrick","Aspen Kennedy Wilson","Priscilla C. Shirer","Drama; Family",TRUE,FALSE,FALSE,,,,,
the-wild-robot-2024,"The Wild Robot","",2024,super-hit,8.8,8.32,,"Chris Sanders","Lupita Nyong'o","Pedro Pascal","Animation; Science Fiction; Family; Adventure; Drama",TRUE,FALSE,FALSE,,,,,
ultraman-rising-2024,"Ultraman: Rising","",2024,super-hit,8.7,8.18,,"Shannon Tindle","Christopher Sean","Gedde Watanabe","Animation; Science Fiction; Family; Action",TRUE,FALSE,FALSE,,,,,
super-man-the-christopher-reeve-story-2024,"Super/Man: The Christopher Reeve Story","సూపర్",2024,super-hit,8.6,8.07,,"Ian Bonhôte","Christopher Reeve","Will Reeve","Documentary",TRUE,FALSE,FALSE,,,,,
music-by-john-williams-2024,"Music by John Williams","",2024,super-hit,8.6,8.06,,"Laurent Bouzereau","John Williams","Steven Spielberg","Documentary; Music",TRUE,FALSE,FALSE,,,,,
memoir-of-a-snail-2024,"Memoir of a Snail","",2024,super-hit,8.6,8.06,,"Adam Elliot","Sarah Snook","Kodi Smit-McPhee","Animation; Drama; Comedy",TRUE,FALSE,FALSE,,,,,
dune-part-two-2024,"Dune: Part Two","",2024,super-hit,8.6,8.13,,"Denis Villeneuve","Timothée Chalamet","Zendaya","Science Fiction; Adventure",TRUE,FALSE,FALSE,,,,,
soul-2024,"Soul","",2024,super-hit,8.6,8.1,,"Pete Docter","Jamie Foxx","Tina Fey","Animation; Family; Comedy; Fantasy; Drama; Music",TRUE,FALSE,FALSE,,,,,
transformers-one-2024,"Transformers One","",2024,super-hit,8.5,8.02,,"Josh Cooley","Chris Hemsworth","Brian Tyree Henry","Animation; Science Fiction; Adventure; Family",TRUE,FALSE,FALSE,,,,,
